id,x0,x1,x2,fitness8,fitness6.5,fitness5,fitness6,fitness4,fitness5.5,fitness8.5,fitness9,fitness9.5,fitness10,fitness7.5,fitness7,fitness4.5,fitness3.5,fitness2.5,fitness2,fitness0.5,fitness1,fitness1.5
34623,9.19233,7.21627,10.1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA,NA,NA,NA,NA
34962,9.12722,7.00451,9.79138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA
35195,6.74188,7.89937,9.49286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA
35323,8.2408,8.14746,9.75223,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35551,7.99907,7.6986,10.0911,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35725,8.17845,7.811,9.97559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA
35949,8.39545,8.54131,8.83895,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36054,7.42162,9.91846,6.74143,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36303,8.41851,8.13347,7.53683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA
36598,8.31262,8.62166,6.64019,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36609,8.90384,9.20285,6.30602,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36810,7.94581,8.56738,6.71991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA
37192,8.20618,8.86588,7.96698,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37379,8.04054,9.96259,7.94112,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37467,8.00912,9.32469,8.70815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA
37626,9.11962,8.74553,6.99831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA
37939,9.10161,9.14227,7.69344,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38039,7.99597,7.78709,7.95594,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38280,8.58251,7.66096,7.56445,NA,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38467,7.3893,7.60628,6.40676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA
38719,9.77571,8.35831,6.52404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA
38944,9.61809,7.80574,6.98576,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39168,8.276,8.42923,8.12623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
39324,7.20942,8.79226,7.67272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA
39506,7.2415,9.83541,7.23817,NA,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39677,8.00904,9.2158,7.17333,NA,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39878,7.03334,9.30766,7.40071,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40143,8.71214,9.69766,6.81297,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40235,8.40248,9.07704,6.90361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA
40547,7.77863,9.82892,8.6725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA
40631,8.24606,9.30744,8.35725,NA,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40933,7.21383,8.4971,8.33266,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
41124,6.52549,8.23915,8.92377,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41258,5.96223,9.11326,9.21464,NA,NA,NA,NA,NA,NA,NA,NA,-0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41553,6.83579,8.74477,8.78175,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41671,7.99238,8.52908,9.03317,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41828,7.20377,8.2398,8.0781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA
42154,7.02928,8.71497,8.02473,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42357,7.5026,10.2324,7.77429,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42490,6.81842,9.88773,7.76207,NA,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42746,7.79761,8.89851,7.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA
42809,8.37103,8.10844,8.3158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
43159,7.1765,9.43978,10.1962,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43261,8.94033,10.0167,8.79647,NA,NA,NA,NA,NA,NA,-0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43585,7.70313,9.93966,7.93409,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43772,6.49028,9.30083,8.35127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA
43820,7.07623,9.32703,8.91451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA
44164,7.86426,8.68393,8.24468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA
44365,7.78442,9.62581,8.78418,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44575,8.87257,8.93412,8.3626,NA,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44631,8.47212,7.9821,8.29053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA
44829,7.32978,6.76157,8.32874,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45074,7.1297,7.86641,8.56642,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45306,6.97269,6.7071,8.16457,NA,NA,NA,NA,NA,NA,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45447,6.83958,6.97083,7.11965,NA,NA,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45669,8.07034,6.0649,7.76927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA
45957,7.73915,8.48034,7.88491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA
46001,9.30512,9.10183,8.76013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
46342,8.60386,8.26792,8.11321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA
46487,8.74889,7.18895,8.45244,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46633,8.72251,7.43116,8.95251,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46946,8.56484,8.89877,8.45935,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47082,7.0904,8.42622,8.52568,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47395,7.65451,9.34991,8.16716,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47504,7.93191,9.39478,8.91494,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47623,6.55171,9.39889,7.78299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA
47859,7.92026,7.329,7.74102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA
48001,9.84199,7.31615,6.62638,NA,NA,NA,NA,NA,NA,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48204,8.65757,7.02257,7.41372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA
48540,7.98812,7.81102,8.31748,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48700,6.34585,9.30561,7.61294,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48816,6.50586,7.50823,6.87459,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49163,7.19688,6.93932,7.71303,NA,NA,NA,NA,NA,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49298,7.80931,5.34431,7.04471,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49539,8.98916,5.55425,8.4848,NA,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49768,9.25153,5.58503,7.22605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.093,NA,NA,NA,NA,NA
49936,7.32367,6.5934,7.60927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA
50112,7.88291,6.82252,8.19549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA
50336,7.84412,7.36241,9.06713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA
50460,7.04308,6.21109,9.77383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.177,NA,NA
50782,7.64655,6.40799,8.30833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293,NA
50979,7.49109,6.80349,7.05807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,NA,NA
51122,4.53043,6.99059,6.60363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,NA
51367,2.99447,7.14476,7.4234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA
51561,3.97113,8.33838,8.21414,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51703,6.35641,7.67542,8.90155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA
51816,6.99257,7.95073,8.94968,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52165,5.97495,8.73908,8.58583,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52223,5.77463,8.25672,7.4281,NA,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52517,6.69563,7.63345,5.8489,NA,NA,NA,NA,NA,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52638,4.67891,7.10371,6.07314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA
52980,5.41188,7.62214,6.65541,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53007,4.9753,6.48147,7.71668,NA,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53210,6.09004,8.58973,7.33675,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53513,4.85467,9.50242,7.82488,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53692,5.67164,10.1852,7.52996,NA,NA,NA,NA,NA,NA,-0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53895,8.21727,8.2708,9.60749,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54168,9.03278,8.25458,9.38611,NA,NA,NA,NA,NA,NA,NA,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54302,8.07733,8.0139,7.73513,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54401,8.37264,7.18392,6.71163,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54625,9.56461,7.74361,7.96659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA
54939,8.39182,7.07093,6.47438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA
55093,8.56788,7.99299,7.16462,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55391,9.37122,8.09138,8.23535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA
55411,9.81856,6.86621,7.6692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA
55680,10.0482,7.84839,8.69741,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55979,8.5353,7.27661,8.4592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA
56066,7.91381,6.98667,8.15266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA
56231,7.34827,6.19849,8.73665,NA,NA,NA,-0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56454,5.15079,7.48993,8.87078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232,NA,NA,NA,NA,NA,NA,NA
56609,4.87832,8.24725,7.97095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA
56802,6.74015,7.41585,7.23671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA
57036,7.31901,7.31926,7.46228,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57383,8.92376,6.88897,8.24035,NA,NA,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57549,8.96521,7.55715,8.81665,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57772,8.76239,7.74663,8.26543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA
57956,7.42644,8.13081,8.10535,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58061,7.24612,8.27235,7.17247,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58326,6.87726,7.80634,6.10734,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58507,7.54418,8.93807,5.87407,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58648,7.08118,6.65625,6.3525,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58915,7.82238,6.36141,6.98197,NA,NA,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59189,9.8769,7.62588,8.29899,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59362,8.53545,8.64305,8.8761,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59544,7.08538,8.61251,9.15077,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59785,7.96932,8.52959,9.19143,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59971,6.77058,7.94908,9.59691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA
60104,6.63621,8.10402,8.15738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA
60330,6.74705,7.10142,8.8322,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60410,7.41952,7.57495,9.57888,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60698,7.01734,8.84807,8.60012,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60974,7.42004,7.72872,8.23238,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA
61006,8.53717,7.71081,8.2665,NA,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61304,8.01632,7.26674,7.48768,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61486,8.25619,6.58072,8.88952,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61748,8.01312,7.12568,9.17741,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61807,6.87049,7.19078,7.36106,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62138,8.39988,8.44178,8.77759,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62375,9.04328,8.7698,7.07984,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62411,8.58875,9.01968,7.0147,NA,NA,NA,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62682,8.43737,9.19076,7.50695,NA,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62903,7.12154,8.90379,8.41204,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63024,5.65905,7.99999,8.60792,NA,NA,NA,NA,NA,NA,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63229,6.55437,8.19996,7.82739,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63592,7.64007,10.2194,7.61037,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63760,6.92896,9.06565,7.16548,NA,NA,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63937,7.23992,7.26825,8.52052,NA,NA,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64193,6.68855,7.64163,7.8899,NA,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64373,5.45251,8.89903,7.47475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA
64529,7.07254,7.24742,9.03361,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64781,6.68802,7.84229,8.89962,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64885,5.65404,10.1827,8.14322,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65067,7.30565,9.39744,7.03308,NA,NA,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65387,7.49997,8.23756,8.23021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
65470,7.99147,7.86777,7.7878,NA,NA,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65635,9.45468,8.61574,8.06449,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65997,8.21781,8.20985,7.01136,NA,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66123,8.26136,7.84147,5.71844,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66361,8.5974,8.08121,5.45038,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66500,9.06069,9.08961,4.86086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA
66692,9.77306,8.56644,6.08733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.118,NA,NA,NA,NA,NA,NA,NA
66948,9.54431,8.49143,7.37227,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67039,7.86644,7.62675,6.69253,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67384,7.93573,8.92249,6.6913,NA,NA,NA,NA,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67590,8.38672,6.7461,7.08941,NA,NA,NA,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67667,7.71181,7.27496,8.95134,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67998,7.5089,7.37058,8.45722,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68170,5.40772,8.2465,8.10789,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68299,4.56124,9.64259,6.82665,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68516,4.69854,8.80395,8.2053,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68664,4.52402,9.05796,7.29397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA
68948,3.80023,9.36039,6.68018,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69036,4.15507,10.1444,7.63151,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69245,4.59989,8.23773,7.90874,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69535,5.12183,7.49321,6.88402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA
69700,5.09771,7.39787,7.00373,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69906,4.04683,8.04901,8.12029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA
70092,5.04645,7.85764,7.14694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA
70224,5.54515,9.03855,7.30022,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70564,4.87904,7.99431,7.87962,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70742,3.94475,7.38035,7.2104,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70960,3.57655,7.10038,7.64975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA,NA,NA
