id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3.5,fitness3,fitness2.5
78226,4.14898,4.79105,-0.777331,1474.549,NA,NA,NA,NA,NA
78393,3.67609,4.7358,-1.01843,NA,2066.277,NA,NA,NA,NA
78612,4.34224,4.86585,-0.232827,NA,5854.048,NA,NA,NA,NA
78825,4.82608,4.70059,-0.13795,NA,NA,NA,2591.733,NA,NA
79005,4.65047,5,0.782926,NA,NA,NA,NA,NA,614.301
79226,5,4.10708,-0.308398,NA,NA,391.034,NA,NA,NA
79478,3.67889,5,-0.592765,NA,2184.405,NA,NA,NA,NA
79692,2.84278,5,-2.22336,NA,476.51,NA,NA,NA,NA
79772,3.28968,5,-1.30876,NA,3595.261,NA,NA,NA,NA
80136,4.89361,5,-1.31138,1753.67,NA,NA,NA,NA,NA
80300,5,4.66663,-0.706007,NA,9469.537,NA,NA,NA,NA
80433,5,5,-0.333663,3421.251,NA,NA,NA,NA,NA
80685,4.63534,5,-0.884346,3273.389,NA,NA,NA,NA,NA
80825,4.45016,4.35742,-0.668886,NA,1630.471,NA,NA,NA,NA
81072,5,5,-1.09725,NA,1561.607,NA,NA,NA,NA
81280,5,4.75157,-0.699245,13021.827,NA,NA,NA,NA,NA
81498,5,4.14125,-1.48783,NA,4984.881,NA,NA,NA,NA
81738,4.80253,5,-1.86224,NA,4300.372,NA,NA,NA,NA
81920,5,4.96255,-0.741494,NA,14418.304,NA,NA,NA,NA
82062,5,4.85135,-0.716973,NA,16007.386,NA,NA,NA,NA
82257,4.7037,5,-0.722354,NA,11853.471,NA,NA,NA,NA
82386,5,5,0.234497,NA,2637.627,NA,NA,NA,NA
82685,5,5,0.551195,NA,485.84,NA,NA,NA,NA
82803,5,5,-0.888711,NA,14762.751,NA,NA,NA,NA
83030,4.82374,5,0.333202,NA,4549.085,NA,NA,NA,NA
83296,4.979,4.76637,-0.896564,NA,17430.9,NA,NA,NA,NA
83485,5,5,-0.798876,8769.407,NA,NA,NA,NA,NA
83614,5,5,-0.980498,NA,8294.391,NA,NA,NA,NA
83776,4.96926,5,-1.62082,1463.953,NA,NA,NA,NA,NA
83961,5,5,0.27649,2679.758,NA,NA,NA,NA,NA
84318,3.82961,5,-0.939079,NA,3489.997,NA,NA,NA,NA
84478,4.85624,5,-2.1417,5404.152,NA,NA,NA,NA,NA
84601,5,5,-0.552599,NA,5161.429,NA,NA,NA,NA
84896,4.9262,5,-1.02174,NA,7661.275,NA,NA,NA,NA
85132,4.40436,3.77114,-1.27684,NA,1378.014,NA,NA,NA,NA
85216,4.97547,5,-0.969622,NA,9731.29,NA,NA,NA,NA
85418,4.59266,4.82033,0.167968,NA,679.68,NA,NA,NA,NA
85596,4.30852,5,0.614038,NA,549.907,NA,NA,NA,NA
85952,4.99273,5,-1.04406,NA,4970.014,NA,NA,NA,NA
86030,5,5,-1.00639,NA,6952.342,NA,NA,NA,NA
86253,5,4.65687,-1.08474,NA,1777.555,NA,NA,NA,NA
86405,5,3.86492,-0.808717,4232.709,NA,NA,NA,NA,NA
86695,5,4.70347,-0.87253,NA,11950.334,NA,NA,NA,NA
86820,4.72327,5,-1.31252,5167.419,NA,NA,NA,NA,NA
86957,4.76672,5,-1.44211,8610.645,NA,NA,NA,NA,NA
87196,5,5,-1.57772,NA,NA,5370.652,NA,NA,NA
87544,4.34119,5,-0.719531,3144.743,NA,NA,NA,NA,NA
87749,5,4.65825,-0.340149,2080.572,NA,NA,NA,NA,NA
87883,4.79839,5,0.651159,1228.2,NA,NA,NA,NA,NA
87982,4.82602,5,-0.604616,6805.496,NA,NA,NA,NA,NA
88342,5,4.68606,-0.632184,239.354,NA,NA,NA,NA,NA
88539,5,4.83619,0.776067,1991.199,NA,NA,NA,NA,NA
88569,4.9143,4.12225,0.841538,NA,1723.104,NA,NA,NA,NA
88814,5,3.83787,1.87113,NA,NA,NA,280.209,NA,NA
89129,5,5,-0.365741,NA,NA,NA,1561.809,NA,NA
89340,4.84115,4.69829,0.174927,1972.456,NA,NA,NA,NA,NA
89440,5,4.39422,-0.0711158,NA,3295.431,NA,NA,NA,NA
89613,5,4.8022,-0.594029,NA,10850.374,NA,NA,NA,NA
89808,4.95666,5,-0.0432131,NA,NA,2019.082,NA,NA,NA
89968,4.10363,4.3869,0.437897,NA,454.824,NA,NA,NA,NA
90211,3.57657,4.34864,-1.17571,NA,195.774,NA,NA,NA,NA
90419,4.72771,3.42742,-1.61395,NA,1753.312,NA,NA,NA,NA
90553,5,4.2328,-1.37796,NA,6956.041,NA,NA,NA,NA
90817,4.74755,4.76993,-2.23158,NA,2288.96,NA,NA,NA,NA
91084,5,5,-3.1482,NA,2706.784,NA,NA,NA,NA
91230,3.61478,4.90502,-1.88702,NA,1231.536,NA,NA,NA,NA
91503,5,5,-0.583824,NA,8542.616,NA,NA,NA,NA
91589,5,4.85531,-1.03154,NA,7391.428,NA,NA,NA,NA
91789,4.95774,4.68497,-1.96725,NA,5616.603,NA,NA,NA,NA
91959,5,5,-2.92486,NA,2883.302,NA,NA,NA,NA
92263,4.76816,4.32378,-1.27349,NA,6111.652,NA,NA,NA,NA
92375,4.37177,5,-2.57201,NA,1564.38,NA,NA,NA,NA
92667,5,5,-2.10206,NA,6240.234,NA,NA,NA,NA
92835,5,5,-0.828829,NA,12932.149,NA,NA,NA,NA
92946,5,4.26259,-1.164,NA,1634.809,NA,NA,NA,NA
93328,5,4.89804,-0.975854,NA,11131.659,NA,NA,NA,NA
93387,5,5,-0.180235,4872.563,NA,NA,NA,NA,NA
93560,5,5,-0.688841,NA,11223.201,NA,NA,NA,NA
93822,5,5,-0.783974,NA,13016.835,NA,NA,NA,NA
93955,5,5,-1.33609,NA,NA,5358.269,NA,NA,NA
94303,5,4.32126,-0.322203,NA,3842.886,NA,NA,NA,NA
94444,5,4.28537,-0.322341,NA,3651.759,NA,NA,NA,NA
94570,5,4.87061,-0.864481,NA,16527.027,NA,NA,NA,NA
94900,5,5,-0.656367,NA,10989.426,NA,NA,NA,NA
95042,5,5,-0.615999,NA,8344.291,NA,NA,NA,NA
95271,4.57172,5,-0.512061,NA,929.353,NA,NA,NA,NA
95522,3.26103,5,-1.54633,NA,3572.487,NA,NA,NA,NA
95706,3.37128,5,-1.63931,NA,1911.334,NA,NA,NA,NA
95876,5,5,-0.919915,NA,14489.587,NA,NA,NA,NA
95983,5,5,-2.10538,NA,4648.998,NA,NA,NA,NA
96181,4.82964,4.02203,-2.40735,343.833,NA,NA,NA,NA,NA
96378,5,5,-1.99716,NA,5542.812,NA,NA,NA,NA
96680,5,5,-0.808381,NA,13047.959,NA,NA,NA,NA
96879,4.48653,5,-1.64578,NA,685.845,NA,NA,NA,NA
97038,5,5,-0.929076,NA,10549.635,NA,NA,NA,NA
97288,4.64985,4.08754,-1.44731,NA,2515.993,NA,NA,NA,NA
97500,4.28073,4.52943,-1.43699,NA,666.03,NA,NA,NA,NA
97594,3.78013,4.84941,-2.0714,NA,2546.371,NA,NA,NA,NA
97840,4.82662,5,-0.934661,NA,13608.922,NA,NA,NA,NA
97973,4.19629,5,-1.26546,NA,5115.562,NA,NA,NA,NA
98207,4.8371,5,-0.225731,3393.288,NA,NA,NA,NA,NA
98406,4.15926,5,-0.00390704,NA,2047.893,NA,NA,NA,NA
98744,5,5,0.741506,NA,NA,925.836,NA,NA,NA
98847,5,5,-0.184658,3255.907,NA,NA,NA,NA,NA
98974,5,5,-0.783377,NA,13013.779,NA,NA,NA,NA
99145,4.40459,4.24807,-0.704761,NA,3235.106,NA,NA,NA,NA
99372,5,5,-0.828109,NA,12938.427,NA,NA,NA,NA
99549,5,5,0.328024,NA,3459.65,NA,NA,NA,NA
99938,4.78295,5,0.303614,NA,4206.639,NA,NA,NA,NA
100067,5,5,-0.668027,NA,10512.895,NA,NA,NA,NA
100292,5,4.90759,0.372984,NA,5757.288,NA,NA,NA,NA
100388,4.66618,5,-0.560521,NA,5549.63,NA,NA,NA,NA
100660,4.82053,5,-0.885907,NA,15630.558,NA,NA,NA,NA
100770,4.13612,5,-0.287191,NA,2917.146,NA,NA,NA,NA
100995,4.99481,5,-0.539549,NA,4567.53,NA,NA,NA,NA
101255,5,4.73632,-0.775335,NA,14308.347,NA,NA,NA,NA
101339,5,5,-0.628502,NA,8910.55,NA,NA,NA,NA
101655,5,5,-0.771926,NA,12934.156,NA,NA,NA,NA
101775,4.23348,4.93636,-1.30648,NA,7262.364,NA,NA,NA,NA
102092,3.59619,5,-0.879335,NA,1795.656,NA,NA,NA,NA
102307,4.7703,4.70379,-0.291958,NA,NA,2998.98,NA,NA,NA
102454,4.59675,5,-0.977237,1845.615,NA,NA,NA,NA,NA
102644,5,4.907,-1.1138,NA,681.465,NA,NA,NA,NA
102806,5,5,-0.933718,NA,13768.991,NA,NA,NA,NA
103018,1.97106,5,-0.748578,NA,1699.246,NA,NA,NA,NA
103186,2.91921,5,-0.86105,NA,2095.205,NA,NA,NA,NA
103532,5,5,-1.92779,NA,4890.398,NA,NA,NA,NA
103552,5,4.85553,-0.940384,NA,13471.445,NA,NA,NA,NA
103877,5,4.91091,-0.687801,NA,14392.313,NA,NA,NA,NA
104011,5,4.39161,-0.3165,NA,2813.746,NA,NA,NA,NA
104309,4.861,5,-1.04226,NA,6558.188,NA,NA,NA,NA
104442,3.92731,5,-0.692689,NA,1961.327,NA,NA,NA,NA
104640,4.23701,4.26569,-1.81546,NA,934.562,NA,NA,NA,NA
104824,4.77689,5,-2.00938,NA,6817.672,NA,NA,NA,NA
104964,5,5,-0.639444,NA,9384.278,NA,NA,NA,NA
105196,4.69998,5,-0.897854,NA,11139.988,NA,NA,NA,NA
105510,4.75656,5,-0.870983,NA,NA,NA,5085.369,NA,NA
105546,4.99894,5,-1.53646,2285.103,NA,NA,NA,NA,NA
105936,5,5,-1.08719,1910.645,NA,NA,NA,NA,NA
106088,5,5,-2.22175,NA,NA,624.89,NA,NA,NA
106312,5,5,-1.19319,2489.338,NA,NA,NA,NA,NA
106453,4.64208,4.31674,-4.39373,NA,890.958,NA,NA,NA,NA
106652,4.40596,4.8142,-4.54858,NA,1243.836,NA,NA,NA,NA
106765,5,4.75495,-5,NA,2984.045,NA,NA,NA,NA
106998,5,5,-5,2243.198,NA,NA,NA,NA,NA
107213,5,4.7064,-5,NA,NA,913.206,NA,NA,NA
107355,5,5,-3.96795,NA,NA,776.784,NA,NA,NA
107555,5,5,-5,2643.147,NA,NA,NA,NA,NA
107862,4.6961,4.92656,-5,NA,3028.275,NA,NA,NA,NA
108008,4.98094,5,-4.81912,NA,1711.253,NA,NA,NA,NA
108239,5,5,-5,NA,2559.19,NA,NA,NA,NA
108358,4.82789,5,-5,NA,3373.258,NA,NA,NA,NA
108720,5,5,-5,NA,2559.19,NA,NA,NA,NA
108938,5,4.8796,-5,NA,4474.397,NA,NA,NA,NA
109216,4.74563,5,-5,3186.537,NA,NA,NA,NA,NA
109391,5,5,-5,NA,2559.19,NA,NA,NA,NA
109698,5,4.27165,-3.64993,NA,790.182,NA,NA,NA,NA
109888,4.7404,5,-2.88582,NA,2726.329,NA,NA,NA,NA
110097,5,5,-2.40476,458.892,NA,NA,NA,NA,NA
110202,5,5,-3.03161,NA,3203.902,NA,NA,NA,NA
110438,5,5,-3.08011,2500.069,NA,NA,NA,NA,NA
110681,5,5,-3.12771,NA,2932.984,NA,NA,NA,NA
110889,5,5,-3.02547,NA,3222.554,NA,NA,NA,NA
110944,4.81725,4.59844,-1.96817,NA,3209.453,NA,NA,NA,NA
111159,4.81891,5,-2.81882,NA,1767.646,NA,NA,NA,NA
111384,5,5,-2.94736,NA,3063.935,NA,NA,NA,NA
111647,5,4.95105,-3.13284,NA,2748.36,NA,NA,NA,NA
111857,4.59574,5,-3.08589,NA,1258.917,NA,NA,NA,NA
111990,5,4.8539,-2.49838,NA,NA,2374.528,NA,NA,NA
112223,4.72508,4.10457,-1.49807,NA,4054.466,NA,NA,NA,NA
112410,4.73758,3.19628,-1.32635,NA,3687.454,NA,NA,NA,NA
112630,4.22165,4.60228,-1.44083,NA,3330.71,NA,NA,NA,NA
112817,4.27252,5,-1.55529,NA,5957.648,NA,NA,NA,NA
113106,4.45365,5,-1.39746,NA,3736.863,NA,NA,NA,NA
113176,5,4.3745,-0.210033,NA,3984.514,NA,NA,NA,NA
113380,5,5,-0.981336,NA,8252.893,NA,NA,NA,NA
113647,5,5,-0.893658,NA,11721.649,NA,NA,NA,NA
113770,5,5,0.4547,1911.3,NA,NA,NA,NA,NA
114065,4.73161,4.90068,1.30267,NA,4359.898,NA,NA,NA,NA
114206,5,3.43526,-1.35916,2324.202,NA,NA,NA,NA,NA
114349,4.00231,3.35031,-1.93682,NA,62.569,NA,NA,NA,NA
114684,4.32661,5,-2.56336,NA,1844.166,NA,NA,NA,NA
114827,4.64154,5,-1.94227,NA,3487.093,NA,NA,NA,NA
115011,4.6778,5,-1.71471,1408.419,NA,NA,NA,NA,NA
115222,4.97896,5,-0.614194,NA,9001.234,NA,NA,NA,NA
115313,5,5,0.173021,NA,1350.406,NA,NA,NA,NA
115528,5,5,0.362867,NA,NA,1259.291,NA,NA,NA
115726,5,5,-0.546687,NA,6459.518,NA,NA,NA,NA
116020,5,5,-1.10016,NA,1379.877,NA,NA,NA,NA
116297,5,4.78289,-1.48999,2693.255,NA,NA,NA,NA,NA
116453,4.57423,3.71432,-0.819939,763.869,NA,NA,NA,NA,NA
116599,4.18775,2.67002,-1.24482,NA,756.033,NA,NA,NA,NA
116828,4.26811,3.66296,-0.23351,NA,1679.921,NA,NA,NA,NA
117081,5,4.79721,-0.903612,NA,14547.711,NA,NA,NA,NA
117266,5,5,-2.06129,NA,5266.122,NA,NA,NA,NA
117474,4.66848,5,-1.04767,NA,3754.394,NA,NA,NA,NA
117637,4.21301,5,-0.258125,NA,4276.912,NA,NA,NA,NA
117744,4.98546,4.22634,1.69481,NA,1197.153,NA,NA,NA,NA
118058,5,4.92217,1.40649,NA,2823.879,NA,NA,NA,NA
118217,5,3.17984,1.85826,NA,712.488,NA,NA,NA,NA
118393,5,4.44632,3.68027,NA,771.577,NA,NA,NA,NA
118673,4.2663,4.3015,4.24424,NA,2195.718,NA,NA,NA,NA
118766,3.32736,4.69886,4.64183,NA,2662.187,NA,NA,NA,NA
119048,1.49743,5,5,NA,1103.839,NA,NA,NA,NA
119300,2.37117,5,5,NA,2371.69,NA,NA,NA,NA
119313,0.428066,5,5,NA,2795.84,NA,NA,NA,NA
119687,-0.215156,4.1074,5,NA,NA,978.561,NA,NA,NA
119778,-1.3333,3.7831,5,NA,NA,2345.293,NA,NA,NA
119964,-0.797688,4.92518,5,NA,16417.857,NA,NA,NA,NA
120228,-0.779009,5,5,NA,12988.108,NA,NA,NA,NA
120476,-0.833329,5,4.64656,NA,9123.014,NA,NA,NA,NA
120555,-1.09176,5,3.75735,NA,703.912,NA,NA,NA,NA
120728,-1.14635,3.84656,4.33333,NA,290.658,NA,NA,NA,NA
120962,-1.36211,4.94668,4.19416,NA,7475.835,NA,NA,NA,NA
121236,-2.16835,4.15745,4.09656,NA,589.118,NA,NA,NA,NA
121435,-1.66754,4.37597,4.80411,NA,3166.963,NA,NA,NA,NA
121682,-2.87596,4.81069,5,NA,2983.778,NA,NA,NA,NA
121807,-3.15531,5,4.57039,215.42,NA,NA,NA,NA,NA
122103,-0.951687,4.87087,5,NA,12814.129,NA,NA,NA,NA
122285,-0.890356,5,5,NA,11813.322,NA,NA,NA,NA
122335,0.204929,4.86457,5,NA,2778.297,NA,NA,NA,NA
122583,0.674896,5,5,713.504,NA,NA,NA,NA,NA
122794,0.229277,5,5,NA,3209.976,NA,NA,NA,NA
123092,0.23306,5,5,NA,2613.85,NA,NA,NA,NA
123287,2.27891,5,5,NA,2612.071,NA,NA,NA,NA
123425,4.38835,5,4.8509,NA,5627.669,NA,NA,NA,NA
123703,4.3003,5,4.78712,NA,8909.233,NA,NA,NA,NA
123718,4.1669,5,5,NA,4451.241,NA,NA,NA,NA
123922,4.06475,4.69714,5,NA,1909.068,NA,NA,NA,NA
124196,5,4.18851,5,NA,4826.789,NA,NA,NA,NA
124496,5,3.44172,5,NA,1756.743,NA,NA,NA,NA
124633,4.26303,3.75334,3.78681,NA,754.555,NA,NA,NA,NA
124755,3.82943,5,3.41174,NA,768.49,NA,NA,NA,NA
124976,4.87294,4.83163,3.35828,NA,6558.975,NA,NA,NA,NA
125204,4.86749,4.98735,3.73639,2457.716,NA,NA,NA,NA,NA
125345,4.87324,5,3.66763,1681.357,NA,NA,NA,NA,NA
125645,4.91188,5,5,7093.324,NA,NA,NA,NA,NA
125755,5,5,5,NA,NA,3193.936,NA,NA,NA
126014,5,4.76196,2.18154,NA,2319.3,NA,NA,NA,NA
126137,5,5,3.12316,975.068,NA,NA,NA,NA,NA
126349,5,5,2.28946,NA,2628.366,NA,NA,NA,NA
126580,5,4.98248,3.08245,NA,1348.865,NA,NA,NA,NA
126889,5,5,4.10573,NA,3398.879,NA,NA,NA,NA
126930,4.25087,5,4.82858,NA,7239.801,NA,NA,NA,NA
127132,4.25062,5,4.79271,NA,6938.249,NA,NA,NA,NA
127317,5,5,4.94513,NA,NA,6554.396,NA,NA,NA
127566,4.25306,4.79276,5,NA,6953.657,NA,NA,NA,NA
127790,3.48951,5,4.75647,NA,1016.366,NA,NA,NA,NA
127928,3.18103,5,5,NA,2688.866,NA,NA,NA,NA
128173,4.41112,5,4.9837,NA,3892.87,NA,NA,NA,NA
128393,5,2.29582,4.56541,NA,733.654,NA,NA,NA,NA
128683,4.69835,3.22676,5,NA,3763.81,NA,NA,NA,NA
128851,4.94935,4.33259,5,NA,6227.066,NA,NA,NA,NA
129093,4.22089,5,5,NA,5255.62,NA,NA,NA,NA
129305,3.7715,4.59249,4.89543,1075.819,NA,NA,NA,NA,NA
129432,4.27813,5,5,NA,5552.698,NA,NA,NA,NA
129577,4.92915,5,3.25798,NA,4023.278,NA,NA,NA,NA
129884,5,5,3.33979,NA,3036.348,NA,NA,NA,NA
130018,5,4.54069,4.12898,NA,541.173,NA,NA,NA,NA
130217,5,5,4.17144,NA,4535.536,NA,NA,NA,NA
130483,5,5,4.0985,NA,NA,84.579,NA,NA,NA
130511,4.72125,5,2.90478,NA,NA,695.597,NA,NA,NA
130709,4.97528,5,2.26348,NA,NA,497.679,NA,NA,NA
131038,4.06798,3.72838,0.904963,NA,337.944,NA,NA,NA,NA
131110,3.8626,4.24298,-0.27378,NA,1311.161,NA,NA,NA,NA
131453,4.16548,3.82348,-0.0179914,NA,812.445,NA,NA,NA,NA
131544,4.36535,5,-1.47798,NA,6068.524,NA,NA,NA,NA
131789,4.44602,5,-1.50292,NA,3149.456,NA,NA,NA,NA
131918,4.68474,5,-3.87613,NA,1837.13,NA,NA,NA,NA
132183,5,4.75495,-4.00091,NA,3838.43,NA,NA,NA,NA
132426,5,5,-5,NA,2559.19,NA,NA,NA,NA
132839,5,5,-3.77463,NA,693.803,NA,NA,NA,NA
132922,4.79044,5,-3.88308,NA,2679.385,NA,NA,NA,NA
133188,5,5,-3.83912,NA,1628.459,NA,NA,NA,NA
133469,5,3.40201,-2.55161,NA,849.796,NA,NA,NA,NA
133566,4.69748,3.75774,-2.08039,NA,1768.534,NA,NA,NA,NA
133750,5,5,-0.616541,NA,8369.356,NA,NA,NA,NA
134007,5,4.1193,-1.44754,NA,5979.688,NA,NA,NA,NA
134291,4.71866,4.93294,-1.96423,NA,6890.836,NA,NA,NA,NA
134318,5,3.88906,-3.76409,NA,173.63,NA,NA,NA,NA
134566,5,4.77195,-3.83436,NA,1903.297,NA,NA,NA,NA
134818,5,4.85251,-3.01466,NA,4323.515,NA,NA,NA,NA
134912,5,4.92201,-2.88798,2169.013,NA,NA,NA,NA,NA
135193,4.60307,4.97523,-3.62448,NA,NA,500.699,NA,NA,NA
135485,5,4.18974,-2.47634,NA,1751.435,NA,NA,NA,NA
135569,5,4.77917,-2.02741,NA,6798.993,NA,NA,NA,NA
135812,5,5,-1.97731,NA,5460.537,NA,NA,NA,NA
136013,4.8556,4.07482,-1.4747,NA,4604.299,NA,NA,NA,NA
136293,4.71661,5,-1.54895,NA,NA,3556.79,NA,NA,NA
136362,4.95169,5,-2.08484,NA,5901.283,NA,NA,NA,NA
136615,4.35606,5,-0.268035,NA,3947.255,NA,NA,NA,NA
136722,3.88956,5,-0.138894,1066.327,NA,NA,NA,NA,NA
137006,4.68306,4.17634,-0.419624,NA,868.42,NA,NA,NA,NA
137161,5,5,-2.22304,NA,1889.067,NA,NA,NA,NA
137456,4.75719,4.6229,-2.99805,NA,2232.633,NA,NA,NA,NA
137642,5,5,-3.1228,NA,2444.691,NA,NA,NA,NA
137864,5,5,-1.98431,NA,5499.007,NA,NA,NA,NA
138084,4.95623,4.74715,-2.23843,NA,1964.465,NA,NA,NA,NA
138225,5,5,-0.853948,NA,15164.637,NA,NA,NA,NA
138425,5,5,-0.652243,NA,9910.124,NA,NA,NA,NA
138687,4.79873,4.49236,-0.228141,NA,887.397,NA,NA,NA,NA
138821,4.76673,4.82643,-0.81775,NA,20570.274,NA,NA,NA,NA
138979,5,5,-1.01027,NA,6741.332,NA,NA,NA,NA
139252,5,5,-1.21256,2765.134,NA,NA,NA,NA,NA
139478,5,5,-0.546661,NA,4844.946,NA,NA,NA,NA
139569,5,4.6286,-0.543034,NA,3468.159,NA,NA,NA,NA
139712,4.93488,4.9092,-1.0049,NA,11187.81,NA,NA,NA,NA
140040,5,5,-0.855029,NA,12595.168,NA,NA,NA,NA
140108,3.83394,5,-0.555918,NA,1810.107,NA,NA,NA,NA
140358,5,5,0.247214,3217.789,NA,NA,NA,NA,NA
140550,4.20147,5,-0.0578306,NA,3291.363,NA,NA,NA,NA
140820,5,5,-1.06537,NA,3533.125,NA,NA,NA,NA
141039,5,4.86099,-0.524524,NA,4867.474,NA,NA,NA,NA
141228,5,4.81317,-0.859726,NA,16268.355,NA,NA,NA,NA
141357,5,5,-0.80858,5213.599,NA,NA,NA,NA,NA
141517,5,5,-1.39511,NA,NA,6497.534,NA,NA,NA
141799,5,5,-0.865224,NA,12407.53,NA,NA,NA,NA
141983,5,5,-0.909366,NA,11243.702,NA,NA,NA,NA
142222,4.14373,5,-1.46626,NA,5196.352,NA,NA,NA,NA
142437,5,5,-1.59494,4731.141,NA,NA,NA,NA,NA
142683,5,5,-1.03962,NA,NA,1045.541,NA,NA,NA
142710,5,5,-2.13833,NA,4005.025,NA,NA,NA,NA
142950,5,5,-1.08179,NA,2646.246,NA,NA,NA,NA
143256,5,5,-2.0829,NA,NA,NA,999.304,NA,NA
143447,4.34774,5,-0.831884,1847.302,NA,NA,NA,NA,NA
143617,4.92916,5,-0.654999,NA,12505.656,NA,NA,NA,NA
143777,5,5,-0.942111,NA,10035.942,NA,NA,NA,NA
144064,5,5,-0.971157,NA,10620.975,NA,NA,NA,NA
144097,5,5,-0.756792,NA,12768.336,NA,NA,NA,NA
144338,5,5,-0.704323,11692.142,NA,NA,NA,NA,NA
144683,5,4.39784,-1.22524,NA,2765.643,NA,NA,NA,NA
144859,5,4.40614,-0.310171,NA,2638.425,NA,NA,NA,NA
145062,5,4.77471,-0.633871,NA,11178.343,NA,NA,NA,NA
145220,5,5,0.373625,NA,4448.888,NA,NA,NA,NA
145334,5,5,-0.939116,7818.953,NA,NA,NA,NA,NA
145580,5,5,-0.989332,NA,7850.139,NA,NA,NA,NA
145720,5,5,-0.620642,4308.391,NA,NA,NA,NA,NA
146007,4.40331,5,0.723827,1402.316,NA,NA,NA,NA,NA
146104,5,5,0.285882,NA,4347.99,NA,NA,NA,NA
146331,5,5,-0.696946,NA,11471.872,NA,NA,NA,NA
146587,4.83151,5,-0.698879,NA,15234.745,NA,NA,NA,NA
146830,4.265,5,-0.071258,NA,4819.256,NA,NA,NA,NA
146979,4.78982,5,-0.954723,NA,11951.17,NA,NA,NA,NA
147235,4.26496,5,-0.274462,NA,4407.191,NA,NA,NA,NA
147382,5,5,-0.906916,NA,11322.735,NA,NA,NA,NA
147587,4.20965,5,-1.44888,NA,6786.013,NA,NA,NA,NA
147814,4.18637,4.84233,-1.24208,NA,5237.796,NA,NA,NA,NA
147990,4.93647,4.13037,-1.43083,6523.351,NA,NA,NA,NA,NA
148180,5,5,-1.39665,NA,NA,6913.024,NA,NA,NA
148428,5,4.90289,-0.998579,NA,9575.689,NA,NA,NA,NA
148613,4.65175,5,-0.900038,3375.485,NA,NA,NA,NA,NA
148762,5,3.71614,0.332893,NA,1196.982,NA,NA,NA,NA
149030,5,3.27118,-0.00107321,NA,1993.713,NA,NA,NA,NA
149142,5,5,0.968897,NA,NA,444.846,NA,NA,NA
149366,5,5,0.242152,NA,NA,NA,688.73,NA,NA
149500,3.65108,5,-0.86784,630.482,NA,NA,NA,NA,NA
149746,3.87795,5,-1.41585,1847.47,NA,NA,NA,NA,NA
149996,4.34749,5,-1.26905,NA,4679.357,NA,NA,NA,NA
150235,5,5,-2.02807,NA,5509.294,NA,NA,NA,NA
150425,4.47316,5,-1.71232,NA,480.793,NA,NA,NA,NA
150613,4.68298,5,-0.931191,NA,9259.579,NA,NA,NA,NA
150761,4.17601,5,-0.256277,NA,3836.654,NA,NA,NA,NA
150971,2.89995,5,-0.344742,NA,NA,604.734,NA,NA,NA
151224,4.72151,5,-0.784407,NA,NA,NA,2182.929,NA,NA
151402,5,5,-0.808909,NA,13046.599,NA,NA,NA,NA
151662,4.68603,5,-0.819308,NA,11681.429,NA,NA,NA,NA
151825,4.68244,5,-1.96574,NA,4739.878,NA,NA,NA,NA
151915,5,5,-2.20374,NA,2407.929,NA,NA,NA,NA
152165,4.98703,4.9931,-0.765552,NA,14022.796,NA,NA,NA,NA
152296,4.41386,5,-1.64315,NA,2400.484,NA,NA,NA,NA
152510,3.33135,5,-0.2439,NA,2628.072,NA,NA,NA,NA
152852,3.73213,5,-0.955611,NA,3388.756,NA,NA,NA,NA
152965,5,5,-0.297696,4068.178,NA,NA,NA,NA,NA
153147,5,5,-0.051602,2307.685,NA,NA,NA,NA,NA
153398,5,5,-0.621044,NA,11401.774,NA,NA,NA,NA
153575,5,5,-0.746345,NA,12614.353,NA,NA,NA,NA
153694,5,4.81123,-1.78629,NA,798.312,NA,NA,NA,NA
153974,4.56341,4.41717,-1.28873,NA,951.272,NA,NA,NA,NA
154270,5,4.7807,-0.976389,NA,10511.187,NA,NA,NA,NA
154328,5,5,-1.0168,NA,6380.955,NA,NA,NA,NA
154512,5,4.25373,-1.24146,NA,4330.51,NA,NA,NA,NA
154727,5,4.94488,-0.603351,NA,9348.011,NA,NA,NA,NA
154952,4.71369,5,-0.576605,NA,7978.506,NA,NA,NA,NA
155221,5,5,-1.46005,6471.394,NA,NA,NA,NA,NA
155364,5,5,-0.625799,NA,NA,NA,3174.081,NA,NA
155653,5,2.77795,-0.55956,NA,1963.894,NA,NA,NA,NA
155805,5,4.72913,-0.834251,NA,13880.307,NA,NA,NA,NA
156005,5,5,-0.804856,NA,NA,NA,2066.914,NA,NA
156234,4.6589,5,-0.5359,NA,3283.521,NA,NA,NA,NA
156291,4.17981,4.82492,-1.5652,NA,6373.65,NA,NA,NA,NA
156622,4.30433,4.90784,-3.24157,NA,-434.12,NA,NA,NA,NA
156766,5,5,0.326589,NA,3458.02,NA,NA,NA,NA
157050,4.38101,5,-0.201629,NA,3872.328,NA,NA,NA,NA
157082,4.72478,5,-0.671636,8263.155,NA,NA,NA,NA,NA
157331,5,5,-1.29355,NA,NA,5123.23,NA,NA,NA
157599,4.18154,5,-1.29454,NA,4948.468,NA,NA,NA,NA
157826,5,5,-2.0328,NA,5487.373,NA,NA,NA,NA
158065,4.78046,5,-1.96083,NA,8064.846,NA,NA,NA,NA
