id,x0,x1,x2,fitness7.5,fitness7,fitness8,fitness6,fitness8.5,fitness6.5,fitness9,fitness5,fitness4.5,fitness4,fitness3.5,fitness9.5,fitness10,fitness5.5,fitness2.5,fitness10.5,fitness2
78392,6.85005,8.72044,8.33145,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78584,8.47669,8.27292,8.55049,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78676,8.18928,8.28548,8.80881,NA,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78969,8.43554,7.82533,8.48784,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79179,8.02108,8.27434,7.7036,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79232,8.96874,8.31653,7.98212,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79476,7.99864,7.71638,7.01732,NA,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79777,7.74448,8.76261,7.34675,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79833,7.90612,9.44094,8.52139,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80069,8.12419,8.54908,8.14101,NA,NA,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80364,7.41875,9.06435,7.66394,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80571,7.43913,8.80282,7.84487,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80686,7.61018,7.23447,7.09202,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80837,8.15631,7.47322,6.95507,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81053,8.07387,7.8896,7.66179,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81201,8.02171,7.2044,6.47562,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81434,8.53571,5.06212,7.64927,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81759,9.15036,6.81754,7.89672,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81917,8.43791,7.78682,7.97473,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82057,8.79762,7.33945,7.91036,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82297,8.18324,8.24227,7.7181,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82465,8.10669,9.03666,7.95673,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82607,7.94196,8.6706,7.69929,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82911,8.53269,8.2614,8.27399,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83122,8.18073,8.87046,7.12534,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83394,8.55364,8.4689,7.40851,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83571,8.94849,9.0845,8.48918,NA,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83791,8.27568,7.91327,8.65405,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83858,9.00338,6.73885,8.03246,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84004,7.52502,7.15412,8.51527,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84280,8.15343,7.17001,7.80279,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84469,8.10225,7.48189,7.61799,NA,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84676,8.73977,8.41311,7.4883,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84834,8.36885,8.37673,8.18391,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85156,7.93519,8.88333,7.86703,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85282,7.56804,9.98661,7.36345,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85558,7.17969,8.60925,7.79246,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85610,8.69009,8.75769,7.6131,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85967,8.05903,7.6751,6.81717,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86083,8.14463,7.58119,7.47023,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86214,7.45429,8.56273,7.21018,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86405,7.56023,8.45612,6.42837,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86733,7.19186,8.37467,5.12618,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86950,7.77484,9.5932,6.75363,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87006,7.6418,9.30172,6.85442,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87225,8.09865,7.94617,6.18263,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87527,8.82576,8.09479,7.0487,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87788,8.72178,8.57063,6.45183,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87926,7.77556,8.98462,7.45516,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88077,8.13512,8.59142,7.85324,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88239,7.42135,7.35577,7.38575,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88510,7.1801,8.25569,7.78724,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88794,7.2011,8.81508,5.71665,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88940,6.52237,8.32149,7.31438,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89142,7.70901,7.35928,7.73094,NA,NA,0.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89333,7.23885,8.21512,7.83923,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89457,7.27735,7.91587,6.77932,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89688,8.40332,7.8145,7.63575,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89872,8.82049,7.73512,7.97228,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90042,8.38382,7.21737,8.61854,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90327,8.21181,8.02439,8.55098,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90578,8.89522,7.86913,8.70242,NA,NA,NA,NA,NA,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90742,8.44013,7.58902,8.14469,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90929,6.82411,10.2665,7.74447,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91019,7.7302,9.79161,8.14428,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91292,8.27895,8.42837,8.74146,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91433,6.96273,8.26591,7.82065,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91714,7.3867,6.71758,6.77642,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91829,7.46225,8.69586,6.06385,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92019,6.85207,8.60338,6.4549,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92322,8.1661,7.58267,6.96375,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92555,8.67541,7.6945,7.20608,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92755,8.03111,7.62101,7.14173,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92976,8.64074,7.38208,8.08433,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93167,7.33669,6.90224,7.78408,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93288,7.54445,7.44919,9.2493,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93465,6.70982,6.87493,8.76942,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93763,6.71701,8.20345,9.02218,NA,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93919,7.34124,8.57746,8.94379,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94034,7.92817,6.57471,8.39313,NA,NA,NA,NA,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94346,8.26243,8.11008,8.41717,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94444,7.87227,8.21497,7.7775,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94646,7.86291,7.18804,7.42676,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94856,8.9275,7.73348,7.93612,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95124,8.60118,8.09685,7.36612,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95344,8.00039,6.00721,7.08042,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95458,6.82268,8.59687,8.17301,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95624,7.15989,9.49177,8.0279,NA,NA,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95881,7.54426,9.45942,8.4384,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96071,8.21449,8.23273,8.05596,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96276,7.49605,8.77808,7.64818,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96475,6.36286,7.9551,8.37853,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96754,7.4075,8.01899,9.32124,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96967,7.70395,7.49753,8.90572,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97180,7.89124,7.73259,7.01763,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97287,7.2875,7.54213,7.8074,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97482,7.08122,8.12631,7.17216,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97666,6.65653,9.77259,6.95957,NA,NA,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97933,6.97544,8.31372,7.83356,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98160,7.42706,8.00667,8.14561,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98386,7.85276,8.61854,8.23055,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98498,7.32063,9.8717,8.29669,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98633,7.77596,8.88155,8.91167,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98988,7.9902,9.24196,8.18493,NA,NA,NA,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99063,9.15121,8.45285,7.63318,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99213,8.39534,8.21737,7.41555,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99558,8.8007,7.60973,7.70109,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99749,8.27909,6.74745,7.29704,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99954,8.39226,7.38246,6.92514,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100074,8.22767,8.21382,7.32365,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100392,7.75408,6.83017,7.75684,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100566,7.86068,7.00335,6.9534,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100667,7.33462,7.84126,6.92372,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100973,8.40844,7.3941,7.29906,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101014,8.34339,7.57595,8.12966,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101382,8.28168,7.51424,8.06099,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101419,7.09644,8.34834,6.68148,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101606,7.00443,8.97859,7.20674,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101935,7.40217,8.3753,6.81666,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102138,8.85152,7.97775,8.57265,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102268,9.59874,7.17369,7.6497,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102464,8.83623,7.02506,6.71475,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102761,7.34951,7.30909,6.82474,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102979,7.75773,7.89293,6.19835,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103086,7.56912,8.73291,7.32252,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103383,8.98932,8.33779,7.82567,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103536,8.77925,9.41126,7.31228,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103724,8.36473,8.30475,7.41151,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103826,7.49059,8.27095,7.89961,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104103,8.47521,8.17585,7.47047,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104328,7.73616,8.67271,6.84688,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104508,7.47209,7.28098,6.33214,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104613,8.26174,7.02134,7.62446,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104929,7.48314,6.92736,7.12305,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105016,6.82563,7.13468,7.50919,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105350,7.7984,7.73727,8.37747,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105522,8.14436,7.70212,8.06627,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105652,7.78768,7.6794,7.31177,NA,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105890,7.71597,8.49673,6.22885,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106158,8.84477,8.76495,7.33077,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106379,9.01576,9.00251,7.95824,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106476,9.24185,10.5,7.79833,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106747,8.47006,8.81743,8.07604,NA,NA,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106824,7.33024,8.73782,8.44304,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107015,6.87375,8.60037,7.74098,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107212,6.35268,7.89094,8.17296,NA,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107489,7.63963,7.2817,7.78966,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107696,8.06801,7.68978,6.60288,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107808,7.73256,8.23823,7.45926,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108026,9.00001,6.90786,6.79227,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108368,8.4386,6.48849,7.30781,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108576,8.00842,8.31659,6.48818,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108716,8.01465,7.20044,6.08247,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108805,8.79198,8.53166,7.38916,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109071,8.70505,7.21239,7.01445,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109369,7.26865,7.3486,6.63665,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109511,6.43658,8.26054,8.06096,NA,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109704,6.59328,7.56742,7.59812,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109922,6.3994,7.00755,7.63677,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110044,6.53576,7.29481,7.27076,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110241,7.71096,9.17575,6.72408,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110475,7.87101,8.71905,7.32058,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110607,7.29289,7.31614,7.25186,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110951,8.75752,6.00871,6.90652,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111168,7.36467,6.96021,8.08217,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111324,7.79333,6.29081,7.52503,NA,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111571,6.80919,7.44736,7.13731,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111623,7.32118,9.37873,7.52028,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111952,6.8826,8.65804,6.82358,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112134,7.86622,6.5134,6.99304,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112231,8.14409,3.86478,7.83918,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112456,7.91555,4.38608,8.10245,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112726,7.24363,4.33258,7.94859,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112801,7.78484,4.63156,8.04244,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113178,7.61886,7.07189,8.22408,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113314,8.15069,8.89263,8.24103,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113510,8.08709,8.38835,8.01996,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113677,8.96162,8.93389,7.90795,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113967,8.05344,8.636,8.03727,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114108,7.76311,9.23629,7.63448,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114228,7.76629,8.78305,6.99799,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114506,8.35604,8.06236,8.04632,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114653,8.73058,8.02969,7.38737,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114811,7.7175,8.00491,7.52012,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115001,7.28171,8.26093,7.45979,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115379,7.61242,9.21905,7.7123,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115507,7.91042,7.88585,7.52805,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115606,8.85585,7.6644,7.46839,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115924,8.08776,8.83933,7.75111,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116147,7.22093,9.00477,7.2134,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116349,7.58213,7.65094,7.65839,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116555,7.82302,8.29664,8.38996,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116624,8.31711,7.68125,8.30286,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116914,7.28933,7.91429,7.56401,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117059,7.04857,7.20357,8.89709,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117282,7.83285,7.21652,9.5479,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117548,8.10123,7.4109,9.12436,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117747,8.08694,7.45081,8.0496,NA,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
