id,x0,x1,x2,fitness7.5,fitness8,fitness8.5,fitness7,fitness6.5,fitness9,fitness6
67579,8.31295,7.25602,7.11165,NA,0.796,NA,NA,NA,NA,NA
67610,8.41433,7.22849,7.51496,0.85,NA,NA,NA,NA,NA,NA
67878,8.14968,7.55025,7.50112,NA,0.947,NA,NA,NA,NA,NA
68172,7.33833,7.48676,7.04882,NA,NA,0.803,NA,NA,NA,NA
68268,7.70842,7.8315,7.8367,NA,0.959,NA,NA,NA,NA,NA
68492,7.7398,7.64844,6.88474,NA,0.854,NA,NA,NA,NA,NA
68758,7.19431,8.21915,8.3988,0.797,NA,NA,NA,NA,NA,NA
68971,7.23382,6.87815,8.00744,NA,0.78,NA,NA,NA,NA,NA
69087,7.20521,6.94858,7.76396,NA,NA,NA,NA,NA,0.599,NA
69241,7.793,6.87091,7.81136,NA,NA,0.708,NA,NA,NA,NA
69479,7.79557,7.56344,7.34419,NA,0.953,NA,NA,NA,NA,NA
69794,7.45722,8.02899,7.91392,0.926,NA,NA,NA,NA,NA,NA
69976,7.41155,7.5271,7.15719,NA,NA,0.787,NA,NA,NA,NA
70077,7.82175,6.71447,8.0893,NA,0.72,NA,NA,NA,NA,NA
70304,8.08006,6.77514,8.61861,0.644,NA,NA,NA,NA,NA,NA
70470,7.56685,7.70114,8.06649,NA,0.921,NA,NA,NA,NA,NA
70742,7.49233,7.9621,7.99443,NA,NA,NA,0.838,NA,NA,NA
70891,7.36873,7.72753,7.83509,0.963,NA,NA,NA,NA,NA,NA
71151,7.17352,7.48768,7.84584,NA,NA,NA,0.839,NA,NA,NA
71245,8.37463,7.29341,8.00165,NA,0.823,NA,NA,NA,NA,NA
71495,8.86567,7.57145,7.95445,0.772,NA,NA,NA,NA,NA,NA
71729,8.42552,7.26336,7.42192,NA,0.846,NA,NA,NA,NA,NA
71810,7.22947,7.33449,7.29249,NA,0.847,NA,NA,NA,NA,NA
72028,7.90349,8.47385,7.8052,0.876,NA,NA,NA,NA,NA,NA
72241,8.36663,7.63825,6.88804,NA,NA,NA,0.657,NA,NA,NA
72504,7.90279,7.07312,8.1623,NA,0.852,NA,NA,NA,NA,NA
72741,7.42435,6.97255,8.26866,NA,NA,0.683,NA,NA,NA,NA
72946,7.47841,7.10256,7.90906,NA,NA,NA,NA,0.7,NA,NA
73144,7.65466,8.12209,8.16714,NA,0.917,NA,NA,NA,NA,NA
73246,7.36528,8.21675,8.4148,0.834,NA,NA,NA,NA,NA,NA
73590,6.95096,7.63706,7.72992,NA,NA,NA,0.823,NA,NA,NA
73726,7.75538,6.98289,9.1422,NA,0.564,NA,NA,NA,NA,NA
73921,7.84361,8.19574,8.30861,0.877,NA,NA,NA,NA,NA,NA
74150,7.10262,7.64857,8.03095,0.885,NA,NA,NA,NA,NA,NA
74379,6.90543,7.58718,7.62233,NA,0.838,NA,NA,NA,NA,NA
74500,7.89255,8.0061,7.72664,NA,0.957,NA,NA,NA,NA,NA
74797,7.12228,7.58355,7.94936,NA,0.886,NA,NA,NA,NA,NA
74915,6.97586,7.84839,8.24233,0.82,NA,NA,NA,NA,NA,NA
75190,7.55686,6.93519,8.35228,NA,0.787,NA,NA,NA,NA,NA
75272,7.67519,7.99724,7.8595,0.977,NA,NA,NA,NA,NA,NA
75401,7.6348,8.19924,7.68899,NA,0.906,NA,NA,NA,NA,NA
75798,7.1445,7.18761,7.54389,0.831,NA,NA,NA,NA,NA,NA
75824,8.19045,7.67334,7.79285,NA,NA,NA,0.898,NA,NA,NA
76106,7.865,8.20801,7.53686,0.94,NA,NA,NA,NA,NA,NA
76287,7.43099,8.25152,8.12598,NA,0.841,NA,NA,NA,NA,NA
76424,8.67543,7.71657,7.22594,NA,0.789,NA,NA,NA,NA,NA
76722,7.76922,8.1345,8.05341,NA,NA,NA,0.829,NA,NA,NA
76975,8.19634,7.26925,8.61749,NA,NA,NA,0.702,NA,NA,NA
77087,7.24289,7.8969,8.41596,NA,0.854,NA,NA,NA,NA,NA
77270,8.54837,7.69012,8.20458,NA,0.816,NA,NA,NA,NA,NA
77519,8.28718,7.54791,8.24681,0.861,NA,NA,NA,NA,NA,NA
77698,7.53191,7.56429,8.32801,NA,0.916,NA,NA,NA,NA,NA
77992,7.9452,7.35666,7.49514,0.951,NA,NA,NA,NA,NA,NA
78181,7.86864,7.00775,7.22304,0.831,NA,NA,NA,NA,NA,NA
78300,7.35038,7.09258,7.64037,0.89,NA,NA,NA,NA,NA,NA
78514,6.76528,7.51772,7.51443,0.799,NA,NA,NA,NA,NA,NA
78749,7.98687,7.21928,6.96003,0.814,NA,NA,NA,NA,NA,NA
78857,7.86901,6.98381,7.48418,NA,0.872,NA,NA,NA,NA,NA
79089,7.44338,7.86194,7.20174,NA,NA,NA,0.879,NA,NA,NA
79274,7.14718,7.37076,7.64372,NA,0.903,NA,NA,NA,NA,NA
79432,7.19349,7.64717,8.15957,0.888,NA,NA,NA,NA,NA,NA
79694,7.84666,7.67855,8.43797,NA,NA,NA,0.764,NA,NA,NA
79997,6.88027,8.30318,7.46642,NA,NA,NA,0.668,NA,NA,NA
80048,7.18811,7.99854,7.68182,0.915,NA,NA,NA,NA,NA,NA
80272,8.10153,7.97657,7.67855,NA,NA,NA,0.829,NA,NA,NA
80597,8.80183,7.71758,7.30548,0.733,NA,NA,NA,NA,NA,NA
80614,7.44454,7.91524,7.75149,NA,NA,0.89,NA,NA,NA,NA
80837,8.40522,7.58152,7.32598,NA,NA,NA,0.829,NA,NA,NA
81146,7.87687,7.70893,7.64467,0.991,NA,NA,NA,NA,NA,NA
81396,7.58087,7.58476,7.30689,NA,NA,NA,0.904,NA,NA,NA
81577,7.73238,7.32327,7.18393,NA,0.906,NA,NA,NA,NA,NA
81627,6.57614,7.59122,8.07745,NA,0.691,NA,NA,NA,NA,NA
81868,7.49748,8.46376,8.16902,NA,NA,NA,0.745,NA,NA,NA
82077,7.44285,7.83085,7.62068,NA,NA,NA,0.913,NA,NA,NA
82288,8.02269,7.95707,7.57374,NA,0.957,NA,NA,NA,NA,NA
82511,8.39632,8.06694,7.09629,0.777,NA,NA,NA,NA,NA,NA
82637,7.38568,7.81418,8.07771,0.905,NA,NA,NA,NA,NA,NA
82955,7.79048,7.35067,8.04946,NA,0.904,NA,NA,NA,NA,NA
83120,8.04291,8.19673,8.19405,0.886,NA,NA,NA,NA,NA,NA
83365,7.08315,7.81973,6.9486,0.776,NA,NA,NA,NA,NA,NA
83554,8.41389,8.35339,7.16627,NA,0.749,NA,NA,NA,NA,NA
83605,8.45738,7.9415,7.46082,NA,0.867,NA,NA,NA,NA,NA
83877,7.7077,7.99076,8.79052,0.767,NA,NA,NA,NA,NA,NA
84128,7.50816,8.28097,7.82953,NA,0.91,NA,NA,NA,NA,NA
84272,6.83341,8.12805,7.73888,NA,0.783,NA,NA,NA,NA,NA
84564,8.19501,7.8447,7.48509,0.937,NA,NA,NA,NA,NA,NA
84767,7.39674,7.80169,7.08821,NA,NA,NA,0.849,NA,NA,NA
84887,7.81437,7.53003,6.70778,0.762,NA,NA,NA,NA,NA,NA
85151,6.94206,8.26975,8.12978,NA,NA,0.71,NA,NA,NA,NA
85337,7.53626,7.58801,7.33221,NA,0.911,NA,NA,NA,NA,NA
85510,7.44294,7.05947,7.86315,0.885,NA,NA,NA,NA,NA,NA
85793,7.59312,7.67151,7.40008,0.964,NA,NA,NA,NA,NA,NA
85983,7.1504,8.51848,8.18609,NA,0.754,NA,NA,NA,NA,NA
86128,8.37498,7.53741,7.64649,NA,NA,NA,NA,NA,0.727,NA
86244,7.7231,7.33572,8.36219,0.891,NA,NA,NA,NA,NA,NA
86518,8.07595,7.98506,7.71538,NA,0.954,NA,NA,NA,NA,NA
86644,7.34772,7.87724,8.1397,NA,0.912,NA,NA,NA,NA,NA
86892,6.97454,7.13151,7.41282,0.788,NA,NA,NA,NA,NA,NA
87139,7.24883,7.07166,8.06773,NA,NA,0.713,NA,NA,NA,NA
87217,7.39093,7.08003,6.96939,NA,NA,0.706,NA,NA,NA,NA
87578,7.4969,7.87987,7.07513,0.878,NA,NA,NA,NA,NA,NA
87764,7.11519,7.89171,7.61666,NA,0.914,NA,NA,NA,NA,NA
87898,7.56573,7.13261,7.24233,0.852,NA,NA,NA,NA,NA,NA
88039,7.95323,7.60123,8.14694,NA,0.947,NA,NA,NA,NA,NA
88275,8.03514,7.42541,7.2737,NA,NA,0.818,NA,NA,NA,NA
88522,8.21038,7.65014,7.55987,NA,NA,0.887,NA,NA,NA,NA
88642,8.39952,7.84116,7.94501,NA,0.885,NA,NA,NA,NA,NA
88934,8.72027,7.99464,7.76472,0.803,NA,NA,NA,NA,NA,NA
89131,7.14978,8.55032,8.48189,0.702,NA,NA,NA,NA,NA,NA
89400,7.33251,7.53997,8.13019,0.89,NA,NA,NA,NA,NA,NA
89509,7.17582,7.5555,7.51477,0.887,NA,NA,NA,NA,NA,NA
89721,7.32329,7.46886,8.67569,NA,0.765,NA,NA,NA,NA,NA
89994,6.97988,8.2079,7.98516,NA,0.815,NA,NA,NA,NA,NA
90200,7.49831,8.03164,8.21393,NA,NA,0.776,NA,NA,NA,NA
90353,7.86392,7.1781,7.53002,NA,0.924,NA,NA,NA,NA,NA
90401,7.80526,7.03092,7.2132,NA,NA,0.757,NA,NA,NA,NA
90638,7.55474,7.85574,7.02777,0.891,NA,NA,NA,NA,NA,NA
90913,7.36339,8.29708,7.71445,NA,NA,0.838,NA,NA,NA,NA
91041,8.15576,8.26571,7.02467,NA,0.78,NA,NA,NA,NA,NA
91312,7.87508,9.1627,8.22599,NA,0.649,NA,NA,NA,NA,NA
91593,7.35298,7.71496,8.49126,NA,0.847,NA,NA,NA,NA,NA
91612,6.95095,7.40183,7.57084,NA,0.819,NA,NA,NA,NA,NA
91908,8.11351,7.51602,8.17064,NA,NA,NA,0.861,NA,NA,NA
92198,7.59025,8.04676,8.44562,NA,NA,NA,0.807,NA,NA,NA
92229,7.02707,7.37063,8.16228,0.818,NA,NA,NA,NA,NA,NA
92493,7.92586,7.80957,7.85788,0.982,NA,NA,NA,NA,NA,NA
92695,6.98683,8.01498,8.19517,NA,NA,NA,0.732,NA,NA,NA
92855,7.54533,8.03496,7.99869,0.923,NA,NA,NA,NA,NA,NA
93079,7.56667,8.28096,7.05602,0.843,NA,NA,NA,NA,NA,NA
93349,7.16876,8.22127,7.39319,0.829,NA,NA,NA,NA,NA,NA
93409,8.28471,7.21156,7.62361,0.876,NA,NA,NA,NA,NA,NA
93608,7.77502,7.83863,7.69751,NA,0.963,NA,NA,NA,NA,NA
93987,7.74148,7.46978,7.83099,NA,NA,NA,0.933,NA,NA,NA
94133,8.12487,7.82602,8.04756,NA,NA,NA,0.886,NA,NA,NA
94336,7.68461,7.25271,7.71218,0.917,NA,NA,NA,NA,NA,NA
94404,7.64815,8.35294,7.82141,NA,0.915,NA,NA,NA,NA,NA
94796,7.47123,7.41191,8.19578,NA,0.922,NA,NA,NA,NA,NA
94946,7.15604,7.32975,8.17074,NA,0.824,NA,NA,NA,NA,NA
95093,7.46577,7.78665,8.59831,NA,0.849,NA,NA,NA,NA,NA
95366,7.81975,7.01394,7.41651,NA,NA,NA,0.747,NA,NA,NA
95567,7.44312,8.06336,7.83041,NA,NA,0.86,NA,NA,NA,NA
95646,7.81598,8.61365,8.73809,0.682,NA,NA,NA,NA,NA,NA
95984,7.816,7.93431,6.77364,0.788,NA,NA,NA,NA,NA,NA
96123,7.09657,7.17711,7.5679,NA,0.834,NA,NA,NA,NA,NA
96354,8.26118,7.68788,7.20178,NA,0.833,NA,NA,NA,NA,NA
96476,7.47142,8.02118,7.36328,NA,0.92,NA,NA,NA,NA,NA
96618,8.27691,7.84348,8.0233,0.915,NA,NA,NA,NA,NA,NA
96887,9.00678,8.09571,7.50228,0.708,NA,NA,NA,NA,NA,NA
97085,8.53359,8.01701,7.38063,0.839,NA,NA,NA,NA,NA,NA
97366,8.25943,7.68914,7.9059,NA,0.931,NA,NA,NA,NA,NA
97510,8.3599,8.23448,7.68056,0.839,NA,NA,NA,NA,NA,NA
97675,7.53973,8.32748,8.26108,NA,0.842,NA,NA,NA,NA,NA
97926,7.88707,8.26274,7.7312,NA,0.934,NA,NA,NA,NA,NA
98032,7.08,7.18168,7.91401,0.804,NA,NA,NA,NA,NA,NA
98370,7.39092,8.01503,7.28859,NA,NA,NA,NA,NA,0.744,NA
98433,7.61131,7.43626,7.36621,NA,0.947,NA,NA,NA,NA,NA
98640,7.62612,8.12923,7.37976,0.926,NA,NA,NA,NA,NA,NA
98852,7.11549,7.87025,7.84771,0.914,NA,NA,NA,NA,NA,NA
99171,7.51685,7.95707,8.31168,NA,NA,NA,0.858,NA,NA,NA
99342,7.52613,7.55939,7.74777,NA,NA,0.839,NA,NA,NA,NA
99423,8.08888,7.88519,8.33814,NA,NA,0.828,NA,NA,NA,NA
99758,7.45309,7.78233,7.22538,0.935,NA,NA,NA,NA,NA,NA
99847,7.37179,7.62924,7.97185,NA,NA,NA,0.837,NA,NA,NA
100075,7.50146,8.4929,7.74476,0.856,NA,NA,NA,NA,NA,NA
100202,7.55173,8.58319,6.93223,NA,0.72,NA,NA,NA,NA,NA
100570,6.99775,7.92242,7.3881,NA,0.854,NA,NA,NA,NA,NA
100726,7.06717,7.64987,7.30228,NA,0.854,NA,NA,NA,NA,NA
100982,6.99673,8.02142,8.59793,0.726,NA,NA,NA,NA,NA,NA
101031,7.52765,6.95305,8.02881,NA,0.812,NA,NA,NA,NA,NA
101376,7.60389,7.95266,7.83297,0.94,NA,NA,NA,NA,NA,NA
101521,7.35526,7.49017,7.81559,NA,NA,NA,0.845,NA,NA,NA
101631,7.27052,7.65658,7.30818,0.919,NA,NA,NA,NA,NA,NA
101847,7.64069,8.13563,7.19666,NA,0.883,NA,NA,NA,NA,NA
102170,8.12948,8.19358,7.76919,NA,NA,0.842,NA,NA,NA,NA
102353,7.73496,6.55075,7.77922,NA,0.697,NA,NA,NA,NA,NA
102433,7.54739,7.61071,7.96986,NA,NA,0.842,NA,NA,NA,NA
102627,8.32695,8.27106,7.75692,0.867,NA,NA,NA,NA,NA,NA
102823,7.15844,7.83784,7.52867,NA,NA,NA,0.851,NA,NA,NA
103199,7.64413,7.90203,7.77477,NA,0.983,NA,NA,NA,NA,NA
103215,7.70889,7.76828,8.08837,NA,0.958,NA,NA,NA,NA,NA
103474,7.65484,8.00362,8.00091,NA,NA,NA,NA,NA,0.736,NA
103703,7.7028,8.03758,7.22923,0.929,NA,NA,NA,NA,NA,NA
103929,7.09617,8.49765,7.03825,NA,0.694,NA,NA,NA,NA,NA
104004,7.79237,7.80499,7.53886,NA,0.986,NA,NA,NA,NA,NA
104291,7.38843,7.82927,7.58852,NA,NA,0.884,NA,NA,NA,NA
104412,7.81526,7.56555,7.60673,NA,0.936,NA,NA,NA,NA,NA
104701,8.01571,7.40474,7.96715,NA,0.898,NA,NA,NA,NA,NA
104921,8.11646,7.28864,7.56801,0.91,NA,NA,NA,NA,NA,NA
105091,8.51993,7.98139,7.87661,0.863,NA,NA,NA,NA,NA,NA
105232,7.9425,7.36935,7.91005,NA,NA,NA,NA,NA,0.769,NA
105441,7.89275,8.48208,8.00713,0.833,NA,NA,NA,NA,NA,NA
105759,7.39299,7.80436,7.58206,0.97,NA,NA,NA,NA,NA,NA
105986,8.48874,7.91631,7.48953,0.857,NA,NA,NA,NA,NA,NA
106181,7.47775,7.61508,7.19281,NA,NA,NA,0.867,NA,NA,NA
106260,6.98172,8.35116,8.02292,NA,0.772,NA,NA,NA,NA,NA
106471,7.51184,7.36338,8.22536,NA,NA,0.81,NA,NA,NA,NA
106691,7.91601,7.99751,8.03792,NA,0.923,NA,NA,NA,NA,NA
106999,8.29281,7.71716,7.67288,0.91,NA,NA,NA,NA,NA,NA
107036,8.26475,8.31595,7.56,0.858,NA,NA,NA,NA,NA,NA
107248,7.24196,8.15792,7.64023,NA,0.904,NA,NA,NA,NA,NA
107451,7.87209,6.75594,8.19881,NA,0.72,NA,NA,NA,NA,NA
107677,7.23167,8.0332,7.98261,NA,0.897,NA,NA,NA,NA,NA
107990,8.07648,7.60408,8.63096,0.826,NA,NA,NA,NA,NA,NA
108083,7.84861,7.52847,7.81183,0.971,NA,NA,NA,NA,NA,NA
108309,7.47674,7.30682,8.18497,NA,NA,0.811,NA,NA,NA,NA
108431,7.54355,7.0505,7.37643,NA,0.846,NA,NA,NA,NA,NA
108766,7.78421,8.61652,7.55861,0.831,NA,NA,NA,NA,NA,NA
108890,8.34765,7.90379,8.62085,0.75,NA,NA,NA,NA,NA,NA
109029,8.00593,7.41956,7.02196,0.824,NA,NA,NA,NA,NA,NA
109211,7.59268,8.20678,6.91517,0.816,NA,NA,NA,NA,NA,NA
109482,7.30495,7.51355,7.80192,NA,NA,NA,0.874,NA,NA,NA
109690,7.31182,7.68001,7.51734,NA,NA,NA,0.819,NA,NA,NA
109933,7.51098,8.68147,7.48663,NA,0.771,NA,NA,NA,NA,NA
110174,7.76779,8.23494,8.49961,0.831,NA,NA,NA,NA,NA,NA
110286,7.4186,6.96031,7.67802,0.862,NA,NA,NA,NA,NA,NA
110435,7.9206,7.48855,7.0013,NA,0.841,NA,NA,NA,NA,NA
110702,7.62524,6.80031,8.27017,0.763,NA,NA,NA,NA,NA,NA
110993,7.6495,8.14003,7.64264,0.962,NA,NA,NA,NA,NA,NA
111010,7.46849,8.32716,8.29665,0.85,NA,NA,NA,NA,NA,NA
111311,8.21492,7.76009,7.62663,NA,NA,NA,0.783,NA,NA,NA
111515,7.40737,7.63025,8.05555,0.939,NA,NA,NA,NA,NA,NA
111705,7.05701,7.48573,7.45633,0.874,NA,NA,NA,NA,NA,NA
111894,8.07334,7.9592,7.5248,0.953,NA,NA,NA,NA,NA,NA
112160,8.20124,8.20486,7.93868,0.867,NA,NA,NA,NA,NA,NA
112226,7.77638,7.1509,7.61479,0.891,NA,NA,NA,NA,NA,NA
112533,8.61128,7.63521,8.30936,NA,NA,0.661,NA,NA,NA,NA
112785,7.32625,7.46391,7.20902,NA,0.878,NA,NA,NA,NA,NA
112849,7.07764,8.12149,7.79939,0.879,NA,NA,NA,NA,NA,NA
113192,7.80435,7.48005,7.26305,NA,NA,NA,0.897,NA,NA,NA
113328,8.16141,7.68328,8.03397,0.936,NA,NA,NA,NA,NA,NA
113583,8.32065,7.77833,7.41171,NA,NA,NA,0.823,NA,NA,NA
113799,7.86253,7.51973,8.24779,NA,0.93,NA,NA,NA,NA,NA
113960,6.66839,7.22056,7.59921,NA,0.726,NA,NA,NA,NA,NA
114167,8.27661,7.52566,8.38346,NA,NA,0.783,NA,NA,NA,NA
114368,7.29789,8.19122,7.06178,NA,0.828,NA,NA,NA,NA,NA
114450,7.92402,8.21889,7.72326,NA,NA,0.808,NA,NA,NA,NA
114776,7.24937,8.22485,7.23416,NA,NA,0.734,NA,NA,NA,NA
114897,7.79852,7.6754,7.74005,NA,0.976,NA,NA,NA,NA,NA
115081,5.96678,7.42897,7.91518,NA,0.511,NA,NA,NA,NA,NA
115352,7.84274,6.94346,6.93041,NA,0.744,NA,NA,NA,NA,NA
115545,7.84509,7.12583,7.07223,NA,0.836,NA,NA,NA,NA,NA
115798,8.36401,7.77791,7.58761,NA,NA,NA,NA,0.683,NA,NA
115991,7.65352,7.61499,7.92909,NA,0.97,NA,NA,NA,NA,NA
116019,7.22938,7.677,7.83366,NA,NA,0.824,NA,NA,NA,NA
116338,8.17056,7.48721,8.04821,0.925,NA,NA,NA,NA,NA,NA
116450,8.50908,7.53621,8.29838,NA,0.81,NA,NA,NA,NA,NA
116657,7.93167,7.4167,8.54122,0.834,NA,NA,NA,NA,NA,NA
116899,7.23433,7.36337,7.9792,0.911,NA,NA,NA,NA,NA,NA
117146,7.62898,7.27792,7.48392,0.946,NA,NA,NA,NA,NA,NA
117325,7.76372,7.35239,8.05312,0.943,NA,NA,NA,NA,NA,NA
117566,7.52232,8.21659,8.5509,NA,0.814,NA,NA,NA,NA,NA
117673,7.26605,8.19653,8.6823,0.749,NA,NA,NA,NA,NA,NA
117954,7.33961,7.74798,8.1325,NA,0.934,NA,NA,NA,NA,NA
118075,8.17503,8.52665,7.33478,NA,0.774,NA,NA,NA,NA,NA
118284,7.44202,7.56528,7.98805,0.959,NA,NA,NA,NA,NA,NA
118589,7.35806,7.37504,7.87005,NA,NA,0.887,NA,NA,NA,NA
118775,8.11947,6.96725,7.75721,0.845,NA,NA,NA,NA,NA,NA
118836,7.15428,6.86148,7.53847,0.777,NA,NA,NA,NA,NA,NA
119198,8.12976,7.58159,7.85859,NA,NA,NA,0.849,NA,NA,NA
119336,7.70205,7.12159,7.30133,0.88,NA,NA,NA,NA,NA,NA
119443,7.29297,8.4145,7.59506,NA,0.863,NA,NA,NA,NA,NA
119760,7.14201,8.34132,7.42495,NA,NA,0.767,NA,NA,NA,NA
119910,7.71661,7.43303,8.71041,NA,0.812,NA,NA,NA,NA,NA
120199,7.8248,7.34522,7.86166,0.957,NA,NA,NA,NA,NA,NA
120254,8.3165,7.72295,7.97694,0.915,NA,NA,NA,NA,NA,NA
120591,8.05095,7.40279,7.80403,0.92,NA,NA,NA,NA,NA,NA
120760,7.17761,7.27417,7.1473,NA,0.829,NA,NA,NA,NA,NA
120956,8.28803,8.02893,7.62535,NA,NA,NA,0.827,NA,NA,NA
121168,8.11599,7.24285,8.03839,0.888,NA,NA,NA,NA,NA,NA
121386,7.97242,7.687,7.57002,NA,NA,NA,0.929,NA,NA,NA
121594,8.18071,7.11598,8.27657,NA,0.82,NA,NA,NA,NA,NA
121758,9.00673,8.19832,7.73989,NA,0.699,NA,NA,NA,NA,NA
121807,8.1988,7.42992,7.56258,NA,NA,0.85,NA,NA,NA,NA
122143,7.62167,8.02836,7.61806,0.934,NA,NA,NA,NA,NA,NA
122380,8.06279,8.12272,7.74086,NA,NA,NA,0.896,NA,NA,NA
122420,8.30825,7.88772,6.82377,0.76,NA,NA,NA,NA,NA,NA
122785,7.88403,7.48737,6.29459,NA,0.619,NA,NA,NA,NA,NA
122855,7.99307,7.87866,6.90615,NA,NA,NA,0.768,NA,NA,NA
123159,7.18867,7.72411,8.2977,NA,NA,NA,0.801,NA,NA,NA
123292,7.47738,8.44581,7.63572,NA,0.872,NA,NA,NA,NA,NA
123415,8.05309,7.63724,7.79115,0.973,NA,NA,NA,NA,NA,NA
123614,8.04055,7.43497,7.55768,NA,NA,0.876,NA,NA,NA,NA
123806,8.2436,7.21098,7.85763,NA,0.858,NA,NA,NA,NA,NA
124099,7.75327,7.6242,8.22038,NA,NA,NA,NA,0.749,NA,NA
124345,8.00586,7.67549,7.94307,NA,NA,NA,0.896,NA,NA,NA
124438,7.30296,7.93358,7.23402,0.906,NA,NA,NA,NA,NA,NA
124703,7.45515,8.14636,7.05988,0.852,NA,NA,NA,NA,NA,NA
124869,7.71043,8.28136,7.69876,NA,NA,0.85,NA,NA,NA,NA
125053,7.76794,8.40111,7.52021,NA,0.876,NA,NA,NA,NA,NA
125384,8.04239,8.04025,7.78259,NA,NA,0.895,NA,NA,NA,NA
125522,8.00828,8.16679,8.03655,0.886,NA,NA,NA,NA,NA,NA
125698,7.6238,8.40254,7.87401,NA,0.852,NA,NA,NA,NA,NA
125994,7.74884,8.22661,7.8362,NA,0.892,NA,NA,NA,NA,NA
126181,7.82888,8.67746,7.77078,0.84,NA,NA,NA,NA,NA,NA
126329,7.99465,7.04264,8.10943,NA,0.846,NA,NA,NA,NA,NA
126456,7.49785,7.49546,8.01987,0.956,NA,NA,NA,NA,NA,NA
126690,7.24251,7.90062,7.83766,NA,NA,NA,0.819,NA,NA,NA
126831,8.43434,8.32775,6.89653,NA,0.691,NA,NA,NA,NA,NA
127168,7.25628,8.28065,8.01164,NA,NA,0.718,NA,NA,NA,NA
127237,8.18473,7.20165,7.14626,0.818,NA,NA,NA,NA,NA,NA
127586,6.96648,7.37121,7.6734,0.82,NA,NA,NA,NA,NA,NA
127724,7.86054,7.56312,7.79165,NA,0.961,NA,NA,NA,NA,NA
127969,7.48963,6.91636,7.20077,NA,NA,NA,0.717,NA,NA,NA
128038,7.82664,7.56727,8.05351,NA,NA,NA,0.844,NA,NA,NA
128267,8.2193,7.29143,7.81626,NA,NA,NA,0.744,NA,NA,NA
128506,7.9412,7.78976,7.67858,NA,0.937,NA,NA,NA,NA,NA
128709,8.46157,7.38651,7.58915,NA,0.873,NA,NA,NA,NA,NA
128916,7.07664,8.12699,7.61213,NA,0.859,NA,NA,NA,NA,NA
129166,7.4643,7.695,7.7558,0.987,NA,NA,NA,NA,NA,NA
129371,7.91884,6.94892,6.8685,0.699,NA,NA,NA,NA,NA,NA
129405,7.95138,6.72063,8.46321,NA,0.656,NA,NA,NA,NA,NA
129765,8.39774,7.36334,8.41428,0.783,NA,NA,NA,NA,NA,NA
129822,7.8663,7.40338,7.13687,NA,NA,0.822,NA,NA,NA,NA
130156,7.6693,8.0174,7.75535,NA,NA,0.856,NA,NA,NA,NA
130348,7.44495,7.6862,8.1297,NA,NA,0.841,NA,NA,NA,NA
130528,7.86596,8.08224,8.59022,0.833,NA,NA,NA,NA,NA,NA
130747,7.74503,6.5031,7.51864,0.704,NA,NA,NA,NA,NA,NA
130935,8.44914,7.80962,7.68561,0.865,NA,NA,NA,NA,NA,NA
131148,7.85083,7.90426,7.00171,NA,0.838,NA,NA,NA,NA,NA
131378,7.99142,7.70211,7.15465,0.888,NA,NA,NA,NA,NA,NA
131404,8.50819,7.47212,7.29688,0.837,NA,NA,NA,NA,NA,NA
131720,7.37151,7.52847,7.86767,NA,NA,0.907,NA,NA,NA,NA
131821,7.78576,7.45449,8.04457,0.955,NA,NA,NA,NA,NA,NA
132199,7.15934,7.11027,7.14727,NA,0.761,NA,NA,NA,NA,NA
132394,7.69632,7.66152,7.43013,NA,NA,0.917,NA,NA,NA,NA
132449,7.32862,7.26153,8.36589,0.829,NA,NA,NA,NA,NA,NA
132784,7.34441,7.97651,8.3231,NA,0.872,NA,NA,NA,NA,NA
132918,7.6877,8.14049,7.88881,0.93,NA,NA,NA,NA,NA,NA
133121,8.05005,8.17041,7.94332,NA,0.915,NA,NA,NA,NA,NA
133358,7.91802,7.60058,7.90304,NA,NA,NA,0.896,NA,NA,NA
133517,7.73192,7.22014,7.18044,NA,0.871,NA,NA,NA,NA,NA
133685,7.46814,7.20888,6.80111,0.762,NA,NA,NA,NA,NA,NA
133901,7.39953,7.95289,7.23958,NA,NA,NA,0.844,NA,NA,NA
134194,8.27754,7.62238,7.44613,NA,NA,NA,0.851,NA,NA,NA
134213,8.00622,7.47067,8.07041,0.941,NA,NA,NA,NA,NA,NA
134549,8.42855,7.46909,7.1489,NA,0.811,NA,NA,NA,NA,NA
134612,8.15432,7.32253,7.69105,NA,NA,NA,0.775,NA,NA,NA
134888,7.40573,8.42824,8.39626,0.779,NA,NA,NA,NA,NA,NA
135030,7.66691,7.61193,8.1596,NA,NA,NA,NA,NA,0.734,NA
135356,7.47946,7.1672,8.19066,NA,0.874,NA,NA,NA,NA,NA
135437,7.75379,7.07953,7.55579,NA,NA,0.75,NA,NA,NA,NA
135771,7.75765,7.55822,6.9767,NA,NA,0.822,NA,NA,NA,NA
135894,7.73339,8.1597,7.47115,0.942,NA,NA,NA,NA,NA,NA
136197,6.81633,7.96979,8.38636,0.736,NA,NA,NA,NA,NA,NA
136366,8.05829,7.41777,8.0216,NA,0.935,NA,NA,NA,NA,NA
136508,7.43599,6.91994,8.09729,NA,NA,NA,0.717,NA,NA,NA
136760,7.37091,7.27001,8.13833,NA,NA,0.805,NA,NA,NA,NA
136906,7.7255,7.20384,7.31708,0.907,NA,NA,NA,NA,NA,NA
