id,x0,x1,x2,fitness7,fitness7.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness9.5,fitness10,fitness6
180583,7.65925,8.37619,7.45796,NA,NA,0.868,NA,NA,NA,NA,NA,NA
180723,7.30093,7.71145,8.70782,NA,0.767,NA,NA,NA,NA,NA,NA,NA
180843,7.44734,7.7276,7.40003,NA,NA,0.959,NA,NA,NA,NA,NA,NA
181097,7.03285,7.637,7.46598,NA,NA,NA,NA,NA,0.714,NA,NA,NA
181347,7.72859,9.02398,7.84936,NA,NA,0.743,NA,NA,NA,NA,NA,NA
181420,8.04379,7.27575,8.05938,NA,NA,0.903,NA,NA,NA,NA,NA,NA
181677,8.03087,7.29729,7.76263,NA,NA,0.931,NA,NA,NA,NA,NA,NA
181884,7.96902,7.40004,7.83725,0.847,NA,NA,NA,NA,NA,NA,NA,NA
182055,7.42148,7.25433,8.38003,NA,0.849,NA,NA,NA,NA,NA,NA,NA
182366,8.21194,6.22372,8.2254,NA,NA,0.511,NA,NA,NA,NA,NA,NA
182485,8.23212,6.86967,7.68154,NA,NA,0.77,NA,NA,NA,NA,NA,NA
182635,8.35944,6.87552,8.02311,NA,NA,NA,NA,NA,0.695,NA,NA,NA
182872,8.69286,6.78588,7.59286,NA,0.657,NA,NA,NA,NA,NA,NA,NA
183060,7.91023,8.35622,7.80018,NA,0.899,NA,NA,NA,NA,NA,NA,NA
183345,7.8176,7.94862,8.7563,NA,NA,NA,NA,NA,0.68,NA,NA,NA
183404,8.32517,7.35407,7.56011,NA,NA,NA,NA,NA,0.724,NA,NA,NA
183795,7.79904,7.50271,8.69855,NA,NA,0.797,NA,NA,NA,NA,NA,NA
183891,8.03665,8.20482,8.2849,NA,NA,NA,NA,0.681,NA,NA,NA,NA
184039,7.3682,7.97359,7.41253,NA,NA,0.931,NA,NA,NA,NA,NA,NA
184385,6.79565,7.61847,7.79681,NA,NA,0.816,NA,NA,NA,NA,NA,NA
184529,7.18387,7.30403,7.96218,NA,NA,0.892,NA,NA,NA,NA,NA,NA
184663,7.32447,7.2289,8.58249,0.715,NA,NA,NA,NA,NA,NA,NA,NA
184848,6.31606,8.17552,8.01383,0.537,NA,NA,NA,NA,NA,NA,NA,NA
185130,7.39469,7.19154,8.0466,NA,0.89,NA,NA,NA,NA,NA,NA,NA
185383,8.07042,7.69276,7.20165,NA,NA,NA,NA,NA,0.858,NA,NA,NA
185536,7.55916,7.94848,7.27743,0.881,NA,NA,NA,NA,NA,NA,NA,NA
185758,7.60557,8.01217,8.53074,0.794,NA,NA,NA,NA,NA,NA,NA,NA
185847,7.03175,8.02597,7.36257,NA,0.855,NA,NA,NA,NA,NA,NA,NA
186197,7.66369,7.08896,7.50018,NA,NA,NA,NA,0.725,NA,NA,NA,NA
186393,8.57149,7.83085,7.14311,NA,NA,NA,NA,NA,0.729,NA,NA,NA
186463,8.22381,8.23347,7.59594,NA,NA,NA,NA,NA,0.838,NA,NA,NA
186617,7.73458,7.56462,8.72827,NA,0.788,NA,NA,NA,NA,NA,NA,NA
186864,7.31608,7.35588,8.17325,NA,NA,NA,NA,NA,0.819,NA,NA,NA
187026,8.63428,7.84238,7.54788,NA,NA,0.843,NA,NA,NA,NA,NA,NA
187360,8.31523,8.21067,7.05673,NA,NA,0.762,NA,NA,NA,NA,NA,NA
187448,7.76991,8.52583,7.28015,NA,NA,NA,0.614,NA,NA,NA,NA,NA
187631,6.92707,8.01805,7.0442,NA,NA,NA,NA,NA,0.652,NA,NA,NA
187907,7.48898,7.93347,7.92527,0.873,NA,NA,NA,NA,NA,NA,NA,NA
188036,7.98581,7.30626,7.21376,NA,0.891,NA,NA,NA,NA,NA,NA,NA
188211,8.01888,8.12301,7.81429,0.884,NA,NA,NA,NA,NA,NA,NA,NA
188446,8.6459,8.41388,7.90927,NA,0.743,NA,NA,NA,NA,NA,NA,NA
188799,7.98042,7.44877,7.94417,NA,NA,0.928,NA,NA,NA,NA,NA,NA
188808,7.6687,7.53624,8.1344,0.837,NA,NA,NA,NA,NA,NA,NA,NA
189189,7.65127,7.58998,8.66839,NA,NA,0.838,NA,NA,NA,NA,NA,NA
189264,7.4645,8.14967,7.55687,NA,NA,NA,0.626,NA,NA,NA,NA,NA
189455,7.52931,9.40767,7.79495,NA,0.627,NA,NA,NA,NA,NA,NA,NA
189766,7.75953,7.65787,7.99312,NA,NA,0.971,NA,NA,NA,NA,NA,NA
189935,8.11049,8.45183,8.25246,NA,0.778,NA,NA,NA,NA,NA,NA,NA
190173,8.73172,7.79073,7.71869,NA,NA,0.775,NA,NA,NA,NA,NA,NA
190350,7.826,7.63573,7.04618,NA,0.861,NA,NA,NA,NA,NA,NA,NA
190501,7.8597,7.33815,8.8867,NA,NA,NA,NA,NA,0.646,NA,NA,NA
190657,8.34406,7.09086,8.51871,NA,NA,0.713,NA,NA,NA,NA,NA,NA
190808,7.53758,8.71995,7.49013,NA,NA,NA,NA,NA,0.737,NA,NA,NA
191110,8.41542,7.45467,7.89994,NA,NA,0.877,NA,NA,NA,NA,NA,NA
191387,7.64451,7.81393,7.73194,NA,0.961,NA,NA,NA,NA,NA,NA,NA
191463,7.43523,6.99815,7.36475,NA,NA,NA,NA,NA,0.769,NA,NA,NA
191727,9.40323,7.60294,7.69987,NA,NA,0.644,NA,NA,NA,NA,NA,NA
191889,8.49647,8.4232,7.76019,NA,NA,0.796,NA,NA,NA,NA,NA,NA
192140,7.27077,7.74218,7.14805,NA,NA,NA,NA,NA,0.82,NA,NA,NA
192399,7.88547,7.66164,7.38659,NA,NA,NA,NA,NA,0.798,NA,NA,NA
192530,7.71694,7.82638,7.46502,NA,NA,0.962,NA,NA,NA,NA,NA,NA
192730,7.26539,7.83183,7.79274,NA,0.928,NA,NA,NA,NA,NA,NA,NA
192986,7.9064,8.50223,8.82548,NA,NA,0.644,NA,NA,NA,NA,NA,NA
193041,7.43409,7.74122,7.99082,NA,NA,0.921,NA,NA,NA,NA,NA,NA
193336,7.82368,7.72942,7.26128,NA,0.92,NA,NA,NA,NA,NA,NA,NA
193562,7.36298,9.30989,7.41574,NA,NA,0.625,NA,NA,NA,NA,NA,NA
193754,7.74858,7.52832,8.32481,NA,NA,0.875,NA,NA,NA,NA,NA,NA
193909,7.5844,7.92323,8.29602,NA,NA,0.914,NA,NA,NA,NA,NA,NA
194011,7.58884,8.29677,7.99834,NA,NA,NA,NA,NA,0.857,NA,NA,NA
194210,7.59272,7.6602,8.21465,NA,0.926,NA,NA,NA,NA,NA,NA,NA
194475,8.19504,6.97276,8.11628,NA,0.802,NA,NA,NA,NA,NA,NA,NA
194787,7.24448,7.03066,7.55384,0.733,NA,NA,NA,NA,NA,NA,NA,NA
194880,7.48153,7.65806,7.86297,0.918,NA,NA,NA,NA,NA,NA,NA,NA
195185,7.35883,7.26306,8.18223,NA,0.887,NA,NA,NA,NA,NA,NA,NA
195247,7.92144,7.35723,8.07544,NA,NA,NA,NA,NA,0.82,NA,NA,NA
195542,7.62389,7.36913,7.39637,NA,NA,NA,NA,NA,0.874,NA,NA,NA
195664,8.08514,7.57803,7.89422,NA,NA,0.938,NA,NA,NA,NA,NA,NA
195921,8.33764,7.62482,7.68894,0.868,NA,NA,NA,NA,NA,NA,NA,NA
196146,7.56506,8.07469,8.33489,NA,NA,0.852,NA,NA,NA,NA,NA,NA
196256,8.29568,8.36188,8.23992,NA,NA,0.797,NA,NA,NA,NA,NA,NA
196523,7.75903,7.89306,8.24692,NA,NA,NA,NA,NA,0.875,NA,NA,NA
196654,8.29215,7.83027,8.47185,NA,NA,0.82,NA,NA,NA,NA,NA,NA
196862,8.21092,8.42694,8.16234,NA,NA,NA,NA,NA,0.752,NA,NA,NA
197076,7.89482,8.4319,7.4106,NA,NA,NA,NA,NA,0.817,NA,NA,NA
197309,7.74001,7.20956,7.15435,NA,0.88,NA,NA,NA,NA,NA,NA,NA
197475,8.52684,6.80579,7.35834,NA,0.674,NA,NA,NA,NA,NA,NA,NA
197622,8.20652,7.14471,7.47142,0.74,NA,NA,NA,NA,NA,NA,NA,NA
197938,8.19364,8.10158,7.25496,NA,NA,NA,0.656,NA,NA,NA,NA,NA
198007,8.12408,7.55004,7.85598,0.799,NA,NA,NA,NA,NA,NA,NA,NA
198316,8.05655,9.15825,8.21453,NA,0.636,NA,NA,NA,NA,NA,NA,NA
198527,8.01121,8.20026,7.48987,NA,NA,0.922,NA,NA,NA,NA,NA,NA
198745,7.56732,7.71545,7.95976,NA,NA,0.947,NA,NA,NA,NA,NA,NA
198889,8.50967,8.10681,8.12645,NA,NA,NA,NA,NA,0.739,NA,NA,NA
199081,8.59939,7.1657,7.96705,NA,NA,0.777,NA,NA,NA,NA,NA,NA
199301,8.02989,7.70279,7.21313,NA,0.926,NA,NA,NA,NA,NA,NA,NA
199535,7.58464,7.29188,7.71032,NA,NA,NA,NA,0.731,NA,NA,NA,NA
199735,7.82076,7.01117,8.28652,NA,NA,NA,NA,NA,0.754,NA,NA,NA
199999,9.59315,5.51097,7.52225,NA,NA,NA,-0.089,NA,NA,NA,NA,NA
