id,x0,x1,x2,fitness7,fitness7.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness9.5,fitness10,fitness6
59379,8.40892,8.04498,7.34123,NA,NA,0.853,NA,NA,NA,NA,NA,NA
59427,7.92769,8.60835,6.89894,NA,0.707,NA,NA,NA,NA,NA,NA,NA
59625,7.69577,7.65084,7.40927,0.846,NA,NA,NA,NA,NA,NA,NA,NA
59977,7.61218,6.71485,7.75691,NA,0.796,NA,NA,NA,NA,NA,NA,NA
60052,7.44096,6.73962,8.7622,NA,NA,NA,NA,NA,0.543,NA,NA,NA
60205,7.18145,7.8158,7.74045,NA,NA,0.894,NA,NA,NA,NA,NA,NA
60516,7.81168,7.3486,7.6588,NA,NA,0.926,NA,NA,NA,NA,NA,NA
60674,7.32816,7.3272,7.66973,NA,NA,0.934,NA,NA,NA,NA,NA,NA
60938,8.1236,7.77363,6.95947,NA,NA,0.8,NA,NA,NA,NA,NA,NA
61139,7.50097,8.70341,7.3995,NA,0.806,NA,NA,NA,NA,NA,NA,NA
61392,8.47294,7.65665,6.83468,NA,0.732,NA,NA,NA,NA,NA,NA,NA
61581,8.27478,7.66934,7.19881,0.766,NA,NA,NA,NA,NA,NA,NA,NA
61771,8.20435,8.43289,8.06121,NA,NA,NA,0.571,NA,NA,NA,NA,NA
61857,7.43319,8.14438,7.94305,NA,NA,0.933,NA,NA,NA,NA,NA,NA
62179,7.5549,7.74471,7.92093,NA,NA,NA,0.751,NA,NA,NA,NA,NA
62238,8.06164,8.03569,7.51917,0.787,NA,NA,NA,NA,NA,NA,NA,NA
62539,7.56957,6.88593,7.34192,NA,0.797,NA,NA,NA,NA,NA,NA,NA
62662,7.19036,8.49252,7.85761,0.702,NA,NA,NA,NA,NA,NA,NA,NA
62821,8.39121,8.0071,7.9167,NA,0.885,NA,NA,NA,NA,NA,NA,NA
63124,8.72472,7.65059,8.45089,0.639,NA,NA,NA,NA,NA,NA,NA,NA
63312,8.39933,8.13529,7.29913,NA,NA,NA,0.555,NA,NA,NA,NA,NA
63526,7.25973,8.28529,7.36431,NA,NA,NA,0.646,NA,NA,NA,NA,NA
63773,8.138,8.56494,7.21366,0.596,NA,NA,NA,NA,NA,NA,NA,NA
63839,8.13597,7.79983,7.69738,NA,NA,0.955,NA,NA,NA,NA,NA,NA
64002,7.0647,6.72654,7.88199,NA,NA,NA,NA,NA,0.644,NA,NA,NA
64242,7.21867,8.69859,7.93962,NA,0.775,NA,NA,NA,NA,NA,NA,NA
64498,8.14215,7.67068,7.35857,NA,0.933,NA,NA,NA,NA,NA,NA,NA
64601,7.87793,7.70072,7.3334,NA,NA,0.929,NA,NA,NA,NA,NA,NA
64840,8.31492,8.55978,7.97556,NA,NA,0.778,NA,NA,NA,NA,NA,NA
65049,8.47088,7.74219,6.79424,NA,NA,0.699,NA,NA,NA,NA,NA,NA
65275,7.83757,6.62304,7.69086,NA,NA,NA,NA,NA,0.644,NA,NA,NA
65409,7.16895,7.22702,8.25761,NA,NA,0.805,NA,NA,NA,NA,NA,NA
65788,8.03419,8.24328,8.34902,NA,0.844,NA,NA,NA,NA,NA,NA,NA
65866,8.88122,8.62672,8.19213,NA,0.599,NA,NA,NA,NA,NA,NA,NA
66074,8.91753,8.08662,7.35735,NA,0.704,NA,NA,NA,NA,NA,NA,NA
66292,8.79257,8.31165,7.75556,NA,0.743,NA,NA,NA,NA,NA,NA,NA
66487,8.07665,9.13602,7.77765,NA,0.673,NA,NA,NA,NA,NA,NA,NA
66603,7.76126,8.05425,7.15359,0.736,NA,NA,NA,NA,NA,NA,NA,NA
66855,7.38693,8.05066,7.97537,0.847,NA,NA,NA,NA,NA,NA,NA,NA
67009,8.01471,7.92834,7.06383,NA,NA,NA,NA,NA,0.773,NA,NA,NA
67384,7.89375,7.59436,7.80472,NA,NA,0.944,NA,NA,NA,NA,NA,NA
67585,8.29662,6.93171,8.07503,NA,NA,NA,NA,NA,0.699,NA,NA,NA
67696,7.89647,8.37414,7.3416,NA,NA,NA,NA,NA,0.768,NA,NA,NA
67900,7.86713,7.74002,7.31139,NA,NA,NA,NA,NA,0.788,NA,NA,NA
68065,8.30021,7.7304,7.96853,NA,NA,NA,NA,0.67,NA,NA,NA,NA
68344,8.70908,8.00811,8.22057,NA,NA,NA,NA,NA,0.634,NA,NA,NA
68419,7.44059,7.1025,8.9504,NA,NA,0.625,NA,NA,NA,NA,NA,NA
68750,6.69708,8.14808,6.70373,NA,NA,NA,NA,NA,0.456,NA,NA,NA
68901,7.77045,7.64543,7.60669,NA,NA,NA,NA,NA,0.883,NA,NA,NA
69130,7.02167,8.08725,7.04242,NA,NA,NA,NA,NA,0.613,NA,NA,NA
69319,7.45825,7.15627,7.9725,NA,0.891,NA,NA,NA,NA,NA,NA,NA
69446,7.26937,7.57588,8.32897,NA,NA,0.844,NA,NA,NA,NA,NA,NA
69786,6.82787,7.0115,7.835,NA,NA,NA,NA,NA,0.652,NA,NA,NA
69886,7.20592,7.31012,8.18042,NA,0.868,NA,NA,NA,NA,NA,NA,NA
70169,7.15156,7.48001,7.93631,NA,NA,NA,NA,0.635,NA,NA,NA,NA
70236,7.08194,7.4993,7.17059,NA,NA,NA,NA,0.665,NA,NA,NA,NA
70570,8.13004,7.79593,8.20502,NA,NA,0.886,NA,NA,NA,NA,NA,NA
70644,8.48188,8.38552,7.50456,NA,0.8,NA,NA,NA,NA,NA,NA,NA
70874,8.83,7.89608,8.19875,NA,0.716,NA,NA,NA,NA,NA,NA,NA
71199,7.7936,8.3106,7.04846,0.767,NA,NA,NA,NA,NA,NA,NA,NA
71394,8.6304,7.29359,7.57912,NA,NA,NA,0.604,NA,NA,NA,NA,NA
71552,7.81436,6.97286,8.27663,NA,0.802,NA,NA,NA,NA,NA,NA,NA
71719,7.45578,7.83883,6.92978,NA,0.834,NA,NA,NA,NA,NA,NA,NA
71860,7.45263,8.08787,7.17878,NA,NA,0.893,NA,NA,NA,NA,NA,NA
72061,6.97824,8.71467,8.10831,NA,NA,0.68,NA,NA,NA,NA,NA,NA
72395,8.17933,7.62478,8.3687,NA,NA,NA,NA,NA,0.814,NA,NA,NA
72485,7.98627,6.95405,8.01835,NA,NA,0.842,NA,NA,NA,NA,NA,NA
72698,7.82797,8.29257,7.86363,NA,NA,0.923,NA,NA,NA,NA,NA,NA
72893,7.85456,7.87399,7.26866,NA,0.939,NA,NA,NA,NA,NA,NA,NA
73065,7.59069,8.34578,7.80232,0.863,NA,NA,NA,NA,NA,NA,NA,NA
73394,8.11738,7.45546,7.5838,NA,NA,0.948,NA,NA,NA,NA,NA,NA
73476,7.53613,9.15463,8.22296,NA,NA,NA,NA,NA,0.534,NA,NA,NA
73647,7.8715,7.86146,7.86791,NA,NA,NA,NA,NA,0.906,NA,NA,NA
73838,7.45271,8.62967,7.25858,NA,0.799,NA,NA,NA,NA,NA,NA,NA
74174,7.27499,7.14702,8.08548,NA,NA,0.851,NA,NA,NA,NA,NA,NA
74384,7.02524,7.29294,8.22792,NA,NA,0.778,NA,NA,NA,NA,NA,NA
74504,7.61021,8.30899,8.0112,NA,0.911,NA,NA,NA,NA,NA,NA,NA
74635,7.13598,8.20328,7.69998,NA,0.88,NA,NA,NA,NA,NA,NA,NA
74952,7.55413,7.87442,7.55207,0.898,NA,NA,NA,NA,NA,NA,NA,NA
75128,7.86426,7.48221,7.05362,NA,NA,0.863,NA,NA,NA,NA,NA,NA
75339,7.49053,7.84584,6.3668,NA,NA,0.652,NA,NA,NA,NA,NA,NA
75507,8.04378,7.49365,7.66995,NA,0.964,NA,NA,NA,NA,NA,NA,NA
75782,7.32786,8.24494,8.54828,NA,0.79,NA,NA,NA,NA,NA,NA,NA
75822,7.46856,7.05195,6.92319,NA,0.759,NA,NA,NA,NA,NA,NA,NA
76107,9.20061,8.00898,7.89598,NA,NA,0.641,NA,NA,NA,NA,NA,NA
76337,7.75328,7.12692,7.8144,NA,0.924,NA,NA,NA,NA,NA,NA,NA
76409,7.47338,7.68261,8.13703,0.888,NA,NA,NA,NA,NA,NA,NA,NA
76654,7.5025,8.42967,7.69249,0.838,NA,NA,NA,NA,NA,NA,NA,NA
76860,7.05775,6.84754,7.98433,0.557,NA,NA,NA,NA,NA,NA,NA,NA
77153,7.43108,7.73983,6.43754,NA,NA,NA,0.476,NA,NA,NA,NA,NA
77319,7.85605,7.61815,6.77036,0.762,NA,NA,NA,NA,NA,NA,NA,NA
77415,7.16383,8.04344,7.56113,NA,NA,0.89,NA,NA,NA,NA,NA,NA
77797,8.77515,7.1062,7.65958,NA,0.739,NA,NA,NA,NA,NA,NA,NA
77965,8.63837,6.99092,8.39001,NA,0.625,NA,NA,NA,NA,NA,NA,NA
78101,7.73886,6.99921,8.16414,NA,NA,NA,NA,NA,0.779,NA,NA,NA
78386,7.18935,7.49959,7.93347,NA,NA,NA,NA,NA,0.776,NA,NA,NA
78504,7.30179,7.84034,7.4192,NA,NA,0.939,NA,NA,NA,NA,NA,NA
78686,6.98862,7.81371,7.95577,NA,NA,0.865,NA,NA,NA,NA,NA,NA
78921,7.26413,7.90504,7.68857,0.828,NA,NA,NA,NA,NA,NA,NA,NA
79080,6.88832,7.84135,7.73398,0.809,NA,NA,NA,NA,NA,NA,NA,NA
79370,7.11719,8.25518,7.67224,NA,0.867,NA,NA,NA,NA,NA,NA,NA
79473,7.38686,7.56778,7.51938,NA,0.953,NA,NA,NA,NA,NA,NA,NA
79769,7.4727,7.2373,7.00857,0.775,NA,NA,NA,NA,NA,NA,NA,NA
79844,7.66408,6.3785,7.68392,NA,0.669,NA,NA,NA,NA,NA,NA,NA
80031,7.1424,6.9505,8.49322,NA,0.696,NA,NA,NA,NA,NA,NA,NA
80271,7.56354,7.19827,7.64978,0.871,NA,NA,NA,NA,NA,NA,NA,NA
80448,8.42473,6.99738,7.19004,0.65,NA,NA,NA,NA,NA,NA,NA,NA
80754,9.38668,7.09519,8.48556,NA,NA,0.441,NA,NA,NA,NA,NA,NA
80966,8.22416,7.71241,8.02324,NA,0.917,NA,NA,NA,NA,NA,NA,NA
81120,8.15273,8.06864,8.74353,NA,0.733,NA,NA,NA,NA,NA,NA,NA
81397,7.56609,8.15111,8.21166,NA,NA,NA,NA,NA,0.82,NA,NA,NA
81458,7.88691,8.79901,7.18353,NA,NA,0.729,NA,NA,NA,NA,NA,NA
81674,7.25888,7.67075,7.02693,NA,NA,NA,NA,NA,0.788,NA,NA,NA
81871,7.45764,8.13277,8.04482,NA,0.894,NA,NA,NA,NA,NA,NA,NA
82087,7.81924,7.67774,7.52024,NA,NA,0.988,NA,NA,NA,NA,NA,NA
82289,8.39281,7.59318,8.04805,NA,NA,0.888,NA,NA,NA,NA,NA,NA
82522,7.90471,8.27441,8.06818,NA,NA,NA,NA,0.712,NA,NA,NA,NA
82641,6.92368,8.22215,7.65969,NA,NA,0.766,NA,NA,NA,NA,NA,NA
82810,7.72552,8.91409,7.75067,NA,NA,0.754,NA,NA,NA,NA,NA,NA
83184,7.51672,8.20976,7.95311,NA,NA,0.896,NA,NA,NA,NA,NA,NA
83245,7.93037,7.76858,7.62045,NA,NA,NA,NA,0.758,NA,NA,NA,NA
83526,7.75175,8.252,7.32313,NA,NA,0.907,NA,NA,NA,NA,NA,NA
83689,7.19134,7.43332,7.27238,NA,0.886,NA,NA,NA,NA,NA,NA,NA
83816,7.65891,8.16193,7.3275,NA,NA,NA,0.73,NA,NA,NA,NA,NA
84010,7.55155,7.56213,7.48036,NA,0.979,NA,NA,NA,NA,NA,NA,NA
84257,7.52773,7.69587,7.50711,NA,NA,NA,NA,NA,0.909,NA,NA,NA
84581,6.7827,6.79482,7.5696,NA,NA,NA,NA,NA,0.567,NA,NA,NA
84757,8.32998,7.26591,8.33427,NA,0.799,NA,NA,NA,NA,NA,NA,NA
84882,6.65367,7.74451,7.4569,NA,NA,0.757,NA,NA,NA,NA,NA,NA
85195,7.72619,8.29819,7.82023,NA,NA,NA,0.687,NA,NA,NA,NA,NA
85211,8.53688,7.43751,8.04371,NA,0.842,NA,NA,NA,NA,NA,NA,NA
85423,7.8918,8.00256,6.72908,NA,NA,NA,NA,NA,0.631,NA,NA,NA
85615,7.01584,7.77038,7.03221,NA,NA,NA,NA,NA,0.739,NA,NA,NA
85827,7.25419,8.31713,7.19726,NA,NA,NA,NA,NA,0.747,NA,NA,NA
86182,6.79977,8.82186,7.46919,NA,NA,0.618,NA,NA,NA,NA,NA,NA
86356,6.82097,7.83073,7.46804,NA,NA,NA,NA,NA,0.758,NA,NA,NA
86522,7.9795,8.41189,7.69273,NA,NA,0.875,NA,NA,NA,NA,NA,NA
86721,6.80928,7.33705,7.68235,NA,NA,0.783,NA,NA,NA,NA,NA,NA
86802,7.70966,7.89992,7.68432,0.86,NA,NA,NA,NA,NA,NA,NA,NA
87020,8.0925,8.31508,8.15987,NA,NA,0.857,NA,NA,NA,NA,NA,NA
87351,7.4342,8.33381,7.65956,NA,0.872,NA,NA,NA,NA,NA,NA,NA
87536,7.70441,8.57994,7.43571,0.697,NA,NA,NA,NA,NA,NA,NA,NA
87616,8.34402,9.03944,7.60128,NA,0.629,NA,NA,NA,NA,NA,NA,NA
87984,8.03091,8.40587,7.6739,NA,NA,NA,NA,NA,0.811,NA,NA,NA
88177,6.97828,7.30885,7.44733,NA,NA,NA,NA,NA,0.768,NA,NA,NA
88333,7.71999,7.72415,7.01194,NA,NA,0.894,NA,NA,NA,NA,NA,NA
88465,7.83104,7.82688,7.60114,NA,NA,0.975,NA,NA,NA,NA,NA,NA
88672,8.06345,8.1718,7.95784,0.799,NA,NA,NA,NA,NA,NA,NA,NA
88919,7.42323,8.25297,7.20593,NA,NA,NA,NA,0.69,NA,NA,NA,NA
89031,7.16265,8.08976,8.9854,NA,0.666,NA,NA,NA,NA,NA,NA,NA
89306,7.74071,8.01997,7.42687,0.796,NA,NA,NA,NA,NA,NA,NA,NA
89437,7.53142,8.88687,7.17406,0.598,NA,NA,NA,NA,NA,NA,NA,NA
89731,7.16309,8.81339,8.1206,NA,NA,0.704,NA,NA,NA,NA,NA,NA
89859,8.27897,8.04782,7.67469,NA,0.913,NA,NA,NA,NA,NA,NA,NA
90046,7.59112,7.50203,7.68364,NA,0.987,NA,NA,NA,NA,NA,NA,NA
90206,7.36281,7.28849,7.73419,NA,0.914,NA,NA,NA,NA,NA,NA,NA
90428,7.82057,7.79212,8.63416,NA,0.843,NA,NA,NA,NA,NA,NA,NA
90639,7.85459,7.47996,9.01734,NA,0.721,NA,NA,NA,NA,NA,NA,NA
90851,8.15085,7.63676,9.02055,NA,NA,NA,NA,0.516,NA,NA,NA,NA
91025,8.32142,7.64913,7.88518,0.845,NA,NA,NA,NA,NA,NA,NA,NA
91353,7.78937,7.1572,8.33385,NA,NA,0.857,NA,NA,NA,NA,NA,NA
91497,8.56865,7.73683,7.79567,NA,0.87,NA,NA,NA,NA,NA,NA,NA
91609,7.96968,8.31987,6.90656,NA,NA,NA,NA,NA,0.721,NA,NA,NA
91856,6.75441,7.47624,7.48176,NA,0.79,NA,NA,NA,NA,NA,NA,NA
92097,7.50502,7.70665,7.89318,NA,NA,NA,NA,NA,0.911,NA,NA,NA
92208,7.25223,7.90715,8.85346,NA,NA,0.737,NA,NA,NA,NA,NA,NA
92440,7.28442,7.46822,7.60751,NA,0.943,NA,NA,NA,NA,NA,NA,NA
92720,8.06313,7.75831,7.14784,NA,0.878,NA,NA,NA,NA,NA,NA,NA
92870,8.47971,7.21028,8.03938,NA,NA,NA,NA,NA,0.733,NA,NA,NA
93145,7.78255,6.85123,7.73479,NA,NA,NA,NA,0.66,NA,NA,NA,NA
93222,7.53642,8.00788,7.40115,NA,0.953,NA,NA,NA,NA,NA,NA,NA
93423,7.10571,8.05493,7.36973,0.728,NA,NA,NA,NA,NA,NA,NA,NA
93693,7.93898,8.18476,7.84291,0.824,NA,NA,NA,NA,NA,NA,NA,NA
93853,7.87638,7.77287,7.29124,0.873,NA,NA,NA,NA,NA,NA,NA,NA
94046,6.92274,7.82289,8.10685,NA,0.819,NA,NA,NA,NA,NA,NA,NA
94340,7.55029,7.29091,7.97772,NA,NA,0.923,NA,NA,NA,NA,NA,NA
94586,7.51214,7.50708,8.30945,NA,NA,0.911,NA,NA,NA,NA,NA,NA
94780,7.64593,7.62669,7.04789,NA,0.904,NA,NA,NA,NA,NA,NA,NA
94969,7.54759,8.21508,7.61061,NA,NA,NA,NA,NA,0.88,NA,NA,NA
95079,7.94698,7.21082,7.35754,0.828,NA,NA,NA,NA,NA,NA,NA,NA
95399,7.71468,7.53762,7.59736,NA,NA,0.99,NA,NA,NA,NA,NA,NA
95505,7.82186,8.49677,7.47517,NA,NA,0.824,NA,NA,NA,NA,NA,NA
95636,7.77238,8.1087,7.51963,NA,0.957,NA,NA,NA,NA,NA,NA,NA
95962,8.17225,7.97848,7.70007,NA,NA,NA,NA,NA,0.86,NA,NA,NA
96197,8.03101,7.95971,7.84953,NA,NA,NA,NA,NA,0.892,NA,NA,NA
96315,8.31514,7.52012,7.21897,NA,NA,0.856,NA,NA,NA,NA,NA,NA
96596,8.72228,7.19647,7.31443,NA,0.7,NA,NA,NA,NA,NA,NA,NA
96673,8.5514,7.19414,7.06739,0.635,NA,NA,NA,NA,NA,NA,NA,NA
96862,8.02118,8.35867,6.92079,NA,NA,0.77,NA,NA,NA,NA,NA,NA
97014,8.24515,8.72629,8.03635,NA,NA,0.699,NA,NA,NA,NA,NA,NA
97226,7.56947,8.95723,7.68819,NA,NA,NA,NA,NA,0.639,NA,NA,NA
97576,7.25249,7.17743,9.53606,NA,NA,0.5,NA,NA,NA,NA,NA,NA
97745,7.58769,7.92644,8.5568,NA,0.83,NA,NA,NA,NA,NA,NA,NA
97886,8.25065,7.83919,8.48879,NA,0.83,NA,NA,NA,NA,NA,NA,NA
98164,7.54943,8.83325,7.38003,NA,0.772,NA,NA,NA,NA,NA,NA,NA
98299,7.72914,7.6556,8.23593,NA,0.933,NA,NA,NA,NA,NA,NA,NA
98548,7.26141,7.61525,7.71796,NA,0.946,NA,NA,NA,NA,NA,NA,NA
98773,8.20452,8.4252,7.80046,NA,NA,NA,0.651,NA,NA,NA,NA,NA
98983,7.14041,7.74992,7.10242,NA,0.815,NA,NA,NA,NA,NA,NA,NA
99115,6.89418,8.00338,7.27146,NA,0.802,NA,NA,NA,NA,NA,NA,NA
99394,7.79296,7.56423,7.89186,NA,NA,0.985,NA,NA,NA,NA,NA,NA
99580,7.23004,8.64897,7.90663,NA,NA,0.792,NA,NA,NA,NA,NA,NA
99787,7.36684,7.1112,7.14587,NA,0.803,NA,NA,NA,NA,NA,NA,NA
99970,8.22025,7.26244,6.95783,NA,NA,0.786,NA,NA,NA,NA,NA,NA
100163,7.27397,7.15861,7.82533,NA,0.892,NA,NA,NA,NA,NA,NA,NA
100277,8.30952,7.00401,7.31007,NA,NA,NA,NA,NA,0.732,NA,NA,NA
100440,7.20427,6.94333,6.9938,NA,0.692,NA,NA,NA,NA,NA,NA,NA
100746,8.2794,7.56704,7.13251,0.786,NA,NA,NA,NA,NA,NA,NA,NA
100871,7.83368,7.33356,7.17713,NA,0.906,NA,NA,NA,NA,NA,NA,NA
101051,8.648,7.63745,8.05269,NA,NA,NA,NA,NA,0.711,NA,NA,NA
101361,8.80825,7.21457,8.47995,NA,NA,0.638,NA,NA,NA,NA,NA,NA
101423,7.24113,7.91495,8.43967,NA,NA,NA,NA,NA,0.726,NA,NA,NA
101660,6.81112,8.23736,7.97688,NA,0.764,NA,NA,NA,NA,NA,NA,NA
101862,7.62059,8.45369,8.13795,NA,0.862,NA,NA,NA,NA,NA,NA,NA
102025,8.52236,7.67245,7.98416,0.804,NA,NA,NA,NA,NA,NA,NA,NA
102205,9.00113,8.10671,7.61255,NA,0.721,NA,NA,NA,NA,NA,NA,NA
102466,7.75305,7.97323,7.4696,NA,NA,0.932,NA,NA,NA,NA,NA,NA
102708,7.86856,9.16835,7.2657,NA,0.651,NA,NA,NA,NA,NA,NA,NA
102985,7.35899,8.64364,7.92914,0.706,NA,NA,NA,NA,NA,NA,NA,NA
103074,8.08997,8.71604,8.24029,0.607,NA,NA,NA,NA,NA,NA,NA,NA
103248,7.86774,8.91795,7.875,0.714,NA,NA,NA,NA,NA,NA,NA,NA
103559,8.75383,8.59487,7.02512,NA,NA,0.588,NA,NA,NA,NA,NA,NA
103657,7.49967,8.92698,8.34645,NA,NA,NA,NA,0.395,NA,NA,NA,NA
103823,6.89194,8.192,8.29667,NA,NA,NA,NA,NA,0.655,NA,NA,NA
104129,7.15649,8.18666,7.60865,NA,NA,0.887,NA,NA,NA,NA,NA,NA
104398,6.90887,7.82424,7.68662,NA,NA,0.859,NA,NA,NA,NA,NA,NA
104518,7.44521,7.74867,8.37037,NA,NA,0.902,NA,NA,NA,NA,NA,NA
104757,7.78614,9.03875,8.88648,NA,NA,NA,NA,NA,0.463,NA,NA,NA
104894,7.31485,8.17288,7.08055,0.792,NA,NA,NA,NA,NA,NA,NA,NA
105024,7.65857,7.72958,7.92174,NA,NA,0.986,NA,NA,NA,NA,NA,NA
105370,7.79335,7.21925,7.92409,NA,NA,NA,NA,NA,0.81,NA,NA,NA
105413,8.62073,7.88185,7.74338,NA,NA,NA,NA,NA,0.794,NA,NA,NA
105751,8.20977,7.94906,8.95252,NA,0.68,NA,NA,NA,NA,NA,NA,NA
105916,7.6619,7.75489,8.20304,NA,NA,NA,NA,NA,0.784,NA,NA,NA
106199,8.05446,8.06358,7.94041,NA,0.94,NA,NA,NA,NA,NA,NA,NA
106331,7.40411,7.69369,7.37731,NA,NA,NA,0.722,NA,NA,NA,NA,NA
106475,8.81661,7.45834,7.64123,NA,0.791,NA,NA,NA,NA,NA,NA,NA
106645,8.25136,8.04098,6.90466,NA,NA,0.78,NA,NA,NA,NA,NA,NA
106939,7.83913,6.92666,7.75056,NA,NA,NA,0.676,NA,NA,NA,NA,NA
107078,8.21106,7.39379,8.25086,NA,NA,0.829,NA,NA,NA,NA,NA,NA
107236,8.46471,8.19243,8.27291,NA,NA,NA,NA,NA,0.685,NA,NA,NA
107471,8.09526,7.78084,7.31869,NA,0.895,NA,NA,NA,NA,NA,NA,NA
107641,8.07657,7.62056,8.16923,NA,0.93,NA,NA,NA,NA,NA,NA,NA
107854,8.17291,7.57644,8.1388,NA,NA,NA,NA,0.718,NA,NA,NA,NA
108169,8.65125,7.74248,8.58317,0.621,NA,NA,NA,NA,NA,NA,NA,NA
108238,8.23087,7.37806,7.3056,0.752,NA,NA,NA,NA,NA,NA,NA,NA
108485,8.05367,8.10836,7.77297,0.865,NA,NA,NA,NA,NA,NA,NA,NA
108698,7.57863,7.84853,8.5169,NA,0.87,NA,NA,NA,NA,NA,NA,NA
108884,7.03327,7.73766,8.21524,NA,NA,0.851,NA,NA,NA,NA,NA,NA
109091,6.9134,7.4688,8.04312,0.78,NA,NA,NA,NA,NA,NA,NA,NA
109252,7.56298,6.42799,7.1923,NA,0.586,NA,NA,NA,NA,NA,NA,NA
109554,7.50297,7.32362,6.99949,NA,NA,0.837,NA,NA,NA,NA,NA,NA
109737,7.58488,6.9364,6.86785,NA,NA,0.675,NA,NA,NA,NA,NA,NA
109963,7.03594,7.49528,7.41129,NA,0.875,NA,NA,NA,NA,NA,NA,NA
110026,8.18334,7.66357,6.75354,NA,NA,0.742,NA,NA,NA,NA,NA,NA
110256,8.30004,7.2739,7.23194,NA,0.845,NA,NA,NA,NA,NA,NA,NA
110485,7.87048,7.49662,6.9694,NA,NA,0.823,NA,NA,NA,NA,NA,NA
110657,8.67618,7.52048,7.07865,NA,NA,NA,0.552,NA,NA,NA,NA,NA
110812,7.81081,6.91944,7.36799,NA,0.831,NA,NA,NA,NA,NA,NA,NA
111013,8.65188,8.03147,8.75819,NA,NA,NA,NA,NA,0.54,NA,NA,NA
111322,8.96167,7.49337,8.19247,NA,NA,0.694,NA,NA,NA,NA,NA,NA
111584,8.28208,8.3571,8.16446,NA,0.784,NA,NA,NA,NA,NA,NA,NA
111776,7.55964,7.66277,7.6299,NA,NA,0.986,NA,NA,NA,NA,NA,NA
111813,7.16412,7.58855,7.5636,NA,0.897,NA,NA,NA,NA,NA,NA,NA
112175,7.3125,6.78235,8.03704,NA,0.748,NA,NA,NA,NA,NA,NA,NA
112360,7.31082,7.80967,7.36864,0.834,NA,NA,NA,NA,NA,NA,NA,NA
112537,7.41145,7.73533,8.16068,NA,NA,NA,0.703,NA,NA,NA,NA,NA
112788,7.34911,7.76833,8.07387,NA,NA,NA,0.754,NA,NA,NA,NA,NA
112854,6.71958,7.23903,8.49417,NA,NA,0.642,NA,NA,NA,NA,NA,NA
113029,7.71145,7.29178,8.434,NA,0.862,NA,NA,NA,NA,NA,NA,NA
113363,7.68008,7.44418,8.69243,NA,NA,0.798,NA,NA,NA,NA,NA,NA
113495,8.49142,7.82109,7.69504,NA,0.888,NA,NA,NA,NA,NA,NA,NA
113681,8.70454,8.24059,7.55259,NA,NA,0.775,NA,NA,NA,NA,NA,NA
113978,7.23936,9.06281,7.54941,NA,NA,NA,NA,NA,0.61,NA,NA,NA
114020,7.60228,8.09586,7.14907,NA,0.896,NA,NA,NA,NA,NA,NA,NA
114317,7.9477,8.04206,8.07085,NA,0.935,NA,NA,NA,NA,NA,NA,NA
114557,8.13923,7.71976,8.73127,NA,0.779,NA,NA,NA,NA,NA,NA,NA
114793,8.13332,7.47832,7.61115,0.833,NA,NA,NA,NA,NA,NA,NA,NA
114938,8.0236,6.77035,7.7043,NA,NA,0.759,NA,NA,NA,NA,NA,NA
115087,7.31167,7.2726,6.25676,NA,0.548,NA,NA,NA,NA,NA,NA,NA
115396,8.254,7.64637,6.80004,NA,NA,0.756,NA,NA,NA,NA,NA,NA
115455,8.16342,7.96333,7.20433,NA,0.885,NA,NA,NA,NA,NA,NA,NA
115761,8.24368,8.65577,8.30607,NA,0.728,NA,NA,NA,NA,NA,NA,NA
115895,8.44902,8.78883,8.57577,NA,0.582,NA,NA,NA,NA,NA,NA,NA
116035,8.04238,8.26234,8.95052,NA,NA,0.676,NA,NA,NA,NA,NA,NA
116349,7.39579,7.59752,9.03411,NA,NA,NA,NA,0.409,NA,NA,NA,NA
116511,8.23161,7.96166,8.35327,NA,NA,NA,NA,0.629,NA,NA,NA,NA
116780,8.16617,7.46033,7.2022,NA,NA,NA,NA,NA,0.754,NA,NA,NA
116802,7.1571,8.80152,4.39517,NA,NA,0.656,NA,NA,NA,NA,NA,NA
117173,7.59113,7.6736,4.33058,NA,0.962,NA,NA,NA,NA,NA,NA,NA
117309,7.32535,8.08251,3.85777,NA,NA,0.884,NA,NA,NA,NA,NA,NA
117529,7.35757,8.24968,4.05761,NA,0.915,NA,NA,NA,NA,NA,NA,NA
117664,7.45276,8.09524,6.33304,NA,NA,0.588,NA,NA,NA,NA,NA,NA
117956,7.73996,8.26405,7.02029,0.729,NA,NA,NA,NA,NA,NA,NA,NA
118044,8.01832,7.74091,7.20884,0.836,NA,NA,NA,NA,NA,NA,NA,NA
118246,8.51878,8.62492,7.76384,NA,NA,0.738,NA,NA,NA,NA,NA,NA
118568,6.69109,7.1108,7.66751,NA,0.709,NA,NA,NA,NA,NA,NA,NA
118740,7.0702,8.54678,8.07035,0.647,NA,NA,NA,NA,NA,NA,NA,NA
118930,7.49686,7.50981,7.23235,NA,0.933,NA,NA,NA,NA,NA,NA,NA
119025,7.55273,6.85152,7.86327,NA,NA,NA,NA,NA,0.765,NA,NA,NA
119391,7.82949,7.72167,7.56759,NA,0.988,NA,NA,NA,NA,NA,NA,NA
119599,9.08551,8.39269,7.33548,NA,NA,0.606,NA,NA,NA,NA,NA,NA
119701,7.37243,8.21813,7.55137,NA,NA,0.888,NA,NA,NA,NA,NA,NA
