id,x0,x1,x2,fitness8,fitness7.5,fitness6.5,fitness9,fitness7,fitness8.5,fitness9.5,fitness6,fitness5
179643,7.93042,7.05046,8.16468,NA,NA,0.614,NA,NA,NA,NA,NA,NA
179824,7.44142,8.24033,8.17699,NA,NA,NA,NA,NA,0.762,NA,NA,NA
180105,8.07001,7.36241,7.33588,NA,NA,NA,0.676,NA,NA,NA,NA,NA
180296,7.74542,7.60045,7.99704,NA,NA,NA,NA,NA,0.908,NA,NA,NA
180594,7.12944,8.25163,7.26687,0.821,NA,NA,NA,NA,NA,NA,NA,NA
180694,7.29309,7.49596,7.51276,NA,NA,0.754,NA,NA,NA,NA,NA,NA
180952,8.71685,7.28229,7.20553,NA,0.714,NA,NA,NA,NA,NA,NA,NA
181044,8.15617,7.13251,8.05382,NA,NA,NA,NA,0.81,NA,NA,NA,NA
181275,8.47883,6.7002,7.51586,NA,0.643,NA,NA,NA,NA,NA,NA,NA
181480,7.8281,7.0954,7.59843,NA,0.914,NA,NA,NA,NA,NA,NA,NA
181602,7.41476,7.14034,8.88215,0.699,NA,NA,NA,NA,NA,NA,NA,NA
181869,8.51387,7.7921,7.71215,0.884,NA,NA,NA,NA,NA,NA,NA,NA
182095,8.13857,7.78485,7.40038,NA,0.926,NA,NA,NA,NA,NA,NA,NA
182231,7.77209,8.09074,7.99479,NA,0.952,NA,NA,NA,NA,NA,NA,NA
182539,7.92508,8.02251,6.6326,NA,NA,NA,NA,NA,0.628,NA,NA,NA
182677,7.61421,8.45744,7.15271,NA,NA,NA,NA,0.649,NA,NA,NA,NA
182879,7.57363,8.22359,6.21363,NA,0.551,NA,NA,NA,NA,NA,NA,NA
183014,7.29713,8.36609,8.15753,0.842,NA,NA,NA,NA,NA,NA,NA,NA
183345,8.21283,7.62176,7.35962,NA,NA,NA,NA,NA,0.813,NA,NA,NA
183448,8.14,7.64535,8.0295,NA,0.92,NA,NA,NA,NA,NA,NA,NA
183610,8.50454,7.57622,8.72041,0.668,NA,NA,NA,NA,NA,NA,NA,NA
183836,8.04484,7.80853,8.111,0.933,NA,NA,NA,NA,NA,NA,NA,NA
184183,7.94646,7.8125,8.36336,0.886,NA,NA,NA,NA,NA,NA,NA,NA
184227,8.0602,7.30043,8.18279,0.848,NA,NA,NA,NA,NA,NA,NA,NA
184456,8.70781,7.99651,7.88706,NA,NA,NA,NA,NA,0.747,NA,NA,NA
184624,8.51019,7.35193,7.58973,0.809,NA,NA,NA,NA,NA,NA,NA,NA
184978,8.24792,8.17449,6.79594,0.719,NA,NA,NA,NA,NA,NA,NA,NA
185029,7.92056,7.08032,6.57015,NA,NA,NA,NA,0.599,NA,NA,NA,NA
185389,7.06025,7.67886,7.16606,NA,0.828,NA,NA,NA,NA,NA,NA,NA
185579,7.79394,7.17818,7.41367,NA,NA,NA,NA,0.765,NA,NA,NA,NA
185675,8.26695,7.11628,7.8754,0.842,NA,NA,NA,NA,NA,NA,NA,NA
185975,7.79922,7.38558,8.36207,NA,NA,NA,NA,NA,0.761,NA,NA,NA
186098,7.18388,8.38879,7.96764,NA,NA,NA,NA,NA,0.765,NA,NA,NA
186287,6.80805,7.50896,8.22571,NA,NA,NA,NA,0.714,NA,NA,NA,NA
186485,8.592,7.25098,7.2781,NA,0.772,NA,NA,NA,NA,NA,NA,NA
186726,8.33953,8.14151,7.64387,NA,NA,NA,NA,NA,0.76,NA,NA,NA
186972,8.10501,8.18311,7.81207,NA,NA,NA,NA,NA,0.858,NA,NA,NA
187108,8.49311,7.53146,6.90259,NA,NA,NA,0.568,NA,NA,NA,NA,NA
187237,7.52243,8.45272,7.06868,NA,0.788,NA,NA,NA,NA,NA,NA,NA
187444,7.89769,8.08433,7.3352,NA,NA,NA,0.737,NA,NA,NA,NA,NA
187654,8.34719,7.90158,7.92726,0.901,NA,NA,NA,NA,NA,NA,NA,NA
187982,8.54083,6.97293,7.62503,NA,NA,0.526,NA,NA,NA,NA,NA,NA
188089,9.03827,7.05017,8.15242,NA,NA,NA,NA,0.548,NA,NA,NA,NA
188335,8.33054,7.37634,7.90833,NA,0.878,NA,NA,NA,NA,NA,NA,NA
188408,7.70752,7.1306,7.23875,NA,0.881,NA,NA,NA,NA,NA,NA,NA
188651,7.05228,6.75035,8.25134,NA,0.662,NA,NA,NA,NA,NA,NA,NA
188965,7.88212,8.15603,9.21891,0.633,NA,NA,NA,NA,NA,NA,NA,NA
189157,7.44306,7.45712,8.25403,NA,NA,NA,NA,0.854,NA,NA,NA,NA
189253,7.05911,7.74859,7.41823,NA,NA,NA,NA,0.703,NA,NA,NA,NA
189528,8.15786,7.97285,7.66455,NA,NA,NA,NA,0.89,NA,NA,NA,NA
189739,7.6882,8.2233,8.44253,NA,NA,0.602,NA,NA,NA,NA,NA,NA
189968,6.90843,8.86841,8.09825,NA,NA,NA,NA,NA,0.518,NA,NA,NA
190052,7.61399,7.5519,7.98906,0.97,NA,NA,NA,NA,NA,NA,NA,NA
190344,8.45644,7.31551,8.39418,0.739,NA,NA,NA,NA,NA,NA,NA,NA
190457,7.51026,7.42354,7.58412,NA,0.931,NA,NA,NA,NA,NA,NA,NA
190780,6.92278,7.89749,7.63216,NA,0.86,NA,NA,NA,NA,NA,NA,NA
190978,7.45807,7.32164,7.55684,NA,0.927,NA,NA,NA,NA,NA,NA,NA
191171,7.48994,6.62895,7.25477,NA,0.692,NA,NA,NA,NA,NA,NA,NA
191248,6.86013,7.91156,7.03124,NA,NA,NA,NA,0.624,NA,NA,NA,NA
191442,7.59941,7.02288,7.72045,NA,NA,NA,NA,0.838,NA,NA,NA,NA
191778,7.41228,6.9529,8.11367,0.826,NA,NA,NA,NA,NA,NA,NA,NA
191831,7.30873,7.11115,8.65191,NA,NA,NA,NA,0.643,NA,NA,NA,NA
192080,7.92856,7.75338,8.04725,NA,NA,NA,NA,0.802,NA,NA,NA,NA
192396,7.40095,8.24815,7.46564,0.891,NA,NA,NA,NA,NA,NA,NA,NA
192432,7.79801,7.34289,7.74591,0.928,NA,NA,NA,NA,NA,NA,NA,NA
192626,7.78242,6.96822,7.00894,NA,0.778,NA,NA,NA,NA,NA,NA,NA
192810,8.88146,8.26197,8.37317,NA,0.635,NA,NA,NA,NA,NA,NA,NA
193006,8.45778,8.0106,7.73413,0.85,NA,NA,NA,NA,NA,NA,NA,NA
193297,7.63275,7.80734,6.41023,0.642,NA,NA,NA,NA,NA,NA,NA,NA
193519,8.21676,7.91313,6.59002,NA,NA,NA,NA,NA,0.622,NA,NA,NA
193761,8.1926,8.3999,7.44195,NA,NA,NA,NA,NA,0.783,NA,NA,NA
193859,7.39927,7.42274,7.72025,NA,NA,NA,NA,NA,0.836,NA,NA,NA
194139,7.99611,7.65842,7.74977,NA,0.972,NA,NA,NA,NA,NA,NA,NA
194275,8.49253,8.13933,7.29962,NA,0.785,NA,NA,NA,NA,NA,NA,NA
194506,8.14451,8.57272,7.43898,NA,NA,0.55,NA,NA,NA,NA,NA,NA
194722,7.60066,7.84434,7.86583,NA,NA,0.758,NA,NA,NA,NA,NA,NA
194827,7.6005,7.30708,7.75623,NA,0.928,NA,NA,NA,NA,NA,NA,NA
195134,7.67465,7.65008,7.71512,NA,NA,0.79,NA,NA,NA,NA,NA,NA
195282,7.9805,9.35881,7.13098,NA,NA,NA,NA,NA,0.48,NA,NA,NA
195478,8.1524,8.00699,7.5247,NA,0.924,NA,NA,NA,NA,NA,NA,NA
195629,8.56405,7.67691,8.02626,NA,0.823,NA,NA,NA,NA,NA,NA,NA
195984,7.82722,8.44305,7.86862,0.871,NA,NA,NA,NA,NA,NA,NA,NA
196119,7.7448,9.13894,8.08091,NA,NA,NA,NA,0.593,NA,NA,NA,NA
196208,7.01585,7.42625,7.28015,NA,0.841,NA,NA,NA,NA,NA,NA,NA
196455,6.9088,8.53041,8.14912,NA,0.704,NA,NA,NA,NA,NA,NA,NA
196696,7.65372,8.25945,8.66954,NA,0.781,NA,NA,NA,NA,NA,NA,NA
196927,7.52431,8.15231,8.81587,NA,NA,NA,0.556,NA,NA,NA,NA,NA
197178,7.64019,7.7236,9.83172,NA,0.559,NA,NA,NA,NA,NA,NA,NA
197355,7.91493,8.57297,8.46031,0.76,NA,NA,NA,NA,NA,NA,NA,NA
197425,7.48125,7.95298,7.35215,NA,NA,NA,NA,0.858,NA,NA,NA,NA
197645,8.27514,7.52007,7.97391,NA,NA,NA,NA,0.798,NA,NA,NA,NA
197929,7.34656,8.61393,8.34455,NA,NA,NA,NA,0.617,NA,NA,NA,NA
198109,8.15212,8.23219,7.68353,NA,0.901,NA,NA,NA,NA,NA,NA,NA
198327,7.8992,8.3955,8.12936,NA,NA,NA,NA,0.819,NA,NA,NA,NA
198453,7.74791,8.15011,7.81602,NA,NA,NA,0.699,NA,NA,NA,NA,NA
198745,7.75106,7.79471,8.51137,0.845,NA,NA,NA,NA,NA,NA,NA,NA
198852,7.70063,7.69644,8.55704,NA,NA,NA,NA,NA,0.703,NA,NA,NA
199057,7.2342,7.86998,7.93591,NA,0.935,NA,NA,NA,NA,NA,NA,NA
199375,8.12335,8.18164,7.24832,NA,NA,NA,NA,NA,0.706,NA,NA,NA
199508,7.31502,7.12412,7.15444,NA,0.827,NA,NA,NA,NA,NA,NA,NA
199664,7.44263,7.34416,7.8595,NA,NA,0.728,NA,NA,NA,NA,NA,NA
200000,8.17443,6.75869,7.67105,NA,NA,NA,NA,0.679,NA,NA,NA,NA
