id,x0,x1,x2,fitness8,fitness7.5,fitness6.5,fitness9,fitness7,fitness8.5,fitness9.5,fitness6,fitness5
58436,7.38919,8.26031,7.4868,NA,NA,NA,NA,0.801,NA,NA,NA,NA
58784,7.51686,8.99269,7.21354,0.682,NA,NA,NA,NA,NA,NA,NA,NA
58994,7.75167,6.80387,7.89467,NA,NA,NA,NA,0.755,NA,NA,NA,NA
59053,7.32543,7.22722,7.7282,NA,0.887,NA,NA,NA,NA,NA,NA,NA
59235,8.19606,7.04072,7.04421,0.762,NA,NA,NA,NA,NA,NA,NA,NA
59410,7.01809,8.37744,7.26439,0.765,NA,NA,NA,NA,NA,NA,NA,NA
59676,7.74615,7.28493,6.79596,0.783,NA,NA,NA,NA,NA,NA,NA,NA
59827,8.97057,7.2806,7.45152,NA,NA,NA,NA,NA,0.641,NA,NA,NA
60190,7.77976,7.62864,7.49909,0.981,NA,NA,NA,NA,NA,NA,NA,NA
60326,8.73276,7.91704,7.40996,NA,NA,NA,NA,0.723,NA,NA,NA,NA
60448,8.20047,7.43762,6.89531,0.785,NA,NA,NA,NA,NA,NA,NA,NA
60642,8.46938,7.66027,6.9942,NA,NA,NA,NA,0.703,NA,NA,NA,NA
60871,8.19934,8.28014,7.51771,NA,NA,NA,NA,0.698,NA,NA,NA,NA
61028,7.65404,7.62137,7.33769,NA,NA,0.776,NA,NA,NA,NA,NA,NA
61283,8.43459,8.2845,8.3637,NA,NA,NA,NA,0.717,NA,NA,NA,NA
61591,8.44511,7.89801,7.35671,NA,0.868,NA,NA,NA,NA,NA,NA,NA
61686,8.42346,8.56822,7.88869,NA,NA,NA,NA,0.7,NA,NA,NA,NA
61827,8.39641,8.82808,8.30206,NA,0.643,NA,NA,NA,NA,NA,NA,NA
62178,7.39591,7.76075,8.46972,0.822,NA,NA,NA,NA,NA,NA,NA,NA
62377,7.39301,7.94236,8.6905,0.807,NA,NA,NA,NA,NA,NA,NA,NA
62500,7.95194,7.135,7.32966,NA,0.886,NA,NA,NA,NA,NA,NA,NA
62735,8.64315,8.15209,7.20921,NA,0.741,NA,NA,NA,NA,NA,NA,NA
62926,8.33726,8.09882,7.97493,NA,NA,NA,NA,0.771,NA,NA,NA,NA
63156,8.88386,7.3509,6.97333,NA,NA,NA,NA,0.571,NA,NA,NA,NA
63302,8.60354,7.9467,7.41574,NA,0.797,NA,NA,NA,NA,NA,NA,NA
63599,8.40803,7.88226,7.76781,NA,NA,0.709,NA,NA,NA,NA,NA,NA
63792,7.78591,7.17984,7.65936,NA,NA,NA,NA,0.879,NA,NA,NA,NA
63904,7.55234,7.63012,9.09077,NA,0.716,NA,NA,NA,NA,NA,NA,NA
64067,7.84326,6.9563,8.10642,0.843,NA,NA,NA,NA,NA,NA,NA,NA
64334,8.30251,7.77453,8.80248,NA,0.719,NA,NA,NA,NA,NA,NA,NA
64554,7.41575,8.08325,8.52057,NA,NA,NA,NA,0.684,NA,NA,NA,NA
64789,7.51446,8.74409,8.82203,NA,NA,NA,NA,0.562,NA,NA,NA,NA
64889,7.14352,8.38497,7.80934,0.811,NA,NA,NA,NA,NA,NA,NA,NA
65198,8.65422,8.70402,8.32561,NA,0.612,NA,NA,NA,NA,NA,NA,NA
65254,7.92637,9.00108,7.85312,NA,0.724,NA,NA,NA,NA,NA,NA,NA
65541,8.71153,7.90567,8.46788,NA,0.723,NA,NA,NA,NA,NA,NA,NA
65776,8.10078,8.66532,7.84451,NA,NA,NA,NA,NA,0.716,NA,NA,NA
65968,8.12504,8.40008,8.47641,0.721,NA,NA,NA,NA,NA,NA,NA,NA
66162,7.71959,7.71286,7.43485,0.97,NA,NA,NA,NA,NA,NA,NA,NA
66209,7.73535,8.79893,7.58902,NA,0.77,NA,NA,NA,NA,NA,NA,NA
66455,7.83218,8.18404,8.14022,NA,NA,0.709,NA,NA,NA,NA,NA,NA
66682,7.59177,8.44163,7.83773,0.857,NA,NA,NA,NA,NA,NA,NA,NA
66911,7.63486,7.47764,8.68342,NA,NA,NA,NA,0.705,NA,NA,NA,NA
67040,8.08635,8.58769,6.56748,NA,0.574,NA,NA,NA,NA,NA,NA,NA
67351,7.7721,8.64342,7.43819,NA,0.833,NA,NA,NA,NA,NA,NA,NA
67430,7.99529,7.94714,7.94523,NA,NA,NA,NA,NA,0.866,NA,NA,NA
67782,7.4755,7.81402,7.76173,0.969,NA,NA,NA,NA,NA,NA,NA,NA
67801,7.7713,7.83881,7.71541,NA,NA,NA,NA,0.86,NA,NA,NA,NA
68040,7.91791,7.37643,7.88154,NA,NA,NA,NA,0.877,NA,NA,NA,NA
68263,7.54996,8.55662,7.68065,NA,0.87,NA,NA,NA,NA,NA,NA,NA
68523,8.14218,8.30295,7.44504,0.881,NA,NA,NA,NA,NA,NA,NA,NA
68711,7.88277,8.20743,7.23927,NA,NA,NA,0.681,NA,NA,NA,NA,NA
68880,7.96723,7.70392,6.55219,0.72,NA,NA,NA,NA,NA,NA,NA,NA
69073,7.56233,7.59222,6.60469,0.745,NA,NA,NA,NA,NA,NA,NA,NA
69240,8.05909,8.15244,7.53461,NA,NA,NA,NA,NA,0.874,NA,NA,NA
69591,8.78874,8.6304,7.38135,0.631,NA,NA,NA,NA,NA,NA,NA,NA
69777,7.18535,7.50752,7.10884,NA,0.851,NA,NA,NA,NA,NA,NA,NA
69966,7.39555,8.57467,7.37273,NA,NA,NA,NA,0.759,NA,NA,NA,NA
70104,8.05194,7.63083,7.02507,0.871,NA,NA,NA,NA,NA,NA,NA,NA
70338,7.32464,7.58432,8.28473,NA,0.899,NA,NA,NA,NA,NA,NA,NA
70560,8.69997,8.00814,8.40072,NA,0.728,NA,NA,NA,NA,NA,NA,NA
70644,8.08691,8.5076,7.23588,NA,0.81,NA,NA,NA,NA,NA,NA,NA
70936,7.35083,7.64366,7.61511,0.946,NA,NA,NA,NA,NA,NA,NA,NA
71126,8.25322,7.9714,7.23773,NA,NA,0.666,NA,NA,NA,NA,NA,NA
71290,8.46791,7.62052,6.98844,NA,NA,0.581,NA,NA,NA,NA,NA,NA
71449,8.07508,7.974,6.69383,NA,NA,NA,NA,0.672,NA,NA,NA,NA
71696,8.06215,8.30011,7.93248,0.873,NA,NA,NA,NA,NA,NA,NA,NA
71808,7.2837,8.72142,7.10552,NA,0.685,NA,NA,NA,NA,NA,NA,NA
72081,7.5361,8.83615,7.71259,NA,0.779,NA,NA,NA,NA,NA,NA,NA
72325,8.02478,7.40787,7.25972,NA,NA,NA,NA,NA,0.831,NA,NA,NA
72535,6.92681,7.55071,7.84117,NA,NA,NA,0.627,NA,NA,NA,NA,NA
72677,7.86329,8.39271,7.41129,0.859,NA,NA,NA,NA,NA,NA,NA,NA
72981,7.74908,9.33819,7.61878,0.661,NA,NA,NA,NA,NA,NA,NA,NA
73002,8.8887,8.18192,7.95726,0.72,NA,NA,NA,NA,NA,NA,NA,NA
73379,7.54721,7.10768,7.30794,NA,0.883,NA,NA,NA,NA,NA,NA,NA
73491,7.66785,7.70709,8.09538,NA,NA,0.75,NA,NA,NA,NA,NA,NA
73794,7.37414,8.26299,7.61585,0.904,NA,NA,NA,NA,NA,NA,NA,NA
73954,7.0939,7.14165,8.04711,0.821,NA,NA,NA,NA,NA,NA,NA,NA
74111,8.07678,7.03101,8.7158,NA,NA,NA,NA,0.588,NA,NA,NA,NA
74292,7.82148,6.79059,8.30123,0.733,NA,NA,NA,NA,NA,NA,NA,NA
74507,8.94823,7.36547,8.01073,0.722,NA,NA,NA,NA,NA,NA,NA,NA
74735,8.65051,7.51972,7.70411,NA,NA,NA,NA,0.769,NA,NA,NA,NA
74914,7.77902,6.92647,7.08606,NA,NA,NA,0.484,NA,NA,NA,NA,NA
75172,7.60105,7.88142,8.1396,NA,NA,NA,NA,NA,0.845,NA,NA,NA
75381,8.09763,7.57798,7.6882,0.931,NA,NA,NA,NA,NA,NA,NA,NA
75466,8.20372,7.51885,7.73995,0.902,NA,NA,NA,NA,NA,NA,NA,NA
75620,8.21806,7.79876,7.90651,0.921,NA,NA,NA,NA,NA,NA,NA,NA
75856,7.33814,8.0064,8.05968,0.886,NA,NA,NA,NA,NA,NA,NA,NA
76024,8.24986,7.51971,8.98689,0.65,NA,NA,NA,NA,NA,NA,NA,NA
76356,6.47409,7.89102,7.94942,NA,0.676,NA,NA,NA,NA,NA,NA,NA
76465,8.21564,7.6395,7.58134,NA,NA,NA,NA,0.841,NA,NA,NA,NA
76614,6.61219,7.64349,8.28629,0.678,NA,NA,NA,NA,NA,NA,NA,NA
76949,7.31358,7.16734,8.05633,0.876,NA,NA,NA,NA,NA,NA,NA,NA
77142,7.54022,8.2374,8.02058,0.91,NA,NA,NA,NA,NA,NA,NA,NA
77319,7.55376,7.66894,7.2813,NA,NA,NA,NA,0.839,NA,NA,NA,NA
77456,6.86403,7.71313,7.48077,NA,NA,0.569,NA,NA,NA,NA,NA,NA
77603,6.85886,8.19042,6.74505,0.609,NA,NA,NA,NA,NA,NA,NA,NA
77910,7.12284,6.93326,7.30877,NA,NA,NA,NA,0.719,NA,NA,NA,NA
78036,7.64315,8.52841,7.49952,NA,0.864,NA,NA,NA,NA,NA,NA,NA
78296,8.57777,8.72812,7.23503,NA,0.651,NA,NA,NA,NA,NA,NA,NA
78482,7.85248,7.39046,7.87985,NA,NA,NA,NA,NA,0.817,NA,NA,NA
78646,7.10627,8.27033,8.18387,0.783,NA,NA,NA,NA,NA,NA,NA,NA
78886,6.3636,7.52354,7.51407,0.647,NA,NA,NA,NA,NA,NA,NA,NA
79196,6.98718,7.15124,7.38204,NA,NA,NA,NA,NA,0.703,NA,NA,NA
79371,8.06382,7.29152,8.64819,0.774,NA,NA,NA,NA,NA,NA,NA,NA
79584,7.95088,7.52892,8.34417,NA,NA,NA,NA,NA,0.811,NA,NA,NA
79663,7.97995,7.72474,8.40588,0.878,NA,NA,NA,NA,NA,NA,NA,NA
79816,7.60795,7.91533,6.75891,0.775,NA,NA,NA,NA,NA,NA,NA,NA
80178,8.44593,8.27483,8.74508,NA,NA,0.429,NA,NA,NA,NA,NA,NA
80338,7.78688,7.72717,9.38507,NA,NA,NA,NA,0.55,NA,NA,NA,NA
80514,8.12162,7.89375,8.86589,NA,0.75,NA,NA,NA,NA,NA,NA,NA
80637,7.71279,8.74634,7.88799,0.793,NA,NA,NA,NA,NA,NA,NA,NA
80913,8.19486,7.80764,8.00016,NA,NA,NA,NA,0.808,NA,NA,NA,NA
81108,7.45382,7.5212,7.83115,NA,NA,0.704,NA,NA,NA,NA,NA,NA
81244,7.89729,7.64915,8.41769,NA,NA,0.679,NA,NA,NA,NA,NA,NA
81561,7.41278,7.55182,7.51635,NA,0.968,NA,NA,NA,NA,NA,NA,NA
81771,7.46286,7.65467,7.79733,NA,0.983,NA,NA,NA,NA,NA,NA,NA
81816,8.39831,8.22082,8.50545,0.746,NA,NA,NA,NA,NA,NA,NA,NA
82169,8.57081,7.10611,8.31197,NA,0.725,NA,NA,NA,NA,NA,NA,NA
82256,7.75815,8.44328,7.66727,NA,0.894,NA,NA,NA,NA,NA,NA,NA
82446,7.9353,7.85298,8.17683,NA,NA,NA,NA,NA,NA,0.584,NA,NA
82624,7.51863,8.58194,7.85544,0.843,NA,NA,NA,NA,NA,NA,NA,NA
82940,8.06804,8.40478,8.293,NA,0.789,NA,NA,NA,NA,NA,NA,NA
83174,7.80438,6.47439,7.92162,0.691,NA,NA,NA,NA,NA,NA,NA,NA
83260,8.28436,7.90549,7.68106,NA,0.928,NA,NA,NA,NA,NA,NA,NA
83568,8.17427,7.45003,7.25609,NA,NA,NA,NA,NA,0.839,NA,NA,NA
83731,7.6718,7.99835,7.67001,NA,NA,NA,NA,NA,0.844,NA,NA,NA
83817,7.78188,8.37632,7.978,NA,NA,NA,NA,NA,0.835,NA,NA,NA
84056,7.36451,8.45899,8.1264,0.828,NA,NA,NA,NA,NA,NA,NA,NA
84333,7.76852,7.97689,6.8737,NA,0.835,NA,NA,NA,NA,NA,NA,NA
84511,8.22659,7.57387,7.02552,0.81,NA,NA,NA,NA,NA,NA,NA,NA
84635,7.89376,7.82238,4.3591,NA,NA,NA,NA,0.834,NA,NA,NA,NA
84849,7.41338,7.46736,6.24279,NA,NA,NA,NA,NA,0.503,NA,NA,NA
85097,7.75541,7.07449,7.50668,0.857,NA,NA,NA,NA,NA,NA,NA,NA
85259,6.91239,6.89179,7.5732,NA,NA,NA,NA,NA,0.662,NA,NA,NA
85412,6.97315,7.15869,7.17783,NA,NA,NA,NA,0.683,NA,NA,NA,NA
85675,7.73181,6.6828,7.80897,NA,0.778,NA,NA,NA,NA,NA,NA,NA
85896,8.12101,6.89805,8.26174,NA,0.768,NA,NA,NA,NA,NA,NA,NA
86106,7.97177,7.38882,8.21302,NA,NA,NA,NA,0.835,NA,NA,NA,NA
86273,7.73299,8.41562,7.11068,0.819,NA,NA,NA,NA,NA,NA,NA,NA
86485,7.07942,7.91603,7.24677,NA,0.842,NA,NA,NA,NA,NA,NA,NA
86750,7.51477,7.45527,8.45755,0.838,NA,NA,NA,NA,NA,NA,NA,NA
86924,7.32076,8.36155,8.13742,0.836,NA,NA,NA,NA,NA,NA,NA,NA
87072,7.63479,7.42991,8.57301,0.852,NA,NA,NA,NA,NA,NA,NA,NA
87245,7.41342,7.98884,8.51512,NA,NA,NA,NA,NA,0.697,NA,NA,NA
87594,7.03224,7.7462,8.22319,0.84,NA,NA,NA,NA,NA,NA,NA,NA
87653,8.022,7.48448,8.42437,NA,NA,NA,NA,NA,0.744,NA,NA,NA
87818,7.7415,7.14697,7.89842,0.916,NA,NA,NA,NA,NA,NA,NA,NA
88031,7.32701,8.79274,7.21557,NA,NA,NA,NA,0.67,NA,NA,NA,NA
88252,7.52872,7.57849,6.50346,NA,NA,NA,NA,0.609,NA,NA,NA,NA
88588,7.69901,7.20901,8.96218,NA,0.701,NA,NA,NA,NA,NA,NA,NA
88787,7.06156,7.6223,7.79708,NA,0.901,NA,NA,NA,NA,NA,NA,NA
88904,8.51577,7.94897,7.61824,0.866,NA,NA,NA,NA,NA,NA,NA,NA
89161,8.54299,7.68707,7.71942,0.859,NA,NA,NA,NA,NA,NA,NA,NA
89347,7.95429,7.82317,8.15442,NA,NA,NA,NA,NA,0.87,NA,NA,NA
89468,7.93014,8.10772,6.5831,0.678,NA,NA,NA,NA,NA,NA,NA,NA
89735,8.89132,8.30783,7.69019,0.712,NA,NA,NA,NA,NA,NA,NA,NA
89811,7.71094,8.82937,8.00677,0.781,NA,NA,NA,NA,NA,NA,NA,NA
90064,7.5487,7.74723,7.7207,0.965,NA,NA,NA,NA,NA,NA,NA,NA
90315,7.58441,7.05455,7.0601,NA,NA,NA,NA,NA,0.73,NA,NA,NA
90579,8.02261,7.37546,7.5372,NA,NA,NA,NA,NA,0.876,NA,NA,NA
90741,8.04611,6.77491,8.37622,NA,NA,NA,NA,NA,0.632,NA,NA,NA
90905,8.18448,7.58025,7.29643,0.904,NA,NA,NA,NA,NA,NA,NA,NA
91123,8.23828,7.92358,7.35915,0.868,NA,NA,NA,NA,NA,NA,NA,NA
91391,8.70762,7.47054,7.16786,NA,NA,NA,NA,NA,0.643,NA,NA,NA
91589,7.37141,7.15166,7.19003,NA,NA,NA,0.656,NA,NA,NA,NA,NA
91607,7.54759,7.42792,7.65919,NA,0.974,NA,NA,NA,NA,NA,NA,NA
91801,6.77263,8.89024,7.74806,NA,0.568,NA,NA,NA,NA,NA,NA,NA
92129,7.11258,7.76997,7.92876,0.912,NA,NA,NA,NA,NA,NA,NA,NA
92379,6.82347,8.06569,7.68016,NA,NA,NA,NA,NA,0.682,NA,NA,NA
92528,6.60149,8.15089,7.60809,NA,NA,NA,NA,0.622,NA,NA,NA,NA
92671,7.2141,7.14812,7.61455,NA,NA,NA,NA,0.795,NA,NA,NA,NA
92916,8.45178,7.6794,7.66513,NA,NA,NA,NA,NA,0.778,NA,NA,NA
93106,7.83086,7.63272,7.19674,0.92,NA,NA,NA,NA,NA,NA,NA,NA
93262,7.16119,7.41798,8.06811,NA,NA,NA,NA,NA,0.788,NA,NA,NA
93594,7.59838,7.88875,7.87038,NA,NA,NA,NA,NA,NA,0.638,NA,NA
93636,7.98844,7.56145,7.8614,0.959,NA,NA,NA,NA,NA,NA,NA,NA
93979,7.32163,7.41421,8.2142,0.887,NA,NA,NA,NA,NA,NA,NA,NA
94034,7.25965,8.32656,7.71188,NA,NA,NA,NA,0.79,NA,NA,NA,NA
94316,7.12493,8.0085,7.63265,NA,0.888,NA,NA,NA,NA,NA,NA,NA
94521,7.95037,6.9719,7.49751,NA,NA,NA,NA,0.741,NA,NA,NA,NA
94681,7.74655,7.15952,8.33618,NA,NA,0.652,NA,NA,NA,NA,NA,NA
94895,8.03586,8.25453,6.94824,0.796,NA,NA,NA,NA,NA,NA,NA,NA
95198,6.92166,7.46812,7.26432,NA,NA,NA,0.582,NA,NA,NA,NA,NA
95213,7.67546,6.78612,8.27955,NA,0.75,NA,NA,NA,NA,NA,NA,NA
95592,8.09423,8.0287,7.25069,NA,NA,NA,NA,NA,0.802,NA,NA,NA
95725,7.72698,7.34841,8.23532,NA,NA,NA,0.708,NA,NA,NA,NA,NA
95916,8.4846,8.38634,8.10799,0.775,NA,NA,NA,NA,NA,NA,NA,NA
96018,7.08259,8.0606,7.82522,NA,0.886,NA,NA,NA,NA,NA,NA,NA
96379,7.62938,7.79247,7.68937,NA,NA,0.777,NA,NA,NA,NA,NA,NA
96437,7.54356,6.33508,7.27415,NA,0.584,NA,NA,NA,NA,NA,NA,NA
96696,7.97187,7.36592,7.00617,0.845,NA,NA,NA,NA,NA,NA,NA,NA
96916,8.77715,7.23412,7.47424,NA,0.738,NA,NA,NA,NA,NA,NA,NA
97035,7.97109,7.60655,7.76395,NA,NA,NA,NA,0.915,NA,NA,NA,NA
97387,7.95065,7.04948,7.42675,NA,NA,0.635,NA,NA,NA,NA,NA,NA
97410,8.57799,7.41273,7.821,NA,0.809,NA,NA,NA,NA,NA,NA,NA
97772,7.87648,8.97394,8.68987,NA,0.587,NA,NA,NA,NA,NA,NA,NA
97837,7.51285,8.78432,6.64216,NA,NA,NA,0.34,NA,NA,NA,NA,NA
98149,8.67958,7.79513,7.43032,0.823,NA,NA,NA,NA,NA,NA,NA,NA
98289,8.22054,8.89598,7.65543,0.731,NA,NA,NA,NA,NA,NA,NA,NA
98493,7.56934,8.56338,7.69517,0.86,NA,NA,NA,NA,NA,NA,NA,NA
98753,8.49605,6.93617,7.53377,NA,NA,NA,NA,NA,0.655,NA,NA,NA
98874,7.90352,7.81439,7.40955,NA,NA,NA,NA,0.873,NA,NA,NA,NA
99069,7.15462,7.84264,8.64013,0.781,NA,NA,NA,NA,NA,NA,NA,NA
99269,7.43825,8.27426,7.4186,NA,0.905,NA,NA,NA,NA,NA,NA,NA
99498,7.43389,8.91645,7.941,NA,NA,NA,NA,0.61,NA,NA,NA,NA
99708,7.45934,8.93078,7.93471,NA,0.748,NA,NA,NA,NA,NA,NA,NA
99829,6.78499,7.81352,8.15965,NA,0.757,NA,NA,NA,NA,NA,NA,NA
100132,7.64094,7.66766,7.65394,NA,0.994,NA,NA,NA,NA,NA,NA,NA
100201,7.19703,7.51811,7.61895,NA,0.897,NA,NA,NA,NA,NA,NA,NA
100592,7.49705,8.37927,7.58562,NA,NA,0.56,NA,NA,NA,NA,NA,NA
100736,7.23853,7.80916,7.40587,NA,NA,NA,NA,0.785,NA,NA,NA,NA
100915,7.96429,8.01185,7.84085,NA,NA,NA,NA,0.822,NA,NA,NA,NA
101026,8.21626,7.57063,7.43894,NA,0.911,NA,NA,NA,NA,NA,NA,NA
101262,8.32946,7.84074,8.80415,NA,0.733,NA,NA,NA,NA,NA,NA,NA
101452,7.8614,8.09265,7.58885,NA,0.927,NA,NA,NA,NA,NA,NA,NA
101788,7.15883,6.85866,7.27129,NA,0.73,NA,NA,NA,NA,NA,NA,NA
101832,7.47283,7.88231,7.6134,0.968,NA,NA,NA,NA,NA,NA,NA,NA
102001,7.44253,7.53825,7.91729,NA,NA,NA,NA,NA,0.884,NA,NA,NA
102241,8.05083,8.06285,7.77515,0.917,NA,NA,NA,NA,NA,NA,NA,NA
102445,8.24739,8.08102,7.70453,NA,0.881,NA,NA,NA,NA,NA,NA,NA
102795,8.40041,7.53575,8.40978,NA,0.817,NA,NA,NA,NA,NA,NA,NA
102840,7.91271,8.11278,8.81976,0.76,NA,NA,NA,NA,NA,NA,NA,NA
103126,7.5133,7.47109,8.54991,NA,0.836,NA,NA,NA,NA,NA,NA,NA
103203,6.1914,7.87547,7.54678,0.569,NA,NA,NA,NA,NA,NA,NA,NA
103489,6.98682,8.24245,7.81099,NA,NA,NA,NA,NA,0.751,NA,NA,NA
103622,7.59495,7.69148,8.45331,NA,0.863,NA,NA,NA,NA,NA,NA,NA
103862,8.82713,8.21998,7.53521,NA,0.714,NA,NA,NA,NA,NA,NA,NA
104119,8.48308,7.34378,8.47046,NA,0.761,NA,NA,NA,NA,NA,NA,NA
104210,8.4349,7.29384,8.37686,NA,0.769,NA,NA,NA,NA,NA,NA,NA
104491,7.42652,8.07337,7.39778,0.933,NA,NA,NA,NA,NA,NA,NA,NA
104641,7.8987,8.70727,8.15323,0.766,NA,NA,NA,NA,NA,NA,NA,NA
104991,8.03537,8.64782,7.5016,NA,0.813,NA,NA,NA,NA,NA,NA,NA
105071,8.74342,7.96998,7.83302,NA,0.787,NA,NA,NA,NA,NA,NA,NA
105363,7.52816,7.69663,8.3481,NA,NA,NA,NA,NA,0.858,NA,NA,NA
105402,7.59694,7.09119,6.97012,NA,NA,NA,0.586,NA,NA,NA,NA,NA
105659,7.89045,7.43065,7.08562,NA,NA,NA,NA,NA,0.744,NA,NA,NA
105838,8.00998,8.18934,7.3535,0.89,NA,NA,NA,NA,NA,NA,NA,NA
106125,8.36656,6.86817,8.41446,NA,0.658,NA,NA,NA,NA,NA,NA,NA
106400,7.96478,7.56687,8.19462,NA,NA,0.733,NA,NA,NA,NA,NA,NA
106405,7.35317,7.19527,9.24285,0.601,NA,NA,NA,NA,NA,NA,NA,NA
106602,7.94893,7.45618,9.51007,0.547,NA,NA,NA,NA,NA,NA,NA,NA
106999,7.38613,8.53318,8.12711,0.82,NA,NA,NA,NA,NA,NA,NA,NA
107192,7.78052,7.80657,7.93783,NA,NA,NA,NA,NA,0.906,NA,NA,NA
107341,7.66339,7.7452,7.36173,NA,0.963,NA,NA,NA,NA,NA,NA,NA
107551,7.51486,7.22105,7.99875,0.912,NA,NA,NA,NA,NA,NA,NA,NA
107611,7.96132,7.29751,7.60641,NA,0.921,NA,NA,NA,NA,NA,NA,NA
107828,7.78724,7.37894,7.34418,NA,0.946,NA,NA,NA,NA,NA,NA,NA
108069,7.84121,7.75023,7.64524,NA,0.988,NA,NA,NA,NA,NA,NA,NA
108377,8.27112,6.80758,7.42469,NA,NA,NA,NA,NA,0.669,NA,NA,NA
108402,8.03651,7.19177,7.16993,0.848,NA,NA,NA,NA,NA,NA,NA,NA
108683,8.79551,7.22936,7.59677,0.706,NA,NA,NA,NA,NA,NA,NA,NA
108813,7.97881,8.16089,7.48124,NA,NA,NA,NA,NA,0.84,NA,NA,NA
109060,8.19845,8.21444,7.16378,NA,NA,NA,NA,NA,0.764,NA,NA,NA
109224,7.70877,8.41436,7.96192,0.895,NA,NA,NA,NA,NA,NA,NA,NA
109487,7.50027,7.57042,7.98528,NA,0.971,NA,NA,NA,NA,NA,NA,NA
109655,8.04429,7.67291,6.95604,0.852,NA,NA,NA,NA,NA,NA,NA,NA
109987,8.26957,7.45066,7.56487,NA,NA,NA,NA,0.781,NA,NA,NA,NA
110128,8.46338,7.44434,7.47571,NA,0.844,NA,NA,NA,NA,NA,NA,NA
110279,7.89257,8.05129,7.82914,NA,0.966,NA,NA,NA,NA,NA,NA,NA
110567,7.43048,6.92091,7.12265,NA,0.778,NA,NA,NA,NA,NA,NA,NA
110681,6.95084,7.39223,8.01038,NA,0.825,NA,NA,NA,NA,NA,NA,NA
110928,6.75309,8.71797,7.4787,0.62,NA,NA,NA,NA,NA,NA,NA,NA
111095,6.59822,8.08212,6.92433,NA,0.577,NA,NA,NA,NA,NA,NA,NA
111327,7.46034,8.42108,7.16696,NA,0.82,NA,NA,NA,NA,NA,NA,NA
111580,7.93299,7.40808,7.55891,NA,0.966,NA,NA,NA,NA,NA,NA,NA
111659,8.20046,8.1023,7.2642,NA,0.849,NA,NA,NA,NA,NA,NA,NA
111852,7.71863,8.13914,7.03158,NA,NA,NA,NA,NA,NA,NA,NA,0.614
112018,7.68652,8.75246,8.18609,NA,NA,NA,NA,0.646,NA,NA,NA,NA
112336,8.33505,8.81866,8.12452,NA,0.672,NA,NA,NA,NA,NA,NA,NA
112502,8.61319,7.49429,8.0599,NA,0.809,NA,NA,NA,NA,NA,NA,NA
112706,7.79625,6.68459,8.50868,NA,NA,0.47,NA,NA,NA,NA,NA,NA
112971,7.55266,7.33281,8.26633,0.872,NA,NA,NA,NA,NA,NA,NA,NA
113027,8.43428,8.78653,8.4086,NA,0.614,NA,NA,NA,NA,NA,NA,NA
113296,8.28789,7.68384,8.30292,NA,0.85,NA,NA,NA,NA,NA,NA,NA
113538,8.16222,7.96504,8.03233,NA,NA,NA,NA,NA,0.749,NA,NA,NA
113672,7.74199,8.5918,8.88732,0.632,NA,NA,NA,NA,NA,NA,NA,NA
113821,8.48823,7.24584,7.5668,0.84,NA,NA,NA,NA,NA,NA,NA,NA
114031,7.95626,7.94402,8.35234,NA,0.881,NA,NA,NA,NA,NA,NA,NA
114339,7.61311,7.72596,6.5294,0.724,NA,NA,NA,NA,NA,NA,NA,NA
114445,7.4026,8.28001,7.79574,NA,NA,NA,NA,0.764,NA,NA,NA,NA
114757,6.95884,7.23052,7.96976,NA,0.807,NA,NA,NA,NA,NA,NA,NA
114912,7.05218,7.44489,7.3808,NA,NA,NA,NA,NA,0.776,NA,NA,NA
115064,7.25987,7.70929,7.77522,0.907,NA,NA,NA,NA,NA,NA,NA,NA
115338,6.86453,7.88142,8.2393,NA,NA,NA,0.522,NA,NA,NA,NA,NA
115525,7.48607,7.87008,6.94012,NA,NA,NA,0.682,NA,NA,NA,NA,NA
115774,7.68509,7.25835,7.05657,NA,NA,NA,0.651,NA,NA,NA,NA,NA
115892,7.56105,7.37409,6.93091,NA,NA,NA,NA,NA,0.742,NA,NA,NA
116023,8.12562,9.07656,7.81985,NA,NA,NA,NA,0.638,NA,NA,NA,NA
116398,7.13384,8.37789,7.21633,NA,0.792,NA,NA,NA,NA,NA,NA,NA
116478,7.79062,8.03523,8.39595,0.873,NA,NA,NA,NA,NA,NA,NA,NA
116609,7.8292,7.33711,8.36325,NA,0.888,NA,NA,NA,NA,NA,NA,NA
116969,7.65533,8.20654,8.30715,0.862,NA,NA,NA,NA,NA,NA,NA,NA
117025,7.31122,8.47181,8.70452,0.693,NA,NA,NA,NA,NA,NA,NA,NA
117366,7.85732,8.12483,7.55453,NA,NA,NA,0.773,NA,NA,NA,NA,NA
117510,7.89566,8.00067,8.00892,NA,NA,NA,NA,NA,0.848,NA,NA,NA
117603,8.35359,7.78753,7.31233,NA,NA,NA,0.592,NA,NA,NA,NA,NA
117866,8.14332,7.26879,7.50152,0.909,NA,NA,NA,NA,NA,NA,NA,NA
118001,6.63514,6.82702,7.82222,0.559,NA,NA,NA,NA,NA,NA,NA,NA
118271,6.84992,7.55372,7.30443,NA,NA,NA,0.509,NA,NA,NA,NA,NA
118424,7.06777,7.62477,7.07616,0.824,NA,NA,NA,NA,NA,NA,NA,NA
118797,7.73214,8.26359,6.78524,NA,0.764,NA,NA,NA,NA,NA,NA,NA
118993,8.14012,7.72288,8.04387,NA,NA,NA,NA,0.89,NA,NA,NA,NA
