id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3.5,fitness3
85621,-1.04092,5,5,NA,4999.002,NA,NA,NA
85823,-2.61259,4.2618,5,NA,2018.17,NA,NA,NA
86104,-2.10901,5,5,NA,5782.815,NA,NA,NA
86286,-1.49259,4.22466,5,NA,7535.766,NA,NA,NA
86573,-0.662384,4.7318,4.86255,NA,14933.891,NA,NA,NA
86761,-2.25133,4.78951,5,NA,1403.889,NA,NA,NA
86975,-1.85988,4.90841,4.81854,3778.789,NA,NA,NA,NA
87056,-1.64675,4.85343,4.29346,NA,4827.579,NA,NA,NA
87252,-2.20076,4.89035,5,NA,3271.676,NA,NA,NA
87493,-2.07221,5,5,NA,5142.679,NA,NA,NA
87702,-1.96583,5,4.95881,NA,7096.1,NA,NA,NA
87859,-0.777588,4.10729,5,NA,NA,2855.366,NA,NA
88079,-0.833616,5,3.9484,NA,1790.35,NA,NA,NA
88295,-2.07738,5,4.70286,NA,4938.225,NA,NA,NA
88572,-0.750656,5,5,NA,12681.758,NA,NA,NA
88618,-0.743878,5,5,NA,12573.358,NA,NA,NA
88936,-0.960325,5,4.93181,6923.06,NA,NA,NA,NA
89110,-0.718612,5,5,NA,12054.414,NA,NA,NA
89304,-0.965596,5,5,NA,9008.628,NA,NA,NA
89479,-0.656638,5,5,NA,10083.211,NA,NA,NA
89604,-0.936073,5,5,NA,10279.125,NA,NA,NA
89826,-0.889636,5,5,NA,11832.899,NA,NA,NA
90116,-0.979196,5,5,NA,8358.593,NA,NA,NA
90306,-0.572494,5,5,NA,6204.45,NA,NA,NA
90442,-0.930083,5,4.6967,NA,9944.292,NA,NA,NA
90683,-1.38929,5,3.47041,NA,1623.769,NA,NA,NA
90905,-0.724979,5,3.64006,NA,2905.067,NA,NA,NA
91083,-1.47883,4.12057,4.71872,NA,4607.345,NA,NA,NA
91391,-0.19153,4.1771,4.91037,NA,5263.819,NA,NA,NA
91525,-0.60781,4.34954,4.27643,NA,3860.243,NA,NA,NA
91744,-2.00427,4.81906,4.87812,NA,10743.654,NA,NA,NA
91968,-1.95586,5,4.75447,NA,6146.1,NA,NA,NA
92051,-0.679186,5,4.76664,NA,13093.37,NA,NA,NA
92266,-0.893405,3.74296,5,NA,4273.902,NA,NA,NA
92489,-1.49802,4.76537,5,2683.646,NA,NA,NA,NA
92722,-0.765278,4.59461,5,NA,5599.476,NA,NA,NA
92905,-1.37402,5,5,7157.347,NA,NA,NA,NA
93180,-0.241273,4.79254,5,5652.199,NA,NA,NA,NA
93308,-0.861678,5,4.96403,NA,14289.945,NA,NA,NA
93437,-0.698127,5,5,NA,11506.744,NA,NA,NA
93631,-0.730281,5,5,NA,12316.233,NA,NA,NA
93989,-0.755036,3.80406,4.73634,NA,5106.998,NA,NA,NA
94104,-0.761249,4.75902,4.80311,18488.11,NA,NA,NA,NA
94213,-2.11384,5,5,NA,4496.986,NA,NA,NA
94406,-3.17473,5,5,NA,1688.467,NA,NA,NA
94686,-1.93026,5,5,5511.479,NA,NA,NA,NA
94921,-2.08706,3.86092,4.67474,NA,1274.365,NA,NA,NA
95119,-1.06387,4.77975,5,4032.473,NA,NA,NA,NA
95295,-0.741952,5,5,NA,12540.134,NA,NA,NA
95523,-0.286608,5,4.32487,NA,4065.706,NA,NA,NA
95606,-0.994456,5,5,NA,7585.794,NA,NA,NA
95814,-3.01096,5,5,NA,3248.837,NA,NA,NA
96038,-2.16088,4.92407,5,NA,4401.061,NA,NA,NA
96333,-0.712201,3.68676,5,NA,3721.957,NA,NA,NA
96403,-0.611586,4.84466,5,NA,10825.03,NA,NA,NA
96787,-0.62195,5,5,NA,8616.976,NA,NA,NA
96966,-1.9849,3.79383,5,NA,2022.691,NA,NA,NA
97036,-1.39399,4.92687,5,NA,NA,5946.544,NA,NA
97315,-0.885942,5,5,6862.29,NA,NA,NA,NA
97465,-0.799609,4.65422,3.88212,NA,2626.804,NA,NA,NA
97721,-0.975636,5,5,NA,8532.417,NA,NA,NA
97825,-0.722542,4.9792,5,NA,13290.585,NA,NA,NA
98031,-0.612474,5,5,NA,8180.18,NA,NA,NA
98328,-1.07839,5,5,NA,3627.166,NA,NA,NA
98593,-0.614262,5,5,NA,NA,3065.404,NA,NA
98742,-0.813898,5,5,12407.66,NA,NA,NA,NA
98871,-0.981528,5,5,NA,8243.365,NA,NA,NA
99162,-1.28464,5,4.71126,NA,NA,3851.721,NA,NA
99351,-1.42784,5,5,6595.744,NA,NA,NA,NA
99484,-0.547868,5,5,NA,4909.434,NA,NA,NA
99610,-1.52046,5,4.93739,5282.225,NA,NA,NA,NA
99954,-1.02007,4.71411,5,NA,6318.005,NA,NA,NA
100065,-2.09782,4.94029,4.8404,6053.639,NA,NA,NA,NA
100290,-0.615205,5,5,NA,8307.49,NA,NA,NA
100412,-0.84643,5,4.9286,NA,15904.939,NA,NA,NA
100681,-0.913093,5,4.76495,NA,13297.414,NA,NA,NA
100984,-2.10359,5,5,NA,4679.883,NA,NA,NA
101125,-0.81576,5,5,NA,16646.342,NA,NA,NA
101203,-0.83688,5,5,12191.3,NA,NA,NA,NA
101429,-0.556048,5,5,NA,5921.125,NA,NA,NA
101610,-0.544936,5,5,NA,4752.654,NA,NA,NA
101944,-0.987975,5,4.83402,NA,10481.539,NA,NA,NA
102060,0.201361,5,5,NA,2009.911,NA,NA,NA
102263,-0.877889,4.71549,5,NA,NA,4173.1,NA,NA
102444,-0.662381,5,5,NA,10303.347,NA,NA,NA
102761,-0.731192,4.60237,5,NA,5879.17,NA,NA,NA
102845,-1.8959,5,4.81075,NA,5509.452,NA,NA,NA
103104,-0.782625,4.93704,5,NA,15980.87,NA,NA,NA
103208,0.325257,5,4.95997,NA,4006.86,NA,NA,NA
103403,-0.534785,5,4.69032,NA,3861.062,NA,NA,NA
103756,-0.865518,5,4.97577,NA,13668.349,NA,NA,NA
103992,-1.8572,5,5,NA,3199.064,NA,NA,NA
104053,-2.10311,5,4.7444,NA,6885.666,NA,NA,NA
104300,-2.09295,5,4.87429,NA,6449.146,NA,NA,NA
104560,-1.00115,5,5,NA,7233.448,NA,NA,NA
104619,-0.95094,5,5,NA,10561.723,NA,NA,NA
104930,-0.640654,5,5,NA,9435.332,NA,NA,NA
105015,-1.29452,4.72945,5,6193.324,NA,NA,NA,NA
105360,-2.01907,5,5,1789.772,NA,NA,NA,NA
105440,-1.93568,5,5,NA,5016.229,NA,NA,NA
105790,-1.99041,5,5,NA,5524.109,NA,NA,NA
105808,-0.869449,5,5,NA,12320.634,NA,NA,NA
106186,-1.49523,5,4.23746,NA,6778.487,NA,NA,NA
106279,-0.488647,5,5,NA,1707.073,NA,NA,NA
106423,-0.990235,4.73818,5,NA,8665.814,NA,NA,NA
106630,-0.964497,5,5,NA,9059.463,NA,NA,NA
106960,-0.685771,5,4.73872,NA,12374.596,NA,NA,NA
107123,-0.967299,5,4.38521,2185.107,NA,NA,NA,NA
107283,-0.946486,5,5,NA,9854.228,NA,NA,NA
107480,-0.863701,5,4.92053,NA,21007.771,NA,NA,NA
107722,-0.889508,4.85225,5,NA,15772.04,NA,NA,NA
107983,-2.04055,4.67919,5,NA,4717.885,NA,NA,NA
108088,-0.765376,4.99761,4.35577,NA,NA,4458.271,NA,NA
108333,-0.544784,5,4.81932,NA,6208.106,NA,NA,NA
108420,-1.32241,5,5,4018.997,NA,NA,NA,NA
108674,-0.841337,4.94962,5,8089.713,NA,NA,NA,NA
108971,-0.623083,5,5,NA,NA,NA,3120.711,NA
109187,-1.42542,5,3.32706,NA,4156.97,NA,NA,NA
109292,-0.00788006,5,4.25893,NA,2707.465,NA,NA,NA
109544,0.317063,4.97811,5,NA,3758.448,NA,NA,NA
109705,-0.529191,4.88891,5,NA,5142.753,NA,NA,NA
109961,-0.971839,4.93965,5,NA,10644.193,NA,NA,NA
110011,-0.861323,5,4.8748,NA,16582.229,NA,NA,NA
110320,-0.567112,5,5,NA,5925.333,NA,NA,NA
110425,0.270139,5,4.92337,NA,3937.797,NA,NA,NA
110775,-0.773289,4.80687,5,NA,16705.347,NA,NA,NA
110954,-1.06805,5,4.85703,NA,4491.632,NA,NA,NA
111006,-0.702044,5,5,NA,11619.88,NA,NA,NA
111250,-0.978396,4.94038,5,NA,11615.216,NA,NA,NA
111584,-0.88421,4.95809,5,NA,13958.992,NA,NA,NA
111615,-0.564913,5,5,NA,5810.589,NA,NA,NA
111941,0.429071,5,4.80173,NA,3565.592,NA,NA,NA
112177,-1.03202,5,5,NA,5517.504,NA,NA,NA
112276,-0.908708,5,5,NA,13616.558,NA,NA,NA
112426,-0.377267,4.90123,4.16461,NA,2891.998,NA,NA,NA
112743,-0.589872,5,4.66614,NA,7447.335,NA,NA,NA
112829,-0.786383,5,4.92602,NA,16356.746,NA,NA,NA
113189,-0.73251,5,5,NA,12361.962,NA,NA,NA
113343,-0.606333,4.90924,5,NA,10170.723,NA,NA,NA
113407,-0.991923,5,5,NA,7717.065,NA,NA,NA
113728,-0.689109,5,5,NA,11231.681,NA,NA,NA
113853,-0.766093,5,5,NA,12878.352,NA,NA,NA
114137,-1.66162,5,4.42659,NA,2435.769,NA,NA,NA
114346,-1.90969,4.92592,4.96649,NA,8624.877,NA,NA,NA
114478,-0.858567,5,4.66925,NA,10276.187,NA,NA,NA
114771,-1.39614,4.80217,5,1468.903,NA,NA,NA,NA
114918,-1.01815,5,5,NA,6305.66,NA,NA,NA
115174,-1.83361,5,5,NA,2425.138,NA,NA,NA
115316,-1.35864,3.79314,5,2544.657,NA,NA,NA,NA
115513,-1.01249,4.66682,5,NA,6220.687,NA,NA,NA
115790,-0.334921,5,4.40026,NA,2407.852,NA,NA,NA
115935,-0.520743,5,5,NA,3446.616,NA,NA,NA
116082,-0.749696,5,5,NA,16410.471,NA,NA,NA
116303,-0.778813,5,4.86789,NA,17291.354,NA,NA,NA
116496,-0.932249,4.62637,5,6657.654,NA,NA,NA,NA
116627,-1.10075,5,5,NA,1616.238,NA,NA,NA
116924,-0.765463,5,5,NA,12871.714,NA,NA,NA
117024,-0.968139,5,4.90648,NA,11501.047,NA,NA,NA
117332,-0.61369,4.99172,5,NA,8754.221,NA,NA,NA
117508,-0.594908,5,5,NA,7336.004,NA,NA,NA
117786,-0.574559,4.99862,4.90405,NA,8240.064,NA,NA,NA
117968,-0.709289,5,5,NA,11818.767,NA,NA,NA
118183,-0.747075,5,4.98037,NA,13687.577,NA,NA,NA
118249,-1.97936,5,5,NA,5472.876,NA,NA,NA
118497,-0.888064,5,5,NA,11875.127,NA,NA,NA
118773,-1.98383,4.61036,5,NA,3759.427,NA,NA,NA
118827,-1.65886,4.2667,5,NA,4358.191,NA,NA,NA
119121,-0.963227,5,4.54732,NA,1667.814,NA,NA,NA
119248,-0.925072,5,4.6299,NA,6656.301,NA,NA,NA
119399,-0.114896,3.38359,5,NA,2412.872,NA,NA,NA
119680,-0.751635,5,4.57655,NA,4294.291,NA,NA,NA
119867,-0.806891,4.78635,5,NA,20782.269,NA,NA,NA
120123,-0.767273,5,5,NA,12890.466,NA,NA,NA
120212,-0.812861,5,5,NA,13033.673,NA,NA,NA
120468,-0.795717,5,4.8204,NA,17099.356,NA,NA,NA
120617,-0.246224,4.30079,5,NA,4646.954,NA,NA,NA
120801,-1.00177,5,5,NA,7200.425,NA,NA,NA
121149,-0.899158,4.79996,5,NA,14780.28,NA,NA,NA
121305,-0.981317,5,5,NA,8253.835,NA,NA,NA
121517,-0.768943,5,4.61053,NA,6713.151,NA,NA,NA
121742,-1.84196,5,5,NA,2709.867,NA,NA,NA
121987,-2.14521,5,5,NA,3854.294,NA,NA,NA
122145,-0.933727,5,5,NA,NA,3818.765,NA,NA
122235,-0.619137,5,3.67143,1252.433,NA,NA,NA,NA
122497,-0.890317,4.99399,4.41725,2955.371,NA,NA,NA,NA
122611,-0.877086,4.77211,4.93917,NA,21727.357,NA,NA,NA
122857,-1.98621,5,5,5102.877,NA,NA,NA,NA
123068,-0.921637,5,4.72248,NA,14347.354,NA,NA,NA
123267,-0.568761,5,4.70272,NA,6106.572,NA,NA,NA
123528,-0.801457,4.71621,5,NA,13420.607,NA,NA,NA
123726,-0.679955,5,5,NA,13285.059,NA,NA,NA
123968,-1.65736,5,5,3328.144,NA,NA,NA,NA
124178,-0.599839,4.70252,5,NA,NA,2655.863,NA,NA
124198,-0.827093,5,5,NA,16945.969,NA,NA,NA
124501,-1.38808,4.26222,5,NA,7249.804,NA,NA,NA
124671,-0.979188,5,4.77069,NA,10128.26,NA,NA,NA
124820,-1.02813,5,5,NA,5741.122,NA,NA,NA
125058,-0.6594,4.80414,5,NA,13102.398,NA,NA,NA
125363,-0.353602,4.33225,4.83478,NA,3716.943,NA,NA,NA
125460,-1.50675,5,4.38822,NA,5185.554,NA,NA,NA
125668,-1.89475,5,5,NA,4222.276,NA,NA,NA
125802,-0.724336,5,4.66579,NA,9789.028,NA,NA,NA
126107,-0.802634,4.93591,5,NA,16077.816,NA,NA,NA
126247,-0.946077,5,5,8934.551,NA,NA,NA,NA
126398,-0.806513,5,5,NA,13052.078,NA,NA,NA
126775,-0.779035,5,5,NA,12988.278,NA,NA,NA
126901,-0.755578,5,5,NA,12752.084,NA,NA,NA
127040,-0.567401,5,5,NA,5940.383,NA,NA,NA
127338,-1.05877,5,5,NA,4040.364,NA,NA,NA
127404,-0.808693,5,5,NA,13047.166,NA,NA,NA
127724,-0.996857,4.6456,5,NA,6914.967,NA,NA,NA
127891,-0.204194,5,5,3637.504,NA,NA,NA,NA
128166,-0.0991008,4.97708,5,3891.36,NA,NA,NA,NA
128210,-0.813086,5,5,NA,17286.118,NA,NA,NA
128439,-0.796305,4.86749,5,NA,17384.501,NA,NA,NA
128606,-0.600235,5,5,NA,7596.402,NA,NA,NA
128840,-1.58133,5,4.29954,NA,5321.808,NA,NA,NA
129054,-1.26046,5,4.16975,NA,4006.23,NA,NA,NA
129375,-0.767355,5,4.83127,NA,17032.558,NA,NA,NA
129481,-1.96219,4.98115,5,NA,5774.311,NA,NA,NA
129712,-1.49515,4.40054,5,NA,6156.581,NA,NA,NA
129907,-0.921924,4.96991,5,NA,12156.715,NA,NA,NA
130070,-0.758,5,5,NA,16340.231,NA,NA,NA
130265,-1.22941,4.25161,5,NA,3942.045,NA,NA,NA
130579,-0.5975,5,5,NA,7463.16,NA,NA,NA
130745,-0.884805,5,5,NA,14611.963,NA,NA,NA
130797,-0.786655,5,5,NA,15447.871,NA,NA,NA
131079,-0.648144,5,5,NA,9745.185,NA,NA,NA
131210,-0.755458,5,5,NA,12750.454,NA,NA,NA
131533,-0.675273,4.66069,5,NA,10997.435,NA,NA,NA
131693,-0.782988,5,5,NA,13011.729,NA,NA,NA
131887,-0.842673,5,5,NA,12780.326,NA,NA,NA
132134,-0.874416,4.92544,5,NA,15347.881,NA,NA,NA
132330,-0.844397,5,5,NA,12757.291,NA,NA,NA
132455,-1.52885,5,4.29298,NA,6429.77,NA,NA,NA
132756,-1.3092,5,4.17733,NA,5146.466,NA,NA,NA
132968,-0.707337,4.99564,5,NA,11997.411,NA,NA,NA
133154,-0.619974,4.98305,5,NA,9151.635,NA,NA,NA
133345,-1.4921,4.19395,4.94467,NA,7474.137,NA,NA,NA
133548,-2.049,5,5,NA,6635.288,NA,NA,NA
133630,-1.5251,5,4.32952,NA,6176.214,NA,NA,NA
133925,-0.819086,5,5,NA,13003.493,NA,NA,NA
134159,-0.670376,5,5,NA,10598.021,NA,NA,NA
134294,-1.85047,5,5,NA,2988.013,NA,NA,NA
134438,-1.42992,5,4.99611,5391.209,NA,NA,NA,NA
134748,-0.657369,4.81322,5,NA,NA,4798.408,NA,NA
134841,-1.8822,5,4.97838,NA,4270.032,NA,NA,NA
135037,-0.900827,5,4.91022,NA,19587.706,NA,NA,NA
135338,-0.511143,5,4.74242,NA,3291.355,NA,NA,NA
135583,-0.912227,5,3.67573,NA,3317.678,NA,NA,NA
135628,-0.781009,4.76444,4.65085,NA,11325.879,NA,NA,NA
135972,-0.772851,4.86826,5,NA,17230.16,NA,NA,NA
136117,-2.15008,5,5,NA,3744.619,NA,NA,NA
136236,-2.10531,5,5,NA,4650.214,NA,NA,NA
136577,-0.807951,5,5,10975.744,NA,NA,NA,NA
136706,-1.47464,4.66879,3.45653,NA,1581.123,NA,NA,NA
136815,-1.54122,5,5,5596.219,NA,NA,NA,NA
137137,-0.734382,5,5,NA,12399.292,NA,NA,NA
137364,-0.813136,5,5,NA,13032.594,NA,NA,NA
137404,-0.552388,5,4.92036,NA,6529.84,NA,NA,NA
137721,-0.932345,5,5,NA,10424.782,NA,NA,NA
137972,-1.25415,5,4.94566,5546.267,NA,NA,NA,NA
138134,-1.94228,5,5,NA,NA,1898.823,NA,NA
138388,-1.21612,5,4.73693,NA,NA,3113.785,NA,NA
138586,-0.745036,5,4.73488,NA,13835.959,NA,NA,NA
138770,-0.883439,5,5,2259.625,NA,NA,NA,NA
138879,-0.81305,5,5,8245.371,NA,NA,NA,NA
139074,0.418454,5,4.78252,NA,3625.479,NA,NA,NA
139230,-0.890895,4.70924,5,NA,14040.74,NA,NA,NA
139537,-0.651265,4.99707,5,NA,10001.822,NA,NA,NA
139615,-0.650075,5,5,NA,9823.303,NA,NA,NA
139817,-1.0957,4.8929,4.93845,NA,2665.9,NA,NA,NA
140027,-0.976023,5,5,NA,11122.247,NA,NA,NA
140327,-0.856531,5,5,NA,12569.493,NA,NA,NA
140513,-2.93709,4.98107,5,NA,3231.569,NA,NA,NA
140716,-2.03467,5,5,NA,5477.513,NA,NA,NA
140979,-1.04906,5,5,NA,4517.135,NA,NA,NA
141145,-0.870895,5,4.8463,NA,16354.806,NA,NA,NA
141198,-0.896775,5,5,NA,15504.78,NA,NA,NA
141589,-0.976327,4.76825,5,NA,10241.278,NA,NA,NA
141741,-1.85362,5,5,1661.275,NA,NA,NA,NA
141903,-1.92728,4.88211,5,NA,6460.513,NA,NA,NA
142021,-0.973245,5,5,NA,11480.884,NA,NA,NA
142276,-2.00048,5,5,NA,5548.536,NA,NA,NA
142552,-1.99936,4.79605,5,NA,7049.327,NA,NA,NA
142633,-0.798682,5,5,NA,13057.593,NA,NA,NA
142846,-1.9605,5,4.72037,NA,5561.259,NA,NA,NA
143146,-0.319424,5,4.40089,NA,2616.712,NA,NA,NA
143276,-0.709178,4.91292,5,NA,15154.057,NA,NA,NA
143517,-0.65707,5,4.8901,NA,13290.203,NA,NA,NA
143737,-0.798517,5,5,NA,13057.505,NA,NA,NA
143853,-0.612811,5,5,NA,9977.824,NA,NA,NA
144162,-0.935101,5,5,NA,10317.436,NA,NA,NA
144282,-1.66429,5,5,2552.249,NA,NA,NA,NA
144551,-0.979096,4.30694,5,NA,NA,3207.301,NA,NA
144681,-0.866635,5,5,NA,12379.102,NA,NA,NA
144908,-2.20789,5,5,NA,2907.622,NA,NA,NA
145182,-1.68923,4.81644,5,2171.38,NA,NA,NA,NA
145223,-0.771612,5,5,NA,12931.413,NA,NA,NA
145428,-0.879257,5,5,6458.479,NA,NA,NA,NA
145645,-0.615847,5,5,NA,8337.253,NA,NA,NA
145886,-1.01706,5,5,NA,6366.474,NA,NA,NA
146184,-0.938701,5,4.94631,NA,15190.767,NA,NA,NA
146248,-0.772618,5,5,NA,12940.096,NA,NA,NA
146406,-0.771789,4.97843,4.69165,NA,13043.033,NA,NA,NA
146731,-0.898732,4.803,5,NA,14860.023,NA,NA,NA
146927,0.401267,5,5,NA,3113.338,NA,NA,NA
147115,-0.887031,5,4.84538,NA,15835.127,NA,NA,NA
147256,-0.778946,4.96169,5,NA,14980.948,NA,NA,NA
147393,-0.515022,4.84746,5,NA,4174.628,NA,NA,NA
147683,-0.818158,5,5,NA,13008.754,NA,NA,NA
147836,-1.70319,4.88505,5,NA,NA,2301.387,NA,NA
148151,-3.03199,5,5,NA,4260.322,NA,NA,NA
148268,-1.97275,4.76566,4.90745,9391.41,NA,NA,NA,NA
148417,-0.937616,4.97664,5,NA,11227.038,NA,NA,NA
148632,-0.738618,4.98681,5,NA,13200.362,NA,NA,NA
148828,-0.911205,5,5,9671,NA,NA,NA,NA
149080,-0.60018,5,5,4332.039,NA,NA,NA,NA
149243,-1.23842,5,5,3819.989,NA,NA,NA,NA
149442,-1.32377,5,5,NA,NA,NA,3575.007,NA
149638,-0.907366,5,5,NA,11308.341,NA,NA,NA
149929,-0.839549,5,4.69357,NA,11951.506,NA,NA,NA
150017,-0.0706003,4.62334,4.39137,NA,1691.265,NA,NA,NA
150376,-0.693274,5,5,NA,14721.443,NA,NA,NA
150487,-1.53214,4.80558,4.4415,NA,4013.939,NA,NA,NA
150774,-0.962552,4.85684,4.9471,NA,14636.728,NA,NA,NA
150873,-0.815172,4.90212,5,16271.991,NA,NA,NA,NA
151086,-0.80213,5,5,NA,13057.502,NA,NA,NA
151383,-1.34196,5,4.31965,NA,8218.154,NA,NA,NA
151456,-2.10815,4.77742,4.97231,NA,6684.164,NA,NA,NA
151658,-0.179175,4.17837,5,NA,4093.616,NA,NA,NA
151866,-0.812695,5,5,NA,16893.781,NA,NA,NA
152036,-1.90908,5,5,5181.123,NA,NA,NA,NA
152306,-0.857293,5,5,NA,12556.207,NA,NA,NA
152431,-0.630196,4.91368,5,NA,11511.134,NA,NA,NA
152603,-0.745091,4.83282,5,NA,16656.054,NA,NA,NA
152946,-0.846923,5,4.94053,NA,15507.417,NA,NA,NA
153111,-0.798536,5,5,NA,13057.515,NA,NA,NA
153212,-0.913763,5,5,NA,14038.457,NA,NA,NA
153523,-0.939328,5,5,NA,10149.135,NA,NA,NA
153652,-0.975047,5,5,NA,8560.93,NA,NA,NA
153817,-0.692184,5,5,NA,14384.046,NA,NA,NA
154062,-0.736624,3.8491,5,NA,3997.552,NA,NA,NA
154329,-0.678798,5,5,NA,12812.655,NA,NA,NA
154410,-0.598735,5,5,NA,7523.446,NA,NA,NA
154676,-0.923978,5,5,NA,10738.908,NA,NA,NA
154957,-1.25196,4.21177,4.82574,NA,5726.405,NA,NA,NA
155090,-0.869062,4.80562,4.83248,NA,21002.718,NA,NA,NA
155238,-1.92547,5,5,1515.804,NA,NA,NA,NA
155445,-0.829429,5,5,NA,12926.795,NA,NA,NA
155618,-0.99551,4.71537,5,NA,7714.721,NA,NA,NA
155806,-0.751793,5,4.91035,14606.465,NA,NA,NA,NA
156156,-1.17013,5,4.73119,1785.753,NA,NA,NA,NA
156354,-0.652167,4.64223,5,NA,6794.008,NA,NA,NA
156584,-0.0728116,5,5,NA,NA,NA,2265.894,NA
156748,-0.901661,5,5,NA,14505.182,NA,NA,NA
156805,-0.665887,5,5,NA,10434.285,NA,NA,NA
157174,-0.664553,4.68681,4.74887,NA,10740.474,NA,NA,NA
157370,-2.08564,5,5,NA,6073.546,NA,NA,NA
157536,-2.15836,5,5,NA,4699.831,NA,NA,NA
157733,-1.41556,3.78571,5,2729.599,NA,NA,NA,NA
157891,-0.598883,5,5,NA,7530.657,NA,NA,NA
158111,-1.03195,5,5,NA,5521.545,NA,NA,NA
158363,-0.950406,4.65496,5,NA,7265.567,NA,NA,NA
158502,-1.04153,4.98118,5,NA,5364.246,NA,NA,NA
158717,-0.620779,5,5,NA,8563.763,NA,NA,NA
158921,-1.04553,5,5,NA,4726.941,NA,NA,NA
159145,-0.825961,5,4.59412,NA,5603.069,NA,NA,NA
159377,-0.952325,5,5,NA,9604.668,NA,NA,NA
159401,-1.36712,5,5,6274.602,NA,NA,NA,NA
159664,-1.4665,4.27576,5,7467.659,NA,NA,NA,NA
159809,-1.06198,4.64935,5,NA,2699.477,NA,NA,NA
160052,-0.941546,5,5,NA,10059.074,NA,NA,NA
160314,-0.896183,5,5,NA,11649.463,NA,NA,NA
160438,-1.35199,3.29098,5,NA,5359.206,NA,NA,NA
160630,-0.751694,4.96053,5,NA,14696.085,NA,NA,NA
160829,0.213222,5,5,NA,2253.3,NA,NA,NA
161019,0.333578,4.88618,5,NA,4570.244,NA,NA,NA
161269,-0.606573,5,4.76663,NA,9485.672,NA,NA,NA
161432,-0.587204,5,5,NA,6953.254,NA,NA,NA
161737,-0.967521,5,4.64963,NA,6451.122,NA,NA,NA
161969,-2.115,4.99426,4.93235,NA,5694.087,NA,NA,NA
162183,-0.795174,5,5,NA,13053.917,NA,NA,NA
162371,-0.605982,5,5,NA,7873.138,NA,NA,NA
162500,-1.03689,5,5,4780.394,NA,NA,NA,NA
162692,-2.14392,5,5,NA,3882.939,NA,NA,NA
162957,-0.540974,5,5,NA,4540.142,NA,NA,NA
163153,-0.916291,4.54863,5,NA,2540.229,NA,NA,NA
163323,-1.38424,4.31872,4.749,NA,8028.107,NA,NA,NA
163428,-0.965541,5,5,NA,9011.179,NA,NA,NA
163633,-1.0224,5,5,5500.467,NA,NA,NA,NA
163978,-0.204362,5,5,4767.945,NA,NA,NA,NA
164112,-0.725581,5,4.69871,NA,15546.428,NA,NA,NA
164346,-1.96396,5,4.91036,NA,6896.902,NA,NA,NA
164460,0.215746,5,4.85131,NA,3067.59,NA,NA,NA
164726,-0.853184,5,5,NA,14067.935,NA,NA,NA
164842,-1.27155,4.15167,5,NA,3921.286,NA,NA,NA
165140,-2.07745,5,5,NA,5076.269,NA,NA,NA
165227,-1.93448,4.86597,5,7588.963,NA,NA,NA,NA
165535,-1.53999,5,4.35733,NA,6692.127,NA,NA,NA
165606,-2.93624,5,5,NA,NA,NA,992.15,NA
165988,-2.1156,5,5,NA,5946.768,NA,NA,NA
166178,-1.33875,5,4.37363,NA,5495.582,NA,NA,NA
166253,-2.14863,5,5,NA,3777.524,NA,NA,NA
166540,-1.04305,5,5,NA,4873.58,NA,NA,NA
166633,-1.00829,5,5,NA,6849.311,NA,NA,NA
166843,-0.870269,5,5,NA,12303.153,NA,NA,NA
167135,-0.53618,5,4.92636,NA,5372.877,NA,NA,NA
167303,0.210321,5,5,NA,2195.645,NA,NA,NA
167430,-0.862558,5,5,NA,12459.617,NA,NA,NA
167600,-1.86456,5,5,NA,3420.575,NA,NA,NA
167809,-0.63554,4.71531,5,NA,9440.571,NA,NA,NA
168033,-0.704735,4.98129,5,11339.776,NA,NA,NA,NA
168261,-0.690767,5,5,NA,11283.757,NA,NA,NA
168536,-0.659664,5,5,NA,10200.066,NA,NA,NA
168680,-0.913388,3.78205,5,NA,4119.536,NA,NA,NA
168913,-1.03937,4.6587,5,NA,3911.759,NA,NA,NA
169034,-0.837827,5,5,NA,16229.612,NA,NA,NA
169371,-1.94854,5,4.96288,NA,7835.171,NA,NA,NA
169459,-0.747322,5,5,NA,16825.824,NA,NA,NA
169765,-0.898701,5,5,NA,11575.69,NA,NA,NA
169920,-0.862349,5,5,NA,12463.611,NA,NA,NA
170184,-1.34033,4.84129,5,8644.655,NA,NA,NA,NA
170238,-1.22637,4.77998,4.73438,4070.065,NA,NA,NA,NA
170543,0.429256,4.62791,5,NA,1700.536,NA,NA,NA
170784,-0.0155537,4.21063,5,NA,2658.219,NA,NA,NA
170806,0.277511,3.76097,4.86158,NA,1578.211,NA,NA,NA
171189,-0.96175,4.69888,5,NA,8776.91,NA,NA,NA
171315,0.312268,5,4.94642,NA,4115.115,NA,NA,NA
171445,-0.876499,5,5,10700.719,NA,NA,NA,NA
171606,-0.13506,4.98461,4.23122,NA,4770.021,NA,NA,NA
171816,-0.536286,4.77215,5,NA,5212.119,NA,NA,NA
172132,-0.497345,4.86138,5,3229.926,NA,NA,NA,NA
172258,-0.598905,5,4.83674,NA,9983.783,NA,NA,NA
172564,-0.877144,5,5,NA,12148.766,NA,NA,NA
172621,-1.67086,5,5,2941.265,NA,NA,NA,NA
172800,-0.835907,5,5,NA,12861.906,NA,NA,NA
173180,-0.549996,4.82254,4.75428,NA,7672.517,NA,NA,NA
