id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness3.5,fitness2.5,fitness3,fitness2,fitness0.5,fitness-1,fitness-1.5,fitness-2,fitness-3,fitness-2.5,fitness-0.5,fitness0,fitness1.5,fitness1,fitness-3.5,fitness-4,fitness-4.5,fitness-5
31720,-1.52587,4.70595,-0.489847,NA,NA,NA,NA,NA,NA,NA,NA,NA,2406.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31908,-1.25061,4.57142,-0.730264,NA,NA,NA,NA,NA,NA,NA,NA,NA,3655.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,-1.24456,3.90774,0.285708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.222,NA,NA,NA,NA,NA,NA,NA
32207,0.285377,3.60504,1.92599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.519,NA,NA,NA,NA,NA,NA
32454,-0.620661,2.34292,0.241985,NA,NA,NA,NA,NA,NA,NA,207.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32781,-0.351785,4.41312,0.131906,NA,NA,NA,NA,NA,NA,NA,NA,65.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32993,-0.0201641,4.67681,1.05134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.128,NA,NA,NA,NA,NA,NA,NA
33059,-1.05382,4.94937,-0.0181266,NA,NA,NA,NA,NA,NA,NA,NA,764.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33381,-2.20106,4.14443,0.547873,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33454,-2.67308,4.02774,-0.462567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.236,NA,NA,NA,NA,NA,NA,NA
33777,-0.99115,4.75211,0.478148,NA,NA,NA,NA,NA,NA,NA,NA,3034.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33931,-1.86251,3.33272,2.89924,NA,NA,NA,NA,NA,NA,NA,NA,346.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34083,-1.03868,4.38018,3.29147,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34218,-0.360335,3.24264,4.48049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34534,0.310194,3.12888,4.90095,NA,NA,NA,NA,NA,NA,NA,NA,1010.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34642,0.0511061,3.64969,3.38727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.224,NA,NA,NA,NA,NA,NA
34842,0.407513,2.89896,3.55418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.788,NA,NA,NA,NA
35067,-0.194594,1.67483,4.13557,NA,NA,NA,NA,NA,NA,175.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35217,0.170529,-0.45357,1.83394,NA,NA,NA,NA,NA,NA,NA,2.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35525,-0.754009,-0.485596,2.96357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.567,NA,NA,NA,NA,NA
35771,-0.042106,-0.189319,3.14768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.189,NA,NA,NA,NA,NA,NA
35848,0.152043,-0.684416,2.52824,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36073,0.198308,1.25561,2.18699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.211,NA,NA,NA,NA,NA,NA,NA,NA
36203,-0.234075,2.69539,1.40071,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36574,-1.48621,2.5448,-0.467212,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36673,-0.827577,3.66299,0.232274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36850,-0.679621,3.48128,0.90459,NA,NA,NA,NA,NA,NA,NA,NA,490.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37079,0.642576,4.35424,0.243619,NA,NA,NA,NA,NA,NA,NA,82.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37205,1.31067,4.37183,1.30778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.366,NA,NA,NA,NA,NA,NA
37514,-0.975926,4.1624,0.0330235,NA,NA,NA,NA,NA,NA,NA,484.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37692,-1.56615,3.42337,-1.95893,NA,NA,NA,NA,NA,NA,NA,487.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37919,-1.20224,1.89532,-3.03089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.908,NA,NA,NA,NA,NA,NA
38003,-1.63593,-0.27851,-1.55426,NA,NA,NA,NA,NA,NA,NA,NA,7830.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38388,0.985418,-0.991337,0.489177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.057,NA,NA,NA,NA,NA,NA,NA,NA,NA
38424,1.96449,-1.29365,-0.385271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.294,NA,NA,NA,NA,NA,NA,NA,NA,NA
38779,1.83568,-1.37443,-1.49789,NA,NA,NA,NA,NA,NA,NA,NA,4654.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38921,3.63898,-3.50717,-2.00517,NA,NA,NA,NA,NA,NA,NA,NA,158.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39156,2.70538,-2.96246,-2.13455,NA,NA,NA,NA,NA,NA,NA,NA,465.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39209,2.11289,-3.04064,-0.27628,NA,NA,NA,NA,NA,NA,NA,NA,340.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39414,1.4392,-3.00958,-0.635493,NA,NA,NA,NA,NA,NA,NA,NA,501.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39727,0.391216,-1.3161,-1.69589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.544,NA,NA,NA,NA,NA,NA,NA,NA
39986,-0.772469,-1.02735,-3.00435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.904,NA,NA,NA,NA,NA,NA,NA,NA
40188,-2.89577,-2.03745,-0.0297556,NA,NA,NA,NA,NA,NA,NA,NA,1037.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40382,-3.3752,-2.45252,0.968243,NA,NA,NA,NA,NA,NA,NA,NA,177.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40456,-4.51268,-1.91191,0.457097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.099,NA,NA,NA,NA,NA,NA,NA
40776,-4.65808,-1.08088,0.022395,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40908,-3.52861,-0.929824,-1.43358,NA,NA,NA,NA,NA,NA,NA,NA,NA,3407.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41038,-4.42145,0.40827,-1.1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41305,-4.42178,-1.0273,-0.360471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.58,NA,NA,NA,NA,NA,NA,NA,NA
41541,-4.13677,-1.08836,-1.04717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.818,NA
41639,-4.07177,-0.275522,-1.18137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.06,NA
41882,-2.88159,1.16834,-1.96592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.191,NA,NA,NA
42184,-0.973612,1.47434,-1.34546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42319,-0.13849,0.950858,-0.9862,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42499,-1.03883,0.325818,0.251732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.99,NA,NA,NA,NA,NA,NA
42681,-1.5877,1.48047,-0.804276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
42856,-3.02292,2.03944,-2.23614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
43104,-2.94752,3.86084,-0.924034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
43328,-2.72677,2.36678,-1.73041,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43583,-1.46474,3.21498,-0.205755,NA,NA,NA,NA,NA,NA,NA,NA,NA,3596.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43727,-1.5365,3.87852,-0.635512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.052,NA,NA,NA
43944,-2.94281,4.80297,-1.59301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938.049,NA,NA,NA,NA,NA,NA,NA,NA
44162,-0.104482,4.84041,0.513052,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44323,-0.518476,3.83503,-2.14291,NA,NA,NA,NA,NA,NA,NA,NA,757.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44535,-1.66563,1.43071,-1.86675,NA,NA,NA,NA,NA,NA,NA,NA,108.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44743,-1.36022,0.904475,-2.43763,NA,NA,NA,NA,NA,NA,NA,479.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44944,-1.77142,-0.416832,-2.18103,NA,NA,NA,NA,NA,NA,NA,-0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45159,-2.00489,-1.39245,-2.70231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.721,NA,NA,NA,NA,NA,NA
45281,-2.93276,-1.51826,-1.76345,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45433,-1.58556,-1.32087,-1.36409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7265.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45761,-1.02592,0.218331,-1.71629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.158,NA,NA,NA,NA,NA,NA,NA,NA
45896,-0.618664,-1.66677,-1.88252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46038,-0.929041,-0.924233,-0.474011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46269,-0.999877,-1.21771,-0.87819,NA,NA,NA,NA,NA,NA,NA,NA,1961.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46408,-0.203881,-1.53608,-1.90724,NA,NA,NA,NA,NA,NA,NA,NA,NA,3980.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46669,-2.62579,-1.82886,-4.43865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.318,NA,NA,NA,NA,NA,NA,NA,NA
46818,-3.96475,-1.58113,-4.57553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.619,NA,NA,NA,NA,NA,NA,NA,NA
47085,-3.86103,-2.26628,-4.61835,NA,NA,NA,NA,NA,NA,NA,NA,16.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47387,-2.28912,-2.14623,-4.02342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.272,NA,NA,NA,NA,NA,NA,NA,NA
47450,-2.89293,-1.32241,-1.32767,NA,NA,NA,NA,NA,NA,NA,NA,NA,4369.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47727,-1.69892,-0.592273,-1.64768,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47902,0.48249,-1.28957,-1.50833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.257,NA,NA,NA,NA,NA,NA,NA,NA
48037,-1.32778,-0.924562,-0.326505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.122,NA,NA,NA,NA,NA,NA,NA,NA
48266,-0.0182151,0.0617009,-1.85861,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48452,0.822672,-0.734501,-1.71512,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48799,0.797146,-0.848191,-3.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48914,0.642307,-0.155205,-2.98571,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49157,-0.0352968,-0.766007,-2.51591,NA,NA,NA,NA,NA,NA,NA,NA,NA,2687.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49371,0.628379,-1.08497,-2.54667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.137,NA,NA,NA,NA,NA,NA
49442,-0.90355,-0.8339,-1.11687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.454,NA,NA,NA,NA,NA,NA,NA
49603,-0.965732,-1.38919,-1.18385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961.116,NA,NA,NA,NA
49901,-4.44437,-0.948767,-1.61188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474.571,NA,NA,NA,NA,NA,NA
50111,-3.34778,-0.0883546,-1.40884,NA,NA,NA,NA,NA,NA,NA,NA,823.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50248,-1.27412,-0.198021,-1.71364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50405,-1.01029,-0.900245,-0.996309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2766.376,NA,NA,NA,NA,NA,NA,NA,NA
50643,-1.85535,-0.555377,-0.767632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.68,NA,NA,NA,NA,NA,NA,NA,NA
51000,-1.18785,-0.520459,-0.727065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.156,NA,NA,NA,NA,NA,NA,NA,NA
51142,-1.30507,-0.780511,-1.47871,NA,NA,NA,NA,NA,NA,NA,NA,NA,24049.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51291,-1.65172,-0.0144228,-1.48257,NA,NA,NA,NA,NA,NA,NA,NA,5273.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51470,-1.33251,0.690056,-1.42532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.111,NA,NA,NA,NA,NA,NA,NA
51642,-1.86516,0.892394,-0.132302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772.505,NA,NA,NA,NA,NA,NA
51993,-0.353229,0.917586,-0.608962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.919,NA,NA,NA,NA,NA,NA
52121,0.0142866,-0.026881,-1.36895,NA,NA,NA,NA,NA,NA,NA,NA,3690.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52261,0.946251,-0.137532,-1.30422,NA,NA,NA,NA,NA,NA,NA,874.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52529,0.474244,-0.370895,-2.01908,NA,NA,NA,NA,NA,NA,170.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52784,0.0294398,0.660777,-1.51025,NA,NA,NA,36.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52835,0.393149,-0.235409,-0.899425,NA,NA,NA,NA,NA,788.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53034,-1.56907,-0.672831,-2.43265,NA,NA,NA,NA,NA,743.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53357,-1.42712,-2.16847,-1.71702,NA,451.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53580,-2.4248,-1.44218,0.284419,NA,NA,1486.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53782,-1.97284,-2.09928,0.852433,610.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53899,-1.33071,-1.54278,2.17399,NA,NA,3295.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54132,-0.14483,-1.92378,1.80665,NA,NA,NA,297.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54264,-1.1809,-2.13205,2.26927,311.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54564,-1.03331,-4.04791,2.44998,NA,NA,NA,81.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54765,1.56084,-4.63673,2.74539,NA,-0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54842,1.22447,-3.64956,1.92173,NA,NA,80.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55105,0.272331,-4.16999,1.23646,79.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55348,0.861946,-4.35339,2.48741,NA,NA,76.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55418,0.881432,-4.52781,4.48707,59.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55671,2.5281,-4.31903,4.64329,NA,NA,48.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55809,2.2772,-4.85646,4.15042,329.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56180,1.37061,-4.7025,3.88621,14.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56385,1.80904,-2.43538,4.08659,259.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56569,-0.162548,-2.11942,4.21135,623.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56725,0.26042,0.363656,4.66915,NA,586.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56836,0.193424,-0.180671,4.90731,NA,NA,NA,739.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57186,-0.958751,-1.38934,4.33497,NA,NA,NA,2664.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57317,-0.738534,-1.45139,4.59511,NA,NA,9464.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57509,-0.900944,-1.48449,4.58338,NA,2045.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57738,-1.34814,-0.828564,4.81294,NA,NA,NA,7554.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57921,-0.629299,0.0381022,4.82785,NA,NA,4326.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58071,-0.957421,-0.99429,4.05898,NA,NA,2304.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58204,-0.794614,-0.991778,2.97236,571.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58431,-1.23353,-1.74002,2.92575,NA,88.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58692,-0.12868,-2.38187,2.06563,62.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58838,-2.22842,-3.04306,1.72811,55.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59115,-1.39075,-3.51314,2.38508,NA,NA,986.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59218,-1.17541,-4.88059,3.15944,NA,NA,NA,63.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59581,-0.643154,-3.58113,4.49566,NA,NA,NA,NA,29.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59793,-0.445065,-3.15359,4.46085,NA,NA,NA,NA,NA,9.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59832,-0.535372,-4.43179,4.60928,NA,NA,NA,204.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60070,-1.23702,-4.48402,4.8152,81.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60299,-1.07186,-3.55125,4.9701,244.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60474,-1.91308,-3.12052,4.74659,684.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60696,-1.82517,-3.15907,4.23293,NA,NA,NA,106.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60830,-2.03782,-3.03424,4.06554,NA,NA,NA,85.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61148,-1.63021,-3.39474,4.45689,NA,NA,336.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61241,-1.4025,-4.09622,3.86903,551.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61512,-1.86248,-2.13442,1.44759,NA,NA,380.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61615,-0.588733,-1.22245,1.28248,NA,626.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61865,-0.571314,-1.09431,-0.365644,235.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62030,-0.739504,0.0791151,0.79227,322.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62256,-2.08927,-1.32504,0.148099,-19.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62444,-0.844473,-1.17968,-0.105267,NA,722.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62622,-1.08411,-0.261479,2.01733,NA,NA,133.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62852,-1.55526,-0.601183,2.61537,582.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63146,0.48329,-0.477182,2.55723,NA,1.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63351,0.383042,0.236251,2.66242,20.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63521,-0.637061,2.07373,2.19819,NA,NA,139.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63627,0.131471,2.79724,4.92676,NA,NA,95.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63828,-0.330872,2.27413,3.7492,NA,NA,784.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64160,-0.0851337,2.17145,4.20876,NA,354.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64272,-0.211739,1.60486,4.63817,NA,142.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
