id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness3.5,fitness2.5,fitness3,fitness2,fitness0.5,fitness-1,fitness-1.5,fitness-2,fitness-3,fitness-2.5,fitness-0.5,fitness0,fitness1.5,fitness1,fitness-3.5,fitness-4,fitness-4.5,fitness-5
64465,2.75112,3.08671,4.28739,NA,NA,NA,20.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64756,2.63074,4.62102,4.10195,NA,NA,NA,87.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64893,1.87619,4.58112,2.61051,9.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65048,1.50866,2.63803,1.96986,6.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65333,1.1613,1.8271,1.31581,NA,NA,NA,NA,NA,40.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65547,0.902252,0.902269,4.04322,NA,NA,NA,NA,NA,-1.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65752,1.73913,-0.617628,3.80776,NA,NA,1012.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65835,0.809896,-0.0775262,3.36194,NA,NA,NA,NA,140.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66062,0.643564,-1.63063,2.01002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.361,NA,NA,NA,NA,NA,NA
66304,1.1254,-2.16116,0.815116,NA,NA,NA,NA,NA,NA,NA,NA,80.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66555,-0.424458,-1.44367,0.254324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.18,NA,NA,NA,NA,NA,NA
66674,-0.347895,-1.13239,-0.678861,NA,NA,NA,NA,NA,NA,NA,-175.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66939,-0.90958,-0.985436,-1.04408,NA,NA,NA,NA,NA,NA,NA,1978.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67173,-0.184403,-0.128459,-1.82664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.297,NA,NA,NA,NA,NA,NA
67202,-0.259725,0.923032,-1.80567,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67580,0.408241,0.00216024,-1.04837,NA,NA,NA,NA,NA,NA,NA,NA,401.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67786,-0.163643,-0.763179,-1.83138,NA,NA,NA,NA,NA,NA,NA,216.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67870,-0.538612,-0.0118954,-1.28159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.257,NA,NA,NA,NA,NA,NA,NA
68123,-0.84852,-0.192464,-1.80839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2339.666,NA,NA,NA,NA,NA,NA,NA
68227,-0.0247357,-0.526338,-1.40284,NA,NA,NA,NA,NA,NA,NA,NA,NA,3483.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68494,-0.793157,0.172351,-1.97528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726.232,NA,NA,NA,NA,NA,NA,NA
68685,-1.38239,-0.738019,-2.63827,NA,NA,NA,NA,NA,NA,NA,NA,NA,3998.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68824,-0.952334,-1.80012,-1.55174,NA,NA,NA,NA,NA,NA,NA,NA,1986.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69025,0.141653,-0.666406,-0.739154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.749,NA,NA,NA,NA,NA,NA,NA,NA
69398,-0.796521,0.0881446,-1.36705,NA,NA,NA,NA,NA,NA,NA,NA,1205.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69499,-0.659529,-0.925202,-0.870018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3637.551,NA,NA,NA,NA,NA,NA,NA,NA
69761,-1.4598,-0.480266,-0.786004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.08,NA,NA,NA,NA,NA,NA
69997,0.99023,-1.23652,1.35833,NA,NA,NA,NA,NA,NA,NA,NA,37.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70047,2.29824,-0.0390438,0.480655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA
70311,0.813483,-0.920849,1.73886,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70514,1.87401,-1.72198,0.86384,NA,NA,NA,NA,NA,NA,NA,NA,320.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70659,1.65217,0.616997,0.334432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70989,0.522863,-0.184954,-0.0228642,NA,NA,NA,NA,NA,NA,NA,NA,301.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71010,1.84331,2.15038,0.222996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.561,NA,NA
71381,1.09084,0.630021,-0.677179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.377,NA,NA,NA,NA,NA,NA,NA,NA
71531,-0.722006,-0.729783,-0.590075,NA,NA,NA,NA,NA,NA,NA,NA,NA,16855.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71777,-0.994129,0.2872,-0.986311,NA,NA,NA,NA,NA,NA,NA,NA,805.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71941,-0.777926,1.25428,-0.717716,NA,NA,NA,NA,NA,NA,NA,NA,NA,5999.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72030,-0.235438,-0.573777,-0.166404,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72339,-2.05151,-0.645902,-2.20528,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72490,-1.79418,-0.959744,-1.36428,NA,NA,NA,NA,NA,NA,NA,NA,1680.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72774,-1.08481,-1.18498,-1.60835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.883,NA,NA,NA,NA,NA,NA,NA,NA
72821,-1.29203,-2.89197,-2.42119,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73034,-0.28711,-1.95094,-0.95548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73253,-0.985382,-4.74385,-0.728526,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73535,-2.76093,-3.73399,-1.66814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA
73644,-1.22144,-4.45881,-0.30891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.075,NA,NA,NA,NA,NA,NA,NA
73817,-0.614537,-3.88198,-1.45636,NA,NA,NA,NA,NA,NA,NA,93.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74015,-1.53446,-2.39319,-1.86823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880.662,NA,NA,NA,NA,NA,NA
74378,-0.675177,-1.79786,-3.43075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.907,NA,NA,NA,NA,NA,NA,NA
74528,-0.024577,-1.56809,-2.69491,NA,NA,NA,NA,NA,NA,NA,254.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74705,-0.433661,-1.41718,-0.941085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.962,NA,NA,NA,NA,NA,NA
74906,0.241474,-1.83589,-2.53664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.843,NA,NA,NA,NA
75026,0.153081,-1.59952,-2.11327,NA,NA,NA,NA,NA,NA,NA,131.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75325,-0.795374,-2.06476,-0.61564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717.759,NA,NA,NA,NA,NA,NA
75546,-2.04475,-1.35311,-2.49478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404.97,NA,NA,NA,NA,NA,NA
75771,-0.346994,-1.4968,-3.8739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.53,NA,NA,NA,NA,NA,NA,NA
75955,0.151532,-0.718794,-3.84015,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76167,0.249139,-1.27178,-3.27598,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76269,0.238977,-1.15569,-3.43739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.117,NA,NA,NA,NA,NA,NA,NA,NA,NA
76417,-0.633099,-1.72696,-1.93416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
76798,-1.1306,-0.374219,-0.0693621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.694,NA,NA,NA,NA,NA,NA,NA,NA,NA
76867,-1.15959,-0.507893,0.146008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.771
77102,-1.84694,-0.84267,-0.168834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.005,NA
77386,-1.14588,-1.32801,-1.80991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.382,NA
77585,-0.566933,-1.1907,-1.53535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.895,NA
77657,0.786461,-2.83869,-1.37641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.931,NA,NA,NA,NA,NA,NA,NA,NA
77804,0.41946,-3.20613,-1.5392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
78004,-0.273935,-2.15858,-0.944567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
78260,-0.206339,-4.10572,0.345723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.243,NA,NA,NA,NA,NA,NA,NA
78480,-0.939439,-4.12318,1.57779,NA,NA,NA,NA,NA,NA,NA,NA,63.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78620,0.103323,-2.7265,3.04979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.259,NA,NA,NA,NA,NA,NA,NA
78981,-0.0881391,-2.33885,4.81358,NA,NA,NA,NA,NA,NA,NA,NA,1619.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79154,1.43804,-1.4433,4.01837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.088,NA,NA,NA,NA,NA,NA,NA
79381,1.5092,-1.76704,1.83462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.463,NA,NA,NA,NA,NA,NA,NA
79406,0.22144,-1.13787,1.98045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79633,-0.0176503,-1.97023,1.11825,NA,NA,NA,NA,NA,NA,NA,50.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79855,1.0323,-1.37589,0.449698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.303,NA,NA,NA,NA,NA,NA,NA
80080,0.519075,-0.727065,-0.394573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.101,NA,NA,NA,NA,NA,NA,NA
80254,0.820223,-0.906919,-1.55756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793.904,NA,NA,NA,NA
80531,0.485276,0.34706,-1.37246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188.011,NA,NA,NA,NA,NA,NA,NA
80743,0.812604,1.38692,-2.98286,NA,NA,NA,NA,NA,NA,NA,NA,76.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80812,0.784042,0.280208,-0.544835,NA,NA,NA,NA,NA,NA,NA,NA,998.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81105,2.09677,-0.466323,0.277036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81340,2.6802,-0.838215,-1.58178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.17,NA,NA,NA
81594,4.11664,-0.234572,-2.93467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81638,3.60285,-0.4234,-2.47197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
81868,4.2939,0.846674,-0.944372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82177,4.13254,-0.580608,-1.09051,NA,NA,NA,NA,NA,NA,NA,NA,229.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82277,4.95055,0.267185,-1.29002,NA,NA,NA,NA,NA,NA,NA,NA,NA,4276.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82512,4.6034,0.723222,-2.13322,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82634,4.98312,0.0316679,-2.03349,NA,NA,NA,NA,NA,NA,NA,NA,NA,2541.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82831,4.074,-0.066616,-1.2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.552,NA,NA,NA
83164,4.3324,-0.104507,-1.23601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.247,NA,NA,NA,NA,NA,NA,NA,NA
83214,4.68174,0.353932,-2.37351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.23,NA,NA,NA
83531,4.71735,-1.52894,-2.22572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.722,NA,NA,NA
83723,4.3806,-1.19977,-1.86844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.223,NA,NA,NA,NA,NA,NA,NA,NA,NA
83937,3.84709,-2.90877,-0.962383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84038,2.4726,-3.99891,-2.02209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.664,NA,NA,NA,NA,NA,NA
84255,2.8838,-3.58812,-1.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.578,NA,NA,NA,NA,NA,NA,NA
84512,4.65824,-1.51874,-2.47326,NA,NA,NA,NA,NA,NA,NA,NA,4224.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84668,4.59365,-1.40219,-1.40615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7686.527,NA,NA,NA,NA,NA,NA,NA
84937,4.68441,-2.16854,-0.518376,NA,NA,NA,NA,NA,NA,NA,NA,1559.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85078,4.71471,-1.12865,-1.37547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.309,NA,NA,NA,NA,NA,NA,NA
85333,4.85131,-0.590682,-1.2579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5242.19,NA,NA,NA,NA,NA,NA,NA
85536,4.978,0.465889,0.0730122,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85781,3.66647,0.572985,0.602572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009,NA,NA,NA,NA,NA,NA,NA,NA
85847,3.27453,2.36881,1.02085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.087,NA,NA,NA,NA,NA,NA,NA,NA,NA
86155,0.376716,2.35162,-0.492324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.286,NA,NA,NA
86345,-0.306199,2.98618,-1.19272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86579,-1.05065,0.803071,-1.68237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.934,NA,NA,NA,NA,NA,NA,NA
86728,-1.59837,-0.735287,-3.18058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1459.636,NA,NA,NA,NA,NA,NA,NA
86828,-2.01687,-0.0944685,-2.61223,NA,NA,NA,NA,NA,NA,NA,NA,59.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87126,-0.692244,2.02202,-1.87629,NA,NA,NA,NA,NA,NA,NA,NA,328.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87366,-1.36563,2.48022,-3.49125,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87590,-0.515494,3.02555,-4.48791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87671,-2.01524,4.45611,-4.63623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.995,NA,NA,NA,NA,NA,NA,NA,NA
87958,-3.46684,1.79437,-4.66346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88029,-4.76311,4.06204,-4.91589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.498,NA,NA,NA,NA,NA,NA
88246,-3.8562,4.16024,-4.00382,NA,NA,NA,NA,NA,NA,NA,NA,165.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88596,-3.80458,4.67107,-2.19304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.275,NA,NA,NA,NA,NA,NA,NA
88672,-2.9966,4.9823,-1.3063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3299.982,NA,NA,NA,NA,NA,NA
88862,-3.02744,4.6412,-0.808051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4509.996,NA,NA,NA,NA,NA,NA,NA
89075,-2.23834,3.80073,0.400058,NA,NA,NA,NA,NA,NA,NA,NA,249.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89224,-1.74941,4.30316,-0.326947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.966,NA,NA,NA,NA,NA,NA,NA
89566,-0.771121,4.93905,2.63274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.651,NA,NA,NA,NA,NA,NA
89774,-0.854552,3.90307,0.545884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89811,-0.67084,3.7351,-0.0404817,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90043,0.881143,3.88658,0.414196,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90374,0.378369,3.33247,-0.524526,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90552,-0.0669148,2.77819,1.44381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.114,NA,NA,NA,NA,NA,NA
90603,-0.817252,3.41286,2.86713,NA,NA,NA,NA,NA,NA,NA,270.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90991,-1.03949,3.35464,1.83085,NA,NA,NA,NA,NA,NA,NA,NA,613.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91012,-0.325064,4.8645,1.41124,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91244,0.306597,4.38852,1.02871,NA,NA,NA,NA,NA,NA,NA,NA,91.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91422,0.794733,3.34724,0.509678,NA,NA,NA,NA,NA,NA,NA,NA,216.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91662,-1.10164,3.46292,-1.29789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.366,NA,NA,NA,NA,NA,NA,NA
91934,-2.24338,4.03793,-1.65608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.02,NA,NA,NA,NA,NA,NA,NA
92048,-1.62413,3.42025,-1.41699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.119,NA,NA,NA,NA,NA,NA,NA,NA
92222,-2.77326,4.50778,-2.16257,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92572,-3.5977,4.73389,-1.55401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445.873,NA,NA,NA,NA,NA,NA,NA
92679,-3.94908,3.60171,-1.20287,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92910,-2.67804,3.72558,-0.267497,NA,NA,NA,NA,NA,NA,NA,NA,620.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93103,-1.12268,2.43421,0.228858,NA,NA,NA,NA,NA,NA,NA,NA,2.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93251,-1.71579,1.01607,-2.78704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93564,-1.31017,1.78387,-2.12407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.129,NA,NA,NA,NA,NA,NA,NA,NA
93786,-1.10917,0.301605,-2.36001,NA,NA,NA,NA,NA,NA,NA,NA,81.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93869,-0.81792,-0.229215,-0.748539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.686,NA,NA,NA,NA,NA,NA
94084,-1.89981,-1.90893,-0.805978,NA,NA,NA,NA,NA,NA,NA,NA,NA,4381.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94326,-2.50418,-1.5907,-1.02502,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94434,-4.10166,-1.36345,-0.80964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94797,-4.28208,-1.22872,-2.01762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.918,NA,NA,NA,NA,NA,NA,NA
94901,-2.88806,-1.67421,-0.242058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.689,NA,NA,NA,NA,NA,NA
95034,-4.46586,-1.64642,0.353925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.405,NA,NA,NA,NA,NA,NA
95279,-4.1409,-1.20045,-0.188837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.105,NA,NA,NA,NA,NA,NA,NA
95453,-4.12026,-0.897517,-0.929488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860.699,NA,NA,NA,NA,NA,NA
95651,-3.06703,-1.27846,-0.6734,NA,NA,NA,NA,NA,NA,NA,NA,5449.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95921,-2.22354,-1.5384,-0.773148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1805.47,NA,NA,NA,NA,NA,NA,NA
96189,0.397606,-0.161402,0.217772,NA,NA,NA,NA,NA,NA,NA,NA,1060.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96286,1.27815,-0.930295,-0.498464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.309,NA,NA,NA,NA,NA,NA
96483,3.18643,-1.14541,-1.39946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.806,NA,NA,NA,NA
96647,4.56859,-0.78154,-2.19597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.575,NA,NA,NA,NA,NA,NA
96944,4.79516,0.545222,-2.68367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.287,NA,NA,NA,NA,NA,NA
97058,4.92217,0.726791,-2.04727,NA,NA,NA,NA,NA,NA,NA,NA,510.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
