id,x0,x1,x2,fitness8,fitness7,fitness8.5,fitness6.5,fitness7.5,fitness9,fitness9.5
68460,7.45685,7.6392,8.2196,NA,NA,NA,NA,0.93,NA,NA
68788,7.12087,8.21343,7.53538,0.853,NA,NA,NA,NA,NA,NA
68933,8.04505,7.62859,8.36673,0.87,NA,NA,NA,NA,NA,NA
69087,7.44276,7.7139,7.0018,NA,NA,NA,NA,0.858,NA,NA
69317,8.23045,7.36533,8.1902,0.864,NA,NA,NA,NA,NA,NA
69569,6.91463,7.77893,8.24466,0.809,NA,NA,NA,NA,NA,NA
69769,6.46173,7.89626,8.38956,0.604,NA,NA,NA,NA,NA,NA
69814,7.95216,7.30313,7.76184,NA,NA,0.786,NA,NA,NA,NA
70186,7.52694,7.37797,8.05279,0.942,NA,NA,NA,NA,NA,NA
70308,7.64461,7.49554,6.84167,0.807,NA,NA,NA,NA,NA,NA
70589,7.64447,7.92842,7.8435,NA,0.895,NA,NA,NA,NA,NA
70666,7.59752,7.99035,7.11198,NA,NA,NA,NA,0.903,NA,NA
70943,6.73923,8.5079,7.33425,0.629,NA,NA,NA,NA,NA,NA
71164,7.0791,7.33843,7.98586,NA,NA,0.751,NA,NA,NA,NA
71300,7.68773,7.22839,8.27019,0.848,NA,NA,NA,NA,NA,NA
71550,7.83359,7.84554,8.60027,NA,NA,NA,NA,0.857,NA,NA
71678,7.61305,7.87262,7.86575,NA,NA,NA,NA,0.986,NA,NA
71927,6.94567,7.33939,8.18345,0.802,NA,NA,NA,NA,NA,NA
72155,7.61252,7.51708,7.80999,NA,NA,NA,NA,0.978,NA,NA
72342,7.3974,8.06854,8.14603,0.915,NA,NA,NA,NA,NA,NA
72401,8.68865,7.98684,7.26892,NA,NA,NA,NA,0.783,NA,NA
72638,7.64795,7.88306,7.94961,0.969,NA,NA,NA,NA,NA,NA
72942,7.88586,7.67631,7.06445,NA,NA,NA,NA,0.875,NA,NA
73058,7.55359,8.43983,7.19431,NA,NA,NA,NA,0.842,NA,NA
73210,7.123,8.06657,7.97875,NA,NA,NA,NA,0.87,NA,NA
73500,7.664,8.22337,7.69586,NA,0.783,NA,NA,NA,NA,NA
73690,7.29772,8.10073,8.31358,0.832,NA,NA,NA,NA,NA,NA
73948,7.12853,7.51916,7.24895,NA,NA,NA,NA,0.85,NA,NA
74029,7.97947,7.21703,7.30447,NA,NA,0.821,NA,NA,NA,NA
74376,8.37579,7.27199,7.47522,NA,NA,NA,NA,0.847,NA,NA
74547,8.20978,7.74406,8.24976,NA,NA,NA,NA,0.855,NA,NA
74618,7.4671,7.3218,7.80761,0.908,NA,NA,NA,NA,NA,NA
74805,7.15677,7.19474,9.03302,NA,NA,NA,NA,0.621,NA,NA
75070,7.75349,7.39772,7.92075,NA,NA,0.913,NA,NA,NA,NA
75213,7.30255,8.16191,7.50814,0.883,NA,NA,NA,NA,NA,NA
75543,7.97736,7.90957,7.58383,NA,NA,NA,NA,0.942,NA,NA
75781,7.96442,6.86905,8.06712,NA,NA,NA,NA,0.801,NA,NA
75872,7.52312,7.50085,7.92576,NA,NA,NA,NA,0.966,NA,NA
76150,7.31964,7.40626,7.97392,NA,NA,NA,NA,0.923,NA,NA
76272,7.58446,7.18968,8.34633,0.816,NA,NA,NA,NA,NA,NA
76418,7.55722,7.15938,7.92411,0.915,NA,NA,NA,NA,NA,NA
76640,7.27237,7.9577,8.19549,NA,NA,NA,NA,0.901,NA,NA
76999,7.3764,7.6638,7.92833,NA,NA,NA,NA,0.942,NA,NA
77125,7.20124,7.77028,7.91787,0.923,NA,NA,NA,NA,NA,NA
77285,7.09454,7.74595,8.43188,NA,0.755,NA,NA,NA,NA,NA
77508,7.14828,7.43486,8.10423,0.88,NA,NA,NA,NA,NA,NA
77740,6.58911,7.57126,7.93425,0.736,NA,NA,NA,NA,NA,NA
77813,7.95137,7.6917,7.88566,0.959,NA,NA,NA,NA,NA,NA
78049,7.3422,8.1904,7.923,NA,NA,NA,NA,NA,0.74,NA
78222,8.66279,7.98996,7.35072,0.779,NA,NA,NA,NA,NA,NA
78523,8.22284,8.41456,7.41989,0.84,NA,NA,NA,NA,NA,NA
78738,8.34971,7.19631,8.10363,NA,NA,NA,NA,0.824,NA,NA
78977,7.5708,7.66995,6.85708,NA,0.794,NA,NA,NA,NA,NA
79035,8.07774,7.26289,7.40531,NA,NA,NA,NA,0.896,NA,NA
79261,7.30235,7.35187,7.08269,NA,0.711,NA,NA,NA,NA,NA
79410,7.28424,7.69392,7.67694,NA,NA,NA,NA,0.953,NA,NA
79763,8.09353,7.55641,7.99846,NA,NA,NA,NA,0.922,NA,NA
79844,8.05485,7.69461,7.86563,NA,NA,NA,NA,0.934,NA,NA
80011,7.5817,7.06566,7.10238,0.822,NA,NA,NA,NA,NA,NA
80352,7.5371,7.45664,8.25442,NA,NA,NA,NA,0.912,NA,NA
80461,8.0231,8.53892,8.47234,0.746,NA,NA,NA,NA,NA,NA
80800,7.6285,8.26164,7.90407,0.929,NA,NA,NA,NA,NA,NA
80944,8.22838,8.09432,7.63759,0.915,NA,NA,NA,NA,NA,NA
81017,8.35454,7.75824,7.86667,NA,NA,NA,NA,0.916,NA,NA
81283,8.41434,7.80702,7.5283,0.863,NA,NA,NA,NA,NA,NA
81448,7.79783,6.78739,8.02498,NA,0.692,NA,NA,NA,NA,NA
81669,7.45589,7.2691,8.17006,NA,0.746,NA,NA,NA,NA,NA
81854,7.91462,7.86574,7.64696,NA,0.933,NA,NA,NA,NA,NA
82087,7.80269,8.08906,7.66189,0.935,NA,NA,NA,NA,NA,NA
82285,7.03956,8.2537,7.85114,NA,NA,NA,NA,0.803,NA,NA
82505,7.26151,7.8941,8.23521,NA,NA,NA,NA,0.896,NA,NA
82730,8.02707,8.07195,7.97318,NA,NA,NA,NA,0.935,NA,NA
82835,7.04011,8.27818,7.14744,NA,NA,NA,NA,0.769,NA,NA
83062,7.42222,7.6792,7.2106,NA,NA,NA,NA,0.914,NA,NA
83228,8.09635,8.11069,7.27255,NA,0.829,NA,NA,NA,NA,NA
83533,8.00414,7.29893,7.33993,NA,0.745,NA,NA,NA,NA,NA
83715,7.3847,7.73012,8.20521,NA,NA,NA,0.725,NA,NA,NA
83864,7.46565,7.5408,7.53764,NA,NA,0.915,NA,NA,NA,NA
84002,7.14444,8.18039,8.31566,0.811,NA,NA,NA,NA,NA,NA
84357,7.98436,6.60778,7.75224,NA,NA,NA,NA,0.741,NA,NA
84445,7.53183,7.74334,7.73641,NA,NA,NA,NA,0.985,NA,NA
84652,7.13758,7.75482,8.28654,NA,NA,NA,NA,0.866,NA,NA
84803,8.09323,7.27423,8.25501,NA,NA,NA,NA,0.862,NA,NA
85110,7.84098,7.60308,8.2339,NA,NA,NA,NA,0.94,NA,NA
85350,6.81979,8.33391,7.82645,NA,NA,NA,NA,0.759,NA,NA
85403,7.61474,7.69817,7.51052,NA,0.91,NA,NA,NA,NA,NA
85683,7.74358,7.48687,7.80197,NA,NA,NA,NA,0.976,NA,NA
85953,8.39563,7.45084,7.72958,NA,NA,NA,NA,0.9,NA,NA
86086,7.78192,7.74609,7.51358,NA,NA,NA,NA,NA,0.813,NA
86223,7.97941,7.61394,7.66087,0.958,NA,NA,NA,NA,NA,NA
86482,8.14792,7.69538,8.01088,0.943,NA,NA,NA,NA,NA,NA
86601,7.90312,8.49828,7.8263,NA,NA,NA,NA,0.848,NA,NA
86824,7.27427,7.74681,7.38791,NA,NA,NA,NA,0.904,NA,NA
87028,7.51331,7.45459,8.8968,0.741,NA,NA,NA,NA,NA,NA
87238,7.0761,7.73153,7.85628,0.896,NA,NA,NA,NA,NA,NA
87423,7.5257,7.86741,7.68852,NA,0.891,NA,NA,NA,NA,NA
87716,8.17139,8.33105,7.41619,0.829,NA,NA,NA,NA,NA,NA
87871,8.20459,7.58937,7.49186,0.932,NA,NA,NA,NA,NA,NA
88042,8.07554,7.78098,7.45649,0.944,NA,NA,NA,NA,NA,NA
88308,7.24632,7.264,7.77646,NA,NA,NA,NA,0.904,NA,NA
88511,8.16216,8.70571,7.42781,0.765,NA,NA,NA,NA,NA,NA
88636,6.93174,7.55227,7.61775,0.853,NA,NA,NA,NA,NA,NA
88807,8.03341,8.22814,7.83372,0.912,NA,NA,NA,NA,NA,NA
89152,8.1355,7.69332,7.71786,NA,NA,NA,NA,0.954,NA,NA
89375,7.8787,7.40278,7.66452,NA,0.915,NA,NA,NA,NA,NA
89403,7.67217,7.0219,7.14214,NA,NA,NA,NA,0.828,NA,NA
89720,7.29614,7.00475,7.95303,NA,NA,NA,NA,0.84,NA,NA
89818,7.23285,7.46546,8.6453,NA,NA,NA,NA,0.782,NA,NA
90004,7.33701,8.60697,7.08386,NA,NA,NA,NA,0.736,NA,NA
90331,7.35235,7.8127,8.5191,NA,NA,NA,NA,0.854,NA,NA
90504,7.19279,7.36264,7.76288,0.876,NA,NA,NA,NA,NA,NA
90641,8.40679,8.09299,8.54713,NA,NA,NA,NA,0.759,NA,NA
90902,7.28551,8.1054,8.0477,0.885,NA,NA,NA,NA,NA,NA
91066,7.3041,7.6566,7.5575,0.952,NA,NA,NA,NA,NA,NA
91332,8.08242,7.39857,7.29825,NA,NA,NA,NA,NA,0.643,NA
91530,7.69538,7.45154,7.21626,NA,NA,NA,NA,0.919,NA,NA
91781,8.45412,7.82097,7.95147,0.837,NA,NA,NA,NA,NA,NA
91956,7.26655,7.29336,7.65155,0.918,NA,NA,NA,NA,NA,NA
92116,7.50713,8.26716,7.68149,NA,NA,NA,NA,0.909,NA,NA
92343,7.9637,7.84211,7.59393,0.978,NA,NA,NA,NA,NA,NA
92476,7.95886,8.12356,7.67017,0.951,NA,NA,NA,NA,NA,NA
92795,8.0064,7.88133,8.07113,NA,NA,0.858,NA,NA,NA,NA
92957,7.7682,6.91774,8.04395,0.802,NA,NA,NA,NA,NA,NA
93090,7.48416,8.02802,7.89082,0.958,NA,NA,NA,NA,NA,NA
93365,7.63881,7.96775,7.07209,NA,NA,0.842,NA,NA,NA,NA
93472,7.50211,7.37473,8.2403,0.894,NA,NA,NA,NA,NA,NA
93773,8.10654,7.82458,8.50687,0.849,NA,NA,NA,NA,NA,NA
93808,7.39752,8.3633,7.09803,NA,NA,0.74,NA,NA,NA,NA
94161,7.4942,8.37132,7.69713,0.877,NA,NA,NA,NA,NA,NA
94302,7.82623,8.6919,8.11863,0.798,NA,NA,NA,NA,NA,NA
94575,7.9884,7.45082,7.67374,NA,NA,NA,NA,0.95,NA,NA
94684,8.13221,7.32768,8.19514,NA,0.793,NA,NA,NA,NA,NA
94884,8.2233,7.63576,8.2431,0.846,NA,NA,NA,NA,NA,NA
95030,8.24037,7.39776,7.71209,NA,0.864,NA,NA,NA,NA,NA
95363,7.49796,7.78091,7.76313,NA,NA,NA,NA,0.988,NA,NA
95450,7.84996,7.97357,8.12562,NA,NA,NA,NA,0.907,NA,NA
95796,7.64806,7.50779,7.95432,NA,NA,0.808,NA,NA,NA,NA
95898,7.90455,8.61572,7.05673,NA,NA,NA,NA,0.738,NA,NA
96155,7.83536,8.45789,7.44207,0.842,NA,NA,NA,NA,NA,NA
96372,7.9563,7.63594,7.37994,NA,NA,0.898,NA,NA,NA,NA
96529,7.21292,8.20393,8.15031,NA,NA,NA,NA,0.837,NA,NA
96628,7.17497,7.25639,7.52484,NA,NA,NA,NA,0.863,NA,NA
96918,7.27165,8.04184,7.78155,NA,NA,NA,NA,0.912,NA,NA
97188,8.01026,7.91398,7.63628,0.935,NA,NA,NA,NA,NA,NA
97295,8.07215,8.13189,8.26494,NA,NA,0.76,NA,NA,NA,NA
97414,7.76602,8.42041,8.10684,NA,NA,NA,NA,0.848,NA,NA
97658,7.2817,7.89234,7.44696,0.915,NA,NA,NA,NA,NA,NA
97903,7.2337,7.56132,7.11092,NA,0.814,NA,NA,NA,NA,NA
98165,7.50455,8.38819,7.44371,NA,NA,NA,NA,0.854,NA,NA
98384,7.90519,7.73344,8.36683,NA,NA,NA,NA,0.909,NA,NA
98577,7.81795,7.78018,7.66884,NA,NA,NA,NA,NA,0.799,NA
98650,7.46841,7.56804,7.30768,0.948,NA,NA,NA,NA,NA,NA
98857,7.33544,7.39894,7.35887,NA,NA,NA,NA,0.918,NA,NA
99126,7.65855,7.76895,7.661,0.996,NA,NA,NA,NA,NA,NA
99299,7.22571,7.97455,7.54977,0.929,NA,NA,NA,NA,NA,NA
99546,7.0395,8.26696,8.07966,NA,NA,NA,NA,0.813,NA,NA
99657,7.2783,7.22958,7.87752,0.893,NA,NA,NA,NA,NA,NA
99997,8.00745,8.01758,7.91844,0.921,NA,NA,NA,NA,NA,NA
100106,7.13828,8.2544,7.14611,NA,NA,NA,NA,0.774,NA,NA
100286,6.97361,8.02152,8.11496,0.829,NA,NA,NA,NA,NA,NA
100570,7.46078,8.00396,7.64418,0.939,NA,NA,NA,NA,NA,NA
100764,8.01985,7.08243,7.93087,NA,NA,NA,NA,0.844,NA,NA
100942,7.43507,8.17205,7.84249,0.935,NA,NA,NA,NA,NA,NA
101077,7.99101,7.64447,7.63003,NA,NA,0.91,NA,NA,NA,NA
101262,8.11867,8.33505,7.33223,NA,NA,NA,NA,0.85,NA,NA
101415,8.11709,7.87489,8.107,NA,0.83,NA,NA,NA,NA,NA
101771,7.95899,8.29307,7.49051,NA,NA,NA,NA,0.912,NA,NA
101889,7.904,6.90627,6.9599,0.708,NA,NA,NA,NA,NA,NA
102129,7.24718,7.92153,7.7628,0.9,NA,NA,NA,NA,NA,NA
102271,7.49569,8.14981,7.82187,NA,0.868,NA,NA,NA,NA,NA
102456,7.45742,8.59149,7.69142,NA,0.781,NA,NA,NA,NA,NA
102648,7.12162,7.92104,7.79887,0.913,NA,NA,NA,NA,NA,NA
102835,7.82311,7.92922,8.2369,0.88,NA,NA,NA,NA,NA,NA
103027,7.90403,6.83136,7.58889,0.794,NA,NA,NA,NA,NA,NA
103267,7.32775,8.28348,8.14026,NA,NA,NA,NA,NA,NA,0.551
103520,7.43828,7.59882,7.61546,0.971,NA,NA,NA,NA,NA,NA
103663,8.02798,7.66873,8.46626,0.853,NA,NA,NA,NA,NA,NA
103982,7.30943,6.86618,8.20721,NA,NA,0.694,NA,NA,NA,NA
104086,7.96022,7.66171,7.21322,NA,0.83,NA,NA,NA,NA,NA
104299,8.57014,8.20061,7.27019,NA,NA,NA,NA,0.777,NA,NA
104419,7.91945,8.23916,7.62355,0.919,NA,NA,NA,NA,NA,NA
104701,7.71705,6.80997,7.79066,NA,NA,0.733,NA,NA,NA,NA
104972,8.57512,7.44059,7.77033,NA,NA,0.754,NA,NA,NA,NA
105138,7.4374,7.99866,7.50518,0.956,NA,NA,NA,NA,NA,NA
105291,7.26356,7.29464,7.52752,0.885,NA,NA,NA,NA,NA,NA
105421,6.77204,7.97651,8.30753,NA,NA,NA,NA,0.707,NA,NA
105763,6.81357,7.5136,7.78886,NA,NA,NA,NA,0.817,NA,NA
105973,7.55731,7.36257,7.19513,NA,NA,NA,NA,0.908,NA,NA
106120,7.26777,8.17989,7.78279,NA,NA,0.773,NA,NA,NA,NA
106324,7.89513,8.49369,7.12553,NA,NA,NA,NA,0.806,NA,NA
106436,7.95691,8.1161,7.34016,NA,0.826,NA,NA,NA,NA,NA
106684,7.91944,7.94203,7.40382,0.919,NA,NA,NA,NA,NA,NA
106856,8.25624,7.93525,7.807,0.92,NA,NA,NA,NA,NA,NA
107055,7.57492,8.67207,7.10327,0.747,NA,NA,NA,NA,NA,NA
107343,7.28239,8.00602,7.87654,0.918,NA,NA,NA,NA,NA,NA
107442,7.63569,8.06197,7.70774,NA,0.908,NA,NA,NA,NA,NA
107606,7.64182,7.72661,7.87677,NA,0.945,NA,NA,NA,NA,NA
107920,7.6248,7.51632,7.41401,NA,NA,NA,NA,0.968,NA,NA
108018,7.34273,7.79543,7.88721,NA,NA,NA,NA,0.94,NA,NA
108396,8.18239,7.76766,8.44657,0.852,NA,NA,NA,NA,NA,NA
108562,7.97483,7.55828,8.69679,0.81,NA,NA,NA,NA,NA,NA
108693,8.18729,7.31261,7.76643,NA,NA,NA,NA,0.919,NA,NA
108831,7.70845,7.2996,7.32771,NA,NA,NA,NA,0.925,NA,NA
109042,7.21684,7.55253,7.04197,NA,0.741,NA,NA,NA,NA,NA
109307,7.35123,7.46103,7.97777,NA,NA,NA,NA,0.903,NA,NA
109515,6.88906,8.1732,7.84553,NA,NA,NA,NA,0.813,NA,NA
109736,7.42567,7.84764,8.02542,NA,NA,NA,NA,0.931,NA,NA
109967,7.87287,7.73961,7.87347,NA,NA,0.915,NA,NA,NA,NA
110117,7.52205,7.43645,7.95164,0.96,NA,NA,NA,NA,NA,NA
110226,7.40844,7.61191,8.30997,0.908,NA,NA,NA,NA,NA,NA
110516,7.70453,7.49206,8.18334,0.938,NA,NA,NA,NA,NA,NA
110745,8.67569,7.54937,8.26025,0.767,NA,NA,NA,NA,NA,NA
110911,8.43805,7.06748,7.91378,0.778,NA,NA,NA,NA,NA,NA
111128,7.82287,6.96308,7.77167,NA,NA,NA,NA,0.866,NA,NA
111296,7.37619,7.37766,7.72101,NA,0.889,NA,NA,NA,NA,NA
111532,7.61481,7.3437,8.11308,NA,NA,NA,NA,0.919,NA,NA
111770,8.03623,7.66298,7.58961,NA,NA,NA,NA,0.975,NA,NA
111842,7.3525,7.79325,7.58266,NA,NA,NA,NA,0.968,NA,NA
112199,7.64762,7.78824,7.09642,0.913,NA,NA,NA,NA,NA,NA
112240,7.27067,7.40121,7.93448,0.876,NA,NA,NA,NA,NA,NA
112547,8.04523,7.08835,7.79165,NA,NA,NA,NA,0.883,NA,NA
112609,8.40251,7.40019,7.11708,0.814,NA,NA,NA,NA,NA,NA
112946,7.81225,6.80418,7.93738,NA,0.738,NA,NA,NA,NA,NA
113167,8.07799,7.25965,7.5153,NA,NA,NA,NA,0.893,NA,NA
113388,8.06404,7.73015,7.24963,NA,NA,0.866,NA,NA,NA,NA
113483,8.23669,7.79445,7.39639,NA,NA,NA,NA,0.9,NA,NA
113695,8.42274,8.23796,7.9026,NA,NA,NA,NA,0.818,NA,NA
113953,7.96785,8.33005,7.49013,0.861,NA,NA,NA,NA,NA,NA
114187,7.56271,8.16902,7.18209,0.862,NA,NA,NA,NA,NA,NA
114389,7.44971,8.7707,7.32881,0.768,NA,NA,NA,NA,NA,NA
114459,8.06159,8.42113,8.2657,NA,NA,NA,NA,0.819,NA,NA
114640,7.77739,8.68069,7.83935,0.836,NA,NA,NA,NA,NA,NA
114806,8.50726,8.12203,8.60281,0.707,NA,NA,NA,NA,NA,NA
115092,8.47922,7.7977,8.46936,NA,NA,NA,NA,0.767,NA,NA
115335,7.63847,8.38337,7.57523,NA,NA,NA,NA,0.894,NA,NA
115591,7.94797,7.25252,8.31471,NA,0.773,NA,NA,NA,NA,NA
115670,7.59603,7.19709,8.67853,NA,0.679,NA,NA,NA,NA,NA
115810,7.44156,7.60737,8.35034,NA,NA,NA,NA,0.894,NA,NA
116080,7.64041,8.67536,8.24658,NA,NA,NA,NA,0.747,NA,NA
116202,7.93938,7.39303,8.03588,NA,NA,NA,NA,0.94,NA,NA
116510,7.37743,8.27955,7.35739,NA,0.841,NA,NA,NA,NA,NA
116768,7.49557,7.46371,8.20897,NA,0.871,NA,NA,NA,NA,NA
116912,7.77518,7.85549,6.79471,NA,NA,NA,NA,0.781,NA,NA
117026,7.4033,7.57965,7.21976,NA,NA,NA,NA,0.908,NA,NA
117370,8.472,7.54075,8.02171,NA,NA,NA,NA,0.844,NA,NA
117423,8.27906,8.29601,7.42038,NA,NA,NA,NA,0.856,NA,NA
117696,8.41321,8.43042,7.43869,0.793,NA,NA,NA,NA,NA,NA
117862,8.09652,8.62975,7.09312,0.738,NA,NA,NA,NA,NA,NA
118016,7.28679,8.20565,7.67375,0.908,NA,NA,NA,NA,NA,NA
118399,8.04357,8.23487,7.61969,NA,NA,0.826,NA,NA,NA,NA
118461,7.68983,7.43154,7.64486,NA,NA,NA,NA,0.982,NA,NA
118766,7.41196,6.81792,8.52318,0.696,NA,NA,NA,NA,NA,NA
118923,7.23759,8.01726,7.9264,NA,NA,NA,NA,0.914,NA,NA
119028,8.1269,7.81461,7.76086,NA,NA,NA,NA,0.951,NA,NA
119362,7.79486,7.35065,8.11234,NA,NA,0.861,NA,NA,NA,NA
119511,7.22399,8.0726,7.42694,0.902,NA,NA,NA,NA,NA,NA
119788,6.96342,7.74852,8.33266,NA,0.726,NA,NA,NA,NA,NA
119811,7.03545,7.63593,8.5864,NA,NA,NA,NA,0.769,NA,NA
120178,7.88323,7.36112,7.51688,NA,NA,NA,NA,0.944,NA,NA
120292,7.52385,8.3296,7.48627,NA,NA,NA,NA,0.868,NA,NA
120595,7.51156,8.00437,8.25627,NA,NA,NA,NA,0.912,NA,NA
120621,7.21981,7.83307,7.73677,0.941,NA,NA,NA,NA,NA,NA
120805,7.4789,8.21663,7.43007,0.903,NA,NA,NA,NA,NA,NA
121195,6.91244,8.58653,7.70438,NA,NA,NA,NA,0.729,NA,NA
121301,7.5257,7.66318,7.0882,NA,NA,NA,NA,0.91,NA,NA
121459,8.80533,8.17925,7.79854,0.75,NA,NA,NA,NA,NA,NA
121745,8.22492,7.72584,7.65835,NA,0.886,NA,NA,NA,NA,NA
121848,8.38847,7.73624,7.84785,NA,0.834,NA,NA,NA,NA,NA
122010,8.50863,7.97113,7.61306,0.847,NA,NA,NA,NA,NA,NA
122349,8.23425,8.38278,8.09412,NA,NA,NA,NA,0.822,NA,NA
122405,8.46487,7.21952,7.5236,0.829,NA,NA,NA,NA,NA,NA
122658,8.17551,7.70137,8.16581,0.907,NA,NA,NA,NA,NA,NA
122882,8.40339,8.01122,7.2932,NA,0.804,NA,NA,NA,NA,NA
123160,7.16123,7.54035,7.75907,NA,0.823,NA,NA,NA,NA,NA
123216,7.91678,9.13132,7.7878,NA,0.657,NA,NA,NA,NA,NA
123432,7.6818,7.39359,7.17761,0.881,NA,NA,NA,NA,NA,NA
123792,8.36266,7.97251,7.20636,NA,NA,0.773,NA,NA,NA,NA
123998,8.42296,7.36281,7.05429,0.746,NA,NA,NA,NA,NA,NA
124183,7.42012,7.44545,7.03458,0.865,NA,NA,NA,NA,NA,NA
124393,8.08152,7.37478,7.45492,0.921,NA,NA,NA,NA,NA,NA
124581,8.55177,8.04388,7.98721,NA,NA,0.698,NA,NA,NA,NA
124691,8.20472,7.37799,6.80428,0.752,NA,NA,NA,NA,NA,NA
124845,7.00353,7.41143,7.87356,0.869,NA,NA,NA,NA,NA,NA
125020,8.19066,7.86507,8.24963,0.843,NA,NA,NA,NA,NA,NA
125269,7.0691,7.52161,7.77272,NA,NA,NA,NA,0.88,NA,NA
125491,7.02919,7.21212,7.47501,NA,NA,0.775,NA,NA,NA,NA
125638,7.02877,7.50922,7.81419,NA,0.793,NA,NA,NA,NA,NA
125955,7.82533,6.85306,7.78612,NA,0.733,NA,NA,NA,NA,NA
126053,8.25668,6.63567,7.3315,0.68,NA,NA,NA,NA,NA,NA
126390,7.34568,7.66509,6.98961,NA,NA,NA,NA,0.859,NA,NA
126577,7.17124,8.02382,8.30708,0.805,NA,NA,NA,NA,NA,NA
126698,7.63357,8.41662,8.76101,0.69,NA,NA,NA,NA,NA,NA
126865,7.93151,7.988,8.43079,0.857,NA,NA,NA,NA,NA,NA
127083,7.26582,7.1917,8.02687,NA,NA,NA,NA,0.857,NA,NA
127342,7.71085,7.07556,8.21725,0.858,NA,NA,NA,NA,NA,NA
127495,7.54679,7.58259,7.78127,NA,0.902,NA,NA,NA,NA,NA
127694,7.93253,8.66226,7.62362,NA,NA,NA,NA,0.819,NA,NA
127983,7.9011,8.35193,7.96858,NA,0.836,NA,NA,NA,NA,NA
128075,7.90971,7.73241,8.9045,0.739,NA,NA,NA,NA,NA,NA
128394,7.86715,7.91984,8.3207,0.893,NA,NA,NA,NA,NA,NA
128420,7.47656,7.27961,7.26344,NA,NA,0.789,NA,NA,NA,NA
128712,7.83587,7.74351,7.53294,NA,NA,NA,NA,NA,0.785,NA
128920,7.58521,8.25961,7.76712,NA,NA,0.814,NA,NA,NA,NA
129037,7.64596,8.1316,7.703,0.951,NA,NA,NA,NA,NA,NA
129270,8.20886,7.51299,7.5029,NA,0.866,NA,NA,NA,NA,NA
129458,8.18959,7.89756,7.33036,NA,NA,0.861,NA,NA,NA,NA
129629,8.15031,7.31437,7.64645,NA,NA,0.83,NA,NA,NA,NA
129904,7.33796,8.30036,7.47528,NA,NA,0.803,NA,NA,NA,NA
130125,8.53403,7.58633,7.94272,0.845,NA,NA,NA,NA,NA,NA
130255,8.36921,7.58357,8.12154,NA,NA,NA,NA,0.882,NA,NA
130476,7.85729,7.90572,7.36717,0.939,NA,NA,NA,NA,NA,NA
130632,7.9504,7.40007,7.7049,NA,NA,NA,NA,0.943,NA,NA
130808,6.82388,7.48874,8.00294,NA,NA,NA,0.598,NA,NA,NA
131131,7.27216,7.5914,7.79658,NA,NA,NA,NA,0.954,NA,NA
131284,7.59611,8.2604,7.74402,0.894,NA,NA,NA,NA,NA,NA
131465,8.3057,8.32347,7.22516,NA,NA,NA,NA,0.81,NA,NA
131649,8.08986,7.8164,7.89518,NA,NA,NA,NA,0.961,NA,NA
131801,8.11922,7.05638,7.40507,0.822,NA,NA,NA,NA,NA,NA
132073,7.16993,8.03783,7.60116,NA,NA,NA,NA,0.913,NA,NA
132290,7.697,7.22799,7.20036,NA,NA,0.827,NA,NA,NA,NA
132513,7.0749,7.74608,8.51958,0.776,NA,NA,NA,NA,NA,NA
132696,6.96358,7.5702,7.85716,NA,NA,NA,NA,0.853,NA,NA
132951,7.23286,7.95382,6.92076,NA,NA,0.686,NA,NA,NA,NA
133119,8.05667,7.63877,7.12464,NA,NA,NA,NA,0.881,NA,NA
133286,8.15103,7.93354,6.9486,NA,NA,NA,NA,0.816,NA,NA
133533,7.92547,7.08157,7.42973,0.882,NA,NA,NA,NA,NA,NA
133647,7.42047,6.82692,7.90434,0.777,NA,NA,NA,NA,NA,NA
133946,7.99424,7.49875,7.55336,NA,NA,0.889,NA,NA,NA,NA
134099,7.49986,7.95924,8.41695,NA,0.821,NA,NA,NA,NA,NA
134266,8.05202,7.7079,7.84994,0.92,NA,NA,NA,NA,NA,NA
134401,7.3919,8.13594,7.88182,NA,NA,0.878,NA,NA,NA,NA
134735,7.97228,7.39533,7.38541,NA,NA,NA,NA,0.938,NA,NA
134805,7.98774,7.45708,8.09032,NA,NA,NA,NA,0.941,NA,NA
135001,7.52176,7.32484,7.93864,NA,0.894,NA,NA,NA,NA,NA
135239,7.81336,7.36825,7.71676,NA,NA,NA,NA,0.971,NA,NA
135410,7.4451,7.65161,7.82678,NA,0.904,NA,NA,NA,NA,NA
135708,7.35372,7.63209,7.94383,NA,0.85,NA,NA,NA,NA,NA
135857,7.63217,7.72346,8.10157,NA,NA,NA,NA,0.968,NA,NA
136075,8.26502,8.45698,8.03553,NA,NA,NA,NA,0.818,NA,NA
136299,7.75245,7.14114,7.03154,NA,NA,0.756,NA,NA,NA,NA
136472,8.03828,7.05726,7.52069,NA,NA,NA,NA,0.863,NA,NA
136651,7.7196,7.80607,7.02624,NA,NA,NA,NA,0.895,NA,NA
136829,7.48109,7.77682,8.08599,NA,NA,NA,NA,0.96,NA,NA
137092,7.54814,8.40863,7.32929,NA,NA,NA,NA,0.875,NA,NA
137288,7.74872,7.71746,7.30933,NA,NA,NA,NA,0.926,NA,NA
137405,7.76883,7.69954,7.83345,NA,NA,NA,0.797,NA,NA,NA
137674,7.53372,7.88336,8.07557,NA,0.913,NA,NA,NA,NA,NA
137870,8.06001,8.65491,7.77484,0.772,NA,NA,NA,NA,NA,NA
