id,x0,x1,x2,fitness8,fitness7,fitness8.5,fitness6.5,fitness7.5,fitness9,fitness9.5
138162,8.43621,8.59231,7.21569,0.705,NA,NA,NA,NA,NA,NA
138264,7.92591,7.76687,7.60615,NA,0.919,NA,NA,NA,NA,NA
138488,8.64488,7.48163,7.62716,NA,NA,NA,NA,0.834,NA,NA
138784,8.47038,8.06522,7.30659,0.781,NA,NA,NA,NA,NA,NA
138806,8.04018,8.10179,7.13615,NA,NA,NA,NA,0.864,NA,NA
139100,7.98589,7.38883,7.45022,0.944,NA,NA,NA,NA,NA,NA
139328,6.77322,8.11636,7.47241,NA,0.655,NA,NA,NA,NA,NA
139407,7.25274,8.44155,7.19312,NA,NA,NA,NA,0.796,NA,NA
139699,7.44199,8.45847,7.92086,NA,NA,NA,NA,0.861,NA,NA
139811,7.71748,7.11154,7.93221,0.902,NA,NA,NA,NA,NA,NA
140174,7.39024,7.68172,8.42081,NA,NA,NA,NA,0.848,NA,NA
140318,7.65292,8.66215,7.31136,NA,NA,NA,NA,0.804,NA,NA
140471,7.51323,7.5813,7.96812,0.932,NA,NA,NA,NA,NA,NA
140638,7.71422,8.12006,7.19642,NA,NA,0.83,NA,NA,NA,NA
140818,7.75374,8.15612,7.70605,0.943,NA,NA,NA,NA,NA,NA
141042,7.43282,7.49675,7.14844,0.867,NA,NA,NA,NA,NA,NA
141328,7.8326,7.19982,8.37661,NA,NA,NA,NA,0.859,NA,NA
141558,7.35003,8.21883,7.56545,0.886,NA,NA,NA,NA,NA,NA
141622,8.70906,7.99067,7.10034,0.731,NA,NA,NA,NA,NA,NA
141942,8.68672,7.88664,8.00392,0.814,NA,NA,NA,NA,NA,NA
142040,8.03689,8.12229,7.74537,NA,0.855,NA,NA,NA,NA,NA
142285,7.68521,7.58742,8.33768,NA,NA,NA,NA,0.923,NA,NA
142567,7.92932,7.74664,8.22227,NA,NA,NA,NA,0.923,NA,NA
142791,7.22055,6.9101,7.59828,NA,0.746,NA,NA,NA,NA,NA
142824,7.81637,7.89768,7.41755,NA,NA,NA,NA,0.937,NA,NA
143141,7.75777,7.52,7.72337,0.979,NA,NA,NA,NA,NA,NA
143337,8.13435,7.93578,8.14206,NA,0.743,NA,NA,NA,NA,NA
143599,7.83257,7.50152,8.13597,NA,NA,0.852,NA,NA,NA,NA
143800,7.40662,7.3777,7.55197,0.927,NA,NA,NA,NA,NA,NA
143924,7.17631,7.49992,7.80306,NA,NA,NA,NA,0.924,NA,NA
144149,7.90306,7.77353,7.28464,NA,NA,NA,NA,0.952,NA,NA
144288,8.00336,7.70356,8.42538,0.854,NA,NA,NA,NA,NA,NA
144587,7.16474,7.71558,8.08842,0.907,NA,NA,NA,NA,NA,NA
144700,7.68584,7.95838,8.03833,NA,NA,NA,NA,0.965,NA,NA
144928,7.46298,8.54778,7.61713,NA,NA,NA,NA,0.863,NA,NA
145169,7.66472,8.40721,8.42127,NA,NA,0.659,NA,NA,NA,NA
145221,7.25823,8.12601,7.66003,0.906,NA,NA,NA,NA,NA,NA
145595,7.40919,8.71279,7.7092,NA,NA,NA,NA,0.807,NA,NA
145773,7.95874,7.19349,7.56536,NA,0.782,NA,NA,NA,NA,NA
145833,7.25425,7.58354,8.10798,NA,0.858,NA,NA,NA,NA,NA
146039,7.81883,7.71767,7.43189,NA,NA,0.861,NA,NA,NA,NA
146333,7.57229,8.26194,7.23057,NA,NA,NA,NA,0.888,NA,NA
146581,7.61493,8.81302,7.64206,NA,NA,NA,NA,0.804,NA,NA
146677,6.90335,7.68634,8.24045,NA,NA,NA,NA,0.778,NA,NA
146975,7.3197,7.54487,7.69737,0.96,NA,NA,NA,NA,NA,NA
147059,7.35647,7.32236,7.52674,0.918,NA,NA,NA,NA,NA,NA
147241,8.21693,7.68845,7.95908,NA,0.852,NA,NA,NA,NA,NA
147479,7.15832,7.61957,7.65257,NA,0.862,NA,NA,NA,NA,NA
147603,7.41586,8.33883,7.95772,NA,NA,NA,0.698,NA,NA,NA
147920,7.56769,7.7279,7.38145,NA,NA,0.878,NA,NA,NA,NA
148033,7.51835,7.16642,6.91352,NA,0.699,NA,NA,NA,NA,NA
148273,8.38218,7.28597,8.76674,NA,NA,NA,NA,0.698,NA,NA
148521,7.5397,7.41878,7.89055,NA,NA,NA,NA,0.932,NA,NA
148780,7.53628,7.02891,6.59054,0.634,NA,NA,NA,NA,NA,NA
148976,7.66892,7.90611,7.88876,NA,NA,NA,NA,0.968,NA,NA
149120,8.34881,7.60839,7.34693,0.879,NA,NA,NA,NA,NA,NA
149344,7.9454,8.0951,8.4643,NA,NA,NA,NA,0.85,NA,NA
149573,7.68413,7.9181,8.61147,0.823,NA,NA,NA,NA,NA,NA
149685,8.15585,7.86413,8.27084,NA,NA,NA,NA,0.893,NA,NA
149885,8.5726,7.34327,7.56669,0.807,NA,NA,NA,NA,NA,NA
150004,8.69902,8.21423,7.36373,NA,NA,NA,NA,0.722,NA,NA
150307,7.37718,7.87354,7.7908,0.929,NA,NA,NA,NA,NA,NA
150401,7.70454,7.7785,8.02578,0.954,NA,NA,NA,NA,NA,NA
150788,7.39752,8.601,8.39404,0.754,NA,NA,NA,NA,NA,NA
150948,8.46143,7.62874,8.79851,0.705,NA,NA,NA,NA,NA,NA
151017,8.43361,7.94814,7.75075,NA,NA,0.727,NA,NA,NA,NA
151394,8.30397,7.49559,7.65491,0.916,NA,NA,NA,NA,NA,NA
151468,8.34429,7.302,7.92358,NA,NA,NA,NA,0.85,NA,NA
151793,8.3929,8.18912,7.91848,NA,NA,NA,NA,0.854,NA,NA
151929,7.65422,8.29046,8.1756,NA,NA,NA,NA,0.864,NA,NA
152092,8.15468,7.65776,7.87917,NA,NA,NA,NA,0.954,NA,NA
152233,7.19185,7.70023,7.87611,NA,NA,NA,NA,0.902,NA,NA
152487,7.08458,7.70783,7.61585,0.907,NA,NA,NA,NA,NA,NA
152657,7.1973,7.35785,7.8684,NA,NA,0.852,NA,NA,NA,NA
152833,8.04725,7.81893,7.83061,0.962,NA,NA,NA,NA,NA,NA
153110,7.76985,7.12658,8.55155,0.802,NA,NA,NA,NA,NA,NA
153390,8.6708,7.50031,7.98258,NA,0.759,NA,NA,NA,NA,NA
153430,8.61614,6.94892,7.59943,NA,NA,NA,NA,0.721,NA,NA
153610,8.16867,7.93261,7.96648,NA,0.758,NA,NA,NA,NA,NA
153899,7.12342,8.29194,8.59991,NA,0.619,NA,NA,NA,NA,NA
154049,7.43087,8.26996,8.81182,NA,NA,NA,NA,0.73,NA,NA
154390,7.36942,8.13353,8.2906,NA,NA,NA,NA,0.839,NA,NA
154594,7.91271,8.07367,8.37881,0.873,NA,NA,NA,NA,NA,NA
154604,7.54623,7.91078,8.35877,NA,NA,NA,NA,0.908,NA,NA
154872,7.6783,7.34901,7.74469,0.969,NA,NA,NA,NA,NA,NA
155157,7.79394,7.52822,7.00338,NA,NA,0.808,NA,NA,NA,NA
155392,8.23729,8.53147,7.35334,NA,NA,NA,NA,0.798,NA,NA
155558,8.0622,8.03017,7.69692,0.953,NA,NA,NA,NA,NA,NA
155703,7.74778,8.55233,7.65075,NA,NA,NA,NA,0.861,NA,NA
155988,8.03645,8.0264,7.81223,NA,NA,0.847,NA,NA,NA,NA
156028,8.00148,8.03002,8.37829,0.866,NA,NA,NA,NA,NA,NA
156385,7.52062,8.21279,7.59731,NA,NA,NA,NA,NA,0.718,NA
156431,7.60117,8.05304,8.05832,NA,NA,NA,NA,0.939,NA,NA
156677,7.63284,8.93891,7.73602,NA,NA,NA,NA,0.77,NA,NA
156993,7.444,7.75173,7.5387,0.971,NA,NA,NA,NA,NA,NA
157151,8.19176,8.4492,7.77235,NA,NA,0.746,NA,NA,NA,NA
157223,7.59446,8.13529,7.1902,0.903,NA,NA,NA,NA,NA,NA
157542,7.35004,7.19242,7.39118,0.838,NA,NA,NA,NA,NA,NA
157611,7.63547,7.84585,8.33631,NA,NA,NA,NA,0.922,NA,NA
157825,8.04867,8.2465,7.25865,NA,NA,NA,NA,0.833,NA,NA
158090,7.81683,7.54241,7.3631,NA,NA,NA,NA,0.966,NA,NA
158275,7.55334,7.88096,7.05592,NA,NA,0.784,NA,NA,NA,NA
158493,7.95122,8.10848,7.65462,0.947,NA,NA,NA,NA,NA,NA
158747,7.79088,7.76588,7.99158,NA,NA,NA,NA,0.981,NA,NA
158894,7.88603,7.81278,7.27573,0.923,NA,NA,NA,NA,NA,NA
159173,7.64729,7.9889,7.56466,NA,NA,0.906,NA,NA,NA,NA
159279,8.14465,7.79448,7.54959,0.947,NA,NA,NA,NA,NA,NA
159467,7.93214,7.08793,6.97514,NA,NA,NA,NA,0.75,NA,NA
159611,8.43837,7.76078,7.80086,NA,NA,NA,NA,0.895,NA,NA
159845,7.6601,7.7009,8.19317,0.913,NA,NA,NA,NA,NA,NA
160053,7.32494,8.0542,7.82864,0.932,NA,NA,NA,NA,NA,NA
160262,7.27748,8.11908,7.9364,NA,NA,NA,NA,0.915,NA,NA
160462,7.9951,7.84088,8.10553,NA,0.886,NA,NA,NA,NA,NA
160690,7.16213,8.31831,8.32327,0.76,NA,NA,NA,NA,NA,NA
160935,7.77546,7.80358,7.60289,0.984,NA,NA,NA,NA,NA,NA
161125,7.7512,8.33425,7.79409,NA,0.85,NA,NA,NA,NA,NA
161278,7.76202,7.47763,8.14522,NA,NA,NA,NA,0.935,NA,NA
161432,7.44703,7.48812,7.66351,NA,NA,NA,NA,0.971,NA,NA
161633,8.02042,7.35227,6.74998,NA,NA,NA,NA,0.751,NA,NA
161907,7.66493,7.52396,7.6978,0.958,NA,NA,NA,NA,NA,NA
162068,7.52119,8.29424,8.39511,NA,NA,NA,NA,0.829,NA,NA
162264,8.18756,8.38369,8.33883,NA,NA,0.719,NA,NA,NA,NA
162519,7.01613,7.96467,7.44652,0.823,NA,NA,NA,NA,NA,NA
162761,7.94299,7.81809,7.98944,0.945,NA,NA,NA,NA,NA,NA
162817,7.90868,8.14216,8.77237,0.72,NA,NA,NA,NA,NA,NA
163064,7.9369,7.57961,7.73966,NA,NA,0.92,NA,NA,NA,NA
163357,7.70934,7.71769,7.15442,NA,NA,0.815,NA,NA,NA,NA
163438,7.53008,7.68641,7.15258,NA,NA,0.86,NA,NA,NA,NA
163632,8.26355,7.91256,7.82879,NA,NA,NA,NA,0.921,NA,NA
163816,6.88757,7.63011,8.47351,NA,NA,NA,NA,0.752,NA,NA
164009,7.74797,8.14721,7.9091,NA,0.905,NA,NA,NA,NA,NA
164263,7.46581,7.86219,7.91167,0.953,NA,NA,NA,NA,NA,NA
164442,8.09445,7.7825,7.26014,NA,NA,0.842,NA,NA,NA,NA
164663,7.32394,7.3651,8.0361,NA,NA,0.852,NA,NA,NA,NA
164852,7.19635,7.59473,8.30785,0.828,NA,NA,NA,NA,NA,NA
165120,8.17693,7.49728,7.66516,0.934,NA,NA,NA,NA,NA,NA
165348,8.78351,6.96424,7.55074,0.69,NA,NA,NA,NA,NA,NA
165536,8.26156,7.68855,6.63835,NA,NA,NA,NA,0.711,NA,NA
165724,8.24143,7.66331,7.55804,0.927,NA,NA,NA,NA,NA,NA
165983,7.56887,7.85184,8.15099,NA,0.848,NA,NA,NA,NA,NA
166152,8.21787,7.51442,7.57245,NA,NA,NA,NA,0.921,NA,NA
166356,7.60636,7.26042,7.36541,0.912,NA,NA,NA,NA,NA,NA
166492,7.3191,7.2865,7.39473,NA,NA,0.819,NA,NA,NA,NA
166797,7.97425,7.56503,7.4825,NA,NA,NA,NA,0.951,NA,NA
166821,7.51572,7.0335,7.16613,0.818,NA,NA,NA,NA,NA,NA
167124,8.50432,7.9822,7.50897,0.859,NA,NA,NA,NA,NA,NA
167213,7.28287,7.52557,7.4977,NA,0.804,NA,NA,NA,NA,NA
167463,7.50234,7.17212,8.04234,0.862,NA,NA,NA,NA,NA,NA
167734,7.6519,7.89971,7.9717,0.96,NA,NA,NA,NA,NA,NA
167817,7.55749,7.56003,7.59762,NA,0.883,NA,NA,NA,NA,NA
168100,7.70702,8.219,7.48839,0.933,NA,NA,NA,NA,NA,NA
168263,7.15649,7.12173,8.13537,0.81,NA,NA,NA,NA,NA,NA
168496,8.8635,7.94508,7.99706,NA,NA,NA,NA,0.764,NA,NA
168684,8.17204,7.2362,7.75131,0.859,NA,NA,NA,NA,NA,NA
168945,7.21208,8.33218,8.05867,NA,0.791,NA,NA,NA,NA,NA
169060,7.50885,8.48611,8.03372,NA,0.816,NA,NA,NA,NA,NA
169310,7.2944,8.31199,7.39901,0.865,NA,NA,NA,NA,NA,NA
169546,8.08414,7.33991,7.95529,NA,NA,0.849,NA,NA,NA,NA
169697,8.04611,7.45869,7.35324,0.903,NA,NA,NA,NA,NA,NA
169908,7.36522,8.05858,7.12765,0.864,NA,NA,NA,NA,NA,NA
170122,7.67684,6.75398,7.70896,0.809,NA,NA,NA,NA,NA,NA
170380,8.64319,7.57933,7.86502,0.839,NA,NA,NA,NA,NA,NA
170599,7.81399,7.94796,7.81583,0.971,NA,NA,NA,NA,NA,NA
170746,7.91131,6.86805,7.85315,NA,NA,NA,NA,NA,0.66,NA
170863,6.61571,7.70922,8.68264,0.599,NA,NA,NA,NA,NA,NA
171167,8.17825,7.03841,7.70342,NA,0.789,NA,NA,NA,NA,NA
171304,7.54083,6.92306,7.6463,NA,NA,NA,NA,0.826,NA,NA
171402,7.81091,7.27608,7.80391,0.949,NA,NA,NA,NA,NA,NA
171612,7.42057,7.08675,8.44132,0.799,NA,NA,NA,NA,NA,NA
171943,7.43347,7.58551,7.38146,NA,0.907,NA,NA,NA,NA,NA
172147,8.54999,7.57703,8.27589,NA,NA,NA,NA,0.797,NA,NA
172244,9.11044,7.31651,8.25501,NA,NA,NA,NA,0.634,NA,NA
172471,8.21125,7.76387,8.13976,NA,0.866,NA,NA,NA,NA,NA
172773,8.13008,7.35575,7.92962,0.894,NA,NA,NA,NA,NA,NA
172997,7.39697,7.56065,7.54903,NA,NA,0.884,NA,NA,NA,NA
173193,7.64361,7.84049,7.78551,NA,0.939,NA,NA,NA,NA,NA
173319,7.32084,7.5238,8.29297,0.896,NA,NA,NA,NA,NA,NA
173548,8.23973,8.28942,7.85353,NA,NA,NA,NA,0.841,NA,NA
173640,8.2926,7.94748,7.91806,NA,NA,NA,NA,0.882,NA,NA
173994,7.6043,7.70759,7.31841,NA,NA,NA,NA,0.965,NA,NA
174185,7.53643,8.00505,7.33391,0.896,NA,NA,NA,NA,NA,NA
174208,8.08483,7.47344,8.41561,NA,NA,NA,NA,NA,0.668,NA
174482,7.82403,7.99661,7.10051,NA,NA,0.812,NA,NA,NA,NA
174711,7.42089,7.76261,7.88685,0.947,NA,NA,NA,NA,NA,NA
174873,8.01131,7.88231,7.40588,0.925,NA,NA,NA,NA,NA,NA
175043,7.34689,7.65234,7.5027,0.951,NA,NA,NA,NA,NA,NA
175291,7.09187,7.89702,7.21352,0.812,NA,NA,NA,NA,NA,NA
175585,6.8516,7.86632,7.52928,NA,NA,NA,NA,0.826,NA,NA
175653,7.37863,7.40856,7.43139,NA,NA,NA,NA,0.938,NA,NA
175896,7.64729,7.87911,7.25271,0.926,NA,NA,NA,NA,NA,NA
176008,8.1652,7.75054,7.17265,0.852,NA,NA,NA,NA,NA,NA
176363,7.09133,7.52933,7.58819,NA,NA,NA,NA,0.909,NA,NA
176419,6.84908,7.02577,7.77437,0.703,NA,NA,NA,NA,NA,NA
176692,6.8676,7.41951,8.07195,0.801,NA,NA,NA,NA,NA,NA
176870,6.98923,7.4699,7.68046,NA,NA,NA,NA,0.878,NA,NA
177112,7.18158,8.1318,7.51442,0.885,NA,NA,NA,NA,NA,NA
177282,8.28169,7.78285,7.84601,0.918,NA,NA,NA,NA,NA,NA
177559,8.86184,8.13813,7.46609,0.73,NA,NA,NA,NA,NA,NA
177629,7.35109,7.92294,8.05598,NA,0.867,NA,NA,NA,NA,NA
177891,8.1962,7.73375,8.10223,0.902,NA,NA,NA,NA,NA,NA
178032,7.83672,7.11001,7.80381,NA,0.84,NA,NA,NA,NA,NA
178259,7.77017,7.86931,8.10429,0.94,NA,NA,NA,NA,NA,NA
178537,7.61555,7.84813,7.82433,NA,NA,NA,NA,0.991,NA,NA
178717,7.51076,8.07747,7.48219,0.916,NA,NA,NA,NA,NA,NA
178805,8.04282,7.11809,7.85146,NA,NA,NA,NA,0.873,NA,NA
179027,8.21572,8.22236,8.09219,NA,NA,0.72,NA,NA,NA,NA
179270,8.08833,7.96896,7.69393,NA,NA,NA,NA,0.944,NA,NA
179581,7.70331,8.11126,7.72211,NA,NA,NA,NA,0.967,NA,NA
179705,7.52545,7.49377,8.49766,NA,NA,NA,NA,0.873,NA,NA
179838,7.54139,7.10639,7.94441,0.888,NA,NA,NA,NA,NA,NA
180191,8.17579,8.14981,7.37334,0.875,NA,NA,NA,NA,NA,NA
180371,7.2474,7.99737,7.84884,NA,NA,NA,NA,0.933,NA,NA
180523,7.85133,7.29602,7.61345,0.956,NA,NA,NA,NA,NA,NA
180668,6.7267,7.63932,8.17662,0.719,NA,NA,NA,NA,NA,NA
180819,7.50762,8.49754,7.17743,NA,NA,NA,NA,0.807,NA,NA
181163,7.18228,7.57285,8.16039,NA,NA,NA,NA,NA,NA,0.567
181392,8.58723,8.11392,7.92917,NA,NA,0.709,NA,NA,NA,NA
181580,8.24274,8.09868,7.93088,NA,NA,0.807,NA,NA,NA,NA
181756,7.59526,8.25704,8.50107,0.817,NA,NA,NA,NA,NA,NA
181815,7.63117,7.9014,8.92943,0.737,NA,NA,NA,NA,NA,NA
182098,7.35433,7.64691,7.90281,NA,0.868,NA,NA,NA,NA,NA
182249,7.47066,8.28061,8.03835,0.904,NA,NA,NA,NA,NA,NA
182429,8.29439,8.61886,7.97478,NA,NA,NA,NA,0.775,NA,NA
182684,8.31947,7.23448,7.49828,NA,NA,NA,0.644,NA,NA,NA
182945,7.62664,8.29107,7.78065,NA,NA,NA,NA,0.899,NA,NA
183049,8.32665,7.90779,7.91701,NA,0.836,NA,NA,NA,NA,NA
183385,7.58168,6.71456,7.90956,0.749,NA,NA,NA,NA,NA,NA
183574,7.96727,8.0269,6.86212,NA,NA,0.733,NA,NA,NA,NA
183783,7.67197,7.67659,7.90459,NA,NA,NA,NA,0.991,NA,NA
183919,7.80502,8.00417,7.59086,NA,NA,NA,NA,0.962,NA,NA
184066,7.39036,7.23397,7.20702,NA,0.808,NA,NA,NA,NA,NA
184365,6.96788,8.39002,7.43373,0.776,NA,NA,NA,NA,NA,NA
184477,7.8056,8.08065,7.54674,NA,NA,NA,NA,0.957,NA,NA
184693,7.40228,7.9968,7.31506,NA,NA,NA,NA,0.93,NA,NA
184980,7.58997,7.90091,7.43853,NA,NA,NA,NA,0.974,NA,NA
185142,7.79476,8.53199,7.74799,NA,NA,NA,NA,0.861,NA,NA
185339,7.61465,7.61258,7.26924,NA,NA,NA,NA,0.95,NA,NA
185431,8.14489,7.68399,7.6187,NA,NA,NA,NA,0.96,NA,NA
185726,7.92372,7.91701,8.4092,NA,NA,NA,NA,0.892,NA,NA
185818,8.19687,8.51038,7.03148,NA,NA,NA,NA,0.742,NA,NA
186042,7.22953,7.44347,7.97057,0.915,NA,NA,NA,NA,NA,NA
186337,8.12862,7.28804,7.24571,0.868,NA,NA,NA,NA,NA,NA
186596,8.34986,7.16511,7.6289,0.837,NA,NA,NA,NA,NA,NA
186711,7.86435,7.97581,8.75653,NA,NA,NA,NA,0.774,NA,NA
186837,7.59261,7.16019,8.2175,NA,NA,NA,NA,0.838,NA,NA
187154,8.47151,7.75241,7.56764,NA,NA,NA,NA,0.872,NA,NA
187286,7.81267,7.52402,8.03652,0.961,NA,NA,NA,NA,NA,NA
187415,8.06306,7.81142,7.60868,0.967,NA,NA,NA,NA,NA,NA
187750,7.29363,7.96933,8.92424,NA,0.679,NA,NA,NA,NA,NA
187975,7.20538,7.59839,8.09462,NA,0.856,NA,NA,NA,NA,NA
188047,7.43996,7.8245,7.68097,NA,NA,NA,NA,0.962,NA,NA
188363,6.89745,7.78553,7.55621,NA,NA,NA,NA,0.822,NA,NA
188528,7.3219,8.56135,8.11402,0.808,NA,NA,NA,NA,NA,NA
188797,7.78811,8.08525,7.18426,0.879,NA,NA,NA,NA,NA,NA
188908,7.35868,6.7207,8.11127,NA,NA,NA,NA,0.739,NA,NA
189119,7.73474,7.32033,8.31418,0.888,NA,NA,NA,NA,NA,NA
189227,7.2113,7.53282,7.81248,NA,NA,NA,NA,0.923,NA,NA
189430,7.2353,8.48674,7.44296,NA,NA,NA,NA,0.815,NA,NA
189794,8.12566,7.73073,7.10407,0.884,NA,NA,NA,NA,NA,NA
189807,7.32804,8.19008,7.49737,0.9,NA,NA,NA,NA,NA,NA
190021,7.43671,7.4992,7.81556,NA,NA,NA,NA,0.959,NA,NA
190283,7.65651,7.25605,7.34555,NA,NA,NA,NA,0.907,NA,NA
190564,8.29342,7.24895,7.38285,0.859,NA,NA,NA,NA,NA,NA
190640,7.43176,7.68146,8.00124,NA,NA,0.835,NA,NA,NA,NA
190813,7.48721,8.25519,7.63214,NA,NA,NA,NA,0.911,NA,NA
191015,7.12751,7.48662,7.96622,NA,NA,NA,NA,0.904,NA,NA
191221,7.50761,7.75695,7.7025,0.989,NA,NA,NA,NA,NA,NA
191433,7.08601,7.05332,7.76418,NA,NA,NA,NA,0.805,NA,NA
191620,7.07892,7.60141,7.98224,0.862,NA,NA,NA,NA,NA,NA
191939,7.43341,8.65468,8.46756,0.73,NA,NA,NA,NA,NA,NA
192120,7.33785,7.53091,6.83023,NA,NA,0.746,NA,NA,NA,NA
192296,7.3781,7.69602,7.24187,0.92,NA,NA,NA,NA,NA,NA
192433,7.62756,8.30895,8.07015,NA,NA,NA,NA,0.901,NA,NA
192779,7.21214,7.984,7.37155,NA,0.844,NA,NA,NA,NA,NA
192966,7.7925,8.31959,7.22245,0.876,NA,NA,NA,NA,NA,NA
193042,8.16161,7.54785,7.45444,0.937,NA,NA,NA,NA,NA,NA
193306,8.12129,7.70375,7.4113,NA,NA,0.867,NA,NA,NA,NA
193511,7.63765,7.5558,7.23283,NA,NA,0.828,NA,NA,NA,NA
193660,7.74928,7.18382,7.63497,0.904,NA,NA,NA,NA,NA,NA
193900,7.35744,7.73596,7.31263,NA,NA,NA,NA,0.932,NA,NA
194017,7.84325,7.90655,7.20813,NA,0.888,NA,NA,NA,NA,NA
194312,7.56488,7.3866,7.43526,NA,NA,NA,NA,0.947,NA,NA
194489,7.38621,8.28144,7.48712,NA,NA,NA,NA,0.882,NA,NA
194740,7.97131,7.76089,8.19316,NA,NA,NA,NA,NA,0.714,NA
194915,8.52021,7.76793,8.00993,NA,NA,NA,NA,0.861,NA,NA
195161,7.6006,7.1676,8.09677,0.901,NA,NA,NA,NA,NA,NA
195319,8.1404,7.60545,7.93288,NA,0.889,NA,NA,NA,NA,NA
195440,7.89685,7.48057,8.05798,NA,0.859,NA,NA,NA,NA,NA
195689,8.03355,7.74256,7.79285,NA,NA,NA,0.784,NA,NA,NA
195935,7.56377,8.18922,8.31459,NA,NA,NA,NA,0.865,NA,NA
196166,7.23045,7.51521,7.41535,NA,NA,NA,NA,0.914,NA,NA
196349,7.37167,7.18639,7.91826,0.907,NA,NA,NA,NA,NA,NA
196460,7.42417,7.6105,8.34612,NA,NA,NA,NA,0.893,NA,NA
196675,7.2176,7.76255,8.00395,NA,0.871,NA,NA,NA,NA,NA
196998,7.81047,8.16234,7.71605,0.925,NA,NA,NA,NA,NA,NA
197187,8.46566,8.27324,7.83065,NA,NA,NA,NA,0.796,NA,NA
197301,8.29097,7.71378,8.07247,NA,0.77,NA,NA,NA,NA,NA
197454,7.3618,7.67663,8.38555,0.859,NA,NA,NA,NA,NA,NA
197635,7.34061,8.29193,8.64193,NA,NA,NA,NA,0.759,NA,NA
197995,7.17174,7.3776,8.53521,0.778,NA,NA,NA,NA,NA,NA
198071,7.63349,7.27757,7.37653,NA,NA,NA,NA,0.935,NA,NA
198216,8.02332,7.22417,7.73902,NA,NA,0.826,NA,NA,NA,NA
198514,7.82644,7.6522,8.35213,NA,NA,NA,NA,0.92,NA,NA
198621,7.58307,7.48432,7.40178,0.916,NA,NA,NA,NA,NA,NA
198861,6.91387,7.92889,7.69513,NA,NA,NA,NA,0.855,NA,NA
199040,7.08106,8.55613,7.85018,NA,NA,NA,NA,0.76,NA,NA
199397,7.50207,7.1702,8.40965,NA,0.791,NA,NA,NA,NA,NA
199414,8.37514,7.77918,8.4438,0.818,NA,NA,NA,NA,NA,NA
199784,8.07427,7.5579,8.27621,0.898,NA,NA,NA,NA,NA,NA
199999,6.86669,6.74082,8.11084,NA,NA,NA,NA,0.627,NA,NA
