id,x0,x1,x2,fitness-2,fitness-4,fitness-3,fitness-5,fitness-4.5,fitness-3.5
73022,-1.84201,4.00764,-4.62211,NA,NA,NA,NA,-26.825,NA
73220,-1.93416,4.05857,-5,NA,NA,NA,-47.568,NA,NA
73587,-1.68828,4.0601,-4.40401,NA,NA,NA,-58.45,NA,NA
73707,-1.52899,4.59021,-4.89988,NA,-75.285,NA,NA,NA,NA
73802,-1.76286,3.74854,-5,NA,NA,NA,NA,-21.076,NA
74040,-1.85997,3.87857,-4.83922,NA,NA,NA,-42.139,NA,NA
74386,-1.49716,3.51817,-5,NA,NA,NA,-51.387,NA,NA
74421,-1.38824,3.70117,-5,NA,NA,NA,-25.605,NA,NA
74749,-1.27803,3.70607,-5,NA,NA,NA,NA,-19.948,NA
74912,-0.788096,3.64284,-5,NA,NA,NA,NA,-84.278,NA
75040,-1.38909,3.9652,-4.6836,NA,NA,NA,NA,-26.304,NA
75222,-1.64248,3.33352,-5,NA,NA,NA,NA,-33.79,NA
75466,-1.44483,3.18051,-5,NA,NA,NA,-74.356,NA,NA
75637,-1.55585,3.15532,-4.74909,NA,NA,NA,-69.479,NA,NA
75924,-1.97351,3.80296,-5,NA,NA,NA,-34.016,NA,NA
76085,-1.44783,3.54908,-4.45923,NA,NA,NA,NA,-28.328,NA
76308,-2.82005,4.17573,-4.64354,NA,NA,NA,NA,-69.928,NA
76488,-1.36627,3.937,-5,NA,-25.65,NA,NA,NA,NA
76725,-1.8702,5,-5,NA,NA,NA,-75.877,NA,NA
76841,-1.31512,3.7863,-5,NA,NA,NA,-36.58,NA,NA
77161,-1.61267,3.95126,-5,NA,NA,NA,NA,-18.471,NA
77245,-1.81665,3.93039,-5,NA,-34.664,NA,NA,NA,NA
77425,-1.26181,4.48551,-5,NA,NA,NA,NA,-58.542,NA
77622,-1.85765,5,-4.62043,NA,-87.536,NA,NA,NA,NA
77938,-1.75308,3.82588,-4.74223,NA,NA,NA,NA,-15.401,NA
78175,-1.70255,3.31241,-4.9851,NA,NA,NA,-36.38,NA,NA
78215,-1.9538,3.71506,-4.83218,NA,NA,NA,NA,-29.667,NA
78485,-1.44304,3.48369,-5,NA,NA,NA,NA,-7.568,NA
78729,-1.90464,4.46598,-5,NA,-51.126,NA,NA,NA,NA
78889,-1.44126,3.33325,-5,NA,-18.099,NA,NA,NA,NA
79073,-1.87318,3.65723,-5,NA,-20.191,NA,NA,NA,NA
79322,-1.77164,4.01821,-5,NA,NA,NA,NA,-29.18,NA
79583,-1.28128,4.44583,-5,NA,NA,NA,-69.482,NA,NA
79714,-1.02793,3.88721,-5,NA,-31.825,NA,NA,NA,NA
79925,-1.35488,4.18583,-4.92511,NA,NA,NA,NA,-18.477,NA
80200,-1.14895,3.75579,-4.68907,NA,NA,NA,NA,-18.286,NA
80240,-1.86608,5,-4.26707,NA,NA,NA,-86.201,NA,NA
80522,-2.07889,3.19338,-5,NA,NA,NA,NA,-52.116,NA
80648,-2.02223,3.80842,-5,NA,NA,NA,-34.265,NA,NA
80902,-1.45175,3.66926,-4.97585,NA,NA,NA,-37.984,NA,NA
81172,-2.61247,3.21273,-4.93139,NA,NA,NA,NA,-63.586,NA
81359,-2.18835,3.9415,-5,NA,-51.972,NA,NA,NA,NA
81555,-2.21489,3.37435,-5,NA,NA,NA,NA,-51.691,NA
81682,-1.67822,3.88254,-5,NA,NA,NA,NA,-18.781,NA
81856,-1.47755,3.52454,-5,NA,NA,NA,-52.709,NA,NA
82081,-1.58412,3.69896,-5,NA,NA,NA,-46.071,NA,NA
82361,-2.19477,4.24123,-5,NA,NA,NA,-51.654,NA,NA
82576,-1.69008,4.38776,-4.88211,NA,NA,NA,-41.645,NA,NA
82790,-2.00052,4.32339,-4.79469,NA,NA,NA,-68.315,NA,NA
82837,-1.77804,3.44289,-4.46526,NA,NA,NA,NA,-33.422,NA
83022,-1.75375,3.78413,-5,NA,NA,NA,NA,-8.31,NA
83224,-1.79661,4.06424,-5,NA,NA,NA,NA,-24.644,NA
83446,-1.37907,3.97502,-5,NA,NA,NA,-41.5,NA,NA
83761,-1.85588,3.31716,-5,NA,-47.639,NA,NA,NA,NA
83805,-1.2426,3.47558,-5,NA,NA,NA,NA,-18.557,NA
84172,-2.47039,4.54153,-5,NA,-64.576,NA,NA,NA,NA
84398,-1.90951,4.57228,-5,NA,-64.177,NA,NA,NA,NA
84504,-2.15874,4.22191,-4.49162,NA,NA,NA,-53.251,NA,NA
84610,-1.58525,3.6833,-5,NA,NA,NA,NA,-3.867,NA
84808,-2.57593,3.60769,-5,NA,-75.09,NA,NA,NA,NA
85065,-1.77191,3.39814,-5,NA,-27.488,NA,NA,NA,NA
85276,-1.32426,3.67614,-4.89179,NA,-16.088,NA,NA,NA,NA
85597,-1.67935,3.83293,-5,NA,NA,NA,NA,-7.495,NA
85738,-1.66689,3.27546,-5,NA,NA,NA,-43.871,NA,NA
85869,-2.1104,3.78776,-5,NA,-41.348,NA,NA,NA,NA
86061,-1.50115,3.91061,-5,NA,NA,NA,-39.6,NA,NA
86319,-1.94398,4.25186,-5,NA,NA,NA,NA,-33.213,NA
86437,-1.41235,3.80225,-5,NA,NA,NA,-31.012,NA,NA
86763,-1.61228,3.21214,-4.80736,NA,NA,NA,-54.393,NA,NA
86996,-1.58411,4.48051,-5,NA,NA,NA,NA,-49.547,NA
87068,-1.74351,3.32249,-4.92737,NA,NA,NA,-34.093,NA,NA
87232,-2.24063,4.1671,-5,NA,NA,NA,-46.772,NA,NA
87581,-1.84378,3.72696,-5,NA,NA,NA,-44.305,NA,NA
87780,-2.60681,3.97145,-4.80009,NA,NA,NA,-57.079,NA,NA
87828,-2.27604,3.80705,-5,NA,NA,NA,NA,-34.091,NA
88065,-2.3005,3.82955,-4.34128,NA,NA,NA,-43.507,NA,NA
88368,-1.91929,3.43242,-5,NA,NA,NA,-59.642,NA,NA
88453,-1.57355,4.2717,-5,NA,NA,NA,NA,-39.542,NA
88678,-1.23668,3.80532,-4.91078,NA,NA,NA,-50.053,NA,NA
88909,-1.38173,3.86536,-5,NA,NA,NA,-32.222,NA,NA
89147,-1.6182,3.78554,-5,NA,NA,NA,-29.852,NA,NA
89241,-1.56769,3.35291,-5,NA,NA,NA,NA,-24.251,NA
89568,-1.072,4.25678,-5,NA,-57.667,NA,NA,NA,NA
89734,-1.99122,3.1986,-5,NA,-46.57,NA,NA,NA,NA
89835,-1.84242,3.4925,-4.62894,NA,NA,NA,NA,-25.067,NA
90019,-1.97266,3.63621,-4.94536,NA,NA,NA,NA,-27.364,NA
90338,-1.7789,3.93639,-5,NA,-27.543,NA,NA,NA,NA
90459,-1.65914,3.51662,-5,NA,-13.567,NA,NA,NA,NA
90680,-1.8551,4.06954,-4.99094,NA,NA,NA,-42.825,NA,NA
90921,-1.41098,3.87859,-5,NA,NA,NA,-26.562,NA,NA
91173,-1.16043,3.64134,-4.99721,NA,NA,NA,-64.867,NA,NA
91230,-1.75571,4.12765,-5,NA,NA,NA,-34.289,NA,NA
91439,-1.97349,3.89124,-5,NA,NA,NA,-33.321,NA,NA
91740,-1.72531,3.60493,-5,NA,NA,NA,-35.477,NA,NA
91870,-1.79521,3.7012,-5,NA,-13.619,NA,NA,NA,NA
92028,-1.5214,3.2565,-5,NA,NA,NA,NA,-26.743,NA
92333,-1.86842,4.29886,-5,NA,NA,NA,-50.447,NA,NA
92544,-1.86385,4.24925,-5,NA,-42.26,NA,NA,NA,NA
92739,-1.94008,3.11925,-5,NA,-72.789,NA,NA,NA,NA
92956,-1.41849,3.3134,-5,NA,NA,NA,NA,-32.362,NA
93107,-1.29498,3.93486,-4.58715,NA,NA,NA,NA,-31.001,NA
93236,-1.61914,4.23537,-5,NA,-38.663,NA,NA,NA,NA
93520,-1.38338,4.14759,-4.95999,NA,-35.996,NA,NA,NA,NA
93734,-1.3305,3.5877,-5,NA,-19.498,NA,NA,NA,NA
93900,-1.46874,4.0017,-5,NA,-32.719,NA,NA,NA,NA
94156,-1.36458,3.72643,-5,NA,NA,NA,-34.242,NA,NA
94332,-1.60151,3.65765,-4.68567,NA,NA,NA,NA,-5.834,NA
94596,-1.67391,3.53683,-4.6629,NA,-15.767,NA,NA,NA,NA
94745,-1.83344,3.5812,-4.505,NA,NA,NA,-52.947,NA,NA
94941,-1.83392,4.30631,-4.96361,NA,-41.894,NA,NA,NA,NA
95007,-1.71814,4.14349,-5,NA,NA,NA,-38.376,NA,NA
95323,-2.2787,3.67741,-4.20552,NA,NA,NA,-60.386,NA,NA
95493,-2.05763,4.53715,-4.93126,NA,NA,NA,NA,-55.356,NA
95763,-2.15576,3.83332,-5,NA,NA,NA,-47.929,NA,NA
95969,-1.35362,3.52554,-5,NA,NA,NA,-60.7,NA,NA
96191,-1.77245,3.7008,-5,NA,NA,NA,-39.937,NA,NA
96301,-2.16071,3.5263,-4.9793,NA,NA,NA,-45.489,NA,NA
96412,-1.85875,4.21217,-5,NA,NA,NA,-49.32,NA,NA
96669,-1.48004,3.66031,-5,NA,NA,NA,-30.702,NA,NA
96888,-2.0212,3.54687,-5,NA,NA,NA,-54.366,NA,NA
97086,-1.53891,3.61528,-5,NA,-8.573,NA,NA,NA,NA
97393,-1.39466,3.32871,-5,NA,-36.533,NA,NA,NA,NA
97416,-1.75312,3.98132,-5,NA,NA,NA,NA,-16.49,NA
97623,-2.79539,3.94778,-5,NA,NA,NA,-69.979,NA,NA
97876,-1.74686,3.83132,-4.60951,NA,NA,NA,-33.023,NA,NA
98089,-1.78864,3.69589,-5,NA,NA,NA,-47.882,NA,NA
98232,-1.8167,3.48549,-5,NA,-31.583,NA,NA,NA,NA
98584,-1.98414,3.39343,-4.93772,NA,NA,NA,NA,-26.009,NA
98786,-1.63921,3.25615,-5,NA,NA,NA,-48.271,NA,NA
98973,-1.14974,3.51841,-5,NA,-60.917,NA,NA,NA,NA
99072,-2.34554,4.64158,-4.91832,NA,NA,NA,NA,-52.806,NA
99204,-2.19898,3.31332,-5,NA,NA,NA,-57.725,NA,NA
99530,-1.83442,3.38456,-5,NA,NA,NA,-48.919,NA,NA
99637,-1.92462,4.31939,-5,NA,NA,NA,-59.173,NA,NA
99993,-1.48267,4.02696,-5,NA,NA,NA,-40.499,NA,NA
100179,-2.06569,3.87161,-4.63994,NA,NA,NA,NA,-37.801,NA
100382,-1.71232,4.35757,-5,NA,NA,NA,-43.076,NA,NA
100546,-1.41497,4.18709,-5,NA,NA,NA,NA,-39.794,NA
100646,-1.60752,3.96583,-5,NA,NA,NA,NA,-12.964,NA
100853,-1.93813,3.74956,-5,NA,NA,NA,-36.581,NA,NA
101008,-1.24225,3.71031,-5,NA,NA,NA,NA,-12.609,NA
101203,-1.34061,3.65151,-5,NA,NA,NA,-43.353,NA,NA
101534,-1.76496,3.48099,-5,NA,NA,NA,-39.151,NA,NA
101618,-1.42289,4.0091,-5,NA,NA,NA,-44.599,NA,NA
101812,-2.06024,4.231,-5,NA,NA,NA,NA,-31.199,NA
102154,-1.29339,3.74726,-5,NA,-14.372,NA,NA,NA,NA
102282,-1.8359,3.98082,-4.63168,NA,NA,NA,NA,-25.106,NA
102420,-1.97215,3.33086,-4.75101,NA,-26.7,NA,NA,NA,NA
102610,-1.33459,3.9854,-5,NA,NA,NA,NA,-20.809,NA
102823,-1.83187,4.12706,-5,NA,NA,NA,-41.665,NA,NA
103021,-1.53481,3.89526,-4.99278,NA,-11.49,NA,NA,NA,NA
103277,-2.22594,3.21396,-5,NA,NA,NA,NA,-60.098,NA
103470,-2.25729,3.73044,-4.72509,NA,NA,NA,NA,-42.295,NA
103773,-2.52683,3.54435,-4.89954,NA,NA,NA,NA,-60.025,NA
103834,-1.94393,4.49138,-5,NA,NA,NA,-57.025,NA,NA
104144,-1.52952,3.65406,-5,NA,NA,NA,-42.907,NA,NA
104341,-1.54142,3.9246,-5,NA,NA,NA,-37.03,NA,NA
104547,-1.94105,4.04695,-4.64967,NA,NA,NA,-48.877,NA,NA
104794,-1.46316,4.01919,-5,NA,NA,NA,-45.197,NA,NA
104970,-1.55552,3.82552,-5,NA,NA,NA,-44.112,NA,NA
105129,-1.37922,3.66916,-4.94539,NA,NA,NA,NA,-18.361,NA
105359,-2.33273,4.08953,-5,NA,NA,NA,NA,-51.187,NA
105490,-1.39443,3.79335,-5,NA,NA,NA,-30.934,NA,NA
105737,-1.07732,3.77432,-5,NA,NA,NA,NA,-18.288,NA
105847,-1.95416,4.17086,-5,NA,-65.975,NA,NA,NA,NA
106180,-2.15455,3.95181,-5,NA,NA,NA,NA,-37.632,NA
106301,-2.11978,3.9268,-4.55221,NA,NA,NA,NA,-38.995,NA
106477,-2.24844,3.81592,-4.31004,NA,NA,NA,-48.332,NA,NA
106622,-1.07706,3.29086,-4.25396,NA,NA,NA,NA,-53.047,NA
106861,-1.27011,3.83913,-5,NA,NA,NA,-44.261,NA,NA
107147,-1.162,3.51418,-5,NA,-43.999,NA,NA,NA,NA
107203,-1.28431,3.8371,-5,NA,NA,NA,NA,-23.05,NA
107599,-2.08768,3.98447,-5,NA,NA,NA,NA,NA,-54.251
107735,-2.33642,3.56939,-5,NA,NA,NA,NA,-49.779,NA
107984,-1.6573,3.31303,-4.66963,NA,-35.981,NA,NA,NA,NA
108174,-2.05875,3.78566,-4.72332,NA,-37.23,NA,NA,NA,NA
108205,-1.27657,3.6628,-5,NA,NA,NA,-48.363,NA,NA
108555,-1.91509,3.7331,-5,NA,NA,NA,-38.525,NA,NA
108783,-1.428,3.50258,-5,NA,NA,NA,-59.956,NA,NA
108913,-1.8117,3.8751,-5,NA,NA,NA,NA,-14.593,NA
109041,-1.59325,3.88448,-4.31752,NA,NA,NA,-47.251,NA,NA
109334,-2.19205,4.29399,-4.85863,NA,-51.952,NA,NA,NA,NA
109561,-2.06532,3.85698,-5,NA,NA,NA,-37.403,NA,NA
109788,-2.11987,3.4207,-4.99385,NA,NA,NA,NA,-35.468,NA
109997,-1.36277,3.27868,-4.46585,NA,NA,NA,-55.864,NA,NA
110062,-1.55033,4.12317,-5,NA,NA,NA,NA,-30.5,NA
110334,-1.90301,3.22365,-4.76755,NA,NA,NA,-67.888,NA,NA
110411,-2.09537,3.57545,-4.84222,NA,NA,NA,-52.682,NA,NA
110651,-2.7662,3.05879,-5,NA,NA,NA,-84.742,NA,NA
110827,-1.41128,3.59417,-5,NA,NA,NA,-47.971,NA,NA
111065,-1.90232,3.2967,-5,NA,NA,NA,-64.069,NA,NA
111214,-2.17546,3.50066,-5,NA,NA,NA,-54.344,NA,NA
111444,-2.68442,3.94184,-5,NA,-65.584,NA,NA,NA,NA
111700,-1.8481,3.6649,-5,NA,NA,NA,NA,-25.434,NA
111825,-1.81541,4.39235,-5,NA,NA,NA,-51.127,NA,NA
112085,-1.66303,3.73945,-4.61585,NA,NA,NA,NA,-11.278,NA
112372,-2.22278,4.04516,-4.54729,NA,NA,NA,-56.153,NA,NA
112551,-2.70269,3.90996,-5,NA,NA,NA,-60.337,NA,NA
112746,-1.41172,4.37705,-5,NA,NA,NA,NA,-38.005,NA
112862,-2.18042,3.50695,-4.85642,NA,NA,NA,-49.66,NA,NA
113061,-1.1862,4.04133,-5,NA,NA,NA,NA,-38.112,NA
113324,-1.40156,3.75572,-5,NA,NA,NA,NA,NA,-33.979
113594,-1.4378,3.87307,-5,NA,NA,NA,NA,-12.496,NA
113658,-1.76493,3.31304,-5,NA,NA,NA,-38.499,NA,NA
113870,-1.48107,4.28773,-5,NA,NA,NA,-62.589,NA,NA
114132,-2.02245,3.44197,-4.29129,NA,NA,NA,-45.72,NA,NA
114240,-1.86305,3.85092,-5,NA,NA,NA,NA,-21.466,NA
114416,-1.6065,3.78337,-5,NA,-5.85,NA,NA,NA,NA
114645,-1.51776,3.96679,-5,NA,NA,NA,NA,-13.756,NA
114976,-2.03461,3.1616,-5,NA,NA,NA,NA,-57.634,NA
115074,-1.25706,3.67074,-5,NA,NA,NA,-36.429,NA,NA
115282,-1.59658,4.10948,-4.4765,NA,NA,NA,-44.834,NA,NA
115580,-1.6029,3.64844,-4.67749,NA,NA,NA,NA,-18.636,NA
115687,-1.74873,4.0424,-5,NA,-29.472,NA,NA,NA,NA
115832,-1.74737,3.818,-5,NA,-18.361,NA,NA,NA,NA
116142,-2.32719,3.9341,-4.46252,NA,NA,NA,NA,-60.557,NA
116221,-1.47735,3.60118,-4.74444,NA,NA,NA,-45.861,NA,NA
116570,-1.7617,3.4886,-5,NA,NA,NA,-39.145,NA,NA
116779,-1.5973,3.36496,-5,NA,NA,NA,-43.724,NA,NA
116990,-1.78716,3.36169,-5,NA,NA,NA,-42.504,NA,NA
117156,-1.72308,3.83073,-5,NA,NA,NA,-38.135,NA,NA
117341,-1.9086,4.52531,-4.9626,NA,-56.313,NA,NA,NA,NA
117498,-0.990359,3.79684,-5,NA,-43.324,NA,NA,NA,NA
117681,-1.48368,3.10056,-5,NA,-61.901,NA,NA,NA,NA
117844,-2.1765,4.40354,-5,NA,NA,NA,-57.199,NA,NA
118155,-2.15535,4.26158,-5,NA,NA,NA,NA,-47.406,NA
118225,-1.78437,3.60714,-5,NA,NA,NA,NA,-12.959,NA
118493,-1.69797,3.13033,-5,NA,NA,NA,-71.127,NA,NA
118612,-2.24591,4.12579,-5,NA,NA,NA,-49.317,NA,NA
118870,-1.03387,3.52683,-5,NA,-48.808,NA,NA,NA,NA
119118,-1.40555,3.31857,-5,NA,NA,NA,NA,-34.174,NA
119288,-1.13624,3.34314,-5,NA,NA,NA,-54.876,NA,NA
119414,-1.47509,3.71779,-4.38716,NA,NA,NA,NA,-22.794,NA
119708,-2.09039,4.67721,-4.99821,NA,NA,NA,NA,-68.824,NA
119816,-1.20106,4.04375,-4.46225,NA,NA,NA,NA,-51.686,NA
120105,-1.24313,4.4932,-4.68898,NA,NA,NA,-72.32,NA,NA
120223,-1.50413,3.8407,-4.81119,NA,NA,NA,-35.539,NA,NA
120578,-1.55189,3.99401,-5,NA,NA,NA,-44.817,NA,NA
120705,-1.80351,3.61819,-4.69065,NA,NA,NA,-46.776,NA,NA
120802,-2.50305,4.22028,-4.72128,NA,NA,NA,-60.184,NA,NA
121180,-1.67371,4.14649,-5,NA,NA,NA,-38.291,NA,NA
121215,-1.5048,3.99607,-5,NA,NA,NA,NA,-16.899,NA
121474,-1.27874,3.68376,-5,NA,-31.231,NA,NA,NA,NA
121658,-1.75799,3.64981,-5,NA,-29.091,NA,NA,NA,NA
121828,-1.9502,4.15903,-5,NA,NA,NA,NA,-27.898,NA
122143,-1.77168,4.20928,-4.61859,NA,-38.541,NA,NA,NA,NA
122301,-1.09378,3.96303,-5,NA,NA,NA,NA,-28.349,NA
122524,-1.73755,3.85476,-4.99652,NA,NA,NA,-53.03,NA,NA
122788,-1.91914,5,-5,NA,NA,NA,NA,-69.378,NA
122964,-1.41512,5,-5,NA,NA,NA,NA,-81.376,NA
123076,-1.77547,3.74023,-4.67224,NA,NA,NA,NA,-11.844,NA
123286,-1.84943,3.4481,-5,NA,-25.406,NA,NA,NA,NA
123512,-1.65588,4.19818,-4.98565,NA,NA,NA,-33.808,NA,NA
123665,-1.75593,4.02869,-5,NA,NA,NA,-44.927,NA,NA
123948,-2.68224,2.9255,-4.79229,NA,NA,NA,-70.059,NA,NA
124100,-1.82682,3.18845,-5,NA,NA,NA,-54.861,NA,NA
124341,-1.66531,3.79903,-5,NA,NA,NA,-53.37,NA,NA
124544,-1.40799,4.59601,-5,NA,NA,NA,-56.372,NA,NA
124772,-1.89409,4.06949,-5,NA,NA,NA,NA,-27.226,NA
124856,-2.01056,3.51387,-5,NA,-28.263,NA,NA,NA,NA
125076,-1.74554,3.93712,-4.78462,NA,NA,NA,NA,-19.504,NA
125209,-1.5273,4.17541,-5,NA,-26.906,NA,NA,NA,NA
125490,-1.79849,3.86922,-4.83651,NA,NA,NA,NA,-23.294,NA
125785,-1.19886,3.92436,-5,NA,NA,NA,NA,-21.1,NA
125906,-1.34553,4.71081,-4.95181,NA,NA,NA,-53.847,NA,NA
126002,-1.37136,3.27115,-4.92342,NA,NA,NA,NA,-23.759,NA
126238,-1.63008,4.0151,-5,NA,NA,NA,-45.692,NA,NA
126413,-1.40071,3.56505,-5,NA,NA,NA,-52.617,NA,NA
126688,-2.2601,3.1937,-5,NA,NA,NA,-61.559,NA,NA
126825,-1.71482,4.79378,-4.19606,NA,NA,NA,-68.588,NA,NA
127009,-2.2472,3.89532,-4.96985,NA,-40.581,NA,NA,NA,NA
127207,-1.92688,3.69246,-5,NA,NA,NA,NA,-26.191,NA
127449,-2.50214,3.64141,-5,NA,NA,NA,NA,-55.156,NA
127662,-2.02346,3.12268,-5,NA,NA,NA,-64.974,NA,NA
127878,-2.15523,3.83659,-5,NA,NA,NA,-47.854,NA,NA
128180,-1.58335,3.40033,-5,NA,NA,NA,NA,-22.199,NA
128328,-1.46008,4.36531,-5,NA,NA,NA,-51.29,NA,NA
128453,-2.14502,3.85992,-4.5227,NA,NA,NA,NA,-46.963,NA
128744,-1.35137,3.91249,-5,NA,NA,NA,NA,-22.448,NA
128995,-2.08851,4.54606,-4.71388,NA,NA,NA,NA,-56.318,NA
129066,-2.23659,3.93682,-5,NA,-41.766,NA,NA,NA,NA
129271,-1.44093,3.99018,-5,NA,NA,NA,-29.862,NA,NA
129542,-1.96595,3.45647,-5,NA,-24.19,NA,NA,NA,NA
129779,-2.15869,4.02785,-5,NA,NA,NA,NA,-38.585,NA
129956,-1.48408,3.48432,-5,NA,NA,NA,-55.897,NA,NA
130171,-1.28963,3.67693,-4.90989,NA,NA,NA,-33.595,NA,NA
130372,-2.09145,3.8139,-4.68173,NA,NA,NA,NA,-38.669,NA
130430,-1.62217,3.94055,-5,NA,NA,NA,-36.428,NA,NA
130689,-1.99631,3.86471,-4.68885,NA,NA,NA,-36.943,NA,NA
130871,-1.68211,3.92859,-4.23285,NA,NA,NA,-45.719,NA,NA
131174,-1.42219,4.33381,-5,NA,NA,NA,-70.46,NA,NA
131263,-2.14507,3.76678,-5,NA,NA,NA,-46.788,NA,NA
131458,-2.07489,3.837,-4.51988,NA,NA,NA,-58.471,NA,NA
131736,-2.17998,3.49168,-4.47628,NA,NA,NA,NA,-50.36,NA
131810,-1.18896,4.15865,-4.93468,NA,NA,NA,-54.324,NA,NA
132150,-1.53813,4.36154,-5,NA,NA,NA,-55.88,NA,NA
132230,-1.42592,4.32411,-5,NA,-34.147,NA,NA,NA,NA
132429,-1.93663,4.45758,-4.48253,NA,NA,NA,NA,-56.842,NA
132610,-1.8039,4.22017,-5,NA,NA,NA,-43.065,NA,NA
132840,-1.32437,3.98872,-5,NA,-35.818,NA,NA,NA,NA
133065,-1.22548,3.90112,-5,NA,-25.185,NA,NA,NA,NA
133359,-1.41336,4.22626,-5,NA,NA,NA,-68.621,NA,NA
133464,-1.84612,4.04112,-4.80845,NA,NA,NA,-44.989,NA,NA
133745,-1.84829,3.69823,-5,NA,NA,NA,NA,-18.464,NA
133996,-1.73126,3.56384,-4.72235,NA,NA,NA,-42.436,NA,NA
134026,-2.42139,4.0107,-5,NA,NA,NA,NA,-49.191,NA
134247,-1.38964,3.5331,-5,NA,NA,NA,NA,-27.615,NA
134435,-1.78302,3.6455,-5,NA,NA,NA,-46.299,NA,NA
134677,-1.76897,3.97712,-4.38908,NA,NA,NA,-48.076,NA,NA
134978,-1.63262,3.91853,-5,NA,-18.475,NA,NA,NA,NA
135099,-1.89865,3.38363,-5,NA,NA,NA,NA,-31.854,NA
135328,-1.98906,3.9385,-5,NA,NA,NA,NA,-33.457,NA
135465,-1.38557,4.00728,-5,NA,NA,NA,-45.233,NA,NA
135760,-1.6716,3.8417,-4.48367,NA,NA,NA,NA,-30.61,NA
135832,-2.28443,4.1779,-4.78601,NA,NA,NA,-44.237,NA,NA
136086,-1.11861,3.49393,-4.92823,NA,-38.081,NA,NA,NA,NA
136313,-1.11365,3.61601,-5,NA,NA,NA,NA,-24.582,NA
136503,-1.35215,4.10609,-4.51621,NA,NA,NA,NA,-39.584,NA
136650,-1.36966,3.44049,-5,NA,NA,NA,NA,-25.966,NA
136998,-1.31926,3.80428,-5,NA,NA,NA,-31.693,NA,NA
137195,-1.82019,4.09717,-5,NA,NA,NA,-44.27,NA,NA
137366,-1.60006,3.73993,-5,NA,NA,NA,NA,-4.298,NA
137537,-1.35676,3.82178,-5,NA,NA,NA,-32.153,NA,NA
137787,-1.50434,3.61,-5,NA,NA,NA,NA,-13.769,NA
137955,-1.62779,4.0031,-5,NA,NA,NA,NA,-28.929,NA
138069,-1.84862,5,-5,NA,NA,NA,-76.689,NA,NA
138381,-1.92644,4.20233,-5,NA,NA,NA,NA,-28.951,NA
138415,-1.70754,4.58663,-5,NA,-72.215,NA,NA,NA,NA
138771,-1.19268,3.97979,-5,NA,-30.434,NA,NA,NA,NA
138998,-1.33498,3.65957,-4.72144,NA,-13.757,NA,NA,NA,NA
139062,-1.41391,4.07274,-5,NA,NA,NA,NA,-22.177,NA
139311,-1.76435,3.32707,-5,NA,-33.54,NA,NA,NA,NA
139429,-2.12447,4.04106,-5,NA,NA,NA,NA,-39.931,NA
139604,-1.90332,4.11537,-5,NA,NA,NA,-49.886,NA,NA
139862,-1.50642,4.19567,-5,NA,NA,NA,NA,-26.393,NA
140079,-1.75987,3.80587,-5,NA,-12.481,NA,NA,NA,NA
140364,-1.73082,3.85167,-5,NA,NA,NA,NA,-8.969,NA
140494,-1.60605,4.1348,-5,NA,-29.09,NA,NA,NA,NA
140709,-1.45135,4.06283,-5,NA,-49.444,NA,NA,NA,NA
140858,-1.89187,4.18943,-5,NA,NA,NA,NA,-32.025,NA
141160,-1.24238,3.88477,-5,NA,NA,NA,NA,-23.792,NA
141373,-1.62618,3.46962,-5,NA,-31.537,NA,NA,NA,NA
141592,-1.42883,4.62201,-5,NA,NA,NA,-55.223,NA,NA
141630,-1.88278,3.96517,-4.64451,NA,-30.525,NA,NA,NA,NA
141969,-1.34275,3.82989,-5,NA,NA,NA,-33.345,NA,NA
142069,-1.89596,4.35281,-5,NA,NA,NA,NA,NA,-78.61
142351,-1.33569,3.65976,-5,NA,NA,NA,NA,NA,-50.865
142573,-1.55094,4.1447,-5,NA,NA,NA,NA,-25.162,NA
142632,-1.87446,3.62148,-5,NA,-27.08,NA,NA,NA,NA
142929,-1.53202,3.25516,-5,NA,NA,NA,-62.73,NA,NA
143029,-2.14465,4.33686,-4.69361,NA,NA,NA,NA,-49.844,NA
143323,-1.53833,3.47083,-4.57636,NA,-34.546,NA,NA,NA,NA
143472,-1.85789,4.70732,-5,NA,NA,NA,NA,-59.513,NA
143773,-1.6037,4.10887,-5,NA,NA,NA,-42.735,NA,NA
143938,-2.15201,3.96817,-4.40993,NA,NA,NA,NA,-49.055,NA
144064,-1.58466,3.39997,-5,NA,NA,NA,NA,-16.95,NA
144392,-1.39264,3.76201,-4.88239,NA,NA,NA,-24.288,NA,NA
144404,-1.48512,4.0872,-5,NA,-21.951,NA,NA,NA,NA
144646,-1.87619,4.67754,-4.76166,NA,NA,NA,-61.228,NA,NA
144940,-2.48857,3.75351,-5,NA,NA,NA,-59.269,NA,NA
145108,-2.31437,3.96603,-4.6133,NA,NA,NA,-58.174,NA,NA
145395,-1.69274,4.04058,-5,NA,NA,NA,-44.175,NA,NA
145489,-1.70421,4.07325,-5,NA,NA,NA,-42.01,NA,NA
145619,-1.46836,3.84976,-5,NA,-28.578,NA,NA,NA,NA
145970,-2.07687,3.61377,-5,NA,NA,NA,NA,-32.718,NA
146162,-1.27425,4.34675,-5,NA,NA,NA,-58.663,NA,NA
146203,-1.72578,3.28455,-5,NA,NA,NA,-42.669,NA,NA
146425,-2.24058,4.13835,-5,NA,NA,NA,NA,-47.531,NA
