id,x0,x1,x2,fitness-3,fitness-3.5,fitness-4,fitness-2.5,fitness-2,fitness-1.5,fitness-1,fitness-4.5,fitness-5,fitness-0.5
54493,2.295,1.42244,-4.01153,NA,NA,NA,-13.095,NA,NA,NA,NA,NA,NA
54719,1.76926,2.25839,-4.13854,NA,NA,NA,-12.273,NA,NA,NA,NA,NA,NA
54801,0.31388,2.19706,-4.8542,NA,NA,NA,NA,-68.518,NA,NA,NA,NA,NA
55045,1.2747,1.28485,-3.69255,NA,NA,NA,NA,-42.521,NA,NA,NA,NA,NA
55312,2.34364,1.27559,-3.73456,NA,NA,NA,-26.552,NA,NA,NA,NA,NA,NA
55420,2.38174,1.98835,-4.88719,NA,NA,NA,NA,-22.935,NA,NA,NA,NA,NA
55636,2.93593,0.734863,-4.89698,NA,NA,NA,NA,-76.664,NA,NA,NA,NA,NA
55906,2.32935,1.02354,-5,NA,-54.746,NA,NA,NA,NA,NA,NA,NA,NA
56196,2.29887,1.65189,-5,NA,NA,-59.206,NA,NA,NA,NA,NA,NA,NA
56329,3.20941,2.79395,-5,NA,-99.172,NA,NA,NA,NA,NA,NA,NA,NA
56556,3.05107,2.06179,-4.9541,-56.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
56686,2.70868,1.70755,-4.34365,NA,NA,NA,NA,NA,-37.145,NA,NA,NA,NA
56911,2.59969,2.81436,-5,NA,NA,NA,NA,NA,-78.243,NA,NA,NA,NA
57089,1.24893,2.17238,-5,NA,NA,NA,NA,-29.664,NA,NA,NA,NA,NA
57222,0.0524238,1.74543,-5,NA,NA,NA,NA,-93.393,NA,NA,NA,NA,NA
57566,1.18708,2.31796,-5,NA,NA,-67.631,NA,NA,NA,NA,NA,NA,NA
57788,1.57053,2.19583,-4.6595,NA,NA,NA,NA,-20.004,NA,NA,NA,NA,NA
57944,2.41771,2.46411,-4.62847,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.376
58080,2.33161,2.25744,-5,NA,NA,NA,NA,NA,-56.735,NA,NA,NA,NA
58246,2.52525,2.02423,-5,NA,NA,NA,-29.832,NA,NA,NA,NA,NA,NA
58501,1.8363,1.42758,-5,NA,NA,NA,NA,NA,-52.423,NA,NA,NA,NA
58748,1.65482,1.39581,-5,NA,NA,NA,NA,-27.16,NA,NA,NA,NA,NA
58887,1.14288,0.713196,-5,NA,NA,NA,-88.811,NA,NA,NA,NA,NA,NA
59098,1.09866,0.506217,-4.61164,NA,NA,NA,NA,-125.081,NA,NA,NA,NA,NA
59216,0.916165,1.73845,-4.02138,NA,NA,-62.625,NA,NA,NA,NA,NA,NA,NA
59442,1.22675,1.01145,-3.15585,NA,-88.161,NA,NA,NA,NA,NA,NA,NA,NA
59764,0.940796,1.22234,-4.61352,NA,-63.146,NA,NA,NA,NA,NA,NA,NA,NA
59904,0.921006,1.60263,-4.8451,-39.116,NA,NA,NA,NA,NA,NA,NA,NA,NA
60050,1.25579,2.50575,-5,NA,NA,NA,-34.889,NA,NA,NA,NA,NA,NA
60216,2.14502,1.17263,-4.10678,NA,NA,NA,-14.389,NA,NA,NA,NA,NA,NA
60439,2.11282,1.06072,-3.65943,-35.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
60684,2.22582,2.59335,-4.38277,NA,NA,NA,NA,-30.484,NA,NA,NA,NA,NA
60906,2.50463,2.6305,-5,NA,NA,NA,-44.593,NA,NA,NA,NA,NA,NA
61111,2.19852,2.09895,-4.87798,NA,NA,NA,NA,-24.532,NA,NA,NA,NA,NA
61207,1.07291,2.55121,-4.32964,NA,NA,NA,NA,NA,-59.103,NA,NA,NA,NA
61479,2.38131,1.34254,-4.98426,NA,NA,NA,NA,-36.715,NA,NA,NA,NA,NA
61743,2.15542,2.10386,-5,NA,NA,NA,NA,NA,-39.333,NA,NA,NA,NA
61986,2.3033,2.75827,-3.04289,NA,-98.686,NA,NA,NA,NA,NA,NA,NA,NA
62157,2.25756,2.61901,-3.65164,NA,NA,-81.578,NA,NA,NA,NA,NA,NA,NA
62225,2.48079,1.40541,-3.11538,NA,NA,NA,NA,NA,-73.527,NA,NA,NA,NA
62490,1.93995,1.46616,-3.78403,NA,NA,NA,NA,NA,-44.733,NA,NA,NA,NA
62728,2.38154,1.43399,-3.80633,NA,NA,NA,NA,-23.445,NA,NA,NA,NA,NA
62833,2.11391,1.92085,-3.8663,NA,NA,NA,-12.707,NA,NA,NA,NA,NA,NA
63050,1.23736,2.60937,-5,NA,NA,NA,NA,NA,NA,-89.649,NA,NA,NA
63272,1.9342,1.60896,-5,NA,NA,NA,NA,NA,-50.13,NA,NA,NA,NA
63448,1.34391,1.33714,-4.79867,NA,NA,NA,-18.308,NA,NA,NA,NA,NA,NA
63618,2.4178,0.670795,-5,-61.877,NA,NA,NA,NA,NA,NA,NA,NA,NA
63960,1.05206,1.13905,-3.25882,NA,NA,NA,-72.788,NA,NA,NA,NA,NA,NA
64144,2.3811,1.40128,-3.93037,NA,NA,NA,NA,-20.368,NA,NA,NA,NA,NA
64335,2.31544,2.11626,-4.48125,NA,NA,NA,NA,-22.348,NA,NA,NA,NA,NA
64476,2.34845,2.0714,-3.59433,NA,NA,NA,NA,-34.529,NA,NA,NA,NA,NA
64632,1.89044,1.738,-3.94175,NA,-29.846,NA,NA,NA,NA,NA,NA,NA,NA
64905,3.09224,1.85837,-4.23545,NA,NA,-89.327,NA,NA,NA,NA,NA,NA,NA
65070,1.77145,1.50918,-3.75929,NA,NA,NA,-11.799,NA,NA,NA,NA,NA,NA
65218,1.1046,2.82217,-3.77491,NA,-77.074,NA,NA,NA,NA,NA,NA,NA,NA
65423,1.61759,2.68329,-4.62647,NA,NA,NA,-30.004,NA,NA,NA,NA,NA,NA
65729,1.24799,1.16743,-3.61361,NA,NA,NA,-39.325,NA,NA,NA,NA,NA,NA
65953,1.30923,1.33512,-5,-30.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
66116,1.49792,1.60158,-5,NA,NA,NA,NA,-28.757,NA,NA,NA,NA,NA
66276,1.80718,0.799307,-3.65812,-49.469,NA,NA,NA,NA,NA,NA,NA,NA,NA
66559,1.13321,0.826275,-4.37638,-65.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
66766,1.80047,0.66588,-4.04406,-49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
66976,2.3206,0.776802,-2.56437,NA,NA,NA,-128.592,NA,NA,NA,NA,NA,NA
67186,1.48834,1.3234,-3.93718,NA,NA,NA,NA,-16.193,NA,NA,NA,NA,NA
67392,0.921643,1.69344,-4.8204,NA,NA,NA,NA,-35.46,NA,NA,NA,NA,NA
67449,0.674411,1.0831,-4.0164,NA,NA,NA,-67.508,NA,NA,NA,NA,NA,NA
67717,0.661494,0.811988,-5,-99.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
67917,1.61191,0.888536,-5,NA,NA,-78.477,NA,NA,NA,NA,NA,NA,NA
68053,2.32235,1.30105,-5,NA,-47.642,NA,NA,NA,NA,NA,NA,NA,NA
68291,2.3779,2.57249,-4.57287,-41.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
68569,1.3962,2.28932,-4.17667,-17.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
68711,0.274734,2.16171,-5,NA,NA,NA,-69.758,NA,NA,NA,NA,NA,NA
68999,1.84678,1.44504,-3.61847,NA,NA,NA,NA,-25.963,NA,NA,NA,NA,NA
69134,1.74188,2.52355,-3.73996,NA,NA,NA,-29.151,NA,NA,NA,NA,NA,NA
69360,1.53069,3.21106,-4.22768,NA,NA,NA,NA,NA,-73.601,NA,NA,NA,NA
69524,2.07423,2.41617,-4.16158,NA,NA,NA,-19.188,NA,NA,NA,NA,NA,NA
69710,1.26442,1.65446,-4.89981,NA,NA,NA,NA,-28.664,NA,NA,NA,NA,NA
69833,1.66118,1.78446,-4.28801,NA,NA,NA,NA,-14.337,NA,NA,NA,NA,NA
70032,0.517405,1.22938,-4.19852,-70.226,NA,NA,NA,NA,NA,NA,NA,NA,NA
70221,0.697525,1.49996,-4.46,-49.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
70416,2.00144,2.07142,-5,NA,NA,NA,-18.87,NA,NA,NA,NA,NA,NA
70624,2.44464,0.72381,-5,-57.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
70981,2.6601,0.476658,-5,NA,NA,NA,NA,NA,-106.039,NA,NA,NA,NA
71104,3.53886,1.37049,-4.70409,NA,NA,NA,NA,-81.427,NA,NA,NA,NA,NA
71226,3.11777,1.06282,-4.51133,NA,NA,NA,NA,-64.779,NA,NA,NA,NA,NA
71574,2.57936,1.24732,-4.41423,NA,NA,NA,NA,-37.607,NA,NA,NA,NA,NA
71614,1.13866,0.959303,-5,NA,NA,NA,NA,-72.92,NA,NA,NA,NA,NA
71917,1.13366,1.543,-4.69399,NA,NA,NA,NA,-25.806,NA,NA,NA,NA,NA
72198,1.32941,2.78435,-4.71444,NA,NA,NA,-38.453,NA,NA,NA,NA,NA,NA
72348,2.17062,2.12331,-4.09093,NA,NA,NA,-12.67,NA,NA,NA,NA,NA,NA
72427,0.687093,1.4496,-4.38595,-49.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
72704,1.68052,1.73823,-4.82444,NA,NA,NA,-8.892,NA,NA,NA,NA,NA,NA
72811,2.38204,2.23471,-3.3171,NA,NA,NA,-47.194,NA,NA,NA,NA,NA,NA
73023,2.02371,2.11533,-3.00285,NA,NA,-95.938,NA,NA,NA,NA,NA,NA,NA
73265,1.75728,1.13569,-5,NA,-46.99,NA,NA,NA,NA,NA,NA,NA,NA
73438,2.14486,2.13035,-4.28479,NA,NA,NA,-11.194,NA,NA,NA,NA,NA,NA
73601,2.44058,1.67706,-4.79617,NA,NA,NA,NA,NA,NA,-60.928,NA,NA,NA
73938,1.18587,1.17663,-4.45061,NA,-43.095,NA,NA,NA,NA,NA,NA,NA,NA
74172,1.43595,1.3381,-4.82407,NA,-33.218,NA,NA,NA,NA,NA,NA,NA,NA
74216,0.450834,2.04896,-5,NA,-75.775,NA,NA,NA,NA,NA,NA,NA,NA
74487,-0.305965,2.15752,-5,NA,NA,NA,-112.563,NA,NA,NA,NA,NA,NA
74656,0.382229,2.68168,-5,NA,NA,NA,NA,-79.196,NA,NA,NA,NA,NA
74901,1.31426,1.38877,-4.53771,NA,NA,NA,NA,-15.625,NA,NA,NA,NA,NA
75055,1.91139,2.24601,-5,NA,NA,NA,-22.852,NA,NA,NA,NA,NA,NA
75314,3.3018,2.65212,-5,-87.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
75408,2.65882,0.939776,-5,NA,NA,NA,NA,-64.096,NA,NA,NA,NA,NA
75770,2.74967,3.1089,-4.34718,NA,NA,NA,NA,-72.203,NA,NA,NA,NA,NA
75909,2.87232,1.09249,-3.28962,NA,NA,NA,-74.659,NA,NA,NA,NA,NA,NA
76114,2.22439,1.27688,-4.64837,NA,NA,NA,-15.023,NA,NA,NA,NA,NA,NA
76332,1.19499,1.19268,-4.06859,NA,NA,NA,-24.279,NA,NA,NA,NA,NA,NA
76584,2.85247,1.2569,-4.16348,NA,NA,NA,NA,-42.116,NA,NA,NA,NA,NA
76766,2.152,1.75407,-4.745,NA,NA,NA,NA,NA,NA,-73.941,NA,NA,NA
76928,2.40836,0.895404,-4.97203,NA,NA,NA,NA,-50.801,NA,NA,NA,NA,NA
77137,1.36281,2.76992,-4.74432,NA,NA,NA,NA,-43.201,NA,NA,NA,NA,NA
77277,3.13265,3.32177,-5,NA,NA,NA,-108.428,NA,NA,NA,NA,NA,NA
77442,2.22071,2.68979,-3.27185,-63.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
77797,3.05894,1.53894,-4.31063,NA,NA,NA,NA,NA,-53.336,NA,NA,NA,NA
77866,1.95632,0.501332,-5,NA,NA,NA,NA,NA,NA,-127.328,NA,NA,NA
78060,1.80242,1.97314,-5,NA,NA,NA,-16.266,NA,NA,NA,NA,NA,NA
78344,2.45308,1.14347,-4.88715,NA,NA,NA,NA,-33.115,NA,NA,NA,NA,NA
78544,2.392,2.19391,-5,-32.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
78671,1.41481,2.79491,-5,NA,NA,NA,-43.636,NA,NA,NA,NA,NA,NA
78834,1.67063,2.70214,-5,NA,NA,NA,-36.968,NA,NA,NA,NA,NA,NA
79064,1.81191,1.61498,-5,NA,-27.802,NA,NA,NA,NA,NA,NA,NA,NA
79209,2.49105,1.46881,-4.64086,NA,NA,NA,NA,-20.83,NA,NA,NA,NA,NA
79515,1.68077,1.27627,-3.88075,-20.214,NA,NA,NA,NA,NA,NA,NA,NA,NA
79733,1.67814,2.28909,-4.16278,NA,NA,NA,NA,NA,-31.725,NA,NA,NA,NA
79902,2.16869,1.79927,-4.26301,NA,NA,NA,NA,-18.255,NA,NA,NA,NA,NA
80164,1.82393,1.87966,-5,NA,NA,NA,-16.106,NA,NA,NA,NA,NA,NA
80288,-0.00835541,2.34518,-4.67683,-92.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
80529,-0.119321,2.26224,-4.64388,NA,NA,NA,NA,NA,-112.451,NA,NA,NA,NA
80753,0.627529,2.3166,-4.04546,NA,NA,NA,-46.841,NA,NA,NA,NA,NA,NA
80874,1.93082,2.64371,-4.29676,NA,-54.592,NA,NA,NA,NA,NA,NA,NA,NA
81073,2.29042,2.75449,-5,NA,NA,NA,-44.592,NA,NA,NA,NA,NA,NA
81277,2.19935,2.32836,-5,NA,NA,NA,NA,-28.361,NA,NA,NA,NA,NA
81563,1.79338,1.72137,-5,-16.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
81697,2.37634,2.03537,-5,NA,NA,NA,-24.943,NA,NA,NA,NA,NA,NA
81882,1.84653,1.05505,-5,-34.066,NA,NA,NA,NA,NA,NA,NA,NA,NA
82153,2.29405,2.46662,-5,NA,-57.249,NA,NA,NA,NA,NA,NA,NA,NA
82311,1.5795,2.44452,-3.30246,NA,-69.251,NA,NA,NA,NA,NA,NA,NA,NA
82409,1.35456,1.32115,-3.30427,NA,-70.412,NA,NA,NA,NA,NA,NA,NA,NA
82766,1.63835,2.13795,-3.80938,NA,-47.981,NA,NA,NA,NA,NA,NA,NA,NA
82826,1.90548,2.06066,-4.1885,-15.828,NA,NA,NA,NA,NA,NA,NA,NA,NA
83007,2.161,1.09324,-4.65051,NA,NA,NA,NA,-29.172,NA,NA,NA,NA,NA
83237,1.85217,1.5914,-4.21768,NA,NA,NA,NA,-3.278,NA,NA,NA,NA,NA
83419,2.52811,1.54447,-3.47941,NA,-52.438,NA,NA,NA,NA,NA,NA,NA,NA
83758,1.88385,2.81999,-4.10609,-45.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
83892,2.22322,2.40951,-5,NA,-56.873,NA,NA,NA,NA,NA,NA,NA,NA
84064,3.29161,2.03163,-5,NA,NA,NA,-64.341,NA,NA,NA,NA,NA,NA
84385,2.35495,2.8131,-5,NA,NA,NA,NA,NA,-64.868,NA,NA,NA,NA
84569,0.917226,3.00732,-5,NA,NA,NA,-66.858,NA,NA,NA,NA,NA,NA
84641,1.83722,2.76596,-4.22844,NA,NA,NA,NA,-33.804,NA,NA,NA,NA,NA
84958,1.92295,2.19707,-4.18179,NA,NA,NA,-11.003,NA,NA,NA,NA,NA,NA
85181,1.6512,1.68806,-3.93002,NA,-30.412,NA,NA,NA,NA,NA,NA,NA,NA
85354,1.79198,3.5214,-4.33252,-83.961,NA,NA,NA,NA,NA,NA,NA,NA,NA
85409,2.02053,1.73951,-3.39141,NA,NA,NA,-28.131,NA,NA,NA,NA,NA,NA
85682,2.35739,2.21,-4.22824,NA,NA,NA,NA,-28.801,NA,NA,NA,NA,NA
85867,1.39911,2.17495,-4.69657,NA,-38.122,NA,NA,NA,NA,NA,NA,NA,NA
86155,1.01896,0.829118,-5,NA,NA,NA,NA,NA,NA,NA,-128.859,NA,NA
86263,1.02775,1.10549,-5,NA,NA,-87.151,NA,NA,NA,NA,NA,NA,NA
86581,1.98238,1.3494,-4.51319,NA,NA,-62.677,NA,NA,NA,NA,NA,NA,NA
86713,1.87065,0.753222,-5,NA,-62.414,NA,NA,NA,NA,NA,NA,NA,NA
86857,1.72105,1.42975,-5,NA,-31.272,NA,NA,NA,NA,NA,NA,NA,NA
87018,2.7725,1.22806,-5,NA,NA,NA,-43.12,NA,NA,NA,NA,NA,NA
87335,1.75089,0.650864,-5,NA,NA,NA,NA,-80.304,NA,NA,NA,NA,NA
87481,1.40749,2.07042,-5,NA,NA,NA,NA,NA,-44.58,NA,NA,NA,NA
87696,2.31152,2.10629,-5,-30.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
87840,1.89873,2.22342,-4.8578,NA,NA,NA,-16.985,NA,NA,NA,NA,NA,NA
88081,2.28022,2.73704,-5,NA,NA,NA,-44.036,NA,NA,NA,NA,NA,NA
88284,3.15106,2.37439,-5,NA,NA,NA,NA,-64.809,NA,NA,NA,NA,NA
88560,2.93386,1.58754,-5,NA,NA,NA,NA,NA,-61.058,NA,NA,NA,NA
88636,2.42354,1.47379,-4.52872,NA,-30.362,NA,NA,NA,NA,NA,NA,NA,NA
88984,1.97247,1.42378,-5,-27.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
89172,1.62418,1.02024,-4.59395,NA,NA,NA,-20.305,NA,NA,NA,NA,NA,NA
89229,1.9987,2.13073,-5,NA,NA,NA,NA,-21.599,NA,NA,NA,NA,NA
89425,1.99819,1.12652,-5,NA,-42.291,NA,NA,NA,NA,NA,NA,NA,NA
89689,2.26641,1.03614,-3.69469,NA,NA,NA,-34.316,NA,NA,NA,NA,NA,NA
89932,1.9588,2.25646,-4.22535,NA,NA,NA,NA,-17.707,NA,NA,NA,NA,NA
90088,2.24388,2.36189,-5,NA,NA,NA,NA,NA,-53.232,NA,NA,NA,NA
90334,1.95756,2.80327,-5,NA,NA,NA,NA,-49.113,NA,NA,NA,NA,NA
90480,2.24957,1.5557,-4.0242,NA,NA,NA,-10.194,NA,NA,NA,NA,NA,NA
90746,2.27387,2.19165,-4.32113,NA,NA,NA,-15.257,NA,NA,NA,NA,NA,NA
90856,2.77428,1.49608,-5,NA,NA,NA,-38.008,NA,NA,NA,NA,NA,NA
91082,1.49985,2.75415,-5,NA,NA,NA,NA,NA,-62.762,NA,NA,NA,NA
91300,1.06505,2.27879,-5,-35.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
91488,1.70829,1.99185,-5,-18.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
91736,2.02948,1.61927,-3.66958,NA,-39.726,NA,NA,NA,NA,NA,NA,NA,NA
91847,2.19408,1.41855,-3.82154,NA,-43.756,NA,NA,NA,NA,NA,NA,NA,NA
92185,1.23028,1.78301,-4.08864,NA,-32.1,NA,NA,NA,NA,NA,NA,NA,NA
92374,1.3392,2.53575,-4.08717,-36.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
92482,2.24008,1.99634,-2.72737,NA,-110.813,NA,NA,NA,NA,NA,NA,NA,NA
92708,2.15754,2.68174,-5,NA,NA,NA,-39.395,NA,NA,NA,NA,NA,NA
92849,2.55884,2.42322,-3.85945,NA,NA,NA,NA,NA,-60.977,NA,NA,NA,NA
93200,3.57187,0.831907,-3.7866,-106.392,NA,NA,NA,NA,NA,NA,NA,NA,NA
93391,2.95179,1.12808,-4.09556,NA,NA,NA,-46.937,NA,NA,NA,NA,NA,NA
93541,2.47437,1.52101,-4.46475,NA,NA,NA,NA,-19.467,NA,NA,NA,NA,NA
93782,1.74975,1.95883,-5,NA,NA,NA,NA,NA,-37.864,NA,NA,NA,NA
93990,2.1917,2.25235,-5,NA,NA,NA,NA,NA,-48.286,NA,NA,NA,NA
94069,1.59696,2.00807,-4.6095,NA,NA,NA,-7.946,NA,NA,NA,NA,NA,NA
94375,1.04938,2.03777,-3.93165,NA,-43.498,NA,NA,NA,NA,NA,NA,NA,NA
94491,2.65439,1.77559,-2.97793,NA,-98.981,NA,NA,NA,NA,NA,NA,NA,NA
94729,2.96547,0.807948,-4.39889,NA,NA,-107.759,NA,NA,NA,NA,NA,NA,NA
94807,1.82482,2.18774,-3.43128,NA,-60.005,NA,NA,NA,NA,NA,NA,NA,NA
95020,2.0639,1.81936,-3.19258,NA,NA,-87.132,NA,NA,NA,NA,NA,NA,NA
95343,1.84403,2.45056,-4.30336,NA,NA,-79.233,NA,NA,NA,NA,NA,NA,NA
95422,1.77354,2.96429,-3.77124,NA,NA,NA,-48.756,NA,NA,NA,NA,NA,NA
95646,2.69011,1.85769,-4.8019,-33.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
95980,2.13315,1.98774,-4.34987,NA,NA,NA,-8.513,NA,NA,NA,NA,NA,NA
96081,1.09371,0.94597,-5,-62.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
96362,1.41754,2.66337,-5,NA,NA,NA,NA,-39.974,NA,NA,NA,NA,NA
96444,2.93061,2.35216,-5,NA,NA,NA,NA,-57.095,NA,NA,NA,NA,NA
96694,3.24212,2.15276,-4.90978,NA,NA,NA,NA,NA,-86.584,NA,NA,NA,NA
96935,1.59122,1.93043,-5,NA,NA,NA,NA,-19.754,NA,NA,NA,NA,NA
97024,0.947598,2.51942,-4.96689,NA,NA,NA,NA,-46.19,NA,NA,NA,NA,NA
97330,0.860713,1.11424,-5,-64.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
97487,2.10952,1.50587,-4.34916,NA,NA,NA,NA,-18.455,NA,NA,NA,NA,NA
97695,2.26071,1.75148,-5,NA,NA,NA,-19.518,NA,NA,NA,NA,NA,NA
97981,1.66097,0.932491,-4.44367,NA,NA,NA,-24.49,NA,NA,NA,NA,NA,NA
98114,2.53443,0.580725,-4.29563,-62.106,NA,NA,NA,NA,NA,NA,NA,NA,NA
98375,2.17316,1.593,-3.91277,NA,NA,NA,NA,-19.347,NA,NA,NA,NA,NA
98453,1.0907,2.44208,-4.07372,NA,NA,NA,-29.832,NA,NA,NA,NA,NA,NA
98670,1.44508,1.98567,-4.96426,-19.395,NA,NA,NA,NA,NA,NA,NA,NA,NA
98983,0.936503,1.96306,-4.5949,NA,NA,NA,-25.468,NA,NA,NA,NA,NA,NA
99133,1.68163,2.88265,-3.8066,NA,NA,NA,NA,-48.184,NA,NA,NA,NA,NA
99254,1.74727,3.05126,-2.19833,NA,NA,NA,-175.126,NA,NA,NA,NA,NA,NA
99565,0.9095,2.84005,-4.2097,NA,-67.418,NA,NA,NA,NA,NA,NA,NA,NA
99656,0.613498,1.06513,-5,NA,-94.195,NA,NA,NA,NA,NA,NA,NA,NA
99934,2.29022,1.45315,-5,NA,NA,NA,-21.991,NA,NA,NA,NA,NA,NA
100111,2.85125,2.26636,-5,NA,-60.916,NA,NA,NA,NA,NA,NA,NA,NA
100214,3.24369,1.75401,-4.8702,NA,-85.372,NA,NA,NA,NA,NA,NA,NA,NA
100518,2.64551,2.44522,-5,NA,NA,NA,NA,-50.811,NA,NA,NA,NA,NA
100613,1.75725,1.61704,-4.98181,NA,NA,NA,NA,-20.311,NA,NA,NA,NA,NA
100878,1.51763,2.14501,-4.57575,-12.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
101061,0.394395,3.23291,-3.73807,-109.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
101387,0.958342,2.4229,-2.94296,-79.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
101570,2.15062,2.73571,-3.55076,NA,NA,NA,-48.239,NA,NA,NA,NA,NA,NA
101706,1.9412,3.03449,-3.89382,NA,NA,NA,-50.646,NA,NA,NA,NA,NA,NA
101888,1.03616,2.37921,-5,NA,NA,NA,NA,-39.618,NA,NA,NA,NA,NA
102179,1.18206,1.77181,-5,NA,NA,NA,NA,NA,-44.772,NA,NA,NA,NA
102369,1.5862,2.94288,-4.52729,NA,NA,NA,NA,NA,-53.721,NA,NA,NA,NA
102511,1.1838,2.10417,-3.77083,NA,NA,NA,NA,NA,-64.909,NA,NA,NA,NA
102717,2.61388,2.99122,-5,NA,NA,NA,NA,-67.927,NA,NA,NA,NA,NA
102898,3.26045,2.84425,-5,NA,NA,NA,NA,-94.161,NA,NA,NA,NA,NA
103153,2.98276,1.16454,-5,NA,-78.888,NA,NA,NA,NA,NA,NA,NA,NA
103384,2.67385,2.32002,-5,-42.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
103481,2.33399,2.83005,-5,-53.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
103684,0.0337566,1.13947,-5,NA,NA,NA,-116.341,NA,NA,NA,NA,NA,NA
103994,0.570843,0.646366,-4.19159,NA,NA,NA,-118.284,NA,NA,NA,NA,NA,NA
104045,1.05943,1.36839,-3.37464,NA,NA,NA,NA,-60.83,NA,NA,NA,NA,NA
104290,2.8578,1.32139,-3.92142,NA,NA,NA,NA,-43.469,NA,NA,NA,NA,NA
104433,2.64851,2.06961,-4.2463,NA,NA,NA,NA,-27.933,NA,NA,NA,NA,NA
104706,1.40046,1.76648,-4.80024,NA,NA,NA,-13.925,NA,NA,NA,NA,NA,NA
104928,2.03009,1.66669,-5,NA,NA,NA,NA,-19.878,NA,NA,NA,NA,NA
105157,1.19217,1.96061,-5,NA,NA,NA,NA,NA,NA,-68.26,NA,NA,NA
105266,2.62636,1.69543,-5,-33.073,NA,NA,NA,NA,NA,NA,NA,NA,NA
105506,1.7432,2.16289,-5,-23.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
105718,2.26613,2.84149,-4.7251,NA,NA,-75.17,NA,NA,NA,NA,NA,NA,NA
105838,3.01649,2.76619,-5,-79.872,NA,NA,NA,NA,NA,NA,NA,NA,NA
106185,3.05955,1.47018,-4.86606,-48.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
106221,2.08122,1.23645,-4.83468,NA,-47.926,NA,NA,NA,NA,NA,NA,NA,NA
106454,1.13094,1.69438,-3.17876,NA,NA,NA,-52.513,NA,NA,NA,NA,NA,NA
106743,2.87825,2.43557,-3.68292,NA,NA,NA,NA,-59.94,NA,NA,NA,NA,NA
106832,2.82792,2.60668,-4.96978,NA,NA,NA,NA,NA,-68.814,NA,NA,NA,NA
107033,2.62183,3.15837,-5,NA,NA,NA,-75.007,NA,NA,NA,NA,NA,NA
107372,1.87707,2.20765,-4.26146,NA,NA,NA,-9.959,NA,NA,NA,NA,NA,NA
107587,1.21048,2.64255,-3.85931,NA,NA,NA,NA,-48.814,NA,NA,NA,NA,NA
107645,2.32109,2.08206,-3.88282,NA,NA,NA,-19.312,NA,NA,NA,NA,NA,NA
107866,1.93501,1.35437,-2.80541,-75.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
108008,2.51915,1.39598,-3.71407,-35.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
108288,2.12588,2.36455,-3.81189,NA,-52.325,NA,NA,NA,NA,NA,NA,NA,NA
108576,2.39626,2.04357,-5,NA,NA,NA,-26.101,NA,NA,NA,NA,NA,NA
108635,2.20057,1.93586,-5,NA,NA,NA,NA,-25.214,NA,NA,NA,NA,NA
108917,2.09495,1.2416,-4.76086,NA,NA,NA,NA,NA,NA,-66.185,NA,NA,NA
109112,1.96673,2.25073,-4.68379,NA,NA,NA,NA,NA,NA,-53.333,NA,NA,NA
109242,2.19262,1.74043,-5,NA,NA,NA,NA,NA,NA,-57.836,NA,NA,NA
109480,2.57716,2.07846,-5,-35.429,NA,NA,NA,NA,NA,NA,NA,NA,NA
109660,2.68781,2.11414,-5,-41.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
109985,2.59959,2.08275,-3.51718,-43.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
110079,1.84407,1.58014,-5,NA,NA,NA,NA,NA,-45.597,NA,NA,NA,NA
