id,x0,x1,x2,fitness5,fitness4,fitness4.5,fitness3.5
94550,4.83241,4.96853,-1.09262,2762.979,NA,NA,NA
94616,5,4.87639,-0.995976,9964.454,NA,NA,NA
94990,5,5,-0.734879,12409.037,NA,NA,NA
95061,4.96255,5,-1.79036,900.473,NA,NA,NA
95211,5,5,-2.07099,5157.482,NA,NA,NA
95506,5,4.73052,-1.93878,5481.391,NA,NA,NA
95624,5,5,-2.14094,3948.441,NA,NA,NA
95892,5,5,-0.662918,10323.573,NA,NA,NA
96081,4.41623,5,-0.0255079,2327.44,NA,NA,NA
96297,5,4.82872,-0.855886,21735.788,NA,NA,NA
96445,4.93697,5,-0.93236,12806.749,NA,NA,NA
96727,5,5,0.311087,4535.116,NA,NA,NA
96825,4.92734,5,0.301988,4229.516,NA,NA,NA
97154,4.85348,5,-0.708779,15733.033,NA,NA,NA
97377,5,4.58733,-1.01855,2488.479,NA,NA,NA
97491,5,5,-1.04918,4509.981,NA,NA,NA
97778,5,5,-0.861886,15920.9,NA,NA,NA
97857,5,4.78632,-0.751334,15868.953,NA,NA,NA
98013,5,5,-0.74634,12614.271,NA,NA,NA
98220,5,5,-0.732535,12362.467,NA,NA,NA
98547,5,5,-1.06998,3251.265,NA,NA,NA
98622,4.93153,5,-0.820508,16145.352,NA,NA,NA
98985,4.91058,5,-0.555017,6806.517,NA,NA,NA
99076,4.69646,5,-0.557353,5115.519,NA,NA,NA
99276,5,5,-0.826199,12954.304,NA,NA,NA
99485,5,4.80493,-0.976844,10907.118,NA,NA,NA
99736,5,5,-0.697997,11502.923,NA,NA,NA
99909,5,4.6277,-0.81153,7962.336,NA,NA,NA
100166,5,4.21888,-1.61403,5233.762,NA,NA,NA
100331,5,4.9463,-0.637568,11188.917,NA,NA,NA
100465,4.95359,5,-0.791804,15398.109,NA,NA,NA
100669,5,5,-0.67283,NA,NA,9640.501,NA
100909,4.62222,5,-0.709871,6886.917,NA,NA,NA
101191,5,5,-0.699173,11537.337,NA,NA,NA
101397,5,4.80692,-0.575622,8214.635,NA,NA,NA
101421,5,4.32105,-2.53224,1964.361,NA,NA,NA
101749,5,5,-1.91832,4722.036,NA,NA,NA
101897,5,4.87649,-0.703574,15481.327,NA,NA,NA
102103,5,5,-0.80586,13053.263,NA,NA,NA
102325,5,5,-0.690486,11274.978,NA,NA,NA
102580,5,5,-1.31052,NA,NA,4913.902,NA
102773,5,4.97023,-1.91039,6805.982,NA,NA,NA
102907,5,4.95297,-2.1258,6099.507,NA,NA,NA
103126,5,5,-0.753211,12719.151,NA,NA,NA
103260,5,5,-0.811939,13037.122,NA,NA,NA
103499,5,5,-0.550307,5039.505,NA,NA,NA
103684,5,5,-1.90452,5521.038,NA,NA,NA
103977,5,5,-1.06037,4789.641,NA,NA,NA
104194,4.3346,5,-0.0447326,3195.268,NA,NA,NA
104343,5,5,0.434767,2702.741,NA,NA,NA
104541,5,4.82962,-0.8258,17100.678,NA,NA,NA
104783,5,5,-0.973697,11467.27,NA,NA,NA
104912,5,3.66237,-0.703615,3230.573,NA,NA,NA
105194,4.84717,5,-1.03453,7150.972,NA,NA,NA
105199,4.62717,3.87878,-0.782349,2179.004,NA,NA,NA
105556,4.82929,5,-0.153273,NA,NA,5427.956,NA
105606,5,5,-0.857244,12557.066,NA,NA,NA
105941,4.33548,4.71262,-1.40269,6956.342,NA,NA,NA
106008,4.25339,4.85858,-1.4613,9619.617,NA,NA,NA
106281,5,5,-0.799404,15011.498,NA,NA,NA
106419,4.20758,5,-1.46025,6695.605,NA,NA,NA
106793,5,4.91687,-0.747228,16101.169,NA,NA,NA
106832,4.62454,3.31369,-0.35551,1001.404,NA,NA,NA
107046,4.89255,3.21309,-1.36105,6397.806,NA,NA,NA
107340,4.23799,4.96857,-0.262577,5006.534,NA,NA,NA
107560,4.7635,5,-0.909459,13394.601,NA,NA,NA
107600,5,5,-0.95905,9307.529,NA,NA,NA
107922,4.82097,5,-0.737387,16325.25,NA,NA,NA
108174,5,5,-1.02698,5806.859,NA,NA,NA
108283,5,5,-0.115866,NA,4289.056,NA,NA
108447,4.7503,5,-0.641107,10884.805,NA,NA,NA
108723,5,5,-0.778847,12987.044,NA,NA,NA
108880,4.9101,5,-0.764403,16558.766,NA,NA,NA
109161,5,5,-1.48243,NA,NA,7104.206,NA
109312,4.9118,4.7259,-0.812365,17842.654,NA,NA,NA
109409,5,5,-0.559986,5552.132,NA,NA,NA
109715,4.19431,5,-0.337245,3392.127,NA,NA,NA
109952,5,4.23468,-1.28868,NA,NA,1934.488,NA
110059,4.81244,5,-1.95551,NA,NA,7013.485,NA
110373,4.95749,5,-1.86974,4168.926,NA,NA,NA
110525,5,5,-0.834473,12877.386,NA,NA,NA
110735,5,4.84756,-0.592172,9586.102,NA,NA,NA
110962,4.30579,5,-2.43104,1732.428,NA,NA,NA
111123,5,4.27916,-1.59721,4986.767,NA,NA,NA
111221,4.74957,4.6103,-1.69458,NA,NA,979.263,NA
111496,5,5,-2.02897,NA,NA,3897.034,NA
111754,5,5,-1.32798,NA,4065.926,NA,NA
111839,5,5,-0.764835,16444.833,NA,NA,NA
112066,5,5,-0.870464,12298.966,NA,NA,NA
112291,4.58132,5,-0.71101,4316.171,NA,NA,NA
112450,5,5,-0.721232,12116.443,NA,NA,NA
112637,5,5,-1.95056,5217.523,NA,NA,NA
112801,5,5,-1.8136,1698.131,NA,NA,NA
113130,4.6056,4.68355,-0.822771,7026.205,NA,NA,NA
113226,5,5,-0.699863,14457.63,NA,NA,NA
113430,4.77186,5,-0.963316,11071.355,NA,NA,NA
113722,5,4.85127,-0.69477,15197.182,NA,NA,NA
113868,5,4.97945,-0.5952,NA,NA,3372.765,NA
114150,5,5,-0.743017,12558.637,NA,NA,NA
114329,4.37561,5,-0.383465,1807.535,NA,NA,NA
114503,5,4.98814,-0.237315,NA,NA,4279.723,NA
114669,5,5,-0.975553,8536.439,NA,NA,NA
114878,4.75305,5,-0.846888,18089.716,NA,NA,NA
115098,5,5,-0.318078,NA,NA,3226.47,NA
115281,5,5,-0.729163,14635.172,NA,NA,NA
115519,5,5,-1.28233,NA,NA,5468.502,NA
115731,5,4.82538,-0.618948,11155.774,NA,NA,NA
115963,5,4.12421,-1.53647,4032.246,NA,NA,NA
116115,5,4.85703,-0.7713,17234.542,NA,NA,NA
116208,5,5,-2.02011,5536.292,NA,NA,NA
116482,5,5,-0.823565,12974.346,NA,NA,NA
116615,5,5,-1.02132,6127.83,NA,NA,NA
116832,5,5,-0.804435,NA,NA,11147.478,NA
117186,5,5,-2.15917,3533.742,NA,NA,NA
117207,4.60753,5,-0.828623,6520.721,NA,NA,NA
117525,3.82032,4.91718,-1.00066,3255.454,NA,NA,NA
117693,4.26516,4.72371,-1.25715,5109.272,NA,NA,NA
117952,5,5,-1.31588,NA,NA,5173.282,NA
118048,5,5,-2.06377,NA,NA,5133.399,NA
118283,5,5,-0.738304,16504.331,NA,NA,NA
118503,5,5,-1.86738,3761.959,NA,NA,NA
118782,5,5,-0.772471,12938.846,NA,NA,NA
118986,5,4.71144,-0.907619,11396.046,NA,NA,NA
119170,5,4.38835,-1.18928,1970.018,NA,NA,NA
119354,4.90391,5,-0.991692,10030.503,NA,NA,NA
119515,5,4.64377,-0.991535,5366.635,NA,NA,NA
119691,5,5,-0.521795,4417.283,NA,NA,NA
119824,5,5,0.238324,2699.372,NA,NA,NA
120089,4.98263,5,0.242013,2963.339,NA,NA,NA
120279,4.62812,5,-0.770881,NA,NA,NA,2689.857
120462,4.80738,5,-1.58994,NA,NA,6632.438,NA
120755,5,4.12201,-1.61591,NA,NA,3225.261,NA
120965,5,5,-0.657812,10128.774,NA,NA,NA
121151,4.38612,4.8965,-1.4827,7157.348,NA,NA,NA
121236,5,5,-2.06202,5258.513,NA,NA,NA
121544,5,5,-0.91318,11117.429,NA,NA,NA
121599,5,4.9261,-0.774231,16260.622,NA,NA,NA
121886,5,5,-0.833105,15729.469,NA,NA,NA
122147,4.94916,4.57074,0.290633,1212.121,NA,NA,NA
122255,5,5,-0.656889,10092.976,NA,NA,NA
122596,5,5,-0.723688,12172.894,NA,NA,NA
122644,5,4.79019,-1.0805,3277.036,NA,NA,NA
122980,5,5,-1.49617,NA,NA,1942.509,NA
123053,4.72482,5,-0.828367,13730.971,NA,NA,NA
123262,5,5,-0.949004,NA,NA,10135.591,NA
123553,5,5,-2.20367,2409.787,NA,NA,NA
123631,5,4.69933,-1.91313,NA,NA,4396.638,NA
123930,5,4.61751,-1.00631,3875.718,NA,NA,NA
124170,5,5,-0.910016,11222.46,NA,NA,NA
124259,5,5,-1.98298,7240.928,NA,NA,NA
124449,5,5,-2.13267,NA,NA,2976.24,NA
124624,3.73964,5,-0.761956,4676.704,NA,NA,NA
124985,4.55858,5,-1.02402,1448.066,NA,NA,NA
125124,5,5,-0.792815,14843.766,NA,NA,NA
125229,5,5,-0.944012,9957.547,NA,NA,NA
125503,5,4.76006,-0.918184,12933.003,NA,NA,NA
125667,5,4.67226,-1.42451,NA,NA,5361.419,NA
125872,5,5,-0.65849,10154.956,NA,NA,NA
126090,4.88575,5,-0.836746,16968.249,NA,NA,NA
126316,5,5,-0.71007,11839.391,NA,NA,NA
126527,5,5,-0.626056,8801.791,NA,NA,NA
126736,4.25836,5,-1.44186,7335.367,NA,NA,NA
126989,5,5,-2.24221,1365.936,NA,NA,NA
127044,5,5,-1.0322,5507.111,NA,NA,NA
127339,5,5,-0.899469,NA,2386.2,NA,NA
127592,5,5,-0.611872,8151.966,NA,NA,NA
127732,5,5,-0.727941,12266.735,NA,NA,NA
127951,5,5,-0.828215,12937.513,NA,NA,NA
128125,5,5,-0.819607,13000.422,NA,NA,NA
128229,5,5,-0.826636,12950.771,NA,NA,NA
128515,5,5,-0.753823,12727.824,NA,NA,NA
128743,5,5,-0.82104,16859.428,NA,NA,NA
128845,5,5,-0.641757,9481.633,NA,NA,NA
129185,5,5,-0.514162,3089.264,NA,NA,NA
129393,4.29494,5,-1.31854,6306.016,NA,NA,NA
129541,4.74955,5,-0.604619,8970.309,NA,NA,NA
129771,5,5,-0.861009,12488.901,NA,NA,NA
129872,5,5,-0.570421,NA,NA,3408.186,NA
130084,4.89957,5,-0.702307,19313.342,NA,NA,NA
130356,5,3.74929,-0.938722,3735.189,NA,NA,NA
130540,4.92059,4.68176,-0.72657,NA,NA,8793.415,NA
130762,4.9138,4.18463,-1.22294,4195.801,NA,NA,NA
130903,5,5,-2.02117,5533.42,NA,NA,NA
131033,4.23406,5,-2.52354,1994.374,NA,NA,NA
131307,4.31752,4.74357,-1.31592,6879.173,NA,NA,NA
131414,5,5,-0.656831,12196.752,NA,NA,NA
131603,4.89104,5,-0.832066,16963.91,NA,NA,NA
131963,4.8872,5,-0.697984,15170.014,NA,NA,NA
132007,4.83252,5,-2.11877,5823.424,NA,NA,NA
132267,5,5,-2.09527,4817.354,NA,NA,NA
132429,5,5,-0.596825,7430.128,NA,NA,NA
132750,5,5,-0.828362,12936.239,NA,NA,NA
132890,4.27338,4.71756,-1.5716,7689.346,NA,NA,NA
133129,4.26293,5,-1.63351,4005.41,NA,NA,NA
133221,4.75541,5,-0.896064,NA,NA,NA,4996.861
133554,5,4.39219,-0.273655,4174.61,NA,NA,NA
133687,5,5,-1.02945,7337.2,NA,NA,NA
133864,4.80426,4.31797,-0.0643998,4662.57,NA,NA,NA
134103,5,5,-0.630525,8999.729,NA,NA,NA
134384,5,5,-1.05527,5371.318,NA,NA,NA
134401,5,4.2068,-0.592048,NA,2584.277,NA,NA
134654,5,4.77548,-0.656587,NA,NA,13234.6,NA
134909,4.88034,5,-1.44847,NA,NA,9716.166,NA
135177,4.8462,5,-2.04684,7182.121,NA,NA,NA
135353,4.1764,5,-1.60765,3929.799,NA,NA,NA
135492,4.15822,5,-1.26628,3935.757,NA,NA,NA
135658,4.36542,5,-1.56973,4790.236,NA,NA,NA
135960,5,5,-1.82361,2069.428,NA,NA,NA
136112,4.31226,4.94455,-1.6521,4109.785,NA,NA,NA
136285,4.69835,5,-1.95574,5029.734,NA,NA,NA
136478,5,5,-0.944873,9921.755,NA,NA,NA
136613,5,5,-2.05316,5344.459,NA,NA,NA
136886,5,5,-2.07729,5078.364,NA,NA,NA
137090,4.85936,5,-0.783454,17348.408,NA,NA,NA
137215,5,5,-0.602262,8997.588,NA,NA,NA
137417,4.2462,5,-0.101791,4218.211,NA,NA,NA
137764,4.69,5,-0.820435,11908.473,NA,NA,NA
137986,5,5,-0.683136,NA,NA,6753.671,NA
138022,5,3.73871,-0.961416,3332.29,NA,NA,NA
138228,5,5,-0.743332,12564.047,NA,NA,NA
138499,5,5,-0.592004,NA,2437.279,NA,NA
138684,5,4.26278,-1.6134,4552.733,NA,NA,NA
138971,5,4.72339,-2.12077,4609.585,NA,NA,NA
139065,4.89457,5,-1.86947,4669.829,NA,NA,NA
139307,4.9337,5,-1.94223,6321.961,NA,NA,NA
139572,4.65163,5,-0.746039,NA,NA,8468.733,NA
139650,5,5,-0.708599,11800.413,NA,NA,NA
139839,5,4.3589,-1.56064,5084.841,NA,NA,NA
140110,5,5,-0.989467,7843.235,NA,NA,NA
140252,5,4.5642,-0.864636,3380.804,NA,NA,NA
140557,5,5,-0.692685,11343.16,NA,NA,NA
140689,4.7567,5,-1.89539,NA,NA,5652.97,NA
140943,4.80958,5,-0.697954,NA,NA,4866.982,NA
141166,5,4.88437,-0.793798,NA,NA,NA,5448.432
141390,5,5,-1.06716,3423.853,NA,NA,NA
141588,5,4.82685,-0.728026,16158.348,NA,NA,NA
141741,5,4.98977,-0.976973,8850.1,NA,NA,NA
141928,5,5,-0.779096,12988.676,NA,NA,NA
142064,5,5,-0.601395,7652.618,NA,NA,NA
142323,5,5,-0.7216,12125.006,NA,NA,NA
142584,4.79569,5,0.209444,2766.37,NA,NA,NA
142736,5,5,-0.649576,9803.187,NA,NA,NA
142885,5,4.76132,-1.50383,NA,NA,6197.875,NA
143022,5,4.88266,-1.01525,NA,NA,NA,3045.368
143380,4.94991,5,-0.121228,NA,NA,4912.814,NA
143453,5,5,-0.935353,10307.526,NA,NA,NA
143748,5,5,-0.954139,9525.529,NA,NA,NA
143865,5,5,-0.681627,10988.439,NA,NA,NA
144074,4.84401,5,-0.652094,13170.585,NA,NA,NA
144378,5,4.95971,-0.761306,14879.507,NA,NA,NA
144460,5,5,-0.855551,NA,NA,13156.912,NA
144754,4.68792,5,-0.868755,11188.021,NA,NA,NA
144869,5,5,-0.943574,NA,NA,9976.121,NA
145172,5,4.78965,-2.06768,6535.305,NA,NA,NA
145332,5,5,-0.528702,3878.083,NA,NA,NA
145413,5,5,-0.70544,11714.797,NA,NA,NA
145776,5,5,-0.93098,10477.244,NA,NA,NA
145976,4.97567,5,-0.769601,14237.057,NA,NA,NA
146010,5,4.63346,-0.354561,NA,NA,1551.265,NA
146275,5,5,-0.693804,15131.123,NA,NA,NA
146538,5,5,-0.732956,NA,NA,13567.252,NA
146651,5,4.59264,-0.861788,5295.677,NA,NA,NA
146990,5,4.86864,-0.922598,14362.285,NA,NA,NA
147072,5,3.3269,-1.4653,4075.767,NA,NA,NA
147385,5,4.76125,-0.861543,18969.587,NA,NA,NA
147498,5,4.95863,-0.534073,NA,NA,3241.655,NA
147680,4.97259,5,-0.00576421,NA,NA,2983.159,NA
147854,4.82355,5,-0.672544,18516.218,NA,NA,NA
148152,4.87522,5,-1.03221,7313.469,NA,NA,NA
148199,5,4.61279,-0.827408,6888.04,NA,NA,NA
148396,5,4.69508,-0.953749,NA,NA,6597.267,NA
148791,5,5,-1.00459,7049.415,NA,NA,NA
148852,5,5,-2.19438,2654.434,NA,NA,NA
149046,5,5,-1.60707,NA,4263.289,NA,NA
149384,4.85652,5,-0.118731,NA,NA,4562.282,NA
149432,5,4.9538,-0.649521,NA,2701.298,NA,NA
149744,5,4.88068,-0.39405,NA,NA,2530.47,NA
149861,5,4.84169,-0.869806,16359.546,NA,NA,NA
150168,5,5,-0.680067,10936.049,NA,NA,NA
150265,4.76451,5,-1.01727,7590.89,NA,NA,NA
150511,4.96319,4.81792,-0.0622878,NA,2871.707,NA,NA
150694,5,5,-0.0158855,NA,NA,1358.03,NA
150831,5,5,-1.00873,9060.451,NA,NA,NA
151183,4.84424,5,-0.486762,2135.305,NA,NA,NA
151238,4.64278,4.26132,-1.55925,NA,NA,3473.487,NA
151547,5,5,-0.692757,14391.656,NA,NA,NA
151760,4.76293,3.89397,-0.628844,3334.777,NA,NA,NA
151807,5,4.23711,-1.29932,5780.711,NA,NA,NA
152190,5,5,-0.741699,12535.691,NA,NA,NA
152256,5,5,-0.909312,11245.462,NA,NA,NA
152479,5,5,-0.912488,14229.981,NA,NA,NA
152607,4.24515,4.95636,-1.32612,7473.483,NA,NA,NA
152822,5,5,-2.09649,4797.834,NA,NA,NA
153179,4.57251,5,-0.979962,2634.374,NA,NA,NA
153359,4.96789,4.92464,-0.726852,17437.613,NA,NA,NA
153517,5,5,-0.952813,9583.452,NA,NA,NA
153669,5,5,-0.650161,9826.765,NA,NA,NA
153906,4.98573,5,-0.865821,13166.782,NA,NA,NA
154064,5,5,-0.56197,NA,NA,3636.362,NA
154390,4.32408,4.96744,-1.72028,1597.154,NA,NA,NA
154406,3.61248,4.92431,-0.708802,2727.379,NA,NA,NA
154669,5,5,-0.644993,9616.144,NA,NA,NA
154919,5,5,-0.612429,8178.073,NA,NA,NA
155158,5,5,-1.02288,6039.799,NA,NA,NA
155359,3.76013,5,-0.901232,5660.02,NA,NA,NA
155564,4.24687,5,-1.25128,4598.522,NA,NA,NA
155675,5,4.59714,-0.78089,5832.297,NA,NA,NA
155908,5,4.31907,-0.0708677,3717.877,NA,NA,NA
156013,5,5,-0.569073,6027.322,NA,NA,NA
156201,4.99219,5,-2.02508,5712.862,NA,NA,NA
156580,4.67464,5,-0.735274,10499.163,NA,NA,NA
156654,4.88507,4.86744,-1.26353,NA,NA,6641.912,NA
156990,5,5,-1.00175,8285.65,NA,NA,NA
157127,5,5,-0.512948,3023.324,NA,NA,NA
157302,5,5,-0.980957,NA,NA,9188.163,NA
157501,5,5,-0.945305,12901.877,NA,NA,NA
157763,5,5,-0.721745,NA,NA,11117.797,NA
157963,5,5,-2.97506,3204.58,NA,NA,NA
158007,5,5,-4.08621,2114.299,NA,NA,NA
158306,5,4.66232,-3.02746,NA,NA,2198.086,NA
158588,4.95675,4.27176,-2.47858,2355.756,NA,NA,NA
158684,5,5,-1.03898,5112.803,NA,NA,NA
158888,5,5,-1.01679,6381.511,NA,NA,NA
159039,5,5,0.217479,2549.721,NA,NA,NA
159262,5,4.31461,0.00605986,2373.024,NA,NA,NA
159533,5,4.19922,-0.186725,4394.917,NA,NA,NA
159790,5,5,-0.826525,12951.674,NA,NA,NA
159873,5,5,1.33822,2616.581,NA,NA,NA
160184,5,5,-0.847023,14536.922,NA,NA,NA
160315,5,5,-0.719554,12076.93,NA,NA,NA
160520,5,5,-0.778944,NA,NA,13601.8,NA
160650,5,5,-0.563661,NA,NA,6556.42,NA
160887,5,5,-0.862439,12461.893,NA,NA,NA
161107,5,4.84332,-0.674667,14292.267,NA,NA,NA
161234,5,5,-0.88751,11889.839,NA,NA,NA
161553,5,4.276,-1.24239,4398.691,NA,NA,NA
161707,5,5,-0.643666,12743.803,NA,NA,NA
161857,5,5,-0.984886,8075.582,NA,NA,NA
162036,4.82746,5,-0.597237,11826.706,NA,NA,NA
162209,5,5,-0.876811,12156.565,NA,NA,NA
162499,4.7067,5,-1.54508,NA,NA,6036.707,NA
162641,5,5,-1.36602,NA,5658.408,NA,NA
162909,4.74911,4.64959,-1.94296,4248.677,NA,NA,NA
163133,5,4.25412,-1.57183,5549.814,NA,NA,NA
163242,5,5,-0.857576,12551.228,NA,NA,NA
163490,5,5,-0.853164,NA,2496.245,NA,NA
163665,5,4.93992,-0.837168,NA,NA,5909.731,NA
163855,4.80046,5,-2.05963,6758.423,NA,NA,NA
164045,4.56872,5,-2.00858,NA,NA,1500.523,NA
164299,5,4.20298,-1.32155,5813.907,NA,NA,NA
164570,5,4.88439,-1.00772,9091.995,NA,NA,NA
164674,5,5,-0.825412,12960.517,NA,NA,NA
164868,5,5,-0.835526,12866.081,NA,NA,NA
165076,4.77059,5,-1.95085,6324.65,NA,NA,NA
165254,4.89827,5,-1.81855,2459.851,NA,NA,NA
165407,4.63073,5,-1.9126,2888.821,NA,NA,NA
165666,5,4.95497,-2.00329,6527.623,NA,NA,NA
165991,5,5,-2.15337,3669.196,NA,NA,NA
166173,5,5,-0.532214,4068.04,NA,NA,NA
166255,5,5,-0.906536,11334.846,NA,NA,NA
166537,5,5,-1.8922,4161.438,NA,NA,NA
166652,5,5,-1.06086,5066.269,NA,NA,NA
166944,5,5,-0.896443,11641.928,NA,NA,NA
167187,5,4.97427,-0.800169,14466.901,NA,NA,NA
167281,5,3.90259,-0.610589,1854.666,NA,NA,NA
167475,4.83606,4.95048,-0.976949,17705.49,NA,NA,NA
167613,4.1404,5,-0.413039,1213.31,NA,NA,NA
167899,4.61452,4.85857,-0.723803,10607.14,NA,NA,NA
168067,4.92137,4.82359,-0.710438,19700.669,NA,NA,NA
168269,5,5,-0.682649,NA,NA,5293.582,NA
168473,5,4.98174,-0.622129,NA,NA,10422.784,NA
168703,5,5,-0.811576,13038.407,NA,NA,NA
168904,5,5,-0.855796,12582.142,NA,NA,NA
168995,4.68418,5,-1.46265,NA,5225.347,NA,NA
169252,5,4.88408,-1.02269,7997.175,NA,NA,NA
169566,5,4.81945,0.323865,4520.045,NA,NA,NA
169745,5,3.7817,-0.659585,3781.448,NA,NA,NA
169971,5,5,-0.661305,13292.542,NA,NA,NA
170146,5,5,-0.789015,15206.264,NA,NA,NA
170315,4.72252,4.40364,-1.32391,4696.032,NA,NA,NA
170485,4.288,4.77771,-0.20416,6001.989,NA,NA,NA
170683,5,5,-0.518463,3322.845,NA,NA,NA
170864,4.66145,5,-0.628494,NA,NA,5910.828,NA
171129,5,4.87961,-0.799316,NA,NA,16805.318,NA
171219,5,5,-1.08692,NA,NA,1851.95,NA
171542,5,5,-0.406876,NA,NA,1329.614,NA
171723,4.83802,4.22672,-0.935052,NA,NA,4888.513,NA
171800,4.72598,5,-0.676646,NA,NA,8553.143,NA
172067,5,5,-0.0207408,NA,NA,2420.447,NA
172252,5,4.89076,-0.849309,21911.239,NA,NA,NA
172489,4.83588,5,0.229227,NA,NA,3771.809,NA
172616,5,5,-0.67351,14276.715,NA,NA,NA
172829,4.1292,5,-1.52722,4273.217,NA,NA,NA
173071,5,4.78856,-0.701147,14554.327,NA,NA,NA
173342,5,5,-0.794212,13052.246,NA,NA,NA
173539,4.87793,5,-0.731895,16381.131,NA,NA,NA
173765,5,5,-0.921781,13491.104,NA,NA,NA
173824,4.75143,4.75836,-1.42795,NA,8701.298,NA,NA
174168,4.96332,5,-0.763716,14752.849,NA,NA,NA
174342,5,5,-3.06999,2989.449,NA,NA,NA
174503,5,5,-2.08716,4941.371,NA,NA,NA
174643,5,5,-0.878504,14684.12,NA,NA,NA
174847,4.98051,5,-0.947647,10624.041,NA,NA,NA
175182,5,5,-0.582189,6700.467,NA,NA,NA
175238,5,5,-0.972354,8690.394,NA,NA,NA
175438,5,5,-0.551658,5111.409,NA,NA,NA
175666,5,5,-0.846785,NA,NA,7323.015,NA
175956,4.30232,5,-1.48479,6990.957,NA,NA,NA
176192,4.62109,5,-1.0018,4146.574,NA,NA,NA
176217,4.97503,4.36417,-0.96878,NA,NA,3359.761,NA
176488,5,4.97148,-0.987092,8907.314,NA,NA,NA
176622,5,5,-0.552828,5173.594,NA,NA,NA
176968,5,4.93762,-0.597457,9153.496,NA,NA,NA
177119,5,4.7942,-0.610728,10261.846,NA,NA,NA
177261,5,5,-0.798162,13057.288,NA,NA,NA
177488,4.85899,4.2518,-1.53343,8419.574,NA,NA,NA
177737,5,5,-0.764158,12857.586,NA,NA,NA
177941,5,5,-0.661392,10265.933,NA,NA,NA
178142,5,4.77149,-1.00109,8783.869,NA,NA,NA
178227,5,5,-0.709979,11836.996,NA,NA,NA
178411,5,5,-0.514618,3114.033,NA,NA,NA
178733,5,4.39635,-1.5534,4352.05,NA,NA,NA
178913,4.89536,4.61312,-1.84873,2050.265,NA,NA,NA
179190,5,5,-3.03235,3201.355,NA,NA,NA
179208,5,4.82394,-2.20099,3259.62,NA,NA,NA
179586,5,4.69772,-2.13713,3831.235,NA,NA,NA
179678,3.44232,4.95808,-1.35528,2547.001,NA,NA,NA
179821,3.3334,5,-0.194011,2717.045,NA,NA,NA
180115,5,5,-0.750998,12686.874,NA,NA,NA
180315,4.72372,4.19213,-1.06613,NA,NA,1053.362,NA
180554,5,4.95053,-1.46545,NA,NA,3295.306,NA
180764,5,4.76485,-0.832386,15420.339,NA,NA,NA
180977,4.90019,5,-0.623046,11294.995,NA,NA,NA
181023,5,5,-0.799912,13057.982,NA,NA,NA
181313,5,5,-1.00331,7118.122,NA,NA,NA
181462,5,5,-0.755906,12756.518,NA,NA,NA
181643,4.89237,5,-0.936309,17558.637,NA,NA,NA
181981,5,5,-0.671336,13727.068,NA,NA,NA
182122,5,5,-0.693022,11353.504,NA,NA,NA
182393,4.98327,4.91186,-0.72411,16779.932,NA,NA,NA
182500,4.69218,4.90199,-0.808776,20936.265,NA,NA,NA
182692,5,4.82703,-0.586035,NA,NA,8764.87,NA
182990,5,5,0.296005,3341.965,NA,NA,NA
183042,4.74774,5,-0.693557,12995.384,NA,NA,NA
183359,5,5,-0.83705,12849.113,NA,NA,NA
183489,5,4.65887,-0.853134,9714.43,NA,NA,NA
183634,5,5,-1.8525,3052.515,NA,NA,NA
183884,5,4.47346,-1.51249,1878.724,NA,NA,NA
184140,5,4.07215,-1.62481,1697.362,NA,NA,NA
184204,4.94212,5,-0.986959,9680.95,NA,NA,NA
184527,5,5,-0.77195,12934.364,NA,NA,NA
184785,5,4.76203,-2.16472,4038.558,NA,NA,NA
184967,4.74584,4.32242,-1.32858,7128.398,NA,NA,NA
185139,5,4.76601,-0.839737,18269.908,NA,NA,NA
185311,5,5,-1.97277,5430.038,NA,NA,NA
185541,5,4.66864,-0.706002,9583.121,NA,NA,NA
185778,4.31872,4.87587,-0.136699,5962.976,NA,NA,NA
185890,5,4.87266,-0.804975,NA,NA,NA,5389.741
186144,5,5,-1.52642,NA,NA,6491.517,NA
186370,4.97714,5,-0.953693,12162.456,NA,NA,NA
186492,4.25874,4.83042,-1.23408,5432.154,NA,NA,NA
186764,5,4.99829,-0.763902,12954.5,NA,NA,NA
186982,4.8985,5,-0.894517,15272.313,NA,NA,NA
187053,5,5,-0.733076,12373.353,NA,NA,NA
187260,5,4.69073,-0.638232,8582.82,NA,NA,NA
187545,4.22355,5,-1.27806,5157.595,NA,NA,NA
187691,4.67426,5,-0.840679,10805.163,NA,NA,NA
187802,5,5,0.377439,3314.767,NA,NA,NA
188016,5,4.15468,-0.0453204,2598.735,NA,NA,NA
188356,5,5,-0.87073,12293.237,NA,NA,NA
188519,5,5,-0.656099,10062.196,NA,NA,NA
188627,5,5,-0.859236,12521.534,NA,NA,NA
188958,4.72168,5,-1.98692,5782.638,NA,NA,NA
189073,4.00766,4.89418,-1.49519,757.405,NA,NA,NA
189317,4.64692,5,-0.836282,9124.14,NA,NA,NA
189432,5,5,-0.790397,13042.813,NA,NA,NA
189767,5,5,-0.890383,11812.585,NA,NA,NA
189814,4.97782,4.38033,-1.52231,7516.474,NA,NA,NA
190083,4.39485,4.26656,-0.927381,3865.512,NA,NA,NA
190374,5,4.88001,-0.708873,15645.277,NA,NA,NA
190450,5,4.73771,-0.777416,14389.121,NA,NA,NA
190748,5,5,-0.979413,NA,NA,8186.367,NA
