id,x0,x1,x2,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness6.5,fitness9.5
138240,8.21262,7.6156,7.70904,NA,0.944,NA,NA,NA,NA,NA
138402,7.50122,7.10343,7.66388,NA,0.885,NA,NA,NA,NA,NA
138607,7.39661,7.60438,7.46162,NA,0.952,NA,NA,NA,NA,NA
138848,8.191,8.0272,7.0987,0.839,NA,NA,NA,NA,NA,NA
139151,8.39432,7.40545,7.30988,NA,0.845,NA,NA,NA,NA,NA
139382,7.89246,7.99887,8.44278,NA,0.877,NA,NA,NA,NA,NA
139485,7.57324,7.77858,8.14616,0.953,NA,NA,NA,NA,NA,NA
139615,8.01045,8.91203,7.32517,NA,NA,0.58,NA,NA,NA,NA
139863,7.57784,8.17842,7.86561,0.935,NA,NA,NA,NA,NA,NA
140117,6.82403,7.58018,7.56107,NA,0.808,NA,NA,NA,NA,NA
140295,7.43183,8.31231,7.31877,0.882,NA,NA,NA,NA,NA,NA
140433,8.09889,7.51755,8.08366,NA,0.879,NA,NA,NA,NA,NA
140748,7.15659,7.92668,8.28091,0.862,NA,NA,NA,NA,NA,NA
140913,6.77848,7.13271,7.60672,0.726,NA,NA,NA,NA,NA,NA
141168,7.73481,7.75904,7.48397,0.981,NA,NA,NA,NA,NA,NA
141362,8.4089,7.76579,7.61485,0.908,NA,NA,NA,NA,NA,NA
141516,8.20182,8.48841,8.66222,NA,0.69,NA,NA,NA,NA,NA
141710,7.91318,7.45979,8.10211,NA,NA,NA,NA,0.852,NA,NA
141863,8.08567,7.91079,8.27763,NA,0.857,NA,NA,NA,NA,NA
142077,7.40701,7.95309,7.89873,NA,0.948,NA,NA,NA,NA,NA
142203,7.88716,8.1201,7.07074,0.848,NA,NA,NA,NA,NA,NA
142456,7.57879,7.48846,7.92883,NA,0.969,NA,NA,NA,NA,NA
142752,7.10183,8.1068,7.46604,NA,0.872,NA,NA,NA,NA,NA
142882,7.55712,7.7505,8.25405,NA,0.92,NA,NA,NA,NA,NA
143087,7.84836,7.16901,7.43761,NA,0.914,NA,NA,NA,NA,NA
143263,8.32563,8.29505,7.65436,NA,0.856,NA,NA,NA,NA,NA
143579,7.93646,8.24013,8.82116,NA,0.723,NA,NA,NA,NA,NA
143636,8.35569,6.84831,7.94016,0.755,NA,NA,NA,NA,NA,NA
143961,7.97809,6.59675,7.20501,0.665,NA,NA,NA,NA,NA,NA
144174,7.48681,7.45801,7.37171,NA,NA,NA,NA,0.786,NA,NA
144226,7.11799,8.3818,7.5308,0.832,NA,NA,NA,NA,NA,NA
144416,7.66679,7.4914,7.94579,0.97,NA,NA,NA,NA,NA,NA
144722,8.41053,7.36889,7.41537,NA,0.866,NA,NA,NA,NA,NA
144812,8.28425,8.0009,7.84644,NA,0.916,NA,NA,NA,NA,NA
145014,7.79065,7.66404,8.08888,NA,NA,NA,NA,0.856,NA,NA
145347,7.18637,7.39396,7.93264,NA,0.907,NA,NA,NA,NA,NA
145498,7.1497,8.02813,6.99383,0.799,NA,NA,NA,NA,NA,NA
145653,7.14943,7.70678,7.09245,NA,0.835,NA,NA,NA,NA,NA
145844,7.77296,7.15124,8.01181,NA,NA,NA,0.69,NA,NA,NA
146173,8.16148,7.52833,8.22541,0.902,NA,NA,NA,NA,NA,NA
146384,8.2469,8.13294,8.26849,NA,NA,NA,NA,0.769,NA,NA
146443,7.8051,7.69144,7.25755,NA,0.903,NA,NA,NA,NA,NA
146672,8.2584,7.75536,7.40002,NA,0.902,NA,NA,NA,NA,NA
146817,8.0085,7.69789,7.43326,NA,NA,NA,NA,0.899,NA,NA
147074,7.92322,7.74435,8.19906,NA,0.941,NA,NA,NA,NA,NA
147230,7.3685,8.30163,7.7768,NA,0.901,NA,NA,NA,NA,NA
147515,7.32588,7.71515,7.82423,0.945,NA,NA,NA,NA,NA,NA
147632,7.58309,7.39643,7.83042,0.973,NA,NA,NA,NA,NA,NA
147910,7.97536,7.9931,7.73716,NA,0.927,NA,NA,NA,NA,NA
148067,7.62421,7.64653,6.98314,NA,NA,NA,NA,0.751,NA,NA
148389,7.62009,8.53333,7.72226,NA,NA,NA,NA,0.729,NA,NA
148416,8.06913,8.1576,8.24823,0.879,NA,NA,NA,NA,NA,NA
148657,7.45271,8.72709,8.50325,0.694,NA,NA,NA,NA,NA,NA
148852,8.25146,7.43798,8.40891,NA,NA,NA,NA,0.76,NA,NA
149149,8.00455,8.08924,8.15163,0.911,NA,NA,NA,NA,NA,NA
149262,7.52366,7.99239,8.25055,0.913,NA,NA,NA,NA,NA,NA
149500,7.90173,8.01242,8.22801,0.913,NA,NA,NA,NA,NA,NA
149618,7.42628,7.83979,8.49844,0.836,NA,NA,NA,NA,NA,NA
149870,7.4859,7.69818,7.86369,NA,NA,NA,NA,0.865,NA,NA
150197,7.87245,7.32768,8.01329,NA,NA,NA,NA,0.885,NA,NA
150317,8.2066,7.35223,7.73841,NA,NA,NA,NA,0.773,NA,NA
150432,7.89059,8.18934,7.4719,NA,NA,NA,NA,0.877,NA,NA
150783,7.0053,8.1766,8.06815,0.818,NA,NA,NA,NA,NA,NA
150934,7.62645,8.02063,7.32716,NA,NA,0.886,NA,NA,NA,NA
151095,6.67428,7.9272,7.60048,0.77,NA,NA,NA,NA,NA,NA
151297,7.07057,8.52246,7.08491,0.684,NA,NA,NA,NA,NA,NA
151412,7.23759,8.34888,7.18788,NA,0.816,NA,NA,NA,NA,NA
151712,7.14148,8.42196,7.4879,NA,NA,0.776,NA,NA,NA,NA
151976,7.42096,8.13267,7.75022,NA,0.932,NA,NA,NA,NA,NA
152165,7.24212,8.70433,7.50085,0.78,NA,NA,NA,NA,NA,NA
152241,8.09464,7.86052,7.74934,0.926,NA,NA,NA,NA,NA,NA
152596,7.18599,8.40324,7.67016,0.818,NA,NA,NA,NA,NA,NA
152666,8.18627,7.79151,7.21598,0.883,NA,NA,NA,NA,NA,NA
152869,7.70808,8.09975,7.33546,NA,NA,0.841,NA,NA,NA,NA
153137,7.72931,7.08683,7.09901,0.831,NA,NA,NA,NA,NA,NA
153281,7.68948,7.55758,7.12435,0.911,NA,NA,NA,NA,NA,NA
153487,7.61029,7.50513,7.58405,NA,0.969,NA,NA,NA,NA,NA
153639,7.03788,8.81308,8.00531,NA,0.656,NA,NA,NA,NA,NA
153905,8.42546,8.48287,7.7665,NA,NA,NA,NA,0.74,NA,NA
154117,8.49432,8.13021,7.42254,0.808,NA,NA,NA,NA,NA,NA
154235,7.68159,8.15494,7.08744,0.875,NA,NA,NA,NA,NA,NA
154582,8.24329,7.48568,7.19382,NA,0.875,NA,NA,NA,NA,NA
154686,7.10849,7.27175,7.52121,NA,NA,NA,NA,0.79,NA,NA
154947,7.60056,7.45664,8.91363,0.758,NA,NA,NA,NA,NA,NA
155185,8.47444,8.11503,7.81251,NA,0.809,NA,NA,NA,NA,NA
155253,7.45186,8.43093,7.60576,NA,0.854,NA,NA,NA,NA,NA
155416,7.82184,8.05688,8.12221,0.934,NA,NA,NA,NA,NA,NA
155651,7.89355,7.7567,7.28024,NA,0.911,NA,NA,NA,NA,NA
155966,7.87068,7.53278,7.89564,NA,0.951,NA,NA,NA,NA,NA
156026,7.43347,7.6792,7.25935,0.919,NA,NA,NA,NA,NA,NA
156281,7.76706,8.58109,7.10393,0.789,NA,NA,NA,NA,NA,NA
156421,7.82904,8.97569,8.16888,NA,NA,NA,NA,0.652,NA,NA
156789,7.69396,8.15614,8.072,NA,0.881,NA,NA,NA,NA,NA
156865,7.30997,8.41358,7.79918,NA,0.861,NA,NA,NA,NA,NA
157019,7.37099,8.23633,7.42909,NA,NA,0.834,NA,NA,NA,NA
157208,8.16109,8.38747,7.16713,0.808,NA,NA,NA,NA,NA,NA
157578,7.44185,8.36741,7.35065,NA,0.848,NA,NA,NA,NA,NA
157763,7.40102,8.10224,7.73951,NA,0.947,NA,NA,NA,NA,NA
157926,7.00047,7.19305,8.14594,NA,0.784,NA,NA,NA,NA,NA
158085,7.91448,8.40987,7.86142,NA,0.859,NA,NA,NA,NA,NA
158212,7.49537,7.54379,8.26613,NA,0.925,NA,NA,NA,NA,NA
158442,7.70424,7.46324,8.04138,NA,NA,NA,NA,0.865,NA,NA
158730,7.87385,7.4066,7.12932,0.901,NA,NA,NA,NA,NA,NA
158897,7.53666,7.56959,7.40034,NA,0.917,NA,NA,NA,NA,NA
159015,7.66035,7.28781,8.06294,NA,NA,0.859,NA,NA,NA,NA
159282,7.49238,7.25309,7.97316,0.897,NA,NA,NA,NA,NA,NA
159513,8.00422,7.48277,7.38426,0.933,NA,NA,NA,NA,NA,NA
159755,7.57436,6.88883,7.79355,0.841,NA,NA,NA,NA,NA,NA
159970,8.4999,7.78745,7.48058,0.877,NA,NA,NA,NA,NA,NA
160138,7.34286,7.41024,7.11331,0.862,NA,NA,NA,NA,NA,NA
160355,8.17561,7.25372,7.81116,NA,NA,0.832,NA,NA,NA,NA
160450,7.60371,8.11606,6.68699,0.752,NA,NA,NA,NA,NA,NA
160684,7.63649,8.12424,6.98086,NA,0.841,NA,NA,NA,NA,NA
160865,7.72711,7.9178,7.00186,NA,0.869,NA,NA,NA,NA,NA
161010,7.39779,8.29147,7.55792,0.87,NA,NA,NA,NA,NA,NA
161256,7.75846,7.8263,7.93451,0.976,NA,NA,NA,NA,NA,NA
161485,7.13587,7.23141,7.81268,0.845,NA,NA,NA,NA,NA,NA
161644,7.49265,7.2209,8.12558,0.905,NA,NA,NA,NA,NA,NA
161905,7.68429,7.58007,7.80829,0.949,NA,NA,NA,NA,NA,NA
162102,6.6031,7.61594,7.81755,0.739,NA,NA,NA,NA,NA,NA
162209,7.08334,7.06826,8.23423,NA,NA,0.66,NA,NA,NA,NA
162414,7.82998,7.45615,7.5329,NA,0.953,NA,NA,NA,NA,NA
162680,8.40746,8.42813,8.18844,0.734,NA,NA,NA,NA,NA,NA
162959,7.89872,7.34365,8.25986,NA,0.904,NA,NA,NA,NA,NA
163014,6.88778,7.63816,7.56857,NA,0.843,NA,NA,NA,NA,NA
163338,7.22066,7.87621,7.2615,NA,NA,NA,NA,0.83,NA,NA
163435,7.40137,7.99155,8.077,0.936,NA,NA,NA,NA,NA,NA
163640,7.34926,8.31932,8.14043,0.866,NA,NA,NA,NA,NA,NA
163997,7.62847,7.93175,8.23021,0.932,NA,NA,NA,NA,NA,NA
164156,8.13275,7.42277,7.96922,NA,NA,0.815,NA,NA,NA,NA
164374,7.4263,7.65923,7.338,0.95,NA,NA,NA,NA,NA,NA
164459,7.31141,7.51975,8.52463,0.839,NA,NA,NA,NA,NA,NA
164652,8.26295,8.27153,7.80095,0.88,NA,NA,NA,NA,NA,NA
164997,7.2217,7.13832,7.99271,0.85,NA,NA,NA,NA,NA,NA
165157,7.78928,7.94804,8.53597,0.843,NA,NA,NA,NA,NA,NA
165265,7.83673,7.96223,7.23185,NA,0.921,NA,NA,NA,NA,NA
165414,7.33333,8.44559,8.22512,NA,0.802,NA,NA,NA,NA,NA
165700,7.92942,8.46098,8.51861,NA,0.731,NA,NA,NA,NA,NA
165863,8.09514,7.37585,7.56075,NA,NA,0.856,NA,NA,NA,NA
166156,7.91358,8.15682,7.99606,NA,0.886,NA,NA,NA,NA,NA
166288,7.50086,7.61626,8.34371,0.911,NA,NA,NA,NA,NA,NA
166417,7.03377,6.97223,8.15679,0.728,NA,NA,NA,NA,NA,NA
166800,7.30245,7.04774,7.80911,0.829,NA,NA,NA,NA,NA,NA
166955,7.99081,7.55108,8.04917,NA,0.951,NA,NA,NA,NA,NA
167111,7.66217,7.80026,7.25252,0.909,NA,NA,NA,NA,NA,NA
167361,8.37958,7.13977,8.16892,NA,NA,0.746,NA,NA,NA,NA
167568,8.13547,7.49918,7.67336,0.947,NA,NA,NA,NA,NA,NA
167727,7.87605,7.73083,7.8687,0.976,NA,NA,NA,NA,NA,NA
167965,7.65016,7.84809,8.54742,0.843,NA,NA,NA,NA,NA,NA
168199,8.31795,7.07457,8.27623,NA,0.755,NA,NA,NA,NA,NA
168300,7.52685,7.80428,7.31253,0.954,NA,NA,NA,NA,NA,NA
168494,8.00908,7.89709,7.65582,0.974,NA,NA,NA,NA,NA,NA
168774,8.23287,7.4482,7.7077,NA,0.916,NA,NA,NA,NA,NA
168942,7.27941,7.82703,7.87298,0.91,NA,NA,NA,NA,NA,NA
169016,8.48405,7.54051,7.36004,0.861,NA,NA,NA,NA,NA,NA
169382,7.51698,7.63976,7.88703,NA,NA,NA,NA,0.886,NA,NA
169487,8.04704,8.1258,8.04715,NA,NA,NA,NA,0.749,NA,NA
169796,7.9151,7.78901,7.04769,0.896,NA,NA,NA,NA,NA,NA
169884,8.17583,8.00443,7.73302,0.938,NA,NA,NA,NA,NA,NA
170017,8.33987,7.52275,7.55203,0.913,NA,NA,NA,NA,NA,NA
170201,7.5298,6.86058,7.6049,NA,NA,NA,NA,0.694,NA,NA
170579,8.07584,6.95434,6.99625,0.731,NA,NA,NA,NA,NA,NA
170713,7.94236,6.95717,7.74426,NA,NA,NA,NA,0.784,NA,NA
170899,8.55896,7.84295,7.35417,NA,NA,NA,NA,0.746,NA,NA
171197,8.01273,8.16367,7.75324,NA,0.9,NA,NA,NA,NA,NA
171223,7.08323,8.23826,7.6477,NA,NA,0.812,NA,NA,NA,NA
171515,7.70987,7.81609,7.51471,0.983,NA,NA,NA,NA,NA,NA
171701,8.16363,8.52084,8.01019,0.819,NA,NA,NA,NA,NA,NA
171832,8.37523,7.13463,7.7917,0.842,NA,NA,NA,NA,NA,NA
172145,8.07573,7.10492,7.94904,0.883,NA,NA,NA,NA,NA,NA
172238,7.59199,7.58164,7.78583,NA,NA,0.935,NA,NA,NA,NA
172515,6.74263,8.04861,7.73623,0.764,NA,NA,NA,NA,NA,NA
172620,7.59243,8.01688,7.60213,NA,NA,NA,0.773,NA,NA,NA
172876,7.94786,7.5606,7.09597,NA,NA,NA,NA,0.8,NA,NA
173127,7.81821,7.71464,7.69454,NA,NA,NA,0.769,NA,NA,NA
173275,7.7275,8.55357,8.28374,NA,NA,NA,NA,0.734,NA,NA
173554,8.37595,8.37823,8.00639,0.811,NA,NA,NA,NA,NA,NA
173698,7.65673,7.82203,7.89908,NA,NA,NA,NA,NA,0.791,NA
173871,7.61971,8.01808,8.00724,NA,0.944,NA,NA,NA,NA,NA
174129,8.01382,7.84273,7.71576,NA,NA,NA,NA,0.829,NA,NA
174348,6.87919,6.99272,7.9931,0.716,NA,NA,NA,NA,NA,NA
174593,7.80976,8.47821,7.11546,NA,NA,NA,NA,0.736,NA,NA
174696,7.35663,8.15007,7.9153,NA,0.922,NA,NA,NA,NA,NA
174861,7.94947,7.60523,8.3255,0.9,NA,NA,NA,NA,NA,NA
175172,7.84619,7.85249,8.36113,0.894,NA,NA,NA,NA,NA,NA
175217,7.66035,8.26681,7.50175,NA,0.93,NA,NA,NA,NA,NA
175525,7.95948,7.69687,7.48445,0.972,NA,NA,NA,NA,NA,NA
175607,7.67393,8.62052,7.86019,NA,NA,0.765,NA,NA,NA,NA
175985,7.78423,8.16713,7.37136,0.908,NA,NA,NA,NA,NA,NA
176069,8.34777,7.18369,7.20234,0.803,NA,NA,NA,NA,NA,NA
176387,8.2616,8.11175,6.93179,NA,0.767,NA,NA,NA,NA,NA
176446,7.61338,8.08271,8.0072,NA,NA,NA,NA,0.893,NA,NA
176739,7.68255,8.23596,7.10398,NA,0.868,NA,NA,NA,NA,NA
176941,8.00457,8.09337,7.4296,0.929,NA,NA,NA,NA,NA,NA
177012,7.47443,7.9569,7.77068,0.964,NA,NA,NA,NA,NA,NA
177308,7.99432,7.28097,6.88007,NA,0.783,NA,NA,NA,NA,NA
177561,8.10444,7.2497,6.66992,NA,0.662,NA,NA,NA,NA,NA
177615,7.59512,7.6671,7.58048,NA,0.953,NA,NA,NA,NA,NA
177820,6.90068,7.18312,7.80463,0.801,NA,NA,NA,NA,NA,NA
178185,8.50517,7.49842,8.34146,0.802,NA,NA,NA,NA,NA,NA
178341,7.65061,6.91912,8.25259,0.811,NA,NA,NA,NA,NA,NA
178484,7.42255,7.9196,8.3187,0.87,NA,NA,NA,NA,NA,NA
178767,8.17838,6.8742,8.77339,NA,0.618,NA,NA,NA,NA,NA
178803,7.52114,6.78425,8.50706,0.703,NA,NA,NA,NA,NA,NA
179140,7.92963,6.62269,7.21825,0.697,NA,NA,NA,NA,NA,NA
179341,7.71203,8.69381,7.41095,0.802,NA,NA,NA,NA,NA,NA
179558,7.94232,7.79415,6.76183,NA,NA,NA,NA,0.711,NA,NA
179760,7.49478,8.65991,8.01051,NA,NA,NA,NA,0.746,NA,NA
179993,8.00869,8.41109,7.6655,0.881,NA,NA,NA,NA,NA,NA
180029,7.75635,8.67196,7.48807,0.79,NA,NA,NA,NA,NA,NA
180329,8.28788,7.03715,7.72666,NA,NA,0.775,NA,NA,NA,NA
180586,8.04133,7.60061,7.55767,NA,NA,0.903,NA,NA,NA,NA
180790,7.36156,7.57568,7.63824,NA,0.926,NA,NA,NA,NA,NA
180806,8.11106,7.36924,8.29577,NA,0.858,NA,NA,NA,NA,NA
181009,7.50462,7.59412,7.536,0.982,NA,NA,NA,NA,NA,NA
181218,7.48762,7.50309,7.26559,0.939,NA,NA,NA,NA,NA,NA
181533,7.56249,8.26599,7.13541,NA,0.861,NA,NA,NA,NA,NA
181787,7.88356,8.07237,7.6291,0.966,NA,NA,NA,NA,NA,NA
181848,7.22333,7.18295,7.29727,NA,NA,0.754,NA,NA,NA,NA
182142,7.90057,7.78372,7.22291,0.937,NA,NA,NA,NA,NA,NA
182375,7.31753,7.55081,7.31371,0.929,NA,NA,NA,NA,NA,NA
182480,7.42359,7.65387,7.60215,0.98,NA,NA,NA,NA,NA,NA
182651,7.30874,7.85449,8.27816,NA,0.876,NA,NA,NA,NA,NA
182844,7.15508,7.12985,7.98747,NA,NA,NA,NA,0.782,NA,NA
183104,7.02867,7.74397,7.64078,NA,NA,0.803,NA,NA,NA,NA
183346,7.93898,7.55564,7.91863,NA,NA,0.816,NA,NA,NA,NA
183471,8.29914,7.44297,8.0072,NA,NA,NA,NA,0.776,NA,NA
183797,7.18521,7.18812,7.70767,NA,0.874,NA,NA,NA,NA,NA
183852,8.87462,7.69507,6.91182,NA,0.641,NA,NA,NA,NA,NA
184127,7.22917,7.82757,7.05368,NA,0.855,NA,NA,NA,NA,NA
184250,8.20172,7.68673,7.47293,NA,0.924,NA,NA,NA,NA,NA
184517,8.61525,7.32783,7.76651,NA,0.813,NA,NA,NA,NA,NA
184691,8.0297,7.86014,7.85291,0.931,NA,NA,NA,NA,NA,NA
184947,7.40728,7.74399,7.15871,NA,NA,0.854,NA,NA,NA,NA
185105,7.48615,8.13643,8.53924,0.833,NA,NA,NA,NA,NA,NA
185205,6.97668,7.26012,7.8957,NA,0.82,NA,NA,NA,NA,NA
185463,7.33819,7.49329,7.66975,NA,0.957,NA,NA,NA,NA,NA
185621,7.48876,7.7687,7.56333,NA,0.963,NA,NA,NA,NA,NA
185969,8.55135,8.15001,8.08507,NA,0.802,NA,NA,NA,NA,NA
186062,8.5277,7.9492,7.94654,NA,0.853,NA,NA,NA,NA,NA
186332,8.28687,8.33574,8.49994,NA,0.711,NA,NA,NA,NA,NA
186546,8.4323,7.38066,7.5385,NA,0.862,NA,NA,NA,NA,NA
186665,6.96688,6.96531,8.18864,0.687,NA,NA,NA,NA,NA,NA
187000,7.3667,6.61843,8.0896,NA,0.692,NA,NA,NA,NA,NA
187054,7.50508,8.0002,8.26564,NA,0.87,NA,NA,NA,NA,NA
187214,6.97541,7.86726,8.00501,0.837,NA,NA,NA,NA,NA,NA
187419,7.95893,7.68838,7.72549,NA,NA,0.904,NA,NA,NA,NA
187794,8.03355,7.1272,7.08526,0.82,NA,NA,NA,NA,NA,NA
187853,7.72703,7.89867,7.15097,0.914,NA,NA,NA,NA,NA,NA
188173,7.55271,8.24328,7.83763,0.937,NA,NA,NA,NA,NA,NA
188211,8.10894,7.18095,7.11412,0.814,NA,NA,NA,NA,NA,NA
188507,7.81189,7.21513,7.41721,NA,0.917,NA,NA,NA,NA,NA
188694,7.29487,8.09323,7.55436,NA,0.926,NA,NA,NA,NA,NA
188812,7.1948,8.14041,7.17331,NA,NA,NA,NA,0.782,NA,NA
189104,7.17907,7.74718,7.77518,NA,0.892,NA,NA,NA,NA,NA
189385,7.47654,7.09569,7.80389,NA,NA,NA,0.63,NA,NA,NA
189571,7.29951,7.72368,8.42235,0.866,NA,NA,NA,NA,NA,NA
189614,8.38215,7.96354,7.98112,NA,NA,0.727,NA,NA,NA,NA
189988,8.33707,8.43534,7.19976,0.774,NA,NA,NA,NA,NA,NA
190048,7.62902,8.38291,8.22256,NA,0.858,NA,NA,NA,NA,NA
190325,7.84785,7.64199,8.36014,NA,NA,0.817,NA,NA,NA,NA
190502,7.62431,7.81849,7.90318,NA,NA,0.909,NA,NA,NA,NA
190673,8.6288,7.49379,7.38081,NA,NA,0.749,NA,NA,NA,NA
190868,6.74965,7.5006,7.4899,NA,0.78,NA,NA,NA,NA,NA
191103,7.45114,7.44282,7.66771,NA,0.949,NA,NA,NA,NA,NA
191268,7.97862,7.83134,6.87077,NA,NA,0.759,NA,NA,NA,NA
191485,7.22717,7.70604,8.31284,NA,0.881,NA,NA,NA,NA,NA
191733,8.80726,7.18812,8.12177,NA,NA,NA,NA,0.612,NA,NA
191987,8.56458,7.37846,7.64219,NA,NA,NA,NA,NA,NA,0.495
192019,7.36414,7.94418,8.38783,NA,NA,NA,NA,0.792,NA,NA
192375,7.67873,7.91681,7.17647,NA,NA,NA,NA,0.829,NA,NA
192597,8.10187,7.14985,7.88393,0.895,NA,NA,NA,NA,NA,NA
192776,7.15284,7.8973,7.83647,NA,NA,0.872,NA,NA,NA,NA
192959,7.98186,7.78359,7.85814,NA,NA,0.803,NA,NA,NA,NA
193112,7.75988,8.11411,7.43828,0.937,NA,NA,NA,NA,NA,NA
193224,8.25022,8.2244,8.44475,NA,NA,0.707,NA,NA,NA,NA
193526,7.68775,8.13907,8.4206,NA,NA,0.793,NA,NA,NA,NA
193772,8.44026,7.17304,7.85869,0.798,NA,NA,NA,NA,NA,NA
193858,7.69225,7.18332,7.33519,0.872,NA,NA,NA,NA,NA,NA
194075,7.54268,8.29599,8.22277,NA,0.857,NA,NA,NA,NA,NA
194372,7.79963,8.56752,8.33979,NA,NA,0.657,NA,NA,NA,NA
194585,7.34953,7.98745,8.40646,0.841,NA,NA,NA,NA,NA,NA
194692,7.82982,8.02591,7.85204,0.959,NA,NA,NA,NA,NA,NA
194894,8.62387,6.79509,8.11886,NA,NA,NA,NA,0.582,NA,NA
195155,7.61027,7.45317,8.41783,NA,NA,NA,0.657,NA,NA,NA
195399,7.13754,7.60924,8.48016,NA,0.793,NA,NA,NA,NA,NA
195553,7.3278,8.05305,7.89593,NA,0.936,NA,NA,NA,NA,NA
195705,7.8992,8.25502,7.31235,NA,NA,NA,NA,0.791,NA,NA
195848,7.87488,7.50128,7.64596,NA,0.952,NA,NA,NA,NA,NA
196156,8.17456,8.21689,6.46025,NA,0.609,NA,NA,NA,NA,NA
196290,7.60559,7.48588,7.25627,NA,0.925,NA,NA,NA,NA,NA
196528,7.45138,7.30165,8.0724,NA,NA,0.803,NA,NA,NA,NA
196646,7.14728,7.23119,8.16724,NA,0.839,NA,NA,NA,NA,NA
196882,8.16726,7.94621,7.6092,0.938,NA,NA,NA,NA,NA,NA
197179,7.92869,7.76727,7.50255,NA,0.961,NA,NA,NA,NA,NA
197245,7.36353,7.08237,8.10556,NA,NA,NA,NA,0.746,NA,NA
197583,8.00925,7.24534,7.94254,0.924,NA,NA,NA,NA,NA,NA
197755,8.05708,7.93035,7.88592,0.958,NA,NA,NA,NA,NA,NA
197938,7.82169,7.80678,7.89306,NA,NA,0.879,NA,NA,NA,NA
198135,7.21832,7.75827,7.48469,0.937,NA,NA,NA,NA,NA,NA
198332,7.81411,8.00808,7.38448,NA,NA,NA,NA,0.882,NA,NA
198571,8.50648,8.11572,7.83906,NA,0.836,NA,NA,NA,NA,NA
198741,8.05526,8.09265,7.43855,NA,0.924,NA,NA,NA,NA,NA
198943,7.88285,7.98845,7.16105,NA,NA,NA,0.676,NA,NA,NA
199123,7.56697,7.23491,8.18606,NA,NA,NA,NA,0.835,NA,NA
199319,8.05862,7.76439,8.32505,0.903,NA,NA,NA,NA,NA,NA
199448,7.80665,7.2307,7.98736,NA,0.898,NA,NA,NA,NA,NA
199609,7.61582,7.32149,7.82529,NA,NA,NA,NA,0.799,NA,NA
200000,7.69906,7.69883,7.14811,NA,0.905,NA,NA,NA,NA,NA
