id,x0,x1,x2,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness6.5,fitness9.5
68765,8.52533,7.67873,8.71334,0.715,NA,NA,NA,NA,NA,NA
68822,7.77497,7.81982,9.00568,0.743,NA,NA,NA,NA,NA,NA
69057,7.25626,7.77184,8.28076,0.893,NA,NA,NA,NA,NA,NA
69266,7.63051,7.5944,8.1822,NA,NA,NA,NA,0.84,NA,NA
69543,7.30663,7.84842,7.3558,NA,NA,NA,0.752,NA,NA,NA
69623,7.84796,7.61619,7.23581,0.918,NA,NA,NA,NA,NA,NA
69834,7.29963,7.75418,7.18563,NA,0.904,NA,NA,NA,NA,NA
70142,8.1035,7.96959,7.66482,0.949,NA,NA,NA,NA,NA,NA
70263,7.69436,8.27967,7.73264,0.933,NA,NA,NA,NA,NA,NA
70479,7.82929,7.07549,8.05854,NA,0.884,NA,NA,NA,NA,NA
70616,7.54468,7.45335,8.34437,NA,NA,NA,NA,0.774,NA,NA
70948,7.79197,7.91684,8.25792,NA,0.878,NA,NA,NA,NA,NA
71033,8.09522,7.81092,7.64112,NA,NA,NA,0.747,NA,NA,NA
71339,8.55439,7.57294,7.37226,NA,NA,NA,NA,0.714,NA,NA
71454,8.19441,6.92609,7.08775,NA,0.73,NA,NA,NA,NA,NA
71671,8.57145,6.68588,7.49301,NA,0.647,NA,NA,NA,NA,NA
71848,8.35241,8.29818,7.52744,0.851,NA,NA,NA,NA,NA,NA
72165,8.96968,7.92865,8.07475,NA,0.713,NA,NA,NA,NA,NA
72318,8.40464,8.1635,8.42813,NA,NA,NA,NA,0.708,NA,NA
72424,8.30544,7.928,7.95704,NA,NA,NA,NA,0.743,NA,NA
72646,8.22865,8.05219,8.35668,NA,NA,0.798,NA,NA,NA,NA
72911,8.12275,8.22617,8.04083,0.892,NA,NA,NA,NA,NA,NA
73137,8.30274,8.29783,8.28529,NA,NA,0.644,NA,NA,NA,NA
73353,7.92831,8.28641,7.59045,NA,NA,0.852,NA,NA,NA,NA
73406,7.65188,7.90263,8.48069,NA,NA,0.828,NA,NA,NA,NA
73660,7.93413,7.28395,7.65141,NA,0.949,NA,NA,NA,NA,NA
73922,7.13259,8.05534,7.38733,NA,NA,NA,NA,0.788,NA,NA
74102,6.84257,8.21099,7.82431,0.782,NA,NA,NA,NA,NA,NA
74260,7.4308,8.09663,7.67882,0.915,NA,NA,NA,NA,NA,NA
74453,7.09604,7.77257,7.78104,NA,NA,0.847,NA,NA,NA,NA
74644,8.48127,7.63728,7.76968,NA,NA,0.834,NA,NA,NA,NA
74985,7.73272,8.15108,8.21047,NA,NA,0.829,NA,NA,NA,NA
75125,8.151,7.64363,7.62112,NA,0.931,NA,NA,NA,NA,NA
75321,7.82711,8.21207,8.76183,0.766,NA,NA,NA,NA,NA,NA
75485,8.09476,7.26827,7.80696,NA,NA,0.808,NA,NA,NA,NA
75737,8.36492,8.1055,7.77427,0.887,NA,NA,NA,NA,NA,NA
75823,8.72726,8.22463,8.23514,NA,0.706,NA,NA,NA,NA,NA
76050,7.23975,7.40345,7.22876,NA,0.878,NA,NA,NA,NA,NA
76255,7.80009,7.76988,7.65629,0.997,NA,NA,NA,NA,NA,NA
76472,7.89288,8.01588,7.7536,NA,NA,NA,NA,0.884,NA,NA
76604,8.23649,8.65629,7.3241,0.761,NA,NA,NA,NA,NA,NA
76982,7.97101,7.70961,7.55581,NA,0.93,NA,NA,NA,NA,NA
77194,8.01613,7.31051,8.83709,0.742,NA,NA,NA,NA,NA,NA
77259,8.82211,7.82707,7.82026,NA,0.796,NA,NA,NA,NA,NA
77433,8.09834,7.50486,7.47375,NA,0.918,NA,NA,NA,NA,NA
77768,7.22829,7.44261,7.73281,0.935,NA,NA,NA,NA,NA,NA
77909,7.84629,7.38302,7.69186,NA,NA,0.801,NA,NA,NA,NA
78063,8.45389,7.86609,7.61063,NA,NA,0.722,NA,NA,NA,NA
78335,8.81966,8.20199,8.01187,NA,NA,0.682,NA,NA,NA,NA
78595,7.79804,7.0697,8.18098,NA,0.857,NA,NA,NA,NA,NA
78685,7.10516,8.2365,7.80544,NA,NA,0.716,NA,NA,NA,NA
78895,8.00345,8.58435,8.22361,0.797,NA,NA,NA,NA,NA,NA
79049,8.40687,7.13846,7.83396,NA,0.816,NA,NA,NA,NA,NA
79255,7.69306,8.1392,8.32383,NA,0.892,NA,NA,NA,NA,NA
79467,8.04706,7.51689,8.43849,0.84,NA,NA,NA,NA,NA,NA
79660,7.58193,8.83149,8.22245,0.747,NA,NA,NA,NA,NA,NA
79802,7.93265,6.95712,7.37022,0.829,NA,NA,NA,NA,NA,NA
80008,8.57359,6.91843,7.36115,NA,0.704,NA,NA,NA,NA,NA
80393,7.67742,7.43791,8.28384,NA,NA,NA,NA,0.856,NA,NA
80454,7.83693,7.39085,8.20101,NA,0.898,NA,NA,NA,NA,NA
80677,8.00903,7.4417,7.46262,NA,0.917,NA,NA,NA,NA,NA
80954,8.69366,7.47539,7.06186,NA,0.728,NA,NA,NA,NA,NA
81050,8.45817,7.49508,7.72726,0.866,NA,NA,NA,NA,NA,NA
81260,7.86556,8.24474,7.0824,0.83,NA,NA,NA,NA,NA,NA
81405,7.36707,7.91077,8.02466,0.941,NA,NA,NA,NA,NA,NA
81782,7.52208,7.36175,8.46978,NA,0.858,NA,NA,NA,NA,NA
81877,7.52086,7.8183,7.64049,0.982,NA,NA,NA,NA,NA,NA
82144,7.8237,7.32648,7.13081,NA,0.887,NA,NA,NA,NA,NA
82254,7.53328,7.38997,7.2838,NA,NA,NA,NA,0.836,NA,NA
82545,8.39984,7.7801,7.72637,NA,0.91,NA,NA,NA,NA,NA
82636,7.17625,7.81076,6.89139,0.794,NA,NA,NA,NA,NA,NA
82958,7.76139,7.69452,7.57275,NA,0.969,NA,NA,NA,NA,NA
83066,7.47038,7.59996,7.99276,NA,NA,NA,NA,0.805,NA,NA
83258,7.88882,8.52002,6.89995,0.708,NA,NA,NA,NA,NA,NA
83545,7.40304,7.91779,8.29364,0.892,NA,NA,NA,NA,NA,NA
83669,7.82013,8.4444,7.69081,NA,NA,0.786,NA,NA,NA,NA
83847,8.24713,7.93635,7.18387,NA,NA,0.728,NA,NA,NA,NA
84061,7.71088,8.19132,7.61517,0.911,NA,NA,NA,NA,NA,NA
84370,7.93491,8.67939,7.4909,0.801,NA,NA,NA,NA,NA,NA
84435,7.24584,7.63491,7.73297,0.952,NA,NA,NA,NA,NA,NA
84773,7.743,7.2991,8.94451,0.723,NA,NA,NA,NA,NA,NA
84809,8.02069,7.01287,8.72244,0.703,NA,NA,NA,NA,NA,NA
85099,7.6618,7.35492,8.2814,NA,NA,0.855,NA,NA,NA,NA
85217,7.83287,7.82809,7.58131,NA,0.944,NA,NA,NA,NA,NA
85540,7.53013,7.48123,8.45632,0.87,NA,NA,NA,NA,NA,NA
85797,7.52117,7.64296,7.79722,0.964,NA,NA,NA,NA,NA,NA
85929,8.11823,8.29369,7.86318,NA,NA,0.828,NA,NA,NA,NA
86151,8.55062,7.47946,7.53203,0.847,NA,NA,NA,NA,NA,NA
86340,7.80326,7.51379,7.58607,0.979,NA,NA,NA,NA,NA,NA
86597,7.90923,7.7072,7.63061,NA,0.938,NA,NA,NA,NA,NA
86608,7.88942,7.55999,7.52872,NA,NA,NA,0.802,NA,NA,NA
86839,7.35215,7.88883,7.87189,NA,0.95,NA,NA,NA,NA,NA
87114,7.88983,8.07995,7.51327,NA,0.954,NA,NA,NA,NA,NA
87392,8.24573,7.72898,7.77463,0.923,NA,NA,NA,NA,NA,NA
87575,8.24732,7.58445,7.76288,0.91,NA,NA,NA,NA,NA,NA
87692,8.04663,8.14767,6.98687,NA,0.791,NA,NA,NA,NA,NA
87962,7.36168,7.7801,8.12323,0.938,NA,NA,NA,NA,NA,NA
88055,7.66631,8.56607,7.61444,NA,NA,0.8,NA,NA,NA,NA
88323,7.83144,7.98537,6.87661,NA,NA,0.776,NA,NA,NA,NA
88467,6.97639,8.1441,7.89227,0.814,NA,NA,NA,NA,NA,NA
88745,7.48985,7.04374,7.93841,0.875,NA,NA,NA,NA,NA,NA
88845,7.90892,7.50941,7.548,NA,NA,NA,NA,NA,0.753,NA
89134,7.79296,7.38395,8.30874,NA,NA,0.861,NA,NA,NA,NA
89284,8.29651,7.61377,6.79733,NA,NA,0.642,NA,NA,NA,NA
89412,7.53655,7.00613,7.45382,0.875,NA,NA,NA,NA,NA,NA
89646,8.37717,7.67972,7.57742,NA,NA,NA,NA,0.788,NA,NA
89905,7.43851,6.89767,7.40528,0.826,NA,NA,NA,NA,NA,NA
90197,8.02349,7.79903,9.02114,NA,0.726,NA,NA,NA,NA,NA
90303,8.56524,7.76207,8.00971,NA,0.846,NA,NA,NA,NA,NA
90600,8.41007,7.5536,7.84465,NA,NA,0.8,NA,NA,NA,NA
90638,7.74901,7.12368,7.63331,NA,NA,0.741,NA,NA,NA,NA
90964,7.30718,8.5533,7.64958,0.815,NA,NA,NA,NA,NA,NA
91110,7.52581,8.23079,8.22814,NA,NA,0.839,NA,NA,NA,NA
91275,8.34801,7.98954,7.79688,NA,0.877,NA,NA,NA,NA,NA
91454,8.12189,7.91153,7.40474,0.937,NA,NA,NA,NA,NA,NA
91717,7.53833,7.0208,7.86622,NA,0.884,NA,NA,NA,NA,NA
91872,7.5418,7.90182,7.15163,0.912,NA,NA,NA,NA,NA,NA
92008,8.16913,8.78015,6.8589,0.602,NA,NA,NA,NA,NA,NA
92254,8.4046,7.28552,8.34709,0.783,NA,NA,NA,NA,NA,NA
92564,7.66898,8.33047,7.81893,NA,NA,0.872,NA,NA,NA,NA
92734,8.32529,7.86316,7.22719,0.852,NA,NA,NA,NA,NA,NA
92906,8.10248,8.58296,8.07037,NA,NA,0.744,NA,NA,NA,NA
93106,7.7371,8.38395,7.21618,NA,NA,0.812,NA,NA,NA,NA
93378,7.78925,8.36649,7.7522,0.913,NA,NA,NA,NA,NA,NA
93496,7.77574,7.02598,8.55052,NA,NA,0.72,NA,NA,NA,NA
93741,7.15428,7.20648,8.45591,NA,NA,0.673,NA,NA,NA,NA
93974,7.37871,7.72458,8.54633,0.831,NA,NA,NA,NA,NA,NA
94160,7.68274,8.13543,8.86973,0.736,NA,NA,NA,NA,NA,NA
94326,7.30532,7.58794,7.88538,0.952,NA,NA,NA,NA,NA,NA
94532,7.11974,7.59751,8.34274,NA,NA,NA,NA,0.79,NA,NA
94793,7.19106,7.16014,7.98864,NA,NA,NA,NA,0.801,NA,NA
94839,8.20633,7.54423,7.68388,NA,NA,NA,NA,0.803,NA,NA
95142,8.75847,8.34723,7.47169,0.729,NA,NA,NA,NA,NA,NA
95357,8.1964,8.75997,8.0393,NA,NA,NA,NA,0.688,NA,NA
95540,8.02868,7.96039,7.53156,0.958,NA,NA,NA,NA,NA,NA
95776,8.18286,8.1102,6.87235,NA,0.776,NA,NA,NA,NA,NA
95978,8.17745,7.53229,6.93286,NA,0.805,NA,NA,NA,NA,NA
96002,7.97214,7.60611,7.28082,NA,0.919,NA,NA,NA,NA,NA
96317,7.00613,7.80707,7.00811,NA,NA,0.742,NA,NA,NA,NA
96462,7.77764,7.87689,8.54389,NA,NA,0.807,NA,NA,NA,NA
96753,7.55403,7.62077,8.31379,NA,NA,0.848,NA,NA,NA,NA
96878,7.44116,8.07044,7.93208,NA,0.947,NA,NA,NA,NA,NA
97121,6.99059,8.03328,7.33086,NA,0.79,NA,NA,NA,NA,NA
97310,7.96436,7.47011,7.53845,NA,NA,0.862,NA,NA,NA,NA
97411,7.21325,7.96366,7.42038,0.916,NA,NA,NA,NA,NA,NA
97752,8.23545,7.19219,7.92976,NA,NA,0.815,NA,NA,NA,NA
97909,7.99789,7.28357,7.90423,NA,0.935,NA,NA,NA,NA,NA
98042,7.25875,8.0287,7.65731,NA,0.935,NA,NA,NA,NA,NA
98346,7.27123,7.93478,8.15324,NA,0.903,NA,NA,NA,NA,NA
98495,7.67591,6.93225,7.80242,0.869,NA,NA,NA,NA,NA,NA
98730,7.85852,7.16874,7.87802,NA,0.891,NA,NA,NA,NA,NA
98978,7.85875,7.92505,8.44904,NA,0.885,NA,NA,NA,NA,NA
99165,8.34702,7.60173,7.80251,NA,0.879,NA,NA,NA,NA,NA
99211,7.15048,8.25064,8.12372,NA,0.81,NA,NA,NA,NA,NA
99565,7.28018,7.75562,8.39624,NA,0.869,NA,NA,NA,NA,NA
99759,7.79205,8.01406,8.10821,NA,0.945,NA,NA,NA,NA,NA
99989,8.25575,8.1248,8.35834,0.824,NA,NA,NA,NA,NA,NA
100106,7.76002,7.99867,7.0266,0.857,NA,NA,NA,NA,NA,NA
100263,8.27852,8.09574,7.0534,NA,0.775,NA,NA,NA,NA,NA
100542,7.84556,7.42124,7.67242,0.97,NA,NA,NA,NA,NA,NA
100690,7.56117,7.73007,8.46532,NA,NA,NA,NA,0.792,NA,NA
100822,7.76059,7.90897,7.2379,NA,0.941,NA,NA,NA,NA,NA
101157,8.32776,7.26497,7.95807,0.871,NA,NA,NA,NA,NA,NA
101352,7.93156,7.89033,7.71834,0.979,NA,NA,NA,NA,NA,NA
101554,7.98302,7.83665,7.82565,NA,0.967,NA,NA,NA,NA,NA
101609,7.32543,7.64072,8.04096,NA,0.928,NA,NA,NA,NA,NA
101814,7.82586,7.85577,7.27898,NA,0.936,NA,NA,NA,NA,NA
102199,7.60537,8.18583,8.0956,0.911,NA,NA,NA,NA,NA,NA
102319,7.95949,7.6823,8.17205,0.942,NA,NA,NA,NA,NA,NA
102489,7.4922,7.37446,7.45498,0.948,NA,NA,NA,NA,NA,NA
102777,7.64473,7.47823,7.30204,NA,0.945,NA,NA,NA,NA,NA
102953,8.27517,7.63518,8.07853,0.879,NA,NA,NA,NA,NA,NA
103007,8.16535,8.10201,8.00822,NA,NA,NA,NA,0.808,NA,NA
103281,8.63095,7.57525,7.63684,NA,0.846,NA,NA,NA,NA,NA
103496,7.432,7.56497,8.39917,NA,NA,0.846,NA,NA,NA,NA
103687,7.9935,8.42885,7.58595,NA,0.87,NA,NA,NA,NA,NA
103965,8.58898,8.43918,6.95352,NA,0.627,NA,NA,NA,NA,NA
104099,8.1769,7.46423,7.62571,NA,NA,NA,NA,0.878,NA,NA
104260,8.921,7.90959,7.93097,NA,0.756,NA,NA,NA,NA,NA
104423,7.9441,7.74999,7.5842,NA,NA,0.926,NA,NA,NA,NA
104775,7.59295,8.65061,7.93816,0.8,NA,NA,NA,NA,NA,NA
104960,7.0178,8.04514,7.11101,0.798,NA,NA,NA,NA,NA,NA
105097,7.03645,7.61604,7.5022,NA,0.883,NA,NA,NA,NA,NA
105378,7.6584,8.86879,7.42839,NA,0.754,NA,NA,NA,NA,NA
105578,7.69481,7.96055,7.21245,NA,NA,0.835,NA,NA,NA,NA
105771,7.7647,6.81805,7.50103,NA,0.804,NA,NA,NA,NA,NA
105827,7.62615,8.33176,8.56174,NA,NA,0.736,NA,NA,NA,NA
106189,7.48169,8.04388,7.39155,0.938,NA,NA,NA,NA,NA,NA
106255,7.40046,7.1166,7.23507,NA,NA,NA,NA,0.74,NA,NA
106551,6.7717,7.95454,7.5886,0.802,NA,NA,NA,NA,NA,NA
106665,7.25007,7.47684,7.453,NA,0.91,NA,NA,NA,NA,NA
106991,7.77189,7.4213,7.03417,NA,0.841,NA,NA,NA,NA,NA
107166,8.52553,7.32536,7.82305,NA,NA,NA,NA,0.769,NA,NA
107369,7.77117,8.1032,7.41048,0.949,NA,NA,NA,NA,NA,NA
107528,8.11514,7.86936,7.40155,NA,NA,NA,NA,0.854,NA,NA
107703,7.22991,7.31767,7.73647,NA,0.885,NA,NA,NA,NA,NA
107965,7.74888,7.25927,7.88804,0.95,NA,NA,NA,NA,NA,NA
108062,7.60764,7.86815,7.55752,NA,NA,NA,NA,NA,0.768,NA
108258,7.42339,7.92037,8.15323,NA,NA,0.853,NA,NA,NA,NA
108598,7.43142,8.28847,8.14217,NA,NA,0.805,NA,NA,NA,NA
108671,7.61992,7.26824,8.19001,0.9,NA,NA,NA,NA,NA,NA
108880,8.22492,8.16994,8.05629,NA,0.881,NA,NA,NA,NA,NA
109091,7.1576,7.55489,8.29119,NA,NA,0.781,NA,NA,NA,NA
109261,8.09954,7.54099,7.81989,NA,NA,0.887,NA,NA,NA,NA
109468,8.30586,8.01834,7.84306,NA,NA,NA,NA,0.753,NA,NA
109745,7.36262,8.32409,8.07633,NA,NA,NA,NA,0.722,NA,NA
109842,7.97417,8.16941,7.71398,NA,0.936,NA,NA,NA,NA,NA
110043,7.68391,6.93618,7.78844,0.864,NA,NA,NA,NA,NA,NA
110299,7.56002,7.52472,6.8857,NA,0.805,NA,NA,NA,NA,NA
110437,7.50407,7.5386,7.86269,0.976,NA,NA,NA,NA,NA,NA
110662,7.89073,8.18239,7.39556,0.893,NA,NA,NA,NA,NA,NA
110894,8.0948,7.9917,7.70494,NA,NA,NA,NA,0.872,NA,NA
111066,7.53623,7.83275,7.83592,NA,NA,NA,NA,0.886,NA,NA
111256,7.14327,7.25534,7.48389,0.874,NA,NA,NA,NA,NA,NA
111523,8.29214,7.31623,8.13804,NA,0.862,NA,NA,NA,NA,NA
111662,8.26204,7.24316,7.39251,0.844,NA,NA,NA,NA,NA,NA
111890,7.62898,7.98809,7.56593,0.977,NA,NA,NA,NA,NA,NA
112027,7.3424,8.00565,7.35542,NA,NA,0.872,NA,NA,NA,NA
112207,7.32431,8.18564,8.50303,0.788,NA,NA,NA,NA,NA,NA
112419,7.40909,8.42704,7.50693,0.871,NA,NA,NA,NA,NA,NA
112683,6.94811,7.64976,7.78617,NA,0.845,NA,NA,NA,NA,NA
112881,7.36621,7.1475,8.132,0.872,NA,NA,NA,NA,NA,NA
113056,7.19369,7.14136,7.49428,NA,0.845,NA,NA,NA,NA,NA
113218,8.08289,7.04578,8.57645,NA,0.729,NA,NA,NA,NA,NA
113571,7.33892,8.13594,7.3734,NA,0.876,NA,NA,NA,NA,NA
113740,7.80964,8.33501,8.33662,NA,0.796,NA,NA,NA,NA,NA
113817,7.48373,7.22582,7.1373,0.844,NA,NA,NA,NA,NA,NA
114160,8.26356,8.11693,7.37779,0.884,NA,NA,NA,NA,NA,NA
114393,7.76732,7.70115,7.86281,NA,NA,0.905,NA,NA,NA,NA
114488,7.17835,7.74347,7.83979,NA,0.909,NA,NA,NA,NA,NA
114645,7.45408,7.64668,7.81248,0.983,NA,NA,NA,NA,NA,NA
114905,8.17065,8.00687,7.39955,NA,NA,0.844,NA,NA,NA,NA
115185,8.19415,8.17046,7.31659,0.859,NA,NA,NA,NA,NA,NA
115231,8.0151,8.82998,8.0846,0.716,NA,NA,NA,NA,NA,NA
115587,7.62978,8.25303,7.98323,0.91,NA,NA,NA,NA,NA,NA
115711,7.27044,7.25381,8.11371,NA,0.856,NA,NA,NA,NA,NA
115907,8.64251,8.3259,7.47241,NA,NA,0.71,NA,NA,NA,NA
116181,7.79672,8.18577,8.42583,NA,0.856,NA,NA,NA,NA,NA
116371,6.89289,7.64698,8.53101,NA,0.715,NA,NA,NA,NA,NA
116574,6.79653,7.53658,8.52116,NA,0.666,NA,NA,NA,NA,NA
116664,7.65249,7.62374,8.30088,NA,NA,0.848,NA,NA,NA,NA
116927,7.18715,7.39412,7.95025,0.894,NA,NA,NA,NA,NA,NA
117013,8.73514,8.02232,7.9671,NA,NA,0.717,NA,NA,NA,NA
117317,8.04111,8.46639,7.90411,NA,0.857,NA,NA,NA,NA,NA
117554,7.92623,7.62519,7.26468,0.938,NA,NA,NA,NA,NA,NA
117673,7.77443,7.44209,7.56148,NA,NA,0.89,NA,NA,NA,NA
117898,6.54063,7.93712,7.26147,NA,NA,0.633,NA,NA,NA,NA
118004,7.02138,7.62731,7.58957,NA,0.848,NA,NA,NA,NA,NA
118335,7.39397,6.75873,7.00512,NA,0.687,NA,NA,NA,NA,NA
118414,7.88264,7.36667,7.68222,NA,0.968,NA,NA,NA,NA,NA
118711,7.89361,8.14336,6.95552,NA,0.83,NA,NA,NA,NA,NA
118915,8.72897,7.39544,7.21848,NA,NA,0.707,NA,NA,NA,NA
119027,7.43876,8.02945,7.26493,0.879,NA,NA,NA,NA,NA,NA
119212,8.0885,7.91604,8.47017,NA,NA,NA,NA,0.724,NA,NA
119580,7.42533,7.18936,6.82983,NA,0.723,NA,NA,NA,NA,NA
119732,8.25441,7.89631,7.94752,NA,0.915,NA,NA,NA,NA,NA
119867,8.22818,8.00042,8.22485,0.88,NA,NA,NA,NA,NA,NA
120089,7.21583,7.71954,8.23223,NA,NA,NA,NA,0.839,NA,NA
120272,8.14635,8.68072,6.88325,0.657,NA,NA,NA,NA,NA,NA
120420,7.37713,7.90097,7.60188,0.957,NA,NA,NA,NA,NA,NA
120752,8.26765,7.20925,7.47809,0.842,NA,NA,NA,NA,NA,NA
120891,7.90593,7.12294,7.54144,NA,NA,0.823,NA,NA,NA,NA
121069,8.0765,7.61094,8.16929,0.924,NA,NA,NA,NA,NA,NA
121322,7.14241,7.7467,8.24027,NA,0.875,NA,NA,NA,NA,NA
121451,8.14107,7.879,7.39651,NA,NA,NA,NA,0.879,NA,NA
121639,7.7317,7.17525,7.12675,NA,0.85,NA,NA,NA,NA,NA
121990,7.40001,6.9134,8.27168,0.768,NA,NA,NA,NA,NA,NA
122154,7.54747,8.18392,7.5575,0.945,NA,NA,NA,NA,NA,NA
122341,6.99898,8.07327,8.35379,NA,0.776,NA,NA,NA,NA,NA
122596,7.41722,7.44454,7.34177,0.893,NA,NA,NA,NA,NA,NA
122619,8.03834,8.93001,7.60657,NA,NA,NA,NA,0.618,NA,NA
122973,7.00554,7.94427,8.54939,0.76,NA,NA,NA,NA,NA,NA
123053,7.49185,7.86102,7.93143,NA,NA,NA,NA,0.906,NA,NA
123359,8.19251,7.97354,7.87679,0.892,NA,NA,NA,NA,NA,NA
123568,8.46762,7.45059,7.99006,NA,0.831,NA,NA,NA,NA,NA
123744,8.59087,7.48325,7.51365,0.846,NA,NA,NA,NA,NA,NA
123929,8.15687,7.9212,7.64842,NA,0.948,NA,NA,NA,NA,NA
124134,7.63354,7.30308,8.27812,0.874,NA,NA,NA,NA,NA,NA
124277,8.22172,8.17658,8.22663,NA,0.851,NA,NA,NA,NA,NA
124529,8.40098,7.91305,7.88725,NA,NA,NA,NA,0.781,NA,NA
124695,7.53722,8.19908,7.70509,NA,NA,NA,0.733,NA,NA,NA
124857,8.40221,7.42924,7.05024,NA,0.802,NA,NA,NA,NA,NA
125012,8.03553,8.67456,7.97322,0.803,NA,NA,NA,NA,NA,NA
125358,7.73524,7.67807,7.76606,NA,NA,0.938,NA,NA,NA,NA
125455,6.88855,8.2087,7.48864,NA,0.797,NA,NA,NA,NA,NA
125697,7.43716,7.74842,8.28111,0.912,NA,NA,NA,NA,NA,NA
125872,7.00608,7.40164,8.29662,0.802,NA,NA,NA,NA,NA,NA
126150,7.35866,7.10368,8.27495,NA,0.831,NA,NA,NA,NA,NA
126367,8.01744,7.7363,7.10441,0.885,NA,NA,NA,NA,NA,NA
126412,7.30074,8.08997,8.29957,0.857,NA,NA,NA,NA,NA,NA
126689,7.38984,6.57998,8.09366,0.665,NA,NA,NA,NA,NA,NA
126830,8.09989,7.01103,7.79444,0.823,NA,NA,NA,NA,NA,NA
127138,7.90549,7.70965,8.35995,NA,0.866,NA,NA,NA,NA,NA
127213,7.89454,7.76272,8.34592,NA,NA,NA,NA,0.812,NA,NA
127566,8.25839,7.43857,8.07563,NA,0.893,NA,NA,NA,NA,NA
127710,8.14212,7.72354,8.15592,0.924,NA,NA,NA,NA,NA,NA
127838,7.86847,7.32332,8.82239,0.767,NA,NA,NA,NA,NA,NA
128102,8.65853,7.11132,7.70771,0.751,NA,NA,NA,NA,NA,NA
128249,7.43202,8.29106,7.2303,0.866,NA,NA,NA,NA,NA,NA
128558,7.30731,8.33433,8.18654,NA,0.802,NA,NA,NA,NA,NA
128739,7.87792,8.63882,8.10157,NA,0.811,NA,NA,NA,NA,NA
128909,8.18895,7.63245,7.64163,NA,0.951,NA,NA,NA,NA,NA
129017,7.79969,7.60818,8.82879,0.794,NA,NA,NA,NA,NA,NA
129208,7.73729,6.77506,7.66998,NA,0.819,NA,NA,NA,NA,NA
129580,8.00143,8.43062,7.21702,0.798,NA,NA,NA,NA,NA,NA
129651,8.08916,8.07607,7.1436,0.845,NA,NA,NA,NA,NA,NA
129996,8.24805,8.38426,8.2169,0.81,NA,NA,NA,NA,NA,NA
130129,7.94187,7.465,8.17605,NA,NA,0.876,NA,NA,NA,NA
130343,7.83989,8.3167,7.95884,0.887,NA,NA,NA,NA,NA,NA
130406,8.22121,7.64693,7.89377,NA,NA,NA,NA,NA,0.745,NA
130699,6.74986,6.55124,7.40115,0.504,NA,NA,NA,NA,NA,NA
130828,8.0529,7.80711,8.24501,NA,NA,NA,NA,0.841,NA,NA
131064,7.87937,7.56556,8.58587,0.853,NA,NA,NA,NA,NA,NA
131257,8.4727,7.50796,7.77246,NA,NA,0.764,NA,NA,NA,NA
131454,7.74789,7.84399,7.74165,0.995,NA,NA,NA,NA,NA,NA
131789,8.54665,7.656,7.54798,NA,0.868,NA,NA,NA,NA,NA
131958,8.12592,7.07462,7.76157,NA,0.857,NA,NA,NA,NA,NA
132189,8.42108,6.73417,8.03192,NA,0.672,NA,NA,NA,NA,NA
132308,8.02426,8.41395,7.77984,NA,0.883,NA,NA,NA,NA,NA
132531,8.02414,8.28372,7.11172,NA,NA,NA,NA,0.723,NA,NA
132782,7.52376,7.19659,7.83837,NA,0.895,NA,NA,NA,NA,NA
132905,6.94055,6.62041,7.49707,NA,0.626,NA,NA,NA,NA,NA
133183,6.97582,7.49966,7.04884,NA,NA,0.678,NA,NA,NA,NA
133224,7.54742,7.64346,7.72615,NA,NA,0.908,NA,NA,NA,NA
133510,8.11147,8.02064,7.2124,0.895,NA,NA,NA,NA,NA,NA
133778,8.07024,7.41316,7.86234,NA,NA,0.869,NA,NA,NA,NA
133880,7.99936,8.31146,6.83057,0.717,NA,NA,NA,NA,NA,NA
134086,7.47266,7.55741,8.30778,NA,NA,0.846,NA,NA,NA,NA
134354,6.8347,7.69646,8.18995,0.796,NA,NA,NA,NA,NA,NA
134485,6.77267,6.9404,7.66239,0.662,NA,NA,NA,NA,NA,NA
134651,7.85967,8.00553,7.39302,0.923,NA,NA,NA,NA,NA,NA
134951,7.41132,7.69846,6.95079,NA,0.859,NA,NA,NA,NA,NA
135192,8.11794,8.50198,7.37419,NA,NA,0.775,NA,NA,NA,NA
135374,8.27148,7.594,7.17138,NA,0.87,NA,NA,NA,NA,NA
135462,8.64821,7.35082,7.47927,0.792,NA,NA,NA,NA,NA,NA
135757,7.8305,7.43775,7.98365,0.952,NA,NA,NA,NA,NA,NA
135858,7.52331,7.36769,8.4746,NA,NA,NA,NA,NA,0.593,NA
136107,7.72037,7.8706,7.24046,0.939,NA,NA,NA,NA,NA,NA
136373,7.00561,7.63695,7.95132,0.882,NA,NA,NA,NA,NA,NA
136533,7.64702,7.64517,8.75435,0.819,NA,NA,NA,NA,NA,NA
136797,7.35771,8.44545,8.22701,NA,NA,0.706,NA,NA,NA,NA
136969,7.04112,7.77478,7.93914,NA,NA,0.758,NA,NA,NA,NA
137016,7.68311,7.7954,7.34404,0.969,NA,NA,NA,NA,NA,NA
137310,7.64704,7.64205,6.8704,0.819,NA,NA,NA,NA,NA,NA
137445,7.27949,7.85548,8.14173,0.915,NA,NA,NA,NA,NA,NA
137747,7.46106,8.31215,7.74692,0.918,NA,NA,NA,NA,NA,NA
137819,7.18819,8.60947,8.22739,NA,0.737,NA,NA,NA,NA,NA
138180,6.99526,8.04066,7.57735,0.86,NA,NA,NA,NA,NA,NA
