id,x0,x1,x2,fitness8.5,fitness9,fitness7.5,fitness8,fitness7,fitness6.5,fitness9.5,fitness6,fitness10,fitness5,fitness5.5,fitness4,fitness3.5,fitness4.5
89859,8.74557,7.42212,7.43048,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
90171,7.65272,7.18287,7.33133,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90201,6.75401,6.9951,7.57901,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90472,7.159,8.11423,7.19711,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90693,6.3138,7.62614,8.33653,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90829,6.86788,7.82943,9.34788,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91158,7.29288,8.39634,8.42887,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91252,7.75801,7.95687,7.20294,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91443,9.1736,8.61862,8.14606,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91665,7.79117,8.22652,7.00391,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91891,7.99011,7.20779,6.62029,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92131,8.58123,7.05123,7.35775,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA
92241,8.16637,7.19408,7.96815,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA
92484,7.86816,8.13562,7.6172,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92720,7.79005,7.9485,7.37374,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92925,8.054,9.15145,6.97625,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93078,7.61429,8.06853,8.1177,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93236,7.23248,8.16889,6.65285,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93546,7.59187,8.35961,7.73095,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93716,8.4366,7.27021,7.95474,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93963,8.09463,6.75826,7.63774,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94042,8.77431,6.56125,8.43981,NA,NA,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94273,8.75147,8.23741,7.82929,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94537,7.13555,9.22002,8.12202,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94773,7.19534,9.56986,8.01087,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94974,8.03728,9.30156,8.8539,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95108,7.09342,8.27946,7.54848,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95350,7.24374,8.74151,7.73087,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95428,8.65038,8.31392,7.83887,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95662,7.49857,8.40032,7.78603,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA
95908,7.17268,7.17626,8.25576,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96116,7.32462,7.98694,7.70944,NA,NA,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96374,6.60307,6.82789,8.42838,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96591,7.44152,6.60317,7.59722,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96649,6.80693,8.61456,7.65721,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96820,7.84112,7.24214,7.61089,NA,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97133,7.50981,7.43969,8.51936,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97203,8.42472,7.49405,8.031,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA
97598,8.29137,8.80445,8.2771,NA,NA,NA,NA,NA,0.354,NA,NA,NA,NA,NA,NA,NA,NA
97788,8.08972,7.35662,7.72235,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97942,7.98939,8.53173,7.6266,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98035,8.68324,7.82745,7.29632,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98216,7.63125,9.16284,6.67954,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98468,7.55711,8.08135,8.83092,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98719,7.91919,7.68629,7.31642,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98953,7.79211,7.13701,7.6813,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99009,8.54843,6.85802,7.65902,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99371,9.00386,7.4482,7.39259,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99467,8.4683,7.23956,7.96625,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99650,7.35016,7.98436,8.00499,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99907,8.06745,8.23817,7.77242,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100147,7.03542,8.29634,7.44453,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100321,7.07473,9.05481,6.72482,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100510,7.57612,8.80198,6.6352,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
100694,7.43675,8.45245,6.80306,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100888,7.88322,8.42932,6.91816,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101022,9.11292,7.52672,6.5071,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101315,8.64869,8.05035,8.0335,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101554,7.35182,9.12928,6.8757,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101751,8.56296,7.53975,4.89145,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101906,7.32895,7.60282,5.57788,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102122,7.73883,7.04629,7.06836,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102368,6.61094,8.08749,7.78336,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102468,7.50262,6.8866,7.86427,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102795,7.539,5.6265,7.13393,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102815,8.23325,7.5334,7.9741,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103184,7.70828,6.19601,6.91766,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103256,7.3637,6.9636,4.69528,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103597,7.77465,7.8243,4.29541,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
103663,7.05063,7.86951,5.26538,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103930,7.34613,7.20926,7.40019,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104183,9.04477,7.19892,6.85538,NA,NA,NA,NA,NA,0.271,NA,NA,NA,NA,NA,NA,NA,NA
104382,9.53035,7.45869,7.28722,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104525,9.10197,6.68481,7.92716,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104639,7.73957,6.84786,7.6185,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104868,8.92315,6.99925,8.8623,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105057,8.40734,7.0398,7.36763,NA,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA
105340,8.68877,7.28332,8.30307,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105456,8.95708,8.02716,7.56239,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105761,8.86779,7.41061,8.60115,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105929,7.64004,6.84473,8.42385,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106105,7.73838,7.48453,6.98936,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106221,7.56158,6.45497,7.41037,NA,NA,NA,NA,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA
106562,8.21659,8.01202,7.71608,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA
106624,7.744,6.83787,7.88127,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106838,7.76068,7.42165,10.2978,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107022,8.58514,7.07554,9.35247,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107296,8.93431,7.23301,8.0383,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107501,7.87881,6.35326,8.12889,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107627,8.09604,7.93192,6.71012,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107885,8.08589,6.85159,8.2899,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108173,8.62689,7.56647,8.76949,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA
108377,7.67576,6.7636,8.49951,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108469,7.08477,6.83914,7.93768,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108768,7.50036,6.20226,8.01726,NA,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA
108977,7.75687,7.43896,8.00303,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA
109134,8.47412,7.8204,8.08769,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA
109251,8.48775,8.52625,8.93902,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109457,9.05033,7.79679,8.48823,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109786,8.70336,7.87336,6.46485,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109995,7.74386,7.42218,6.90918,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110083,7.53435,6.75842,7.45729,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110316,6.56231,8.44387,8.01826,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110515,7.17117,8.21365,7.74011,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110775,6.21783,8.1509,7.33422,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110856,7.51633,8.98963,7.28254,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111004,7.77203,7.20895,8.69408,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111362,7.54156,8.44757,7.63624,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111527,6.27037,7.99275,8.42628,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111692,7.62057,7.66306,8.08757,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111955,8.0598,7.67661,6.9821,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112140,7.14338,9.41652,7.23124,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112212,7.84779,8.00176,8.09045,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112512,8.08235,8.05983,7.11757,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
112786,7.93987,8.24281,7.36789,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112813,7.81198,6.98073,7.56473,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113142,7.49924,7.00763,7.17516,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113240,7.92894,6.99368,7.54229,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
113486,7.80848,7.82089,8.62874,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113796,7.66076,8.47587,8.41834,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113923,7.02996,8.48925,6.71999,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114086,7.95304,9.1069,8.06317,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114358,8.29609,7.45858,7.85757,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114574,9.2747,6.86991,8.84501,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114698,9.81096,7.1909,6.61683,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114839,8.44411,7.85712,5.82377,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115198,7.55695,8.28433,6.06444,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115298,7.87196,8.50329,7.11732,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115492,8.62524,8.13107,7.72675,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115729,6.74061,7.26183,8.05014,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115984,7.93652,7.7053,7.69754,NA,NA,NA,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116078,8.10462,8.10074,6.88091,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116329,7.07959,8.23973,7.87009,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116496,7.58888,7.64921,7.31116,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116733,6.82218,8.22977,7.62014,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116891,3.79775,8.48103,6.88292,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117117,4.30483,8.64311,7.09689,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117358,4.12058,8.14013,8.72211,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117576,3.9486,8.35973,8.93525,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA
117712,3.37111,7.25464,8.30612,NA,NA,NA,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA
117916,4.59285,7.31488,7.74463,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118097,4.24303,7.41184,6.16103,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118202,3.75318,7.38106,6.78072,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118428,3.67796,8.37984,7.77158,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118784,3.94072,8.13917,9.62052,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
118914,4.41233,7.10739,8.45621,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA
119115,6.23557,7.56359,8.52826,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119301,7.16345,7.05968,6.46908,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119406,8.51264,8.29158,7.55078,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119692,8.74036,7.89686,7.76291,NA,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
119928,7.51937,8.56189,7.05126,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA
120147,8.25048,8.73302,7.67519,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
120285,6.90317,8.04376,7.51773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334,NA,NA,NA
120526,7.72656,8.5028,7.11916,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA
120656,8.78243,8.21106,8.08586,NA,NA,NA,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA
120916,7.44396,7.27675,8.00417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA
121106,6.93395,7.60621,8.45524,NA,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA
121204,7.39304,7.93232,7.43956,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA
121488,8.33502,7.74944,8.53939,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121717,8.06051,6.92433,8.68475,NA,NA,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA
121896,8.09158,6.79834,8.11719,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122096,7.73712,7.9603,7.6543,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122210,7.04458,7.7393,6.81854,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122573,7.85291,8.02992,7.12057,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122751,8.06967,8.43533,6.57867,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA
122896,8.26534,7.52349,7.42228,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123200,8.5438,7.51657,8.1952,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123230,8.5015,7.23539,9.14571,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123415,8.84118,8.26605,7.85614,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123634,7.86543,7.67572,7.49262,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123909,7.19835,8.00275,7.90565,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124053,7.04099,9.23684,7.79106,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124265,7.29471,9.14849,7.71088,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124557,8.94791,8.3327,8.06725,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124727,7.8001,8.36213,7.5797,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124879,8.08549,7.75798,7.09015,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA
125126,7.27538,7.64909,6.97514,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125311,7.49184,7.47685,8.27578,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125457,6.7925,7.57431,8.78593,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125725,6.52047,7.64454,8.47332,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA
125802,6.20445,7.91031,8.35779,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
126128,6.71387,7.91391,7.98843,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126276,6.21446,7.91964,7.98414,NA,NA,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126518,7.57542,9.39439,7.56147,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126778,6.76639,8.12337,7.94585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA
126922,8.01431,8.36352,7.66859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA
127190,7.18925,7.27428,7.133,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
127279,7.44371,6.76266,8.14825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA
127510,8.032,7.21349,7.3407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402,NA,NA,NA
127748,7.9793,8.63186,7.43661,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127877,8.34458,9.73977,8.08365,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128037,8.58752,7.29299,7.52581,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
128202,7.4515,7.99546,7.80864,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
128512,7.64241,8.52818,6.33596,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA
128730,8.86654,7.92018,7.17097,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128924,8.60724,8.17582,7.17607,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129041,8.37152,7.84785,7.18002,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129236,8.53248,7.47109,6.45696,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129452,8.76619,7.11427,5.98356,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129692,7.69729,7.80637,7.11949,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129952,7.50134,7.42377,7.99473,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA
130072,7.04237,8.61368,7.67822,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130346,8.04411,8.72734,8.33234,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA
130584,7.74246,8.88037,8.61735,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA
130635,6.80748,8.30201,7.70902,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA
130874,7.49192,9.03701,8.45062,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131117,6.98398,7.73747,9.07483,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131378,7.16741,8.67876,7.69601,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131438,8.28815,8.1734,8.35581,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA
131727,6.66805,7.2414,8.15306,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,NA
131886,9.06999,6.57372,8.86427,NA,NA,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132086,7.3659,6.78798,8.96892,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132251,8.31656,6.26144,7.80285,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132589,8.32586,4.46414,7.8517,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132711,7.33676,5.08461,7.18364,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132944,8.28243,4.74362,7.6184,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133028,7.26066,3.84442,7.21762,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133343,7.52179,3.35497,8.27621,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133488,7.75352,3.81637,7.18036,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA
133677,8.4484,4.07645,7.39938,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133912,8.20812,2.98521,8.28173,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134038,8.25137,3.00651,8.54521,NA,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134212,8.16547,3.70048,7.91127,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
134443,7.78891,4.74192,7.37988,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
134696,8.81717,6.69166,8.14117,NA,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA
134875,8.33916,6.69318,8.81162,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135006,8.27971,6.67899,7.66064,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135368,7.7924,6.53243,7.1198,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
