id,x0,x1,x2,fitness8.5,fitness9,fitness7.5,fitness8,fitness7,fitness6.5,fitness9.5,fitness6,fitness10,fitness5,fitness5.5,fitness4,fitness3.5,fitness4.5
44306,7.75436,8.00791,8.21045,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44408,8.55079,8.39783,7.66145,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44726,7.63107,8.09666,7.41606,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44994,7.65886,7.56394,7.5822,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45169,8.16135,8.01392,8.63177,NA,NA,NA,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA
45266,7.78127,8.44425,8.08905,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45565,8.77218,6.96408,8.6912,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45612,8.0739,8.14956,7.5806,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45813,8.94234,7.65702,8.61203,NA,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46187,9.08977,7.33254,7.95092,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46394,7.97206,7.9138,6.31017,NA,NA,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,NA
46488,7.67996,6.58477,7.53537,NA,NA,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA
46763,7.19335,7.45399,6.43181,NA,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46993,8.66229,7.43283,7.38271,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47022,8.59595,7.90752,7.61609,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47244,8.98459,7.84975,8.15267,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47480,7.9913,8.0378,7.3987,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA
47750,8.06029,7.43577,8.08753,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA
47981,9.53317,6.80333,7.16709,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48175,7.40784,8.03727,7.01131,NA,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA
48393,8.1707,8.40303,6.51593,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA
48423,7.55382,8.5673,7.96613,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
48770,8.39247,7.92146,8.1103,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48964,8.75638,8.13324,8.09363,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49113,7.6507,8.41913,8.09129,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49390,6.76902,7.57265,7.88561,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49508,6.39934,7.91375,8.46894,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49704,7.80807,7.58771,8.31544,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49811,6.55606,8.24613,7.94607,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50178,7.32942,9.04118,8.41317,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50393,7.75059,7.79851,7.68785,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50432,6.96661,7.22095,7.00272,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
50669,7.21665,7.64803,8.03661,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA
50826,7.44152,8.34528,7.589,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA
51055,6.37092,8.52287,7.6701,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA
51371,7.42722,7.1362,7.63172,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA
51557,8.35123,8.2963,7.72754,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
51623,7.69542,8.85935,7.26986,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA
51925,8.43876,9.36547,7.5697,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52182,8.73375,8.52872,8.02983,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52262,7.15934,8.08101,8.21249,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA
52556,8.22457,7.75974,7.02145,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA
52622,7.82973,8.07438,6.2396,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
52889,7.41426,6.78563,6.80267,NA,NA,NA,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA
53071,7.51731,8.60062,6.79771,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
53394,7.60951,8.84651,6.46387,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53529,6.32644,7.54371,6.70741,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53682,7.49069,8.03715,7.53642,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53812,6.70224,7.50658,7.55124,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54190,6.89982,8.12953,7.39477,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54279,7.64626,7.91415,6.77913,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54434,8.16678,6.91954,6.37313,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
54737,8.36192,6.78281,7.49825,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54804,7.65965,8.62205,7.14215,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA
55067,7.73415,8.18556,7.44793,NA,NA,0.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55201,7.6016,7.20957,8.08958,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55401,7.20985,7.59966,7.57645,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55737,8.22574,8.38428,7.31455,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55887,8.54133,8.75734,7.33343,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
56095,8.80906,8.32612,7.14592,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56240,7.24687,8.05085,6.85919,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56599,6.82154,6.91112,6.70654,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56754,6.92514,6.38815,7.16498,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56804,7.20593,7.02016,7.67318,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57110,6.99158,7.93766,7.80045,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57202,7.53965,8.21934,7.57114,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57544,8.3348,7.8425,8.31174,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57701,8.11057,6.74485,8.07405,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
57997,7.73805,6.74144,8.82868,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
58049,8.10629,6.07361,7.6201,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58380,8.67515,7.3535,8.2019,NA,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58414,8.81922,8.38486,8.21049,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58693,7.44906,7.93314,7.62004,NA,NA,NA,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA
58994,5.93329,7.70771,7.82069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA
59200,4.83321,7.12759,6.32877,NA,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA
59222,4.02103,7.18843,7.04402,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59495,4.77998,8.26584,8.13024,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59639,5.20919,7.57678,7.84997,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59910,5.90059,7.75443,8.05555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
60050,6.64635,6.95033,7.94535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533,NA
60278,7.56739,7.29428,8.67435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709
60530,8.3504,6.84203,8.72488,NA,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,NA,NA
60697,7.53,8.83971,6.83522,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA
60956,7.11096,7.08034,7.24119,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61082,6.94337,7.12512,7.64766,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA
61262,7.32822,7.27652,7.62659,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
61455,7.34975,6.74099,8.02923,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61772,8.21204,7.58684,8.0488,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61884,7.47236,8.21558,7.93827,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62144,9.45076,7.4598,7.19665,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62389,9.11795,7.39188,9.03484,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
62459,8.29868,7.62403,8.1075,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62656,8.9462,8.05233,7.55029,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62942,8.84912,8.11182,7.69179,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63158,7.62054,7.11374,8.06138,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63366,6.67616,8.46753,8.2428,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63592,7.17145,8.73156,8.46724,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63797,7.91842,8.25284,8.68744,NA,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA
63873,7.44862,7.11547,8.42903,NA,NA,NA,NA,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA
64194,7.64428,8.53179,8.69551,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64246,8.16451,8.66069,7.54357,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64558,6.50142,7.79315,7.64822,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64638,6.30576,6.31046,7.562,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64974,8.11114,6.32203,7.95142,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA
65139,7.34967,6.73957,8.66208,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA
65212,7.2331,7.49673,9.41569,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65475,6.956,7.52659,9.05149,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65784,7.42826,8.06596,8.80924,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65935,8.07335,7.14059,7.84628,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66032,6.95185,7.95272,8.35137,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA
66271,7.77414,7.00562,7.84214,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
66465,8.29905,7.23742,7.4351,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66673,7.21957,7.90988,7.46157,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66969,7.23232,8.34449,7.30314,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67050,7.60665,8.43641,7.16189,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67301,7.44229,8.37167,7.58768,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA
67563,7.27214,8.13515,7.52887,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
67638,7.82098,7.71713,7.33185,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67895,6.75813,7.91447,7.07192,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
68023,6.96579,8.29876,6.4073,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68362,7.93904,7.41907,8.34256,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68538,7.48107,7.60869,8.79163,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68780,7.49367,7.62427,8.96427,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68891,7.39318,8.29897,7.61843,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69193,7.27405,7.20752,6.72475,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
69235,7.05706,8.18435,7.65839,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69595,9.18327,8.38894,7.62824,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69612,7.3706,7.74494,8.60045,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69819,7.44165,7.51995,6.83226,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
70036,8.41888,8.60102,6.91955,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70329,7.28477,8.12919,7.50804,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70427,7.83615,7.81376,8.81635,NA,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
70603,8.1792,8.5193,8.73866,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70864,8.24217,7.47664,7.50929,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71010,7.28526,8.753,8.26833,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71345,6.70182,8.31665,7.63609,NA,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71480,7.0047,8.52585,7.80513,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71763,7.54747,8.87551,8.16157,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71911,7.31309,9.85062,8.50607,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72116,6.73731,8.0018,8.39495,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72367,6.62185,7.85898,6.88946,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72596,7.58342,7.96675,7.27636,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72745,6.53896,8.15988,7.29753,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72972,7.83244,7.54877,7.91129,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA
73037,8.26544,8.85994,7.26689,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73389,8.48582,8.83313,7.03109,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA
73434,8.00501,8.37098,7.36045,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73607,6.83665,8.0974,8.46762,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA
73978,8.06565,8.03841,8.05403,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA
74038,8.25944,9.57621,8.24592,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74259,7.97756,9.84012,7.79225,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74416,8.23182,8.36441,6.80655,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74699,7.82807,8.69193,7.51861,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74806,8.38407,8.1894,8.09457,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA
75152,7.28437,8.80785,8.16761,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75228,6.86288,8.20334,7.88153,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA
75569,6.81124,8.28641,8.55585,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75618,6.67953,8.64558,7.77155,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75841,7.51284,8.09631,7.39478,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76083,7.01847,8.12805,9.73592,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76288,6.97922,9.20214,7.65513,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76564,8.11525,8.18977,7.75967,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
76668,6.89859,7.04221,7.92183,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
76865,6.98619,7.09812,8.00207,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
77200,6.85753,7.57909,7.87659,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA
77304,8.47195,7.19949,6.96012,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77548,8.55409,6.95799,7.36871,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
77791,8.25016,6.26574,7.58988,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA
77944,8.97799,7.64494,7.45533,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78032,8.01358,7.52301,7.75735,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78379,8.06063,8.15887,7.91936,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78479,7.01862,8.09718,7.07161,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78677,7.39787,8.20727,8.72772,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78989,7.89734,8.06061,9.71886,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79040,8.34492,8.07853,8.97013,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79339,7.7852,7.86907,8.316,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79585,7.95574,8.78057,8.73336,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79733,8.33767,8.34959,8.5196,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79886,7.6267,8.78397,8.26527,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80088,7.59855,5.89747,7.26821,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80218,8.96594,6.64239,7.78006,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80520,8.88316,6.31332,8.11803,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80746,8.43651,6.73009,7.69584,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80822,6.93254,6.46309,8.16579,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81034,8.17048,7.45524,8.29872,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
81371,8.0053,7.13239,8.90443,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
81445,7.235,7.35454,8.82313,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA
81724,8.45605,8.68769,7.73686,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81876,8.33318,7.95485,7.00614,NA,NA,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA
82030,8.0032,8.78896,7.8638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA
82384,7.62717,8.87945,8.11881,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
82492,7.5636,9.65519,7.6938,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82791,7.71396,8.66476,6.68072,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82972,7.67581,7.86437,7.55243,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83078,8.4425,8.22715,7.23698,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83298,7.9052,8.55251,7.52423,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83460,7.1991,8.42826,8.94847,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83767,6.92361,7.93428,8.07093,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83886,7.37662,7.14284,8.10967,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84159,7.39018,8.06289,8.9485,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84360,7.73406,8.39494,9.62967,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA
84521,7.28597,9.62036,8.1393,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84672,8.23018,7.73954,7.6104,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
84971,8.70198,7.1963,8.48293,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA
85054,8.21045,6.3596,7.303,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA
85321,8.45988,7.26438,7.6919,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85517,8.90225,7.70691,7.53698,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
85678,7.89156,7.43831,7.95329,NA,NA,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA
85821,7.9737,6.51756,7.47235,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA
86116,8.64087,8.08113,7.06732,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86297,7.3951,8.15225,8.0869,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA
86449,8.60683,7.44977,7.65247,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86738,7.71078,7.84416,6.91377,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA
86837,8.23857,8.72648,7.49096,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87108,8.34266,7.70289,7.8324,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87272,8.70124,8.08649,8.21323,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87511,8.29987,8.51789,7.44956,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87704,8.50692,8.34615,7.50055,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87907,6.52941,8.26616,8.94488,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88198,6.22875,7.67212,8.21336,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88243,7.78724,8.40835,8.12057,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88474,7.00982,7.38512,7.38206,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88746,7.75063,7.13897,7.42675,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88802,8.68673,7.43067,6.49272,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89117,8.85197,7.58352,6.26748,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89390,7.85013,7.55792,6.12762,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89444,8.20026,7.53083,7.60127,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89601,10.5,7.34135,7.33944,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
