id,x0,x1,x2,fitness7,fitness7.5,fitness8,fitness8.5,fitness9.5,fitness9,fitness6.5
68525,8.66552,8.013,7.87366,NA,NA,0.816,NA,NA,NA,NA
68754,9.29643,7.84515,7.69851,NA,0.626,NA,NA,NA,NA,NA
68823,7.96025,7.75247,6.7315,NA,0.782,NA,NA,NA,NA,NA
69166,8.42181,7.89715,7.03537,0.728,NA,NA,NA,NA,NA,NA
69283,8.07957,7.81606,7.13781,0.829,NA,NA,NA,NA,NA,NA
69408,8.21664,8.26582,7.42267,NA,0.873,NA,NA,NA,NA,NA
69717,8.08119,8.02566,7.47257,NA,NA,0.898,NA,NA,NA,NA
69914,8.36744,7.37498,7.04289,NA,NA,0.8,NA,NA,NA,NA
70196,7.82941,7.52943,7.80835,NA,0.986,NA,NA,NA,NA,NA
70228,7.07962,8.14161,7.32401,NA,NA,0.834,NA,NA,NA,NA
70551,8.17676,8.90506,7.42248,NA,0.705,NA,NA,NA,NA,NA
70795,8.00255,7.76031,7.56282,0.825,NA,NA,NA,NA,NA,NA
70928,7.76658,8.66436,7.0999,NA,0.731,NA,NA,NA,NA,NA
71113,7.23325,7.6429,7.87424,NA,0.944,NA,NA,NA,NA,NA
71215,7.81472,7.03344,7.8269,NA,0.894,NA,NA,NA,NA,NA
71558,7.15155,7.4229,8.50225,NA,NA,0.803,NA,NA,NA,NA
71793,8.04621,7.61003,8.00236,NA,0.951,NA,NA,NA,NA,NA
71820,8.12379,8.29506,7.31763,NA,0.842,NA,NA,NA,NA,NA
72068,7.65617,7.66479,7.81837,NA,NA,0.963,NA,NA,NA,NA
72204,6.52074,7.83275,7.73534,NA,0.721,NA,NA,NA,NA,NA
72528,7.047,7.68072,8.29909,NA,0.834,NA,NA,NA,NA,NA
72604,7.72983,7.87472,7.28119,NA,0.955,NA,NA,NA,NA,NA
72867,7.4195,7.63436,7.10359,0.848,NA,NA,NA,NA,NA,NA
73179,7.29371,7.10854,7.72489,NA,NA,0.841,NA,NA,NA,NA
73202,6.95757,7.32208,7.39735,NA,0.821,NA,NA,NA,NA,NA
73410,6.9077,7.65595,8.19502,NA,NA,0.804,NA,NA,NA,NA
73729,8.04294,8.29986,6.61978,NA,0.67,NA,NA,NA,NA,NA
73839,7.53317,8.22134,7.78036,NA,NA,0.931,NA,NA,NA,NA
74180,7.08031,8.29296,7.65853,NA,NA,0.846,NA,NA,NA,NA
74270,8.31482,8.2091,7.74955,NA,0.875,NA,NA,NA,NA,NA
74402,8.18187,7.5023,8.4388,NA,0.85,NA,NA,NA,NA,NA
74632,7.69609,7.09442,6.72065,NA,NA,0.718,NA,NA,NA,NA
74922,7.13384,7.873,8.01825,NA,0.904,NA,NA,NA,NA,NA
75054,7.07332,8.02916,7.36633,NA,NA,0.849,NA,NA,NA,NA
75225,7.02158,8.00528,7.72861,NA,0.879,NA,NA,NA,NA,NA
75458,7.54199,8.8814,7.51234,NA,0.768,NA,NA,NA,NA,NA
75616,8.09377,8.23025,6.74143,NA,NA,0.684,NA,NA,NA,NA
75996,7.84977,7.17051,7.87033,NA,NA,0.926,NA,NA,NA,NA
76136,8.34276,7.08202,8.35298,NA,NA,0.722,NA,NA,NA,NA
76291,8.53439,8.0503,7.6069,NA,NA,0.838,NA,NA,NA,NA
76545,7.90915,7.72816,7.56477,0.928,NA,NA,NA,NA,NA,NA
76640,7.50559,7.5158,7.20832,NA,NA,0.926,NA,NA,NA,NA
76896,7.594,7.43488,8.11249,NA,NA,0.949,NA,NA,NA,NA
77076,7.7904,8.0988,7.83335,NA,0.949,NA,NA,NA,NA,NA
77227,7.24915,7.46441,7.89285,NA,0.913,NA,NA,NA,NA,NA
77401,7.71487,7.63577,8.43343,NA,0.884,NA,NA,NA,NA,NA
77755,7.16179,7.48933,7.66453,0.851,NA,NA,NA,NA,NA,NA
77946,7.4526,7.62882,7.96458,NA,NA,0.952,NA,NA,NA,NA
78115,8.04484,6.80645,7.94667,NA,NA,0.788,NA,NA,NA,NA
78252,7.92375,8.4567,7.8911,0.763,NA,NA,NA,NA,NA,NA
78579,7.51714,7.31556,7.80862,0.773,NA,NA,NA,NA,NA,NA
78677,8.11885,8.09792,6.95785,NA,0.786,NA,NA,NA,NA,NA
78961,7.12071,7.51492,7.30751,0.812,NA,NA,NA,NA,NA,NA
79200,7.4083,7.39419,8.49543,NA,NA,0.814,NA,NA,NA,NA
79317,7.8093,7.8903,7.42623,NA,0.966,NA,NA,NA,NA,NA
79469,7.22584,7.51109,6.90888,NA,0.801,NA,NA,NA,NA,NA
79774,8.63393,8.1635,7.75721,NA,NA,0.812,NA,NA,NA,NA
79890,8.05566,7.7734,7.93738,NA,NA,NA,0.87,NA,NA,NA
80044,7.79687,8.30313,7.68408,NA,NA,0.924,NA,NA,NA,NA
80367,7.58831,7.49315,7.87669,NA,NA,0.957,NA,NA,NA,NA
80592,8.04453,7.80974,8.79753,NA,0.745,NA,NA,NA,NA,NA
80754,7.92747,7.25629,7.60664,NA,0.944,NA,NA,NA,NA,NA
80993,7.44093,8.39355,7.83254,NA,NA,0.89,NA,NA,NA,NA
81146,7.72682,7.6293,8.49503,NA,0.863,NA,NA,NA,NA,NA
81236,7.16611,7.70651,7.51581,NA,NA,0.899,NA,NA,NA,NA
81543,7.59669,7.8914,7.27521,NA,0.948,NA,NA,NA,NA,NA
81762,8.02456,8.19755,7.58324,0.758,NA,NA,NA,NA,NA,NA
81862,8.33308,7.72362,7.45235,NA,0.889,NA,NA,NA,NA,NA
82105,7.50073,7.54843,7.60689,0.93,NA,NA,NA,NA,NA,NA
82339,7.5854,7.70674,8.02486,NA,0.976,NA,NA,NA,NA,NA
82401,7.58201,7.7394,7.69778,NA,NA,0.986,NA,NA,NA,NA
82646,7.89682,8.0401,8.01534,NA,NA,NA,0.843,NA,NA,NA
82953,8.28463,8.09178,7.68585,NA,NA,0.884,NA,NA,NA,NA
83165,7.73073,7.03632,7.29302,0.778,NA,NA,NA,NA,NA,NA
83374,8.23402,8.17793,7.50184,NA,0.891,NA,NA,NA,NA,NA
83549,7.74734,7.07711,8.17273,NA,0.871,NA,NA,NA,NA,NA
83648,7.4194,7.5931,7.67198,NA,NA,NA,0.872,NA,NA,NA
83958,8.03261,8.34613,7.45962,NA,0.863,NA,NA,NA,NA,NA
84052,7.61836,7.11346,8.48011,NA,0.816,NA,NA,NA,NA,NA
84245,7.65513,8.13401,8.37986,NA,0.877,NA,NA,NA,NA,NA
84511,7.28812,7.81945,7.42346,NA,0.942,NA,NA,NA,NA,NA
84705,8.42689,8.16378,7.75013,NA,NA,0.818,NA,NA,NA,NA
84890,7.56443,7.46944,7.1754,NA,NA,0.902,NA,NA,NA,NA
85182,7.61869,7.30374,8.12226,NA,NA,0.88,NA,NA,NA,NA
85255,8.0007,8.09903,8.00958,NA,NA,0.933,NA,NA,NA,NA
85429,7.0312,7.50812,7.11271,0.765,NA,NA,NA,NA,NA,NA
85670,7.29313,7.7172,7.95229,NA,0.95,NA,NA,NA,NA,NA
85999,7.52154,7.88966,8.83747,NA,NA,NA,0.721,NA,NA,NA
86155,7.77127,8.47857,8.45049,NA,NA,NA,NA,NA,0.608,NA
86397,8.73333,8.05734,7.87141,0.744,NA,NA,NA,NA,NA,NA
86544,7.70513,7.67935,8.62305,0.804,NA,NA,NA,NA,NA,NA
86787,7.37482,8.55184,8.07935,NA,NA,NA,NA,NA,0.62,NA
86843,7.44399,8.65413,7.62401,0.664,NA,NA,NA,NA,NA,NA
87089,7.00487,7.92472,7.23283,0.743,NA,NA,NA,NA,NA,NA
87316,7.50325,7.07763,8.59518,NA,0.746,NA,NA,NA,NA,NA
87520,7.91387,8.15891,8.14027,NA,0.912,NA,NA,NA,NA,NA
87762,7.50113,7.24463,8.78688,NA,0.748,NA,NA,NA,NA,NA
87854,6.48392,7.46626,7.99259,NA,0.679,NA,NA,NA,NA,NA
88014,8.09321,8.03506,7.63465,NA,0.948,NA,NA,NA,NA,NA
88296,7.54316,8.95802,8.39896,NA,NA,0.671,NA,NA,NA,NA
88455,7.55201,8.08423,7.01642,NA,NA,NA,0.803,NA,NA,NA
88761,7.03557,6.97488,7.74171,NA,NA,0.762,NA,NA,NA,NA
88903,7.38411,7.4475,7.37089,NA,NA,NA,0.81,NA,NA,NA
89123,7.11369,7.19251,7.45367,NA,NA,NA,0.779,NA,NA,NA
89256,8.06618,7.27144,7.71476,NA,NA,0.926,NA,NA,NA,NA
89559,8.45635,7.68909,6.86624,NA,0.751,NA,NA,NA,NA,NA
89637,7.23788,8.50274,7.43621,NA,NA,NA,0.686,NA,NA,NA
89822,8.04951,7.61231,6.90038,NA,NA,NA,0.732,NA,NA,NA
90134,7.8028,8.26664,8.05617,NA,0.896,NA,NA,NA,NA,NA
90352,7.29732,8.1215,8.05418,NA,NA,0.898,NA,NA,NA,NA
90596,7.2486,7.39794,7.01512,NA,NA,0.824,NA,NA,NA,NA
90775,7.92973,8.47839,7.90611,NA,NA,NA,0.809,NA,NA,NA
90884,8.09058,8.35895,6.89676,NA,NA,NA,0.696,NA,NA,NA
91151,7.75132,8.12948,6.91195,NA,0.817,NA,NA,NA,NA,NA
91226,7.69705,8.25005,7.34694,NA,NA,0.869,NA,NA,NA,NA
91461,7.6957,8.76712,7.61117,NA,NA,0.807,NA,NA,NA,NA
91654,7.76741,7.77453,8.02862,NA,0.978,NA,NA,NA,NA,NA
91925,8.13476,8.04869,7.28005,NA,NA,NA,0.831,NA,NA,NA
92140,6.77801,7.72768,6.70372,NA,0.6,NA,NA,NA,NA,NA
92235,7.52206,7.30259,8.04777,NA,NA,NA,0.805,NA,NA,NA
92473,8.08746,7.91501,7.7396,NA,NA,0.956,NA,NA,NA,NA
92730,7.63724,7.59359,7.888,NA,NA,0.986,NA,NA,NA,NA
92980,7.33635,7.3403,8.46092,NA,NA,NA,NA,NA,NA,0.64
93190,7.73846,7.74067,7.98006,NA,NA,0.937,NA,NA,NA,NA
93292,7.89247,7.93393,8.61392,NA,NA,0.796,NA,NA,NA,NA
93437,8.16731,8.31525,8.15813,NA,NA,0.813,NA,NA,NA,NA
93690,8.53556,7.82954,7.49079,NA,0.86,NA,NA,NA,NA,NA
93809,8.12326,8.01549,8.03946,NA,0.888,NA,NA,NA,NA,NA
94090,8.42608,7.17136,7.35981,NA,NA,0.811,NA,NA,NA,NA
94210,7.78137,7.78904,7.5746,NA,NA,0.983,NA,NA,NA,NA
94497,7.79441,7.61937,8.72905,NA,0.825,NA,NA,NA,NA,NA
94655,8.12043,7.38611,7.49091,0.846,NA,NA,NA,NA,NA,NA
94990,7.18006,7.83943,7.91956,NA,0.917,NA,NA,NA,NA,NA
95135,7.56839,7.389,7.36609,NA,NA,NA,0.89,NA,NA,NA
95204,7.99115,7.49093,7.85583,NA,NA,0.953,NA,NA,NA,NA
95506,8.34366,7.37087,7.50941,NA,NA,0.879,NA,NA,NA,NA
95657,7.74741,7.81154,7.46299,NA,NA,0.984,NA,NA,NA,NA
95834,7.67907,7.29061,7.24848,NA,NA,0.875,NA,NA,NA,NA
96056,6.63854,8.08899,8.07208,NA,0.713,NA,NA,NA,NA,NA
96259,6.90843,7.85579,7.83502,0.726,NA,NA,NA,NA,NA,NA
96512,7.80913,7.77411,7.80705,0.936,NA,NA,NA,NA,NA,NA
96747,7.47013,7.8598,7.85369,NA,NA,0.954,NA,NA,NA,NA
96974,8.43962,7.85192,7.42866,NA,0.858,NA,NA,NA,NA,NA
97070,7.5902,7.43451,8.21262,NA,0.932,NA,NA,NA,NA,NA
97207,6.93179,7.57469,8.75071,NA,0.677,NA,NA,NA,NA,NA
97578,6.46367,7.31476,7.74414,NA,0.637,NA,NA,NA,NA,NA
97712,7.01509,7.06107,7.50836,0.747,NA,NA,NA,NA,NA,NA
97811,7.75749,7.8653,7.74359,NA,NA,0.947,NA,NA,NA,NA
98037,7.9917,7.35484,7.75248,NA,NA,0.943,NA,NA,NA,NA
98381,7.90441,7.50628,8.03612,NA,NA,0.942,NA,NA,NA,NA
98549,7.43796,8.09002,7.6683,NA,NA,0.935,NA,NA,NA,NA
98659,7.09413,7.01418,7.81028,NA,0.814,NA,NA,NA,NA,NA
98999,7.82851,7.72765,8.09239,NA,0.967,NA,NA,NA,NA,NA
99032,7.5103,7.73007,7.87901,NA,NA,0.971,NA,NA,NA,NA
99350,7.91365,7.48728,7.41806,NA,NA,NA,0.896,NA,NA,NA
99493,7.56167,7.76051,7.2734,NA,0.951,NA,NA,NA,NA,NA
99639,7.3999,7.61905,7.0508,NA,0.841,NA,NA,NA,NA,NA
99939,7.2052,7.41164,7.43681,NA,0.903,NA,NA,NA,NA,NA
100045,7.79436,7.85304,7.27105,0.834,NA,NA,NA,NA,NA,NA
100222,7.86292,8.1838,7.5113,NA,NA,0.916,NA,NA,NA,NA
100552,7.95097,7.90706,7.98281,NA,NA,0.95,NA,NA,NA,NA
100699,8.0775,7.11258,7.07488,NA,0.795,NA,NA,NA,NA,NA
100992,7.72982,7.84527,8.14057,NA,0.956,NA,NA,NA,NA,NA
101016,7.46633,7.79183,9.10187,NA,0.703,NA,NA,NA,NA,NA
101305,7.56401,7.36455,8.18148,NA,0.915,NA,NA,NA,NA,NA
101580,8.14065,8.04648,7.89177,NA,0.895,NA,NA,NA,NA,NA
101630,7.67613,8.13592,7.36522,NA,0.939,NA,NA,NA,NA,NA
101995,7.38854,7.33414,7.94994,NA,NA,0.914,NA,NA,NA,NA
102049,7.97717,8.12556,8.33213,NA,0.851,NA,NA,NA,NA,NA
102302,7.53543,7.76633,7.23737,NA,0.933,NA,NA,NA,NA,NA
102403,8.06142,7.29439,7.41485,NA,0.911,NA,NA,NA,NA,NA
102731,7.66626,7.81914,7.60162,NA,0.987,NA,NA,NA,NA,NA
102806,8.1805,7.39552,8.41629,NA,NA,0.791,NA,NA,NA,NA
103142,7.23139,7.30703,7.61718,0.867,NA,NA,NA,NA,NA,NA
103383,7.47163,7.90915,7.69952,NA,0.977,NA,NA,NA,NA,NA
103531,7.78844,8.23051,7.62526,NA,NA,0.942,NA,NA,NA,NA
103739,6.93238,8.12541,7.58289,NA,0.835,NA,NA,NA,NA,NA
103869,6.85905,7.55258,8.15827,NA,0.803,NA,NA,NA,NA,NA
104053,7.07628,8.35897,7.57761,NA,0.804,NA,NA,NA,NA,NA
104217,8.14681,7.98775,8.07251,NA,0.887,NA,NA,NA,NA,NA
104445,7.07818,8.14482,8.68997,0.641,NA,NA,NA,NA,NA,NA
104649,8.15454,7.58251,7.53738,NA,0.943,NA,NA,NA,NA,NA
104933,8.2935,7.93309,7.42003,0.857,NA,NA,NA,NA,NA,NA
105032,7.36382,7.97776,7.57575,0.894,NA,NA,NA,NA,NA,NA
105326,8.05048,8.4484,8.16018,NA,0.838,NA,NA,NA,NA,NA
105553,6.92746,7.58256,8.44685,NA,NA,0.743,NA,NA,NA,NA
105658,7.30281,8.16079,7.14421,NA,0.856,NA,NA,NA,NA,NA
105962,7.74731,7.45815,8.15427,NA,0.929,NA,NA,NA,NA,NA
106064,7.30337,7.70777,8.40959,NA,NA,NA,0.733,NA,NA,NA
106324,8.1494,8.22061,8.41034,NA,0.791,NA,NA,NA,NA,NA
106509,8.68438,7.16778,8.02693,NA,NA,0.753,NA,NA,NA,NA
106748,8.23248,7.71393,7.47257,NA,0.936,NA,NA,NA,NA,NA
106880,7.75328,8.00709,6.99918,0.829,NA,NA,NA,NA,NA,NA
107084,7.93492,8.16832,8.30112,NA,NA,0.847,NA,NA,NA,NA
107383,7.81744,7.02963,7.83794,NA,0.887,NA,NA,NA,NA,NA
107452,8.2851,7.85451,7.91803,NA,0.924,NA,NA,NA,NA,NA
107757,7.98944,8.43911,7.34226,NA,NA,0.82,NA,NA,NA,NA
107847,7.9553,8.0615,7.80971,NA,NA,NA,0.896,NA,NA,NA
108158,7.79424,7.28182,7.42924,NA,0.942,NA,NA,NA,NA,NA
108263,8.30799,7.99023,7.61489,NA,NA,0.912,NA,NA,NA,NA
108489,7.73881,7.79528,8.09631,NA,NA,NA,0.895,NA,NA,NA
108608,7.71375,7.20688,8.19877,NA,NA,0.853,NA,NA,NA,NA
108835,7.54941,7.43744,7.2363,0.877,NA,NA,NA,NA,NA,NA
109042,7.43713,7.32936,7.10498,NA,NA,0.857,NA,NA,NA,NA
109324,7.43442,7.64944,7.42865,NA,NA,NA,0.871,NA,NA,NA
109414,8.97813,7.91887,7.92156,NA,NA,0.74,NA,NA,NA,NA
109640,7.09884,7.18525,7.46024,NA,0.828,NA,NA,NA,NA,NA
109828,7.64633,8.00192,7.09757,NA,NA,0.891,NA,NA,NA,NA
110043,7.7954,7.02696,7.09531,NA,0.801,NA,NA,NA,NA,NA
110371,7.88705,7.82265,8.49891,0.821,NA,NA,NA,NA,NA,NA
110436,7.18188,7.05584,8.42256,NA,NA,0.753,NA,NA,NA,NA
110630,7.61944,7.08743,7.52983,NA,0.871,NA,NA,NA,NA,NA
110815,8.17268,8.11872,8.19392,0.772,NA,NA,NA,NA,NA,NA
111126,7.76542,7.31966,7.9983,0.827,NA,NA,NA,NA,NA,NA
111271,7.81193,7.44729,7.93746,NA,0.971,NA,NA,NA,NA,NA
111475,8.4262,8.00394,8.47558,NA,NA,0.777,NA,NA,NA,NA
111771,7.73427,7.57263,8.02139,NA,NA,0.95,NA,NA,NA,NA
111930,7.23026,7.88984,7.77558,NA,0.9,NA,NA,NA,NA,NA
112148,7.9162,7.6671,7.36129,0.833,NA,NA,NA,NA,NA,NA
112231,8.57628,8.16402,8.04548,NA,0.8,NA,NA,NA,NA,NA
112600,7.65393,7.68347,7.86127,NA,0.992,NA,NA,NA,NA,NA
112682,8.22757,8.29354,7.93128,NA,0.858,NA,NA,NA,NA,NA
112998,7.92143,7.0673,7.29342,NA,0.845,NA,NA,NA,NA,NA
113192,7.60928,8.50713,8.1592,NA,0.843,NA,NA,NA,NA,NA
113314,7.45552,7.52105,7.1416,NA,0.91,NA,NA,NA,NA,NA
113413,7.29423,7.34884,7.4189,NA,NA,0.912,NA,NA,NA,NA
113718,7.13382,8.13675,8.12067,0.803,NA,NA,NA,NA,NA,NA
113994,6.93135,7.60563,7.75687,NA,NA,0.854,NA,NA,NA,NA
114159,7.38523,8.60453,7.9616,NA,NA,0.803,NA,NA,NA,NA
114313,8.24995,8.69479,6.82019,NA,NA,NA,0.547,NA,NA,NA
114455,8.19709,7.29542,8.30943,0.728,NA,NA,NA,NA,NA,NA
114717,7.83328,7.88191,8.06294,0.823,NA,NA,NA,NA,NA,NA
114961,7.90079,7.38147,8.70752,0.753,NA,NA,NA,NA,NA,NA
115075,7.41353,8.40349,8.10079,0.712,NA,NA,NA,NA,NA,NA
115262,6.99301,7.99012,8.4487,NA,NA,0.765,NA,NA,NA,NA
115448,7.07354,7.55004,7.95807,NA,0.896,NA,NA,NA,NA,NA
115795,7.9153,7.59566,6.97172,0.805,NA,NA,NA,NA,NA,NA
115853,7.94978,7.67998,8.05736,NA,0.931,NA,NA,NA,NA,NA
116088,7.58192,8.7947,7.8451,NA,0.799,NA,NA,NA,NA,NA
116276,8.51382,8.07658,7.37767,NA,NA,NA,0.762,NA,NA,NA
116568,7.41695,6.8395,7.71755,NA,NA,0.822,NA,NA,NA,NA
116789,7.48805,8.10113,7.15831,NA,NA,0.854,NA,NA,NA,NA
116893,7.27665,7.98473,7.10513,NA,NA,0.855,NA,NA,NA,NA
117195,7.17834,7.48382,6.56072,NA,0.669,NA,NA,NA,NA,NA
117392,7.45702,7.79844,6.71887,NA,NA,0.77,NA,NA,NA,NA
117470,7.20496,8.34338,8.23183,NA,NA,0.796,NA,NA,NA,NA
117729,7.18016,7.56326,7.73437,NA,0.929,NA,NA,NA,NA,NA
117851,7.5347,7.4278,7.90965,NA,NA,0.935,NA,NA,NA,NA
118181,8.64604,7.34269,8.17819,0.682,NA,NA,NA,NA,NA,NA
118241,6.98667,7.83334,8.59677,NA,NA,0.729,NA,NA,NA,NA
118517,7.21345,7.70543,8.84571,NA,NA,0.73,NA,NA,NA,NA
118780,6.91152,7.87577,7.49635,0.718,NA,NA,NA,NA,NA,NA
118906,6.75347,8.43318,7.89075,NA,NA,0.706,NA,NA,NA,NA
119047,7.17485,7.14333,7.67951,NA,NA,NA,0.793,NA,NA,NA
119334,8.37133,7.93951,8.23016,NA,0.856,NA,NA,NA,NA,NA
119415,7.55768,8.24335,8.17435,0.852,NA,NA,NA,NA,NA,NA
119656,7.52571,8.281,7.68465,NA,0.91,NA,NA,NA,NA,NA
119852,8.0904,7.7106,8.39234,NA,0.844,NA,NA,NA,NA,NA
120114,7.27639,7.06719,8.12426,NA,0.832,NA,NA,NA,NA,NA
120268,7.28834,7.14901,7.75901,NA,NA,0.875,NA,NA,NA,NA
120423,7.8071,7.6479,8.4476,NA,NA,0.897,NA,NA,NA,NA
120691,8.0033,7.22791,8.31766,NA,0.859,NA,NA,NA,NA,NA
120873,8.47836,8.10133,7.08586,NA,NA,0.78,NA,NA,NA,NA
121106,7.80786,7.25016,7.69405,0.863,NA,NA,NA,NA,NA,NA
121383,7.73742,7.34642,7.91101,NA,NA,NA,NA,NA,NA,0.742
121504,7.54525,7.60744,7.30818,NA,NA,NA,0.874,NA,NA,NA
121727,7.01278,7.65902,6.96385,NA,NA,0.778,NA,NA,NA,NA
121914,7.83338,7.73681,7.47818,NA,0.985,NA,NA,NA,NA,NA
122029,7.52155,8.27825,7.4332,NA,0.914,NA,NA,NA,NA,NA
122211,7.75754,7.83495,7.92089,NA,NA,NA,0.888,NA,NA,NA
122424,7.35742,8.29908,7.99151,NA,NA,0.881,NA,NA,NA,NA
122776,7.22124,7.52618,8.4865,NA,NA,0.825,NA,NA,NA,NA
122884,7.62171,8.43582,8.02172,NA,NA,0.873,NA,NA,NA,NA
123173,7.92774,7.67902,6.99106,NA,NA,0.855,NA,NA,NA,NA
123253,7.69198,7.95218,7.65717,NA,NA,0.982,NA,NA,NA,NA
123455,7.86964,7.38816,7.88026,NA,NA,0.965,NA,NA,NA,NA
123709,8.05643,7.10944,8.15889,NA,NA,0.819,NA,NA,NA,NA
123894,8.41734,7.7396,8.22845,NA,0.857,NA,NA,NA,NA,NA
124166,8.05984,6.94237,8.0672,0.689,NA,NA,NA,NA,NA,NA
124386,7.32422,8.68158,7.83145,NA,NA,NA,0.751,NA,NA,NA
124574,7.52393,7.51504,6.95383,NA,NA,0.841,NA,NA,NA,NA
124777,7.78669,8.29546,7.43305,NA,NA,NA,0.84,NA,NA,NA
124931,7.48037,8.42416,7.59395,NA,0.893,NA,NA,NA,NA,NA
125175,7.57318,8.32474,8.30277,NA,0.836,NA,NA,NA,NA,NA
125230,8.24473,7.5314,8.3127,NA,0.87,NA,NA,NA,NA,NA
125520,7.74361,7.6598,8.45954,NA,0.892,NA,NA,NA,NA,NA
125660,8.30867,7.18722,7.70707,NA,NA,0.873,NA,NA,NA,NA
125896,8.71557,7.18762,7.6679,NA,NA,0.771,NA,NA,NA,NA
126036,7.9536,7.13773,7.5598,NA,0.872,NA,NA,NA,NA,NA
126219,7.90826,7.52219,7.57789,0.914,NA,NA,NA,NA,NA,NA
126475,7.29282,7.42137,7.48866,NA,0.933,NA,NA,NA,NA,NA
126639,8.12591,8.09282,8.50703,NA,0.809,NA,NA,NA,NA,NA
126802,8.3784,7.40557,7.73418,NA,NA,0.876,NA,NA,NA,NA
127045,7.23561,7.42067,7.50919,NA,NA,NA,0.773,NA,NA,NA
127247,9.06807,8.28332,7.69141,NA,NA,0.661,NA,NA,NA,NA
127450,7.62734,7.52221,6.59574,NA,NA,NA,0.675,NA,NA,NA
127667,8.28677,7.60074,7.06108,NA,0.845,NA,NA,NA,NA,NA
127802,8.1222,8.26828,7.58025,NA,0.902,NA,NA,NA,NA,NA
128155,8.56691,7.60644,7.84576,0.763,NA,NA,NA,NA,NA,NA
128326,8.81317,7.07786,7.539,NA,0.715,NA,NA,NA,NA,NA
128590,8.6065,7.94812,7.43263,NA,0.819,NA,NA,NA,NA,NA
128775,8.56275,7.4552,8.09351,0.744,NA,NA,NA,NA,NA,NA
128962,7.95477,8.44903,8.27885,NA,NA,NA,0.666,NA,NA,NA
129120,8.01316,7.95718,8.71109,NA,NA,0.777,NA,NA,NA,NA
129314,7.59285,7.84739,7.89362,0.912,NA,NA,NA,NA,NA,NA
129448,8.55516,8.80074,7.9475,NA,0.639,NA,NA,NA,NA,NA
129736,7.90786,8.67567,7.84167,NA,0.827,NA,NA,NA,NA,NA
129821,7.26148,8.90191,7.04144,NA,NA,0.639,NA,NA,NA,NA
130009,7.21734,8.15357,7.81631,NA,NA,0.884,NA,NA,NA,NA
130371,7.74762,7.61489,7.83751,0.949,NA,NA,NA,NA,NA,NA
130462,7.94173,8.11929,6.98579,NA,0.844,NA,NA,NA,NA,NA
130608,8.54174,7.82886,7.73081,NA,0.871,NA,NA,NA,NA,NA
130825,7.55675,8.13887,8.37616,NA,0.86,NA,NA,NA,NA,NA
131007,7.46561,8.01498,7.41049,NA,NA,0.922,NA,NA,NA,NA
131394,7.76935,7.43634,8.03308,NA,NA,0.924,NA,NA,NA,NA
131572,8.34902,7.32636,7.20198,0.773,NA,NA,NA,NA,NA,NA
131790,8.73914,6.86211,7.19107,NA,0.604,NA,NA,NA,NA,NA
131932,8.08975,7.54096,7.58796,NA,NA,0.959,NA,NA,NA,NA
132194,8.08372,6.62093,7.59177,NA,0.731,NA,NA,NA,NA,NA
132325,7.1788,7.98023,7.84944,NA,NA,0.874,NA,NA,NA,NA
132579,7.56547,8.02123,7.20167,NA,NA,NA,0.762,NA,NA,NA
132714,8.15435,7.45309,7.91147,NA,NA,0.897,NA,NA,NA,NA
132831,7.57145,7.35397,8.4371,NA,NA,0.861,NA,NA,NA,NA
133063,7.37664,7.76958,8.1305,NA,NA,0.926,NA,NA,NA,NA
133242,7.19102,7.90534,8.15953,NA,0.886,NA,NA,NA,NA,NA
133410,7.08786,7.90374,7.86615,NA,NA,0.901,NA,NA,NA,NA
133632,7.79498,8.5713,7.26064,NA,0.809,NA,NA,NA,NA,NA
133940,8.26048,7.81136,6.87955,NA,0.751,NA,NA,NA,NA,NA
134162,7.60527,7.96142,7.47625,NA,NA,0.971,NA,NA,NA,NA
134205,8.45847,8.08033,7.80701,NA,NA,NA,0.76,NA,NA,NA
134469,7.63233,8.01711,7.76981,NA,0.951,NA,NA,NA,NA,NA
134712,8.08312,8.24921,7.89,0.794,NA,NA,NA,NA,NA,NA
134917,7.50119,8.1228,7.7813,NA,NA,NA,0.872,NA,NA,NA
135032,7.94931,7.88583,7.43459,NA,NA,0.94,NA,NA,NA,NA
135324,7.62794,8.07267,7.27417,NA,0.915,NA,NA,NA,NA,NA
135412,8.06647,7.65972,7.53058,NA,0.966,NA,NA,NA,NA,NA
135732,7.43857,7.59046,6.52504,NA,NA,0.703,NA,NA,NA,NA
135950,7.84291,8.20001,6.68653,NA,0.734,NA,NA,NA,NA,NA
136131,8.27822,7.61201,7.21959,NA,NA,0.846,NA,NA,NA,NA
136363,8.74064,7.96518,8.0483,NA,NA,0.781,NA,NA,NA,NA
136537,8.18334,6.95969,7.49538,NA,0.827,NA,NA,NA,NA,NA
136742,8.05049,7.71244,7.91678,0.891,NA,NA,NA,NA,NA,NA
136976,7.77592,8.39403,7.05432,NA,0.819,NA,NA,NA,NA,NA
137173,7.19302,7.74639,7.42841,NA,0.902,NA,NA,NA,NA,NA
137370,8.01816,7.78542,7.75555,0.915,NA,NA,NA,NA,NA,NA
137556,6.63487,8.05185,7.81706,NA,0.739,NA,NA,NA,NA,NA
137641,7.87052,7.75959,7.60804,NA,0.991,NA,NA,NA,NA,NA
137885,7.35005,7.53989,7.92099,NA,NA,NA,0.878,NA,NA,NA
