id,x0,x1,x2,fitness5,fitness4,fitness3.5,fitness4.5,fitness6,fitness7,fitness7.5,fitness10,fitness9,fitness10.5,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness3,fitness2.5,fitness5.5,fitness2
112300,6.38195,7.92675,8.89105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA
112488,5.13098,7.83498,8.40185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA
112685,6.71656,8.93995,8.62287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA
112952,7.45477,8.20699,8.92192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA
113024,8.11775,7.93328,7.82134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA
113295,7.61655,8.65297,6.93458,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113468,7.23227,8.08404,5.9743,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113633,5.76978,7.05128,6.94135,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113872,6.70646,7.34858,6.17544,NA,NA,NA,NA,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114096,5.44167,8.15785,5.89658,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114391,7.50277,9.25824,5.369,NA,NA,NA,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114441,8.70597,8.43652,6.45483,NA,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114756,7.82078,7.84973,5.07052,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114979,7.61604,7.32801,5.23871,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115041,6.78487,9.74337,4.88147,NA,NA,NA,NA,NA,-0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115202,7.80254,9.38155,6.71909,NA,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115555,8.05115,9.2035,6.76696,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115609,6.40634,9.00065,6.42637,NA,NA,NA,NA,NA,-0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115823,6.80249,7.39302,6.27247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA
116009,6.86653,7.7753,7.20699,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116269,6.72125,7.33198,5.66234,NA,NA,NA,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116498,7.89555,7.54715,6.20831,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116772,8.9434,6.51406,7.65667,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116847,6.57606,6.3647,8.42992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,NA,NA,NA,NA,NA,NA,NA
117190,4.37,5.73773,7.00442,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
117244,4.39861,4.94029,8.02382,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117576,4.41612,5.06611,8.75301,NA,NA,NA,NA,NA,NA,NA,-0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117622,5.49218,4.66997,9.82202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.205,NA,NA,NA,NA,NA,NA,NA
117853,6.13027,4.62738,9.31805,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118036,5.30109,5.005,7.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA
118213,4.15643,4.30652,6.92732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA
118600,3.87205,4.67659,7.56563,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118708,6.00807,4.1353,8.90886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA
118829,6.259,3.28296,7.54376,NA,NA,NA,NA,NA,NA,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119093,6.5019,3.27792,7.88655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA
119290,7.48206,2.79519,8.30233,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119445,7.22266,2.99477,6.68802,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119704,7.66675,2.57003,6.39659,NA,NA,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119812,6.18092,4.32493,5.71739,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120150,7.16769,4.64989,5.68944,NA,NA,NA,NA,NA,NA,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120236,7.64512,6.28167,7.5443,NA,NA,NA,NA,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120413,7.96405,8.36227,7.5958,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120779,8.37423,8.91538,7.55543,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120876,7.47527,8.14381,6.74952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA
121136,6.51544,9.10656,6.87348,NA,NA,NA,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121382,7.20577,7.94251,7.10295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA
121427,6.85851,6.78441,6.94086,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121778,6.77399,7.66829,6.99701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA
121810,7.92858,7.12947,7.76012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA
122001,9.07272,7.36973,7.17843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA
122385,9.91001,7.71753,7.15114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA
122457,10.5,7.75226,8.4795,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122673,10.5,7.70464,8.38925,NA,NA,NA,NA,-0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122815,10.5,7.08925,9.21533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.381,NA
123141,9.74455,8.17559,8.49443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031,NA
123300,8.57165,8.503,8.79174,NA,NA,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123505,9.04532,8.2258,7.79875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA
123796,8.57457,8.01209,7.98847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA
123880,8.79572,8.62935,7.89569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA
124179,8.14936,8.59966,9.07943,NA,NA,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124381,8.3808,8.20724,8.32721,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124413,7.5783,8.40016,8.96333,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124709,9.28557,8.39297,7.12842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA
124854,8.51583,7.50048,8.18566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
125140,8.65807,8.06664,8.32375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA
125386,8.99082,8.24335,7.59985,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA
125501,7.60565,7.90768,8.25471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA
125720,8.21672,7.3614,7.69352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA
125902,8.81051,7.46,8.24996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA
126048,8.55161,7.14831,6.76589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,NA,NA
126206,10.5,7.30205,7.83317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA
126559,8.79838,6.99681,7.12568,NA,NA,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA
126697,8.25595,7.30455,7.79706,NA,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
126858,9.35923,6.79691,7.96779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA
127139,8.11101,7.26145,9.66123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA
127264,9.49145,8.27903,9.5815,NA,NA,NA,NA,NA,NA,NA,-0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127477,8.80659,8.07379,9.77715,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.149,NA,NA,NA,NA,NA,NA,NA,NA
127639,8.48602,10.3828,9.34962,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.442,NA,NA,NA,NA,NA,NA,NA,NA
127839,7.49915,8.69696,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,NA,NA,NA
128120,7.9026,9.2224,10.5,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128217,6.87259,8.69499,10.5,NA,NA,NA,NA,NA,NA,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128561,7.18047,8.76524,10.5,NA,NA,NA,NA,NA,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128633,6.9384,7.97991,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA
128876,7.64,7.8651,10.2443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA
129012,7.91976,7.50321,10.5,NA,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129354,7.88366,8.69285,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,NA
129557,8.96497,7.98601,10.5,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129604,8.30869,8.16046,10.1119,NA,NA,NA,NA,NA,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129927,7.04386,7.27283,9.04326,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130089,7.35228,7.0789,8.8555,NA,NA,NA,NA,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
130231,8.02031,6.52739,8.13362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA
130403,6.76617,6.03038,7.4744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009,NA,NA,NA,NA,NA
130718,7.54487,5.21343,7.23181,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130981,7.95745,4.11328,6.82685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,NA
131031,7.37318,4.62061,6.98941,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131394,7.26665,4.40787,7.52124,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131442,7.14849,5.05957,7.30592,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131647,7.66466,4.01771,7.7292,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131941,7.41211,4.0543,7.93643,NA,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132001,7.54627,4.35897,9.16571,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132226,8.73486,4.61019,7.99046,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132585,8.61609,4.36592,9.76082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111,NA
132683,9.20725,3.91223,8.34373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,NA
132923,9.40817,3.65178,7.92775,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133151,8.41015,2.03492,7.50083,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133393,7.26157,1.9088,7.37004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA
133583,7.83811,1.65897,8.15264,NA,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133691,6.57125,1.36405,6.97847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA
133873,7.59266,0.5,7.61111,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134154,9.5179,1.27999,7.50831,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134223,8.41345,1.03541,6.64459,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134596,7.84977,0.898568,8.04283,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134703,7.97026,1.1198,9.17068,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134830,7.53422,1.35892,9.05822,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135100,8.17645,3.14208,7.68641,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135280,9.1096,2.81312,7.10995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056,NA,NA,NA,NA,NA
135500,8.04216,5.89807,8.95368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA
135689,7.14099,5.97561,8.33911,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135936,7.80012,5.43667,7.61826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376,NA,NA,NA,NA,NA,NA,NA
136196,7.49866,5.53767,7.86132,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136367,7.3263,5.65095,7.52758,NA,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136527,7.77569,6.68781,7.22443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA
136628,7.58653,6.0185,8.28634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA
136876,9.10719,6.70296,7.91046,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137104,7.83265,6.65601,9.25147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA
137228,9.39202,6.6265,7.93269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA,NA,NA
137495,8.43371,7.52411,7.21781,NA,NA,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
137714,7.82011,8.07564,9.21615,NA,NA,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137971,7.34332,7.10546,8.21859,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA
138121,8.04094,7.50883,7.10207,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA
138261,9.56027,8.20377,7.19829,NA,NA,NA,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA
138577,8.86453,6.93408,8.47469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA
138669,7.86386,7.51106,7.47401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA
138867,8.09303,8.15741,8.34673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA
139162,7.20311,8.49057,7.9347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
139295,7.59153,7.34677,7.74202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA
139444,8.63128,8.52862,8.46974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA
139637,9.5352,9.74179,8.2576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA
139965,8.5147,9.04863,7.44641,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140100,8.21331,8.98148,7.51607,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140398,8.45418,8.72515,7.71848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
140491,7.19342,9.34468,9.11402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,NA,NA,NA
140772,7.54834,8.53782,8.47146,NA,NA,NA,NA,NA,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
140913,7.8657,9.49345,8.47023,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
141065,8.06419,7.97602,8.95791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
141397,7.96024,8.65738,8.44769,NA,NA,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA
141576,6.78152,6.91908,8.80537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA
141695,6.23433,9.02003,8.0136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA
141922,6.00241,8.49287,8.07449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA
142191,6.27064,8.02983,7.41156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA
142265,8.38318,7.0626,9.40117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA
142563,8.84722,6.92889,8.36617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA
142749,7.6535,6.67437,7.86413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA
142900,8.0286,8.11659,7.66631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA
143053,7.3637,8.28034,7.32654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA
143382,8.42079,8.83458,7.91025,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143556,7.47273,7.67577,7.43257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA
143620,6.5345,7.39975,6.92065,NA,NA,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143860,6.2691,8.12754,7.55789,NA,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144028,7.33299,7.51111,8.59383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA
144367,7.77666,7.43669,8.19313,NA,NA,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144582,7.50145,8.02821,7.43397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA
144625,3.96088,7.52533,7.01413,NA,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144816,5.69346,7.74123,7.0669,NA,NA,NA,NA,-0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145118,6.53266,7.63771,8.61806,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145386,7.12563,8.61335,8.60913,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145460,6.78143,6.88225,8.30547,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145678,6.91209,8.40787,8.63687,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145978,6.67623,8.68838,7.53767,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146167,5.52756,8.11611,7.77372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,NA,NA,NA,NA,NA
146323,8.5205,8.11681,8.24929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA
146525,7.43195,9.0607,7.86291,NA,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146710,9.36615,9.51024,7.27393,NA,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146918,9.02668,8.61796,7.51147,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147072,10.326,9.61362,8.06692,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147223,10.4512,7.70354,6.9777,NA,NA,NA,NA,-0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147485,10.5,8.58758,8.29253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA
147700,8.52505,7.48333,8.51223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA
147914,8.61164,7.34208,6.9073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA
148188,9.1315,8.01725,8.29427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA,NA
148255,9.00059,6.64425,7.91637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA
148512,9.85695,7.39532,7.11672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA
148743,8.98244,7.2136,7.74936,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148894,10.5,7.21715,9.76683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA
149063,10.2507,7.94311,9.17916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA
149220,10.3417,7.32422,9.24792,NA,NA,NA,NA,NA,NA,NA,NA,-0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
149466,10.3745,5.73694,9.19834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.294,NA,NA,NA,NA,NA,NA
149626,9.21396,6.74873,9.41333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA
149898,10.2293,8.62758,8.99003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA
150162,9.95584,9.37546,8.17884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA
