id,x0,x1,x2,fitness5,fitness4,fitness3.5,fitness4.5,fitness6,fitness7,fitness7.5,fitness10,fitness9,fitness10.5,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness3,fitness2.5,fitness5.5,fitness2
36415,5.31484,7.36682,9.32216,NA,NA,NA,NA,-0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36668,5.36775,7.86556,8.20786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022,NA
36932,4.96393,7.42344,6.95332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA
37087,7.00745,6.07789,7.28495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA
37287,6.11099,6.63563,6.30929,NA,NA,NA,NA,NA,NA,-0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37466,7.22248,5.71023,7.28414,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37688,6.80739,6.48235,6.50731,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37939,7.86179,6.80965,8.0947,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38125,7.90692,6.56762,8.42738,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38205,6.31311,8.77415,7.81776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA
38459,6.96972,7.70061,8.21412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA
38789,7.38377,7.34244,7.0288,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38905,8.34744,6.77451,7.87223,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39042,8.31074,8.45456,8.87371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA
39237,8.16126,7.2352,7.18505,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39581,8.02758,7.73835,7.61736,NA,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39700,8.15645,6.17968,8.93521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA
39977,7.39718,5.43254,7.74396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA
40151,6.44007,5.14359,8.39134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA
40400,6.28559,6.0859,7.27543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
40598,7.32569,8.27451,8.06641,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40677,6.8403,7.10033,7.93249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,NA
40908,6.77459,7.81984,8.21951,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41098,8.61045,8.05504,7.21564,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41224,8.03069,7.90209,7.87221,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41491,7.21824,8.14419,8.66014,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41667,7.32482,7.40602,8.51344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336,NA,NA,NA
41849,8.41831,7.61684,8.40769,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42006,8.5651,8.16221,8.97322,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42394,9.33158,7.4731,8.44321,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42500,9.11565,7.69034,9.10284,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42795,8.69502,6.46626,10.0216,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42922,8.24758,8.26034,8.97187,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43193,7.94721,7.11578,9.06769,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43322,8.29272,6.82929,8.74245,NA,NA,NA,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43435,7.31534,7.25025,7.51641,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43701,8.78287,7.47679,7.67092,NA,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43849,7.8409,6.7562,6.87646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656
44187,8.87129,6.35738,7.84636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442,NA,NA
44279,8.86392,6.44831,8.40618,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44456,8.05302,7.17782,8.42613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA
44637,7.77936,6.55526,8.34483,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44889,8.79134,7.24301,8.22022,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45142,7.28023,6.86871,6.1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA
45366,7.37702,9.05078,8.32921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,NA,NA
45474,8.34937,9.08884,7.7319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA
45761,7.60414,8.24984,8.89704,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45992,9.24651,7.36467,8.66855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493
46071,9.56858,7.98688,9.48387,NA,NA,-0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46394,8.79456,7.7795,7.62415,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46520,9.89457,7.38164,7.26948,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46779,9.18936,6.56083,6.85649,NA,NA,NA,NA,-0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46967,7.53325,6.50575,7.34519,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47124,7.70299,7.3088,7.10812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA
47218,7.86434,6.13981,7.83035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,NA
47494,8.07101,7.60643,7.59061,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47652,5.92756,7.97304,7.92334,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47889,4.68761,8.26348,8.4442,NA,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48045,4.33168,6.89403,7.55528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA
48397,4.24714,6.09877,7.02292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,NA,NA
48491,4.65792,6.66909,7.40921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA
48784,5.06222,7.25224,8.33397,NA,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48888,5.1296,7.54527,7.18239,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49011,7.06097,7.7972,6.92791,NA,NA,NA,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA
49315,6.00116,7.21604,7.19165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA
49599,6.72782,7.7505,7.89231,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49732,8.71497,6.48993,6.98415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA
49901,8.43339,5.38176,6.49169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA
50010,8.84323,4.40479,7.34902,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50353,8.37147,5.25412,8.64482,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50524,8.36131,6.24167,7.89711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA
50749,9.07814,6.69414,7.22381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA
50874,8.05259,7.68642,8.42924,NA,NA,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
51016,6.71146,8.06299,8.01376,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51295,6.34918,7.03669,8.10053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA
51417,6.85451,5.65609,7.07395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.096,NA,NA,NA,NA
51704,6.93703,4.15415,7.22655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA
51971,7.3314,3.90097,7.77382,NA,NA,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52001,6.33109,4.92687,7.77894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA
52218,5.84592,5.70536,7.52505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA
52599,6.56253,4.45876,8.15905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA
52730,7.16914,3.16088,7.72294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA,NA,NA
52849,7.22237,4.05938,6.36066,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53072,8.12238,2.84945,6.79704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA
53356,7.35568,2.35049,6.77708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA
53430,7.12649,3.70721,6.92927,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53731,6.39897,3.78071,7.84165,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53922,6.23756,3.54085,8.74213,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54139,7.133,4.25305,9.29752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA
54373,8.02896,5.67253,8.0387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA
54473,7.88916,4.86655,7.50219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
54747,8.3531,5.03881,7.83803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA
54906,8.90248,5.98055,5.92944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.266,NA,NA,NA,NA,NA,NA,NA
55079,7.8256,5.31199,5.63021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
55267,7.33351,6.35552,6.83015,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55429,8.3081,5.7041,7.02683,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55645,8.69257,5.06711,5.18482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164,NA,NA,NA,NA,NA
55965,6.55613,5.22541,6.12633,NA,NA,NA,NA,NA,NA,-0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56058,6.68709,5.63807,4.97211,NA,NA,NA,NA,NA,NA,-0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56226,6.63427,5.3961,4.43801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA
56457,6.79025,4.3453,4.49163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA
56770,7.86264,4.06837,3.66153,NA,NA,NA,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
56940,7.36488,4.43847,0.784546,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57166,7.13555,4.44495,1.51649,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57390,7.92405,2.95417,2.60459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029,NA,NA,NA,NA,NA
57482,8.80015,2.09751,2.23893,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57697,9.15616,2.62142,1.6851,NA,NA,NA,NA,-0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57968,9.82445,2.60673,1.93523,NA,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58192,10.5,2.36509,2.12228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,NA,NA,NA
58287,9.37878,1.83855,1.29604,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
58491,8.73181,2.37884,2.64738,NA,NA,NA,NA,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
58764,7.4609,3.1456,2.00554,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
58948,7.57327,3.12874,2.93893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.047,NA,NA,NA,NA,NA,NA,NA
59075,8.60679,2.03666,4.43683,NA,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59309,8.93296,2.13475,4.27666,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59538,7.08981,2.59188,4.3327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA
59795,6.64736,1.65556,3.57348,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59986,7.60614,2.80662,3.48093,NA,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60105,8.04734,4.4359,2.26877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
60398,7.83645,3.55009,5.40139,NA,NA,NA,NA,NA,NA,NA,NA,-0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
60508,7.23653,2.15097,3.99178,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60680,8.99445,2.44207,3.79999,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60848,8.87354,3.61161,3.6868,NA,NA,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA
61155,8.16535,3.99155,4.90781,NA,NA,NA,NA,NA,NA,NA,NA,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
61274,6.74056,5.44643,5.26043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.448,NA,NA,NA,NA
61539,7.1126,6.90562,4.06795,NA,NA,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA
61676,7.22986,9.50797,1.7939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA
61837,8.09585,7.54532,2.30726,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62092,7.12389,8.51111,3.63725,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62272,8.05094,6.9144,4.43555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA
62580,7.40286,7.11548,4.08224,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62637,8.32772,8.3927,3.99175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
62980,8.67631,9.0894,4.18753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,NA,NA,NA,NA
63068,8.64935,7.37183,4.20257,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA
63276,7.13442,8.87759,5.46527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA
63495,6.24037,9.26549,5.1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424,NA,NA,NA,NA
63768,7.49659,8.47782,5.31361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA
63819,8.72946,8.63569,6.62141,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
64106,8.65608,8.32912,7.14342,NA,NA,NA,NA,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
64312,8.1331,9.8342,7.72761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA
64589,7.89168,8.963,8.3196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316,NA,NA,NA,NA
64748,6.87055,8.63848,7.39486,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,NA,NA,NA,NA
64857,7.03284,8.38163,8.64479,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172,NA,NA,NA,NA,NA,NA,NA,NA
65185,6.17981,8.075,7.37935,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
65375,6.9085,10.3297,6.26685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.081,NA,NA,NA,NA,NA,NA,NA
65596,7.42803,8.98043,6.75564,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65705,5.12891,7.97822,6.48578,NA,NA,NA,NA,NA,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65840,3.69073,8.37866,7.13688,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66106,4.83248,8.87658,9.40818,NA,NA,NA,NA,NA,NA,NA,NA,-0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
66216,5.31669,7.35802,8.64579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,NA,NA
66409,5.44926,8.49708,7.23118,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66720,7.55761,8.39149,7.45279,NA,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66994,7.22455,8.55523,6.75466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA
67147,8.77811,8.92363,6.28954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194,NA,NA,NA,NA,NA,NA
67227,8.20694,9.74196,6.28006,NA,NA,NA,NA,NA,NA,NA,NA,-0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
67507,8.37213,9.48237,6.70271,NA,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67727,8.71484,9.44756,7.22947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA
67930,7.17964,8.61214,7.03319,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68114,7.23834,8.03365,6.19113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA
68245,8.51781,7.66935,6.90645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,NA
68414,8.88559,7.85907,6.54843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA
68665,7.3796,7.56332,6.11275,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68911,7.55988,7.30322,6.98252,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69059,7.58641,5.87503,7.3175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003,NA
69346,6.86591,4.84266,6.96551,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69415,7.02181,4.38442,7.9913,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69617,7.48068,4.0814,8.36005,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69900,7.43466,5.26652,7.6624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA
70083,8.37359,5.12869,7.31335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA
70241,7.97968,5.67403,7.48077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA
70491,8.24867,6.58671,6.39453,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70653,7.47375,6.58487,6.29764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA
70868,8.66804,7.39819,6.6864,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71137,9.79604,7.11365,8.09824,NA,NA,NA,NA,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA
71237,8.88758,7.75119,8.47011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA
71553,8.6301,6.81828,7.80494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA
71629,8.68413,7.8066,8.03026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,NA
71917,8.1013,8.47975,7.27367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA
72072,7.63189,8.86717,8.77439,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72287,7.34738,8.8653,7.17648,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72495,8.69631,7.55667,7.68212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA
72665,8.51646,8.90263,7.42837,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72878,7.70102,9.20201,6.67356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA
73018,7.14088,8.57887,6.9612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA
73223,6.41338,8.97514,8.37855,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73519,6.29983,8.88024,7.93791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA
73746,6.69124,8.63298,7.85415,NA,NA,NA,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
73886,7.39874,9.08486,7.14976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA
74006,7.71291,9.52171,9.17848,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
