id,x0,x1,x2,fitness7,fitness7.5,fitness8,fitness8.5,fitness9,fitness6.5,fitness9.5,fitness6
64181,8.29471,8.33752,7.43883,NA,0.835,NA,NA,NA,NA,NA,NA
64293,8.40761,8.30687,7.87931,0.696,NA,NA,NA,NA,NA,NA,NA
64464,7.05781,8.80023,7.80681,0.642,NA,NA,NA,NA,NA,NA,NA
64645,6.78472,8.63936,7.58864,0.536,NA,NA,NA,NA,NA,NA,NA
64980,8.65066,8.30644,7.12171,NA,NA,0.697,NA,NA,NA,NA,NA
65126,7.50435,7.84874,7.40753,NA,0.962,NA,NA,NA,NA,NA,NA
65297,7.47922,7.084,7.63262,NA,0.901,NA,NA,NA,NA,NA,NA
65425,8.13947,7.91023,7.64567,NA,NA,NA,0.877,NA,NA,NA,NA
65749,8.00781,8.14104,7.87825,NA,NA,0.889,NA,NA,NA,NA,NA
65913,7.78368,7.94234,8.35344,NA,NA,NA,0.813,NA,NA,NA,NA
66089,7.70137,8.41247,8.66382,0.589,NA,NA,NA,NA,NA,NA,NA
66285,7.1684,7.2863,7.58545,NA,NA,0.869,NA,NA,NA,NA,NA
66473,8.45094,7.02442,7.61566,NA,0.798,NA,NA,NA,NA,NA,NA
66681,7.88573,7.63839,8.02255,NA,0.931,NA,NA,NA,NA,NA,NA
66847,7.67492,7.31123,7.25478,0.759,NA,NA,NA,NA,NA,NA,NA
67079,7.76668,7.88572,8.09687,NA,0.931,NA,NA,NA,NA,NA,NA
67363,7.64295,7.89779,7.26804,NA,0.948,NA,NA,NA,NA,NA,NA
67513,7.89268,8.24934,7.51194,NA,NA,0.892,NA,NA,NA,NA,NA
67632,8.18057,7.33681,7.08732,NA,0.828,NA,NA,NA,NA,NA,NA
67942,7.19663,8.21935,7.48312,0.699,NA,NA,NA,NA,NA,NA,NA
68135,8.21689,8.18264,7.84279,NA,NA,NA,0.828,NA,NA,NA,NA
68284,8.12983,8.2342,7.61984,NA,NA,NA,NA,0.713,NA,NA,NA
68498,8.47723,8.17822,7.76479,NA,0.828,NA,NA,NA,NA,NA,NA
68778,8.05746,7.01325,7.72539,NA,0.866,NA,NA,NA,NA,NA,NA
68999,7.40885,8.00468,7.6304,0.85,NA,NA,NA,NA,NA,NA,NA
69199,7.79543,7.90518,7.32461,NA,NA,0.946,NA,NA,NA,NA,NA
69257,7.08631,8.23021,8.3356,NA,0.772,NA,NA,NA,NA,NA,NA
69458,7.61549,8.22537,8.15358,0.803,NA,NA,NA,NA,NA,NA,NA
69766,7.66352,6.83853,8.288,NA,NA,NA,NA,0.598,NA,NA,NA
69860,7.58697,7.13084,7.48056,NA,NA,NA,NA,0.656,NA,NA,NA
70097,7.97236,7.54282,8.21644,NA,0.93,NA,NA,NA,NA,NA,NA
70276,8.25634,7.09787,6.59847,NA,0.617,NA,NA,NA,NA,NA,NA
70495,8.4345,8.25251,7.44561,NA,0.831,NA,NA,NA,NA,NA,NA
70765,8.45913,8.50861,7.72497,NA,0.776,NA,NA,NA,NA,NA,NA
70891,8.0836,8.1765,6.52507,NA,NA,NA,0.558,NA,NA,NA,NA
71109,8.11682,8.80066,7.61455,NA,NA,0.765,NA,NA,NA,NA,NA
71319,7.99554,8.45599,7.3785,NA,NA,0.816,NA,NA,NA,NA,NA
71543,7.63924,7.82611,6.65823,NA,NA,0.747,NA,NA,NA,NA,NA
71734,9.5247,7.22069,7.48641,NA,NA,0.54,NA,NA,NA,NA,NA
71907,8.40068,8.12089,7.77811,NA,NA,0.865,NA,NA,NA,NA,NA
72042,8.08263,8.37584,6.86607,NA,0.725,NA,NA,NA,NA,NA,NA
72321,9.03254,7.34796,7.34438,0.644,NA,NA,NA,NA,NA,NA,NA
72494,8.77865,6.95963,7.52762,0.593,NA,NA,NA,NA,NA,NA,NA
72684,7.72727,7.16917,7.59722,NA,0.932,NA,NA,NA,NA,NA,NA
72829,8.0917,7.26582,7.09075,NA,NA,NA,NA,0.636,NA,NA,NA
73148,6.34519,7.58856,7.77224,NA,NA,0.653,NA,NA,NA,NA,NA
73346,7.6657,7.40599,7.74898,NA,0.941,NA,NA,NA,NA,NA,NA
73474,7.01694,7.42359,7.69415,NA,NA,0.864,NA,NA,NA,NA,NA
73652,7.92342,6.092,8.08679,NA,NA,0.515,NA,NA,NA,NA,NA
73897,7.72603,7.26913,8.33152,NA,NA,0.877,NA,NA,NA,NA,NA
74083,6.99305,7.09603,8.17976,NA,NA,0.721,NA,NA,NA,NA,NA
74213,7.3757,8.04155,7.67322,NA,0.945,NA,NA,NA,NA,NA,NA
74403,7.31217,7.05413,7.74599,NA,NA,NA,0.751,NA,NA,NA,NA
74770,8.1238,7.15816,8.34545,NA,NA,NA,0.677,NA,NA,NA,NA
74908,7.31122,8.57086,9.01183,NA,0.588,NA,NA,NA,NA,NA,NA
75070,7.16168,8.33666,8.29976,NA,0.794,NA,NA,NA,NA,NA,NA
75236,8.09814,7.66204,7.33989,NA,NA,NA,0.868,NA,NA,NA,NA
75478,6.84796,8.60684,8.21363,NA,NA,0.652,NA,NA,NA,NA,NA
75665,6.91056,7.79349,7.69445,NA,0.834,NA,NA,NA,NA,NA,NA
75934,7.50402,7.48193,8.2827,NA,NA,0.917,NA,NA,NA,NA,NA
76173,7.99485,7.68576,7.50152,NA,NA,0.964,NA,NA,NA,NA,NA
76201,7.06783,7.39583,6.80823,NA,0.722,NA,NA,NA,NA,NA,NA
76576,7.25285,7.6115,7.78502,NA,NA,0.946,NA,NA,NA,NA,NA
76647,7.86207,7.4739,7.37784,NA,0.958,NA,NA,NA,NA,NA,NA
76852,7.7483,7.45758,7.46488,NA,NA,NA,0.889,NA,NA,NA,NA
77082,7.86138,8.22982,7.45327,NA,NA,0.925,NA,NA,NA,NA,NA
77346,8.16024,7.20919,7.92039,0.849,NA,NA,NA,NA,NA,NA,NA
77564,7.55117,8.34828,7.29406,NA,NA,0.872,NA,NA,NA,NA,NA
77672,7.25391,7.17039,8.0333,NA,0.828,NA,NA,NA,NA,NA,NA
77931,7.80041,7.74636,6.87151,NA,0.844,NA,NA,NA,NA,NA,NA
78020,8.24584,7.5418,6.79942,NA,NA,0.716,NA,NA,NA,NA,NA
78208,7.72852,6.85612,6.80854,NA,NA,NA,0.616,NA,NA,NA,NA
78567,7.72425,7.54683,7.825,NA,NA,0.984,NA,NA,NA,NA,NA
78753,8.12346,7.87228,8.17785,NA,NA,NA,0.855,NA,NA,NA,NA
78833,8.68995,8.05059,7.84117,NA,NA,NA,0.697,NA,NA,NA,NA
79147,9.21656,8.00584,8.04739,0.598,NA,NA,NA,NA,NA,NA,NA
79362,7.95411,8.39549,7.99983,NA,0.882,NA,NA,NA,NA,NA,NA
79559,7.25013,7.39734,8.06093,NA,NA,NA,0.786,NA,NA,NA,NA
79631,7.23067,7.65309,7.94817,NA,0.938,NA,NA,NA,NA,NA,NA
79887,7.40945,7.66718,7.0294,NA,NA,0.838,NA,NA,NA,NA,NA
80140,7.48712,7.23728,8.72137,NA,0.738,NA,NA,NA,NA,NA,NA
80362,6.99523,7.48737,6.77719,0.633,NA,NA,NA,NA,NA,NA,NA
80415,7.56317,7.42768,7.59973,0.911,NA,NA,NA,NA,NA,NA,NA
80703,7.66643,7.76569,7.16669,NA,0.935,NA,NA,NA,NA,NA,NA
80841,7.14522,7.12108,7.4416,NA,NA,0.839,NA,NA,NA,NA,NA
81002,8.09492,7.4978,7.62361,NA,NA,0.954,NA,NA,NA,NA,NA
81218,7.00918,6.73119,7.61893,NA,NA,NA,0.632,NA,NA,NA,NA
81561,6.74646,7.49036,7.27481,NA,NA,0.744,NA,NA,NA,NA,NA
81752,7.2864,7.72196,6.94113,NA,0.836,NA,NA,NA,NA,NA,NA
81873,8.1304,7.44677,7.73089,0.857,NA,NA,NA,NA,NA,NA,NA
82189,7.19752,7.54819,9.11257,NA,0.645,NA,NA,NA,NA,NA,NA
82204,7.51665,7.37507,8.4707,NA,NA,0.863,NA,NA,NA,NA,NA
82572,7.0883,8.60153,8.11353,0.609,NA,NA,NA,NA,NA,NA,NA
82712,7.70519,7.46855,7.3648,0.868,NA,NA,NA,NA,NA,NA,NA
82979,7.92285,7.55908,7.59153,NA,NA,NA,NA,NA,0.753,NA,NA
83008,7.78066,6.63544,7.46614,NA,0.732,NA,NA,NA,NA,NA,NA
83388,7.41868,7.57147,7.82332,NA,NA,NA,0.851,NA,NA,NA,NA
83569,8.02243,7.94158,8.67419,NA,NA,0.81,NA,NA,NA,NA,NA
83718,7.56957,8.63172,7.46024,NA,NA,0.818,NA,NA,NA,NA,NA
83939,8.23262,7.58962,7.95434,NA,NA,0.91,NA,NA,NA,NA,NA
84188,8.44667,7.20366,7.79292,NA,0.846,NA,NA,NA,NA,NA,NA
84282,8.3716,7.46454,7.71942,NA,NA,0.877,NA,NA,NA,NA,NA
84508,8.43956,7.03338,7.2911,NA,NA,0.743,NA,NA,NA,NA,NA
84629,7.94186,6.79302,7.62485,NA,NA,NA,0.743,NA,NA,NA,NA
84864,8.30048,8.14858,7.24217,NA,NA,NA,NA,NA,0.616,NA,NA
85022,8.40744,8.23635,7.41949,NA,0.808,NA,NA,NA,NA,NA,NA
85315,7.47789,7.01149,7.2004,NA,NA,0.785,NA,NA,NA,NA,NA
85451,8.12456,7.29636,7.10878,NA,NA,NA,NA,0.627,NA,NA,NA
85642,7.66008,6.91998,6.84993,NA,NA,NA,0.648,NA,NA,NA,NA
85802,7.57705,6.99738,7.19139,NA,NA,0.807,NA,NA,NA,NA,NA
86142,6.99293,7.88747,7.3702,0.771,NA,NA,NA,NA,NA,NA,NA
86307,7.29213,8.16931,8.00433,0.843,NA,NA,NA,NA,NA,NA,NA
86513,7.94957,7.88181,7.10175,0.747,NA,NA,NA,NA,NA,NA,NA
86697,8.65107,7.53996,7.16869,NA,0.743,NA,NA,NA,NA,NA,NA
86883,7.9458,7.33963,7.53542,0.824,NA,NA,NA,NA,NA,NA,NA
87033,8.14702,7.32676,6.79361,NA,NA,NA,NA,0.571,NA,NA,NA
87265,8.15168,7.71304,7.04909,NA,0.865,NA,NA,NA,NA,NA,NA
87439,7.31083,7.76288,8.23002,NA,0.906,NA,NA,NA,NA,NA,NA
87672,7.75602,7.96683,8.12816,NA,NA,0.944,NA,NA,NA,NA,NA
87869,7.27068,9.02054,7.59093,NA,NA,0.676,NA,NA,NA,NA,NA
88139,7.09075,7.99615,7.35533,NA,NA,NA,NA,0.685,NA,NA,NA
88313,7.53464,8.49452,6.86566,NA,0.734,NA,NA,NA,NA,NA,NA
88456,8.20978,7.74912,6.68294,NA,NA,0.732,NA,NA,NA,NA,NA
88786,7.45098,8.15614,7.07643,NA,NA,0.856,NA,NA,NA,NA,NA
88807,7.9145,8.39323,6.92995,NA,NA,NA,0.704,NA,NA,NA,NA
89140,7.517,8.37054,7.50706,NA,NA,0.901,NA,NA,NA,NA,NA
89272,7.35356,7.1874,7.37645,NA,0.889,NA,NA,NA,NA,NA,NA
89443,7.51084,7.90594,7.75139,NA,NA,0.947,NA,NA,NA,NA,NA
89642,7.79215,8.57953,8.32457,NA,NA,NA,0.696,NA,NA,NA,NA
89843,7.51813,8.43289,8.98755,NA,NA,0.644,NA,NA,NA,NA,NA
90014,7.09995,7.73351,8.1987,0.82,NA,NA,NA,NA,NA,NA,NA
90259,8.07674,7.60962,8.42356,NA,NA,0.864,NA,NA,NA,NA,NA
90519,8.56562,8.16041,6.60431,NA,NA,0.578,NA,NA,NA,NA,NA
90754,7.41925,7.3564,7.75411,NA,0.955,NA,NA,NA,NA,NA,NA
90876,7.40872,7.38249,8.50495,NA,NA,NA,0.784,NA,NA,NA,NA
91165,7.12274,8.62785,8.67,NA,NA,NA,0.542,NA,NA,NA,NA
91300,7.37162,9.12199,8.82026,NA,NA,0.497,NA,NA,NA,NA,NA
91426,7.93692,7.74472,8.75335,NA,NA,0.795,NA,NA,NA,NA,NA
91691,7.00134,8.74204,8.09316,NA,0.69,NA,NA,NA,NA,NA,NA
91950,7.19118,7.75409,8.26569,NA,0.88,NA,NA,NA,NA,NA,NA
92109,8.19598,7.64433,8.37956,0.807,NA,NA,NA,NA,NA,NA,NA
92288,6.98433,7.84749,9.39724,NA,NA,NA,NA,NA,0.269,NA,NA
92465,7.48074,7.13694,9.45321,NA,0.535,NA,NA,NA,NA,NA,NA
92721,8.16136,7.53341,8.34119,0.746,NA,NA,NA,NA,NA,NA,NA
92891,8.58705,7.39289,7.41346,NA,0.809,NA,NA,NA,NA,NA,NA
93167,8.53099,7.27483,7.71066,0.681,NA,NA,NA,NA,NA,NA,NA
93247,8.31751,7.63082,7.17526,NA,0.851,NA,NA,NA,NA,NA,NA
93535,7.46816,7.82556,7.19765,NA,NA,NA,0.833,NA,NA,NA,NA
93622,7.79975,7.36166,6.97221,NA,NA,0.815,NA,NA,NA,NA,NA
93858,8.8061,7.33088,8.08329,0.659,NA,NA,NA,NA,NA,NA,NA
94171,8.19744,7.38897,7.67765,NA,NA,0.931,NA,NA,NA,NA,NA
94278,8.60768,7.12404,7.55643,NA,NA,NA,NA,NA,0.568,NA,NA
94459,8.31016,7.56078,7.177,NA,NA,0.863,NA,NA,NA,NA,NA
94684,6.92398,6.63813,8.35728,NA,NA,0.556,NA,NA,NA,NA,NA
94883,7.35164,6.80949,7.75961,NA,NA,0.778,NA,NA,NA,NA,NA
95155,7.81709,8.75535,8.00238,NA,NA,0.799,NA,NA,NA,NA,NA
95213,7.07365,7.72085,8.20622,NA,NA,NA,0.795,NA,NA,NA,NA
95582,8.60192,7.98714,7.03419,NA,NA,0.727,NA,NA,NA,NA,NA
95602,8.55351,8.75311,7.71208,NA,NA,0.694,NA,NA,NA,NA,NA
95983,7.4346,7.86934,7.02903,NA,NA,0.873,NA,NA,NA,NA,NA
96099,7.39241,8.38278,7.45154,NA,NA,0.856,NA,NA,NA,NA,NA
96365,8.22048,8.23895,7.80154,NA,NA,0.865,NA,NA,NA,NA,NA
96409,8.47638,7.2833,7.56835,NA,NA,0.851,NA,NA,NA,NA,NA
96713,8.96956,7.10331,7.71513,NA,0.684,NA,NA,NA,NA,NA,NA
96821,7.88152,7.84705,8.64773,NA,0.809,NA,NA,NA,NA,NA,NA
97047,8.3517,7.64158,8.25692,NA,NA,0.864,NA,NA,NA,NA,NA
97279,7.11997,7.62535,7.21366,NA,NA,NA,0.779,NA,NA,NA,NA
97462,6.96101,7.75921,8.02999,0.796,NA,NA,NA,NA,NA,NA,NA
97638,8.19434,7.02353,7.73271,NA,0.829,NA,NA,NA,NA,NA,NA
97816,8.02246,7.29576,7.20916,NA,0.89,NA,NA,NA,NA,NA,NA
98012,6.99321,6.65683,7.62091,NA,0.662,NA,NA,NA,NA,NA,NA
98324,7.02828,8.25844,7.6143,NA,NA,0.797,NA,NA,NA,NA,NA
98442,7.56232,7.81913,7.76224,0.927,NA,NA,NA,NA,NA,NA,NA
98727,8.19148,7.90399,8.70243,NA,NA,NA,0.69,NA,NA,NA,NA
98928,7.12817,7.92479,7.84899,NA,NA,NA,0.817,NA,NA,NA,NA
99135,7.00788,7.48455,7.84908,NA,NA,0.857,NA,NA,NA,NA,NA
99226,7.90922,7.47944,7.43206,NA,0.942,NA,NA,NA,NA,NA,NA
99512,7.22547,6.92585,6.99131,NA,0.708,NA,NA,NA,NA,NA,NA
99764,7.20325,8.01737,6.64011,NA,0.664,NA,NA,NA,NA,NA,NA
99826,7.47964,6.99312,6.92918,0.574,NA,NA,NA,NA,NA,NA,NA
100015,7.7491,7.41011,7.07731,NA,NA,NA,NA,NA,NA,NA,0.439
100299,7.31303,7.6253,6.98592,0.778,NA,NA,NA,NA,NA,NA,NA
100451,8.12949,7.57934,8.26149,NA,NA,0.902,NA,NA,NA,NA,NA
100615,7.58137,8.205,7.84797,NA,NA,NA,NA,0.769,NA,NA,NA
100805,7.18237,7.61648,7.45014,0.824,NA,NA,NA,NA,NA,NA,NA
101056,7.57844,7.7012,7.17767,0.777,NA,NA,NA,NA,NA,NA,NA
101292,8.3418,7.68606,7.88892,NA,NA,NA,0.84,NA,NA,NA,NA
101483,8.1746,8.42299,7.64325,NA,NA,NA,0.762,NA,NA,NA,NA
101688,7.664,8.30159,7.57004,NA,0.928,NA,NA,NA,NA,NA,NA
101990,8.11156,7.84815,7.90471,NA,0.928,NA,NA,NA,NA,NA,NA
102162,7.38629,7.74541,8.73241,NA,0.803,NA,NA,NA,NA,NA,NA
102235,8.07726,8.61962,7.94984,NA,0.811,NA,NA,NA,NA,NA,NA
102558,7.36143,7.41141,7.17095,NA,0.857,NA,NA,NA,NA,NA,NA
102693,8.14352,8.12398,8.44921,NA,NA,0.827,NA,NA,NA,NA,NA
102976,8.13341,8.74486,7.34982,NA,0.747,NA,NA,NA,NA,NA,NA
103041,6.74642,7.79861,7.89068,NA,0.799,NA,NA,NA,NA,NA,NA
103257,7.27928,9.22461,7.80478,NA,NA,0.619,NA,NA,NA,NA,NA
103520,8.40413,8.14646,7.14851,NA,NA,0.799,NA,NA,NA,NA,NA
103614,7.59872,8.89429,8.32113,0.644,NA,NA,NA,NA,NA,NA,NA
103972,7.98293,7.87517,7.54557,NA,NA,NA,0.858,NA,NA,NA,NA
104101,7.22128,8.77325,8.37252,NA,0.685,NA,NA,NA,NA,NA,NA
104288,7.96089,8.49498,8.19416,NA,0.822,NA,NA,NA,NA,NA,NA
104569,7.62753,7.48301,9.00222,0.69,NA,NA,NA,NA,NA,NA,NA
104612,7.56761,6.77732,8.36735,0.667,NA,NA,NA,NA,NA,NA,NA
104915,7.71559,7.84849,8.5012,NA,0.847,NA,NA,NA,NA,NA,NA
105183,7.36578,8.02133,8.4738,0.768,NA,NA,NA,NA,NA,NA,NA
105294,7.31152,8.87582,7.83308,0.613,NA,NA,NA,NA,NA,NA,NA
105557,7.87126,7.85107,8.37829,NA,0.899,NA,NA,NA,NA,NA,NA
105774,8.70081,8.04478,8.17074,NA,NA,0.772,NA,NA,NA,NA,NA
105992,8.42991,8.08685,8.04121,NA,NA,0.838,NA,NA,NA,NA,NA
106172,7.10221,8.49206,7.99581,NA,0.795,NA,NA,NA,NA,NA,NA
106265,7.73036,8.82053,7.81102,NA,0.785,NA,NA,NA,NA,NA,NA
106478,6.97138,8.01209,7.3776,NA,NA,NA,NA,NA,0.498,NA,NA
106622,7.98007,8.79344,7.52628,NA,0.763,NA,NA,NA,NA,NA,NA
106928,7.8961,8.43542,7.48982,NA,NA,0.866,NA,NA,NA,NA,NA
107110,7.9199,8.95435,7.13358,NA,0.675,NA,NA,NA,NA,NA,NA
107369,7.18942,7.65691,7.44613,NA,NA,0.914,NA,NA,NA,NA,NA
107512,6.93603,8.0305,7.94488,NA,NA,NA,0.747,NA,NA,NA,NA
107725,7.33725,7.14274,7.81407,NA,0.895,NA,NA,NA,NA,NA,NA
107862,7.28333,7.68754,8.55544,NA,0.836,NA,NA,NA,NA,NA,NA
108178,8.19777,6.70639,8.62326,NA,NA,0.595,NA,NA,NA,NA,NA
108232,8.02748,7.26693,7.37627,NA,NA,0.911,NA,NA,NA,NA,NA
108504,7.08443,7.1781,7.83465,NA,NA,0.844,NA,NA,NA,NA,NA
108630,7.43099,7.79391,7.37595,NA,NA,NA,0.891,NA,NA,NA,NA
108992,7.07455,7.37059,7.22375,NA,NA,0.825,NA,NA,NA,NA,NA
109041,7.41128,6.02642,7.36574,NA,NA,NA,0.353,NA,NA,NA,NA
109222,8.64903,7.27726,7.02585,NA,NA,NA,0.588,NA,NA,NA,NA
109511,7.58382,7.84887,6.937,NA,NA,0.822,NA,NA,NA,NA,NA
109777,7.14957,7.70658,8.70827,NA,NA,NA,0.628,NA,NA,NA,NA
109868,6.81376,7.39812,8.01125,NA,NA,0.776,NA,NA,NA,NA,NA
110145,8.00361,7.92727,7.83977,NA,NA,0.931,NA,NA,NA,NA,NA
110272,8.18851,8.22421,7.83727,NA,NA,NA,NA,0.669,NA,NA,NA
110553,7.96101,9.00722,8.06523,NA,NA,0.69,NA,NA,NA,NA,NA
110659,8.15515,8.35543,7.64245,0.809,NA,NA,NA,NA,NA,NA,NA
110881,8.78141,8.03798,7.7833,0.655,NA,NA,NA,NA,NA,NA,NA
111136,7.07625,7.39478,6.84903,NA,0.715,NA,NA,NA,NA,NA,NA
111380,7.36767,8.13707,8.71049,NA,NA,0.732,NA,NA,NA,NA,NA
111417,7.35792,7.49132,7.09489,NA,NA,NA,NA,NA,NA,0.529,NA
111790,7.86169,7.37239,6.52665,NA,NA,0.679,NA,NA,NA,NA,NA
111852,8.38027,8.01931,8.32088,NA,0.786,NA,NA,NA,NA,NA,NA
112120,7.21705,7.75376,7.22247,NA,NA,NA,0.739,NA,NA,NA,NA
112271,8.25055,6.38262,8.07536,NA,NA,NA,0.474,NA,NA,NA,NA
112565,7.29479,6.81487,8.4953,NA,NA,0.649,NA,NA,NA,NA,NA
112602,8.156,7.14194,8.86339,NA,0.684,NA,NA,NA,NA,NA,NA
112989,7.80632,7.24834,8.17133,NA,0.889,NA,NA,NA,NA,NA,NA
113076,7.52778,8.86492,7.7856,NA,0.754,NA,NA,NA,NA,NA,NA
113232,7.85693,7.84433,8.06952,NA,NA,0.945,NA,NA,NA,NA,NA
113422,7.74812,8.42662,8.6959,NA,NA,0.721,NA,NA,NA,NA,NA
113615,7.82675,7.94441,8.41877,0.845,NA,NA,NA,NA,NA,NA,NA
113890,8.18952,7.98583,8.80225,NA,NA,NA,0.611,NA,NA,NA,NA
114046,7.83814,7.80323,8.28632,NA,0.909,NA,NA,NA,NA,NA,NA
114319,7.18599,7.40281,6.80169,NA,NA,0.735,NA,NA,NA,NA,NA
114584,7.90809,8.77894,7.3568,NA,NA,0.766,NA,NA,NA,NA,NA
114638,7.52615,7.73611,8.03864,NA,NA,0.95,NA,NA,NA,NA,NA
114905,7.34041,8.57167,6.87834,NA,NA,NA,0.639,NA,NA,NA,NA
115103,7.92653,7.90394,6.02864,NA,0.531,NA,NA,NA,NA,NA,NA
115223,7.51881,7.86769,7.58111,NA,NA,NA,NA,0.799,NA,NA,NA
115573,7.82908,6.68901,7.49532,NA,NA,NA,0.693,NA,NA,NA,NA
115609,7.36872,7.25036,7.07792,NA,0.819,NA,NA,NA,NA,NA,NA
115814,7.45237,7.67599,7.47991,NA,NA,0.966,NA,NA,NA,NA,NA
116182,7.54363,7.05547,7.00038,NA,NA,0.782,NA,NA,NA,NA,NA
116326,8.20436,7.17432,7.25301,NA,NA,NA,0.764,NA,NA,NA,NA
116492,7.43928,7.44232,7.7086,NA,NA,NA,0.898,NA,NA,NA,NA
116703,7.25473,8.19685,8.11006,NA,0.871,NA,NA,NA,NA,NA,NA
116985,6.90035,6.63017,7.50899,NA,0.61,NA,NA,NA,NA,NA,NA
117181,7.73264,7.99694,7.13129,NA,NA,NA,NA,0.727,NA,NA,NA
117257,7.41998,7.30667,7.24171,NA,NA,0.898,NA,NA,NA,NA,NA
117448,7.88719,7.35109,7.65168,NA,NA,NA,0.85,NA,NA,NA,NA
117612,8.2243,7.08195,7.4954,NA,NA,NA,NA,0.673,NA,NA,NA
117947,8.45787,7.88374,8.51913,NA,NA,0.775,NA,NA,NA,NA,NA
118050,7.98008,7.31456,7.98552,NA,NA,NA,0.773,NA,NA,NA,NA
118203,8.21021,7.85475,7.55422,NA,NA,NA,NA,0.738,NA,NA,NA
118517,7.86051,8.57294,7.98882,NA,NA,NA,NA,NA,NA,0.484,NA
118730,7.89885,7.73954,8.27315,NA,NA,NA,NA,0.669,NA,NA,NA
118987,7.80135,7.0333,7.89615,NA,NA,0.874,NA,NA,NA,NA,NA
119020,7.93745,7.67403,7.45209,0.808,NA,NA,NA,NA,NA,NA,NA
119349,7.62112,8.70037,8.24614,NA,0.738,NA,NA,NA,NA,NA,NA
119582,8.12165,7.31858,8.38667,NA,NA,0.829,NA,NA,NA,NA,NA
119635,8.16759,8.26205,8.14918,0.74,NA,NA,NA,NA,NA,NA,NA
119873,9.1764,8.2319,7.95423,NA,NA,0.612,NA,NA,NA,NA,NA
120158,7.41334,7.5818,7.64359,NA,NA,NA,0.88,NA,NA,NA,NA
120240,7.24111,7.84313,8.14771,NA,NA,0.908,NA,NA,NA,NA,NA
120438,8.17345,7.0119,7.87999,NA,0.848,NA,NA,NA,NA,NA,NA
120792,8.04822,8.06194,7.68892,0.879,NA,NA,NA,NA,NA,NA,NA
120952,8.57119,7.49167,8.09187,NA,NA,NA,0.754,NA,NA,NA,NA
121161,8.39788,7.73635,7.88279,NA,NA,NA,NA,0.698,NA,NA,NA
121273,7.39307,7.68771,8.31334,NA,0.89,NA,NA,NA,NA,NA,NA
121436,7.01464,7.3033,7.86768,NA,NA,NA,NA,NA,0.567,NA,NA
121612,7.61008,8.73622,8.13109,0.7,NA,NA,NA,NA,NA,NA,NA
121944,6.90284,7.89701,7.24239,NA,NA,NA,0.646,NA,NA,NA,NA
122108,7.10042,8.27278,7.5748,NA,NA,0.843,NA,NA,NA,NA,NA
122270,8.49048,7.79681,6.9237,NA,NA,NA,0.654,NA,NA,NA,NA
122586,7.06079,7.64154,7.18348,NA,NA,0.837,NA,NA,NA,NA,NA
122709,7.21723,7.26608,7.04544,NA,0.809,NA,NA,NA,NA,NA,NA
122844,7.01718,7.23889,7.85302,0.697,NA,NA,NA,NA,NA,NA,NA
123155,7.44051,7.91158,7.1183,NA,NA,0.893,NA,NA,NA,NA,NA
123353,7.39065,8.34085,7.54733,NA,0.878,NA,NA,NA,NA,NA,NA
123467,8.44301,7.80677,7.59546,NA,NA,NA,0.825,NA,NA,NA,NA
123612,8.3266,7.48346,8.45398,NA,NA,0.811,NA,NA,NA,NA,NA
123933,8.5355,7.63497,6.90292,NA,NA,0.727,NA,NA,NA,NA,NA
124108,8.90306,7.79944,6.59396,NA,NA,NA,0.457,NA,NA,NA,NA
124328,9.41529,7.63196,6.80547,NA,NA,0.466,NA,NA,NA,NA,NA
124424,7.65976,6.77816,7.11531,0.673,NA,NA,NA,NA,NA,NA,NA
124705,7.79469,7.12414,6.99158,NA,NA,NA,NA,NA,0.615,NA,NA
124961,7.46198,7.26506,7.71472,NA,0.904,NA,NA,NA,NA,NA,NA
125134,8.01793,8.38776,7.33544,0.785,NA,NA,NA,NA,NA,NA,NA
125363,8.51673,8.28274,8.2373,0.632,NA,NA,NA,NA,NA,NA,NA
125557,8.11854,8.07444,7.30986,NA,0.871,NA,NA,NA,NA,NA,NA
125775,7.56987,7.8136,7.63938,0.94,NA,NA,NA,NA,NA,NA,NA
125898,7.50279,8.08791,8.34076,NA,0.88,NA,NA,NA,NA,NA,NA
126120,7.62425,7.19597,7.51827,0.814,NA,NA,NA,NA,NA,NA,NA
126225,7.39894,7.78035,8.53688,NA,0.831,NA,NA,NA,NA,NA,NA
126447,7.21442,7.17132,7.92189,NA,NA,0.87,NA,NA,NA,NA,NA
126655,7.73425,8.38483,7.36504,NA,NA,0.863,NA,NA,NA,NA,NA
126802,7.70365,7.04354,7.35149,NA,NA,0.877,NA,NA,NA,NA,NA
127077,7.23084,7.60776,7.47456,NA,0.91,NA,NA,NA,NA,NA,NA
127247,7.46717,8.0913,8.39628,NA,0.835,NA,NA,NA,NA,NA,NA
127543,7.85791,8.62132,8.10866,NA,NA,0.819,NA,NA,NA,NA,NA
127640,7.40109,7.19807,8.94033,0.61,NA,NA,NA,NA,NA,NA,NA
127825,7.19055,7.24845,8.66062,NA,0.733,NA,NA,NA,NA,NA,NA
128180,7.50125,6.90348,8.16547,NA,0.807,NA,NA,NA,NA,NA,NA
128358,7.13934,6.73286,8.50316,0.475,NA,NA,NA,NA,NA,NA,NA
128451,7.39468,6.20316,7.53496,NA,0.574,NA,NA,NA,NA,NA,NA
128795,7.60051,7.13269,6.73785,NA,0.704,NA,NA,NA,NA,NA,NA
