id,x0,x1,x2,fitness5.5,fitness7,fitness8.5,fitness8,fitness9.5,fitness10,fitness7.5,fitness6.5,fitness9,fitness6,fitness4.5,fitness4,fitness5,fitness3.5,fitness10.5
40521,7.72551,7.04556,7.58863,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40636,7.78962,7.50504,6.96501,NA,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA
40981,8.0492,7.05505,6.94799,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41152,6.67636,7.61622,7.8669,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41377,5.9432,8.2352,8.46718,NA,NA,NA,NA,NA,NA,0.376,NA,NA,NA,NA,NA,NA,NA,NA
41531,8.32551,7.83253,7.67735,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41720,7.61158,6.68347,7.82459,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA,NA
41935,6.56331,7.79983,8.44142,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA
42035,5.58379,8.32601,7.5474,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42265,7.65369,7.91821,6.83388,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42443,8.90299,7.77228,7.77926,NA,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA
42695,8.13621,8.44993,6.83056,NA,NA,NA,NA,NA,NA,NA,NA,0.493,NA,NA,NA,NA,NA,NA
42977,7.48937,9.68484,7.7532,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43016,8.01855,8.20661,7.79701,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43302,8.31184,9.06685,6.27252,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43448,7.89334,9.30751,6.98805,NA,NA,NA,NA,NA,NA,NA,0.267,NA,NA,NA,NA,NA,NA,NA
43617,7.5508,10.5,7.17603,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43835,7.5568,8.91537,6.43743,NA,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA
44127,6.89851,8.49277,7.917,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44369,8.63192,8.94745,7.92795,NA,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA
44572,8.03348,9.09246,7.5385,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44703,8.20777,7.47043,7.81256,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44916,7.43034,8.12746,8.62979,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA
45168,7.70369,8.55715,8.79777,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45281,9.29317,7.66817,7.66995,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45429,8.69091,8.32901,7.79578,NA,NA,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA
45773,8.6198,8.26358,7.35673,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45909,8.50371,7.64136,7.93357,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA
46101,9.07384,7.25677,7.72288,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46344,8.75831,7.9062,8.31953,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46520,9.29791,7.79376,7.7572,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA
46646,9.37989,7.18192,8.05076,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46826,8.41003,7.95246,7.79091,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA
47131,7.98356,7.65185,7.13127,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA
47217,8.78167,8.48312,7.93387,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47411,8.81347,7.43499,8.10276,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
47679,7.25788,8.50477,7.49931,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47846,6.73497,8.67667,7.33165,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48150,7.36572,7.67326,8.71347,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA
48364,7.86576,8.09459,8.58966,NA,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA
48433,10.5,7.83169,8.60303,NA,NA,NA,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48724,9.05854,8.42583,8.05994,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48991,9.33579,7.46774,7.67893,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA
49138,9.69009,8.51433,8.14356,NA,NA,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49286,9.64415,8.7287,7.61783,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA
49592,9.25665,7.40457,7.85597,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49791,8.16825,8.86458,7.02189,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49849,8.22412,7.66735,7.52553,NA,NA,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA
50120,7.67405,7.50018,7.78782,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50290,7.79742,6.52664,6.44657,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50457,7.85205,7.6304,7.55987,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50619,9.12957,8.47388,7.41956,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50903,8.04067,7.58207,8.71288,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA
51189,6.89811,8.11663,7.46877,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA
51384,6.3304,7.56756,7.11224,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51475,7.87028,8.8092,7.05567,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51623,7.40606,8.65972,7.22128,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA
51902,8.06224,8.81925,7.82285,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52163,8.89387,8.5881,7.88886,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52363,7.19216,8.93283,7.66393,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52450,6.73311,8.73303,8.77202,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52790,8.60729,8.08467,7.53019,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
52842,7.45901,7.34769,7.07408,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53118,6.73402,7.63515,7.79102,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA
53279,7.75089,8.15227,7.28249,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53531,7.87326,8.27368,5.89154,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53637,8.1859,8.03255,6.81823,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53969,8.11148,8.20155,6.4786,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54114,8.37716,8.41565,7.03224,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA
54219,7.47183,7.64486,7.43506,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54401,7.76522,7.44973,8.79735,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA
54790,8.54508,7.59334,9.40717,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54997,7.75819,8.21719,8.88533,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55122,7.22387,7.89242,9.57156,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55321,7.68283,8.64318,8.78738,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55426,8.18746,8.18006,9.00595,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55720,8.13924,8.53523,9.1871,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55813,7.87631,6.38004,8.13611,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56179,8.46183,7.01447,6.84197,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA
56399,7.95957,8.86873,6.99031,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA
56535,7.63197,7.27714,6.18509,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56657,7.28642,8.62707,7.41982,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56980,7.24798,8.19884,8.28213,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57045,6.85314,7.72209,7.15951,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA
57234,8.40011,8.46803,6.04898,NA,NA,NA,NA,NA,NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA
57431,8.84259,8.72066,7.39737,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA
57678,9.06476,8.13031,7.83137,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57822,7.52538,7.67307,8.03192,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58115,8.27864,8.0259,8.03248,NA,NA,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA,NA
58369,7.789,8.65439,7.83062,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58585,8.45971,7.5939,6.70774,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58714,9.10767,8.00956,7.69019,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58895,7.91499,9.15944,8.26266,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59139,7.69661,7.98238,9.07637,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59381,7.03536,7.05768,6.97799,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59453,6.65881,8.0275,7.17532,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA
59735,7.21681,7.62957,7.18302,NA,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA
59840,8.05241,9.31078,7.39749,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60128,7.89293,8.57166,8.2393,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA
60312,8.03315,8.27858,7.36307,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA
60558,7.97156,8.86169,7.51082,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60772,8.22685,7.53623,7.28717,NA,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA
60935,8.80864,8.645,8.29293,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61054,8.00417,7.44999,8.42087,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61327,6.79781,7.98033,8.56187,NA,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA
61441,7.02917,7.1713,8.88869,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA
61745,7.98036,5.83811,8.15636,NA,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA
61911,6.70788,7.7563,7.08176,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA
62075,7.57408,8.4527,8.16567,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62227,7.47007,9.23166,7.42038,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62514,7.96648,7.75692,7.5349,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62668,8.59758,7.00379,6.69706,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62934,8.03015,7.83086,7.90676,NA,NA,NA,NA,NA,NA,0.967,NA,NA,NA,NA,NA,NA,NA,NA
63029,8.50889,7.44022,7.75616,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63220,8.00228,7.44318,7.46217,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63492,7.41604,6.84975,8.87849,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63662,7.33188,8.25542,8.36005,NA,NA,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA
63884,7.86343,7.39034,7.9106,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64001,8.21588,6.92975,8.30125,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA
64238,8.6297,7.24341,7.03359,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64532,7.85424,7.3575,7.08709,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64658,8.18119,7.37281,8.13637,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64828,8.23042,7.90267,7.74124,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65128,6.82268,8.43003,8.36061,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65343,7.34044,8.92803,7.36437,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65548,7.59541,8.07063,7.51649,NA,NA,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA,NA
65601,8.0773,7.68844,7.28303,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65983,9.00081,8.11591,9.32279,NA,NA,NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA,NA
66067,8.67991,8.38045,8.3883,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66323,7.97785,8.59891,8.01121,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66407,7.95233,7.20693,7.78814,NA,NA,NA,NA,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA
66642,8.99829,7.20193,6.26919,NA,NA,NA,NA,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA
66924,8.16613,8.17058,6.58623,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67095,9.19938,8.20831,7.63441,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA
67230,8.57562,8.38853,7.07136,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67405,8.11732,8.60393,7.81263,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67707,7.90465,7.73864,8.14564,NA,NA,NA,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA
67848,8.57988,6.90098,9.13104,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68095,8.65064,7.75018,9.13301,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68357,8.71112,8.18447,7.64808,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68507,8.40506,8.72072,7.942,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA,NA,NA
68693,8.65109,8.12817,8.07062,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68812,7.68227,8.12463,7.99929,NA,NA,NA,NA,NA,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA
69081,7.7334,7.71137,7.07035,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69383,7.3149,7.87408,6.75716,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69590,7.48491,7.26159,6.22335,NA,NA,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA
69719,6.93419,7.09889,7.65361,NA,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA
69824,7.69365,6.92228,7.75238,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA
70042,7.1913,6.51245,7.36319,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70275,7.47906,6.52456,8.22934,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70480,8.47045,6.98061,8.41938,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70769,8.54247,7.81781,7.90525,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70933,7.53802,7.36773,7.44763,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA
71106,7.11649,7.16788,7.41256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836,NA,NA,NA
71266,6.27308,7.67521,7.90608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA
71490,6.47009,7.62401,7.40242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,NA,NA
71743,7.02638,7.05062,7.69991,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71946,8.33639,6.88376,7.49694,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72118,8.55685,7.41797,7.3346,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72378,7.35264,6.86984,6.77618,NA,NA,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA
72566,8.03493,8.17507,7.68451,NA,NA,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA
72771,7.95318,7.61103,7.69312,NA,NA,NA,NA,NA,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA
72927,9.46019,7.60718,7.7663,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA
73156,8.09688,7.92482,9.40529,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73399,8.81691,8.15529,9.14352,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA
73452,8.47387,8.02396,7.70381,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73636,8.53485,7.91473,9.75705,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73869,9.23536,7.94578,8.5759,NA,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA
74022,9.36016,8.78418,8.29836,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74267,7.79316,8.52515,9.01379,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74436,8.69885,8.2248,7.54894,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74708,9.04051,7.57691,6.87005,NA,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA
74973,9.02395,8.03003,7.54294,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75002,8.13258,7.71783,8.0708,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75327,6.43099,8.01959,7.67799,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75504,6.56473,7.71791,8.02369,NA,NA,NA,NA,NA,NA,NA,NA,0.421,NA,NA,NA,NA,NA,NA
75741,6.42455,8.42144,6.81951,NA,NA,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA
75914,6.98531,10.5,7.39554,NA,NA,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76190,7.92506,10.5,7.1765,NA,NA,NA,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA
76289,7.47856,7.25729,8.43635,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA
76490,7.63945,8.62275,8.07247,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76736,8.15473,8.26593,6.78123,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76930,7.38371,8.1478,7.14035,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
77056,8.0477,7.58876,6.9026,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77340,8.56904,8.51677,7.62008,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77495,8.06659,8.15102,7.98123,NA,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA
77710,8.2321,8.52667,7.71986,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77912,7.60631,9.11769,7.94692,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78171,7.32644,8.58402,8.29773,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78293,7.61538,7.506,8.27144,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78421,8.51283,8.25518,8.11989,NA,NA,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA
78726,7.59228,8.22779,6.55925,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78802,7.63805,8.21277,6.85893,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA
79057,7.62993,7.50276,7.30783,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79299,6.4768,7.76056,8.6592,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA
79424,7.56482,8.68563,8.53808,NA,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA
79706,7.94005,8.5447,9.73898,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79904,7.17519,8.57763,8.09975,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA
80051,8.4081,8.57847,7.71942,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80384,7.70574,8.31308,7.89772,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80441,7.57049,8.37546,7.21443,NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA
80695,8.18312,7.6688,6.95211,NA,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80900,8.92018,7.39671,7.75852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257
81176,8.66198,7.962,8.74237,NA,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA
81365,8.66584,8.472,8.64147,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA
81529,8.99646,8.48716,7.30771,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81719,8.1892,8.30227,6.07707,NA,NA,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81915,8.93502,8.27891,7.11094,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA
82129,8.0113,8.2919,8.0194,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82248,6.87673,9.13393,8.48329,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82549,8.33634,7.58345,8.0901,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82716,8.0244,7.34075,7.41669,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82965,7.27739,7.32954,7.34389,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83095,7.08678,7.79964,7.91018,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83202,8.15907,7.89823,8.02255,NA,NA,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA
83481,8.56215,8.78399,8.77928,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA
83756,8.55854,8.23963,8.56497,NA,NA,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA
