id,x0,x1,x2,fitness5.5,fitness7,fitness8.5,fitness8,fitness9.5,fitness10,fitness7.5,fitness6.5,fitness9,fitness6,fitness4.5,fitness4,fitness5,fitness3.5,fitness10.5
83822,8.4167,9.10313,7.70169,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84089,7.43698,9.02279,7.0303,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84259,7.95293,7.98657,8.70284,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84471,7.29936,8.75121,8.3095,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84676,7.773,10.4929,7.05095,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA
84920,8.80784,9.26502,6.9317,NA,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85011,7.5646,8.07311,8.4257,NA,NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA
85337,7.62907,7.58356,7.91976,NA,NA,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA
85416,8.0595,7.98825,7.29911,NA,NA,NA,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA
85684,7.56836,8.04314,6.62048,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85920,6.83884,8.13432,7.31337,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86175,7.1389,7.75506,8.93568,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86292,6.92436,7.76694,8.71314,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86452,7.71449,6.97287,8.70887,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA
86755,7.70516,7.38848,8.07983,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86982,6.07311,7.2261,8.49266,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87138,5.76078,7.53557,7.49293,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA
87269,7.13261,8.09165,7.21302,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA
87489,6.54202,8.68592,7.03457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA
87617,7.21594,6.91454,7.37502,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87847,9.0975,7.69387,7.50008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA
88128,10.1777,8.21253,7.99937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,NA,NA,NA,NA
88393,8.66134,8.36801,8.41338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA
88535,7.69683,7.41444,7.37423,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88655,8.16663,7.91586,7.43476,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88908,7.92564,8.3894,8.10439,NA,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA
89001,6.14098,7.95021,8.34766,NA,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA
89365,8.33425,7.56609,9.11345,NA,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA
89523,7.73841,7.14538,9.1131,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89631,7.39782,6.26502,8.67147,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89924,7.58746,8.15487,7.16657,NA,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA
90187,7.369,8.45728,6.55564,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90208,8.03463,6.97789,6.0407,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90513,7.16442,7.88902,6.45562,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90632,7.16589,9.12161,7.02763,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90846,7.63301,8.85359,7.19915,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91009,7.87478,8.13719,7.6879,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91302,7.77666,8.10598,7.81435,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91478,9.36252,7.7766,7.74362,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA
91761,8.0766,8.83081,7.73587,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91900,7.60212,7.50825,6.91736,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92019,8.44723,8.40605,7.75195,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA
92348,8.19472,7.95219,8.20341,NA,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA
92543,8.35788,8.09367,7.3936,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92777,7.85971,7.76424,7.34116,NA,NA,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA
92995,7.08633,8.17244,7.15045,NA,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA
93127,7.70981,7.50133,7.15697,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA
93369,7.23427,7.56544,7.64141,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA
93503,8.06748,9.07714,6.91146,NA,NA,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA
93694,8.53332,8.95913,7.46934,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93874,8.48052,8.46522,8.66005,NA,NA,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94067,7.47571,8.86814,10.1019,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94320,8.07916,7.85715,10.1263,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94534,7.06665,7.93255,9.22064,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA
94776,8.20476,9.30864,8.87194,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94865,8.50687,9.61098,8.00245,NA,NA,NA,NA,NA,NA,NA,0.232,NA,NA,NA,NA,NA,NA,NA
95139,8.59355,8.9834,7.818,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95298,8.41787,8.60223,7.61745,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA
95405,7.2442,6.91145,7.94774,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95698,7.63922,8.14641,8.04757,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95969,7.73106,8.0179,8.26367,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96059,7.32345,7.25902,8.95273,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96288,7.57031,6.71024,8.63508,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA
96557,8.35664,7.25014,7.73867,NA,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
96605,7.52685,6.44922,7.86304,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA
96980,8.00704,7.42157,8.25073,NA,NA,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA
97164,7.64324,7.93546,8.64185,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97257,7.07098,7.60678,8.82368,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97582,8.33207,7.55639,9.10902,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA
97704,8.18645,7.55385,8.57328,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA
97885,8.4171,8.58271,8.23924,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA
98007,9.45184,7.76033,9.32273,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98385,8.15558,7.95503,9.59368,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98405,6.6424,6.74988,9.23192,NA,NA,NA,NA,NA,NA,0.262,NA,NA,NA,NA,NA,NA,NA,NA
98696,7.0037,7.39212,9.05309,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98928,7.7415,7.07123,8.0403,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99125,7.95774,9.44702,9.10473,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99343,7.33302,8.56037,7.16548,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99596,8.36741,7.32022,6.25626,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA
99662,7.32758,7.3224,6.49551,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99867,7.23695,7.67626,6.77093,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100032,8.4009,8.50672,7.43337,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100351,7.76285,8.9121,9.60347,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA
100500,7.77016,7.98479,8.92494,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100658,7.94277,7.4101,8.57491,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100916,7.70611,7.00646,8.95666,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA
101049,7.31742,7.18238,9.66982,NA,NA,NA,NA,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA
101400,8.45104,6.93001,8.56266,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101407,7.51258,7.31082,9.94049,NA,NA,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA
101773,7.17098,8.16537,8.58242,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA
101985,6.89125,9.46311,7.38732,NA,NA,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA
102184,6.46443,8.0412,8.04007,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102334,6.77855,6.5634,7.26721,NA,NA,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA
102487,7.17726,5.88794,7.44791,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102680,6.66243,7.60466,5.74364,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,NA,NA,NA,NA
102925,7.47067,8.2927,7.16251,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103147,6.26144,6.88842,7.20085,NA,NA,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA
103381,7.93083,7.71349,7.94547,NA,0.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103507,8.75573,7.78524,8.24444,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103629,7.74422,8.28324,8.28002,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA
103943,9.06728,7.35948,8.53909,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104114,7.6525,8.60912,7.85124,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104357,8.21487,8.51736,6.82563,NA,NA,NA,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA
104403,8.35533,8.1291,8.10975,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA
104699,7.64762,7.10858,7.38373,NA,NA,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA
104863,8.08944,6.73688,7.32155,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105046,8.09254,8.56872,8.49554,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105295,8.22159,9.673,8.95114,NA,NA,NA,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105497,7.66776,9.1027,8.41296,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105674,8.83281,8.40597,7.30949,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA
105971,8.41492,7.65581,7.99421,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106061,6.7866,8.39888,7.56012,NA,NA,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA
106348,7.43965,8.19164,8.47431,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106466,8.19991,7.45972,7.72475,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106601,9.56823,7.88667,7.08482,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA
106876,8.46159,7.0367,7.1946,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA
107067,8.87415,7.11033,7.71106,NA,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA
107219,7.64327,8.54699,7.25843,NA,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA
107409,7.23792,9.08897,7.60598,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA
107617,7.08624,9.09844,7.96775,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107871,7.43462,8.54489,7.42202,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA
108051,7.54116,8.88673,8.27825,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108350,7.0772,8.95603,7.96058,NA,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA
108598,7.88878,7.71329,7.45171,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108695,8.14967,8.61745,7.92021,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA
108996,7.41847,7.92564,7.39956,NA,NA,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA
109068,7.46988,9.20452,7.08984,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109249,6.69588,9.00122,8.54262,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA
109431,6.759,9.16442,7.6119,NA,NA,NA,NA,NA,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA
109694,7.31161,8.66094,7.17448,NA,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109854,6.78122,8.66727,7.14712,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110170,6.61117,8.52081,7.66689,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110400,7.9079,8.5525,8.14572,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110444,7.51164,7.83004,7.86634,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110601,7.80604,10.5,8.17606,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110871,7.83293,9.59512,8.29119,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111135,8.41058,8.80221,6.91702,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111346,10.0584,8.27162,7.5549,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA
111553,9.0824,7.76992,7.63151,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111736,8.88491,9.1785,7.47757,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA
111880,8.03792,7.36254,8.04792,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA
112150,8.20792,7.54158,7.77593,NA,NA,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA
112336,9.37154,7.83701,8.03324,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA
112455,8.27954,7.40681,8.0353,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA
112604,8.64182,7.9049,7.06257,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112899,7.5188,7.69458,8.01533,NA,NA,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA
113001,7.75123,7.86891,7.91871,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113397,7.36553,7.93132,8.44384,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113526,7.16627,8.72558,7.26379,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113680,8.20633,8.77075,6.9572,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113845,8.27996,7.89501,7.35807,NA,NA,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA
114136,8.5376,7.47745,8.16166,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114317,8.23045,7.24173,7.06815,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114584,8.49929,7.74874,6.4761,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114772,7.59643,8.6315,7.3913,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114871,7.63522,8.69681,7.58918,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115173,8.77185,7.82436,7.62769,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115223,7.69434,8.41238,6.83134,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115503,6.55614,7.64781,7.25847,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115704,7.52215,8.3849,7.44806,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115854,9.06114,9.43091,7.70979,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116179,7.96066,9.0419,7.7255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA
116331,7.38263,7.09324,8.22926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA
116600,7.7502,6.41903,8.46224,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116704,7.00415,7.13801,8.77051,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116977,7.1659,7.71894,8.63316,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
117026,5.37847,7.74635,8.67904,NA,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA
117392,6.88019,8.15855,8.23835,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA
117553,7.92429,8.08706,6.79274,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA
117712,7.68712,7.84151,8.02855,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA
117942,6.971,8.12384,8.51832,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118120,6.82526,8.23854,8.3478,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118347,7.84996,8.5199,7.94344,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118529,7.74626,7.8268,7.62241,NA,NA,NA,0.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118601,7.14688,8.37652,8.83545,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118941,7.93353,8.76792,8.24399,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119064,8.72228,7.74921,8.48247,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119246,8.21856,7.67414,6.92907,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA
119474,7.64865,7.63005,6.79702,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119602,6.9389,6.6643,7.04564,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA
119932,7.44448,6.62167,7.41923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307,NA,NA,NA,NA,NA
120193,8.11398,7.50196,7.47003,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA
120253,8.0607,9.20653,8.27512,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120497,7.1209,8.08696,6.952,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA
120630,7.94323,7.47751,8.09696,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120946,6.68659,7.78983,8.30921,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121051,6.87812,7.69355,7.71102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA
121219,7.38892,7.39882,8.09631,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA
121508,7.96417,8.52552,7.58913,NA,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
121728,8.89836,7.68001,7.0762,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121977,8.19851,7.88195,6.39032,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122038,8.14055,7.68255,6.93385,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122368,8.15459,6.39154,7.53951,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA
122544,8.02332,7.27107,7.75482,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122699,8.55171,6.83593,9.41207,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA
122976,8.44986,7.53815,8.06839,NA,NA,NA,NA,NA,NA,NA,0.525,NA,NA,NA,NA,NA,NA,NA
123100,8.4848,8.32513,8.12557,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123316,8.95158,7.2018,7.7719,NA,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA
123581,9.78892,8.04359,6.94209,NA,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123758,8.42474,8.7108,7.71117,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA
123823,8.48141,9.31133,8.20651,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA
124181,7.9378,9.38362,8.12404,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124259,7.53005,7.75753,8.62946,NA,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124454,7.8318,7.80918,6.73097,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124618,6.71303,8.05751,8.02525,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124911,7.33555,7.30896,7.50936,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125059,8.43877,6.87237,7.92289,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125221,8.12176,8.13648,7.11976,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA
125428,8.26693,6.87823,7.07606,NA,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125721,7.64153,6.09975,7.91656,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA
125823,7.90721,7.25079,8.27954,NA,NA,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA
126070,7.39538,7.41652,7.88019,NA,NA,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA
126275,5.78699,7.69563,7.73885,NA,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA
126561,7.9099,8.46976,8.01768,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126742,8.29224,8.03936,8.32606,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA
126977,8.54926,7.53894,8.04422,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127017,7.58265,7.22133,7.06958,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
