id,x0,x1,x2,fitness-2.5,fitness-3,fitness-2,fitness-3.5,fitness-1.5,fitness-4,fitness-1
135062,1.30072,1.5663,-5,-22.031,NA,NA,NA,NA,NA,NA
135320,1.4065,1.71058,-5,NA,NA,NA,NA,-40.82,NA,NA
135544,1.39008,2.4309,-4.901,-27.206,NA,NA,NA,NA,NA,NA
135614,1.27614,2.0018,-5,-23.469,NA,NA,NA,NA,NA,NA
135966,1.72487,1.81691,-5,NA,NA,NA,NA,-36.726,NA,NA
136187,2.71761,2.03749,-4.38979,-26.927,NA,NA,NA,NA,NA,NA
136209,1.78615,1.19987,-4.27096,-7.047,NA,NA,NA,NA,NA,NA
136595,1.37526,2.53458,-5,-34.752,NA,NA,NA,NA,NA,NA
136687,1.44974,1.87115,-5,NA,NA,-22.54,NA,NA,NA,NA
136965,1.96472,2.54834,-3.90051,-27.461,NA,NA,NA,NA,NA,NA
137138,1.18695,1.80875,-3.76021,NA,-28.832,NA,NA,NA,NA,NA
137350,1.95675,1.35928,-4.67791,NA,-13.245,NA,NA,NA,NA,NA
137451,1.62075,1.66958,-5,NA,NA,NA,-29.289,NA,NA,NA
137701,2.35084,1.15926,-4.61431,NA,NA,NA,-36.885,NA,NA,NA
137965,2.01306,0.970098,-4.05526,NA,-35.619,NA,NA,NA,NA,NA
138180,1.38015,1.8802,-4.0893,-9.173,NA,NA,NA,NA,NA,NA
138390,1.285,2.14238,-5,NA,NA,-34.486,NA,NA,NA,NA
138462,1.14924,1.32194,-4.81953,NA,NA,-31.235,NA,NA,NA,NA
138655,2.21072,2.26872,-5,NA,NA,-31.928,NA,NA,NA,NA
138859,1.49464,1.03734,-5,-36.071,NA,NA,NA,NA,NA,NA
139113,2.54619,1.20113,-5,NA,-41.833,NA,NA,NA,NA,NA
139398,1.44181,1.58096,-5,NA,NA,-21.612,NA,NA,NA,NA
139521,1.52499,2.30489,-5,NA,NA,-26.697,NA,NA,NA,NA
139604,1.17022,2.02374,-3.76531,NA,-26.311,NA,NA,NA,NA,NA
139924,1.85277,1.24663,-4.45231,NA,-20.997,NA,NA,NA,NA,NA
140150,1.85178,2.04329,-4.50102,-7.38,NA,NA,NA,NA,NA,NA
140380,2.69253,2.04944,-4.05317,NA,NA,-33.23,NA,NA,NA,NA
140446,1.11288,1.61173,-4.14812,NA,NA,NA,NA,-41.591,NA,NA
140608,1.75843,2.20805,-4.49998,NA,NA,-13.979,NA,NA,NA,NA
140994,2.47422,1.85063,-5,-26.428,NA,NA,NA,NA,NA,NA
141101,2.3254,1.69233,-4.78179,-16.548,NA,NA,NA,NA,NA,NA
141300,1.95525,3.08357,-4.7768,-51.528,NA,NA,NA,NA,NA,NA
141492,2.45432,2.2394,-5,NA,NA,-32.32,NA,NA,NA,NA
141663,2.10888,1.06838,-5,-32.27,NA,NA,NA,NA,NA,NA
141975,1.94906,1.98097,-4.68181,-8.765,NA,NA,NA,NA,NA,NA
142025,1.74779,2.24644,-5,NA,-26.105,NA,NA,NA,NA,NA
142239,1.72642,2.20757,-5,NA,NA,-28.509,NA,NA,NA,NA
142409,1.73399,2.37988,-4.98675,NA,NA,NA,NA,-46.276,NA,NA
142667,1.85154,2.90854,-4.84388,NA,NA,NA,NA,-67.472,NA,NA
142972,1.39745,2.10876,-3.67157,NA,NA,-25.842,NA,NA,NA,NA
143075,2.13522,1.63587,-4.22941,NA,NA,NA,NA,-23.192,NA,NA
143355,2.01216,1.49486,-5,NA,NA,-27.699,NA,NA,NA,NA
143429,2.10686,1.88016,-5,NA,NA,NA,NA,-34.105,NA,NA
143797,2.10761,1.38509,-5,-19.239,NA,NA,NA,NA,NA,NA
143912,1.18621,1.62374,-4.49032,NA,-19.24,NA,NA,NA,NA,NA
144002,1.76983,2.42707,-4.26948,NA,-25.029,NA,NA,NA,NA,NA
144357,1.79925,2.13129,-3.63597,-20.365,NA,NA,NA,NA,NA,NA
144583,2.21751,1.60307,-4.12225,NA,NA,NA,-32.288,NA,NA,NA
144658,1.43401,1.0654,-4.53586,-22.526,NA,NA,NA,NA,NA,NA
144945,1.94279,1.71383,-3.88775,NA,-12.5,NA,NA,NA,NA,NA
145019,1.55943,1.81123,-4.10098,NA,-16.04,NA,NA,NA,NA,NA
145354,1.86891,2.30021,-3.35047,NA,NA,-44.108,NA,NA,NA,NA
145464,0.822049,2.08439,-5,NA,-41.066,NA,NA,NA,NA,NA
145648,1.55585,2.38918,-5,NA,NA,-28.164,NA,NA,NA,NA
145911,1.04721,1.47365,-3.68021,NA,NA,NA,-56.965,NA,NA,NA
146179,0.905424,1.63257,-3.97038,NA,-30.765,NA,NA,NA,NA,NA
146325,1.35047,1.34461,-4.14672,-10.484,NA,NA,NA,NA,NA,NA
146534,2.17685,2.36002,-3.83867,NA,NA,-27.773,NA,NA,NA,NA
146669,1.59358,1.82167,-4.29227,-3.984,NA,NA,NA,NA,NA,NA
146917,2.55956,0.659815,-4.35834,-57.112,NA,NA,NA,NA,NA,NA
147171,1.91646,1.2399,-5,NA,NA,-28.611,NA,NA,NA,NA
147204,1.98662,1.17326,-5,NA,NA,-31.928,NA,NA,NA,NA
147553,1.71924,1.92968,-5,NA,-18.695,NA,NA,NA,NA,NA
147757,1.63508,1.52125,-4.32966,NA,-6.974,NA,NA,NA,NA,NA
147896,2.56059,2.08855,-5,-31.506,NA,NA,NA,NA,NA,NA
148132,2.45684,1.35624,-5,NA,-31.006,NA,NA,NA,NA,NA
148333,1.85058,1.18154,-5,-24.302,NA,NA,NA,NA,NA,NA
148409,1.96064,1.50325,-5,NA,NA,NA,NA,-36.211,NA,NA
148763,1.7954,1.64711,-5,-14.704,NA,NA,NA,NA,NA,NA
148831,1.92315,2.18018,-4.4271,NA,NA,NA,NA,-25.852,NA,NA
149027,2.54533,1.87318,-4.33297,-18.719,NA,NA,NA,NA,NA,NA
149263,1.74575,1.36286,-4.77118,NA,NA,-15.998,NA,NA,NA,NA
149437,2.20235,1.39132,-4.49452,NA,NA,NA,NA,-24.826,NA,NA
149777,1.98495,2.31786,-5,NA,NA,NA,NA,-39.774,NA,NA
149979,1.56094,1.46491,-5,NA,NA,-31.301,NA,NA,NA,NA
150096,2.69139,1.44383,-5,NA,NA,NA,-58.701,NA,NA,NA
150383,2.43069,1.65085,-5,NA,-29.332,NA,NA,NA,NA,NA
150535,2.13553,2.24445,-4.93867,NA,NA,NA,-36.166,NA,NA,NA
150614,1.49375,2.00206,-4.30464,NA,-20.488,NA,NA,NA,NA,NA
150863,2.24274,0.942902,-4.27665,NA,-30.544,NA,NA,NA,NA,NA
151072,1.34189,1.50277,-4.27371,-8.453,NA,NA,NA,NA,NA,NA
151306,1.14467,1.94328,-5,NA,-32.19,NA,NA,NA,NA,NA
151554,1.46632,2.08512,-5,-22.137,NA,NA,NA,NA,NA,NA
151794,2.21372,1.80559,-5,NA,NA,NA,NA,NA,NA,-74.103
151967,1.79313,1.25593,-5,NA,-25.542,NA,NA,NA,NA,NA
152075,2.38017,1.13623,-5,NA,NA,NA,-44.574,NA,NA,NA
152310,1.30635,1.79842,-5,-21.885,NA,NA,NA,NA,NA,NA
152419,1.98115,2.32428,-3.87815,-20.133,NA,NA,NA,NA,NA,NA
152704,1.37059,1.66857,-5,NA,NA,-25.705,NA,NA,NA,NA
152932,2.66891,1.31235,-4.39902,NA,NA,-29.616,NA,NA,NA,NA
153068,2.45202,1.78661,-3.57271,-30.22,NA,NA,NA,NA,NA,NA
153340,2.51214,1.96443,-4.57489,NA,NA,NA,-41.594,NA,NA,NA
153463,1.97808,0.886231,-3.17261,-70.213,NA,NA,NA,NA,NA,NA
153797,1.46909,2.69827,-3.61604,NA,NA,-53.803,NA,NA,NA,NA
153819,2.04648,1.63128,-4.13092,NA,NA,NA,NA,-31.824,NA,NA
154019,1.87064,2.01765,-4.7016,NA,NA,-16.498,NA,NA,NA,NA
154321,1.4195,1.38514,-3.41915,-34.145,NA,NA,NA,NA,NA,NA
154598,2.2875,1.90149,-4.53408,-12.23,NA,NA,NA,NA,NA,NA
154675,1.39314,1.9102,-4.1969,-7.919,NA,NA,NA,NA,NA,NA
154889,1.27191,1.61582,-5,-22.411,NA,NA,NA,NA,NA,NA
155067,1.62798,1.89274,-3.73882,NA,-16.284,NA,NA,NA,NA,NA
155226,2.00473,2.05202,-4.24065,-8.974,NA,NA,NA,NA,NA,NA
155504,1.99195,2.28795,-3.92882,NA,NA,-22.739,NA,NA,NA,NA
155798,2.39119,1.68055,-4.59199,-14.299,NA,NA,NA,NA,NA,NA
155922,1.62048,1.84706,-4.90727,NA,NA,NA,-30.939,NA,NA,NA
156047,1.5401,1.46687,-4.07595,NA,NA,NA,-36.636,NA,NA,NA
156394,1.11551,1.96248,-5,-27.911,NA,NA,NA,NA,NA,NA
156558,1.89332,1.85936,-4.9026,NA,-16.967,NA,NA,NA,NA,NA
156610,1.6208,1.2197,-5,-26.808,NA,NA,NA,NA,NA,NA
156834,2.54758,1.20848,-5,NA,NA,NA,NA,-57.216,NA,NA
157154,1.87284,1.97396,-5,NA,-21.182,NA,NA,NA,NA,NA
157395,1.30311,2.66114,-5,NA,NA,-42.72,NA,NA,NA,NA
157570,1.49117,2.04605,-5,-20.397,NA,NA,NA,NA,NA,NA
157686,0.875901,1.35635,-5,NA,NA,NA,NA,-67.692,NA,NA
157897,1.61623,1.19199,-4.33691,NA,NA,NA,NA,-31.813,NA,NA
158012,1.13224,1.60903,-4.59297,NA,NA,NA,NA,-55.993,NA,NA
158318,1.72532,2.28576,-5,NA,NA,NA,NA,-39.305,NA,NA
158422,1.14007,1.87335,-5,NA,NA,-33.142,NA,NA,NA,NA
158657,2.1504,1.75523,-5,NA,-21.272,NA,NA,NA,NA,NA
158969,2.00342,2.33704,-4.27792,NA,NA,-16.448,NA,NA,NA,NA
159194,1.07262,1.92275,-4.34024,NA,-25.48,NA,NA,NA,NA,NA
159323,1.82123,1.74468,-5,NA,NA,NA,NA,-46.623,NA,NA
159493,1.99618,1.48212,-5,NA,NA,-20.739,NA,NA,NA,NA
159759,1.6986,0.922683,-4.57321,NA,NA,NA,NA,NA,-63.495,NA
159960,1.91823,1.30132,-4.41501,-5.884,NA,NA,NA,NA,NA,NA
160156,1.18315,1.3129,-4.39054,NA,-19.848,NA,NA,NA,NA,NA
160295,2.04035,1.48523,-5,NA,-18.104,NA,NA,NA,NA,NA
160438,2.11126,1.00096,-3.74894,NA,NA,-45.225,NA,NA,NA,NA
160617,1.87868,1.13626,-4.78643,NA,NA,-26.857,NA,NA,NA,NA
160809,1.5341,2.03502,-5,-18.692,NA,NA,NA,NA,NA,NA
161154,2.1524,0.880115,-4.62518,-32.626,NA,NA,NA,NA,NA,NA
161228,1.88912,2.23117,-4.01742,NA,NA,-15.707,NA,NA,NA,NA
161573,2.52617,1.75122,-4.65492,NA,-24.645,NA,NA,NA,NA,NA
161767,2.57776,1.57297,-4.32072,NA,-23.062,NA,NA,NA,NA,NA
161865,1.26799,2.06703,-4.69866,NA,NA,NA,-36.086,NA,NA,NA
162152,1.89641,2.21925,-5,-21.43,NA,NA,NA,NA,NA,NA
162352,2.13344,1.48274,-5,-18.671,NA,NA,NA,NA,NA,NA
162448,1.6441,1.13191,-4.12782,NA,NA,-24.886,NA,NA,NA,NA
162787,1.60152,1.67941,-3.3803,-29.226,NA,NA,NA,NA,NA,NA
162868,1.61941,1.62559,-4.57318,-4.013,NA,NA,NA,NA,NA,NA
163140,1.18831,1.90729,-4.64911,NA,NA,NA,NA,-35.217,NA,NA
163209,0.962431,1.44918,-5,-38.266,NA,NA,NA,NA,NA,NA
163422,1.66017,1.86743,-4.99405,-15.85,NA,NA,NA,NA,NA,NA
163791,1.50331,1.85684,-5,NA,NA,NA,NA,-33.599,NA,NA
163972,2.03981,1.50574,-5,NA,NA,-28.632,NA,NA,NA,NA
164042,1.05829,1.12483,-5,NA,NA,-58.91,NA,NA,NA,NA
164314,1.18301,2.47417,-5,-36.045,NA,NA,NA,NA,NA,NA
164407,1.6131,2.32963,-5,-24.544,NA,NA,NA,NA,NA,NA
164645,2.08014,1.58819,-3.69573,-15.276,NA,NA,NA,NA,NA,NA
164863,2.35386,2.25997,-4.05737,NA,NA,NA,NA,NA,NA,-62.073
165143,2.64318,1.64023,-3.50612,-41.417,NA,NA,NA,NA,NA,NA
165364,2.24079,1.90458,-3.44432,NA,NA,-37.808,NA,NA,NA,NA
165494,1.26698,2.39253,-4.06104,-23.239,NA,NA,NA,NA,NA,NA
165775,0.865029,2.09131,-3.62721,-43.77,NA,NA,NA,NA,NA,NA
165901,1.68333,1.45409,-5,-17.492,NA,NA,NA,NA,NA,NA
166048,2.16282,1.92478,-5,NA,-24.474,NA,NA,NA,NA,NA
166399,2.20286,1.79811,-5,-18.984,NA,NA,NA,NA,NA,NA
166428,1.74863,2.57248,-3.8217,NA,NA,NA,NA,-44.845,NA,NA
166717,1.35825,1.53024,-4.365,NA,NA,-9.106,NA,NA,NA,NA
166842,1.60554,0.732768,-4.23415,-45.224,NA,NA,NA,NA,NA,NA
167184,2.44321,1.68689,-4.5338,NA,-20.073,NA,NA,NA,NA,NA
167249,0.699867,2.44302,-4.59601,NA,-47.876,NA,NA,NA,NA,NA
167463,0.596975,1.61995,-4.86315,-48.431,NA,NA,NA,NA,NA,NA
167640,2.05121,1.55528,-4.33471,NA,NA,NA,NA,NA,NA,-48.894
167869,2.36602,2.07067,-4.55642,NA,NA,NA,NA,-44.616,NA,NA
168111,2.36284,1.89932,-5,-23.09,NA,NA,NA,NA,NA,NA
168250,1.86955,1.24777,-5,NA,NA,NA,-34.082,NA,NA,NA
168549,1.62,1.98873,-5,-17.485,NA,NA,NA,NA,NA,NA
168792,1.72911,2.63153,-4.35137,NA,NA,NA,NA,NA,-62.578,NA
168897,1.9256,1.81966,-5,-15.596,NA,NA,NA,NA,NA,NA
169186,0.779361,2.30157,-4.34804,NA,NA,-38.729,NA,NA,NA,NA
169274,0.68124,2.254,-3.89553,NA,-44.753,NA,NA,NA,NA,NA
169443,2.06793,1.70555,-4.56364,-5.272,NA,NA,NA,NA,NA,NA
169731,1.78258,1.69022,-5,NA,NA,-27.8,NA,NA,NA,NA
169880,1.83939,1.0242,-4.07912,NA,NA,-20.448,NA,NA,NA,NA
170041,1.51832,1.18254,-4.47755,NA,-14.091,NA,NA,NA,NA,NA
170339,1.00591,1.87338,-4.98699,NA,NA,-34.088,NA,NA,NA,NA
170440,1.2803,2.2362,-5,-27.936,NA,NA,NA,NA,NA,NA
170651,1.3912,2.36498,-4.21487,-18.925,NA,NA,NA,NA,NA,NA
170865,0.961821,1.30301,-3.93465,-34.446,NA,NA,NA,NA,NA,NA
171091,0.653361,1.66862,-3.97697,NA,NA,-46.014,NA,NA,NA,NA
171307,1.80992,1.90044,-3.93954,NA,NA,-9.914,NA,NA,NA,NA
171559,1.3945,2.37965,-4.3471,NA,NA,-21.341,NA,NA,NA,NA
171761,2.68044,2.64728,-4.81224,NA,-50.42,NA,NA,NA,NA,NA
171943,1.32324,2.35525,-5,-29.117,NA,NA,NA,NA,NA,NA
172043,1.04562,1.6599,-5,NA,NA,-38.461,NA,NA,NA,NA
172256,1.02982,0.51105,-4.94045,NA,-108.819,NA,NA,NA,NA,NA
172433,1.69249,1.99962,-5,-17.047,NA,NA,NA,NA,NA,NA
172709,2.17578,1.85217,-5,-18.431,NA,NA,NA,NA,NA,NA
172913,2.33125,1.64042,-5,NA,NA,-24.112,NA,NA,NA,NA
173077,2.48632,1.33437,-5,-31.058,NA,NA,NA,NA,NA,NA
173310,1.35287,1.39016,-5,-25.604,NA,NA,NA,NA,NA,NA
173594,2.53377,1.61038,-4.98229,NA,NA,NA,NA,-43.111,NA,NA
173714,2.12239,2.23763,-5,NA,NA,NA,NA,-39.782,NA,NA
173868,1.90071,1.62375,-3.8584,NA,-16.82,NA,NA,NA,NA,NA
174144,1.86932,2.05356,-5,NA,NA,-19.796,NA,NA,NA,NA
174281,2.17991,2.71667,-4.84204,NA,NA,NA,NA,-51.353,NA,NA
174509,2.91865,2.2368,-4.56489,-40.804,NA,NA,NA,NA,NA,NA
174618,1.74885,1.98015,-4.90351,NA,NA,NA,NA,-31.769,NA,NA
174808,2.13773,1.327,-4.66258,-11.018,NA,NA,NA,NA,NA,NA
175199,1.96799,1.16395,-5,NA,NA,-34.938,NA,NA,NA,NA
175278,1.71385,1.63271,-5,NA,NA,-17.867,NA,NA,NA,NA
175574,1.33441,1.90087,-4.23727,-9.155,NA,NA,NA,NA,NA,NA
175793,2.76761,1.55753,-3.49044,-47.682,NA,NA,NA,NA,NA,NA
175974,2.06634,1.05851,-3.51613,NA,NA,NA,-56.016,NA,NA,NA
176104,2.18088,1.97739,-3.45108,-30.396,NA,NA,NA,NA,NA,NA
176336,2.5381,1.71152,-4.29201,-18.445,NA,NA,NA,NA,NA,NA
176452,2.31494,1.62493,-4.50779,NA,-14.715,NA,NA,NA,NA,NA
176622,1.98341,2.2232,-4.11285,-12.442,NA,NA,NA,NA,NA,NA
176857,2.07294,2.18033,-3.93851,NA,NA,-18.586,NA,NA,NA,NA
177167,1.38891,1.26137,-4.76598,-18.126,NA,NA,NA,NA,NA,NA
177332,1.46196,1.37584,-5,NA,-23.02,NA,NA,NA,NA,NA
177481,2.41417,1.39634,-4.47902,NA,NA,NA,NA,-40.018,NA,NA
177713,1.94447,1.18355,-4.70816,NA,NA,-17.235,NA,NA,NA,NA
177858,1.13505,1.61991,-4.71314,-20.398,NA,NA,NA,NA,NA,NA
178144,1.86384,0.863241,-4.05131,NA,NA,-44.79,NA,NA,NA,NA
178337,1.40872,1.67835,-4.6273,NA,NA,-12.307,NA,NA,NA,NA
178401,1.77604,1.60648,-4.40341,NA,NA,-11.553,NA,NA,NA,NA
178669,1.74184,1.91812,-4.81209,NA,NA,-11.928,NA,NA,NA,NA
178805,1.75865,1.87454,-5,NA,NA,NA,NA,-35.487,NA,NA
179038,2.17319,1.58998,-5,-17.995,NA,NA,NA,NA,NA,NA
179340,1.79678,2.03915,-5,-17.913,NA,NA,NA,NA,NA,NA
179501,1.85783,2.20843,-5,NA,NA,-23.14,NA,NA,NA,NA
179604,3.28227,1.3235,-4.42353,-57.946,NA,NA,NA,NA,NA,NA
179956,1.99933,0.940362,-3.70417,NA,NA,-40.03,NA,NA,NA,NA
180148,1.53475,2.94606,-3.54477,NA,NA,NA,NA,NA,-108.852,NA
180349,2.3392,1.70993,-4.14357,NA,NA,NA,-28.672,NA,NA,NA
180427,2.36414,1.8013,-5,NA,NA,-24.231,NA,NA,NA,NA
180792,1.13491,1.52002,-4.27933,NA,NA,-21.632,NA,NA,NA,NA
180928,0.77504,2.15716,-4.75356,-37.832,NA,NA,NA,NA,NA,NA
181189,2.08172,2.0019,-3.83211,NA,NA,-18.245,NA,NA,NA,NA
181219,3.04767,1.95363,-4.62594,NA,NA,-45.866,NA,NA,NA,NA
181427,1.66382,0.808816,-3.91392,NA,NA,-45.724,NA,NA,NA,NA
181695,2.14255,0.642014,-4.84886,-53.362,NA,NA,NA,NA,NA,NA
181894,2.58686,1.36956,-4.88724,NA,NA,-32.664,NA,NA,NA,NA
182058,1.93665,1.79176,-4.55793,NA,NA,NA,NA,-22.12,NA,NA
182328,2.47927,1.48944,-4.19561,-16.204,NA,NA,NA,NA,NA,NA
182488,1.1973,0.714385,-3.87108,NA,NA,-85.654,NA,NA,NA,NA
182760,1.88721,0.673201,-4.97476,NA,NA,-63.041,NA,NA,NA,NA
182914,1.84863,1.59595,-5,NA,NA,-16.958,NA,NA,NA,NA
183176,2.55334,1.75648,-5,NA,-36.604,NA,NA,NA,NA,NA
183313,2.55058,1.9353,-5,-29.506,NA,NA,NA,NA,NA,NA
183546,1.27315,2.07441,-4.27819,NA,NA,NA,-34.395,NA,NA,NA
183605,2.01273,1.73253,-4.07945,NA,NA,NA,-20.039,NA,NA,NA
183942,2.35453,1.21455,-4.7404,-21.726,NA,NA,NA,NA,NA,NA
184068,2.22384,2.29934,-4.48701,NA,-26.364,NA,NA,NA,NA,NA
184255,1.42725,2.29717,-4.90903,-22.857,NA,NA,NA,NA,NA,NA
184530,2.78548,2.05716,-5,NA,NA,-40.494,NA,NA,NA,NA
184650,1.65521,1.99616,-3.73238,NA,NA,NA,-28.076,NA,NA,NA
184975,1.31016,2.36217,-3.54953,-34.891,NA,NA,NA,NA,NA,NA
185109,1.805,1.48508,-4.30832,-0.95,NA,NA,NA,NA,NA,NA
185276,1.7037,2.19682,-4.06987,-12.323,NA,NA,NA,NA,NA,NA
185552,2.2123,1.81659,-3.5718,NA,-32.016,NA,NA,NA,NA,NA
185651,1.91199,2.20973,-3.70357,NA,-26.094,NA,NA,NA,NA,NA
185870,1.43484,1.58303,-5,NA,NA,NA,-33.077,NA,NA,NA
186177,1.78565,2.13801,-5,NA,-25.452,NA,NA,NA,NA,NA
186385,1.40294,2.04291,-5,-21.009,NA,NA,NA,NA,NA,NA
186482,2.46845,1.46165,-4.95267,NA,NA,NA,NA,-41.183,NA,NA
186691,1.60417,2.09077,-4.29147,NA,-10.129,NA,NA,NA,NA,NA
186897,2.16221,2.65988,-4.24912,-29.873,NA,NA,NA,NA,NA,NA
187042,2.06989,1.60613,-4.97682,NA,NA,-18.823,NA,NA,NA,NA
187358,1.61376,1.41122,-5,-20.139,NA,NA,NA,NA,NA,NA
187445,0.997181,1.20026,-5,-46.123,NA,NA,NA,NA,NA,NA
187686,1.90507,1.27918,-4.53462,NA,-19.018,NA,NA,NA,NA,NA
187855,1.87937,1.49952,-5,-15.516,NA,NA,NA,NA,NA,NA
188040,2.22872,1.42813,-5,NA,NA,-23.142,NA,NA,NA,NA
188335,2.31411,1.4449,-5,NA,NA,-24.996,NA,NA,NA,NA
188549,2.22453,2.31115,-4.54371,-18.324,NA,NA,NA,NA,NA,NA
188710,1.9599,2.8902,-4.81961,NA,-44.556,NA,NA,NA,NA,NA
188815,2.46513,2.4633,-3.78842,-36.693,NA,NA,NA,NA,NA,NA
189173,1.74223,2.55569,-3.6657,NA,NA,NA,-53.862,NA,NA,NA
189262,1.35889,1.83477,-4.22952,-7.34,NA,NA,NA,NA,NA,NA
189403,1.71959,1.1703,-5,NA,NA,-44.065,NA,NA,NA,NA
189662,1.96009,1.33016,-4.26155,NA,NA,-17.37,NA,NA,NA,NA
189822,1.82478,2.26794,-4.86802,-18.768,NA,NA,NA,NA,NA,NA
190184,1.90087,1.38013,-5,-17.468,NA,NA,NA,NA,NA,NA
190245,1.97828,1.12567,-4.50729,NA,NA,-27.308,NA,NA,NA,NA
190471,2.17481,1.08568,-4.48534,NA,NA,-20.429,NA,NA,NA,NA
190798,1.81029,1.86028,-4.63198,NA,NA,NA,-19.585,NA,NA,NA
190868,1.78718,2.2528,-5,NA,-25.621,NA,NA,NA,NA,NA
191096,1.94197,2.07213,-5,NA,-25.458,NA,NA,NA,NA,NA
191323,2.55992,1.57022,-5,NA,-30.257,NA,NA,NA,NA,NA
191532,2.06694,1.11849,-5,NA,-27.789,NA,NA,NA,NA,NA
191728,2.07634,1.40817,-5,NA,-23.963,NA,NA,NA,NA,NA
191880,2.24734,1.23342,-5,NA,-32.861,NA,NA,NA,NA,NA
192068,1.74651,1.24446,-5,-21.809,NA,NA,NA,NA,NA,NA
192385,1.1833,2.39789,-3.71842,-33.156,NA,NA,NA,NA,NA,NA
192571,2.03791,1.38295,-4.93,-16.353,NA,NA,NA,NA,NA,NA
192730,1.89421,2.23889,-5,NA,-24.259,NA,NA,NA,NA,NA
192815,1.48458,2.10885,-4.78568,NA,NA,NA,-27.613,NA,NA,NA
193165,2.16343,1.996,-5,NA,-29.511,NA,NA,NA,NA,NA
193378,2.73238,2.16134,-4.75307,-32.757,NA,NA,NA,NA,NA,NA
193511,2.63199,2.74296,-5,-53.363,NA,NA,NA,NA,NA,NA
193636,2.30938,1.6861,-4.02585,NA,NA,-15.035,NA,NA,NA,NA
193925,2.51244,1.6017,-4.18044,NA,NA,NA,-34.16,NA,NA,NA
194003,1.83175,1.74861,-4.45099,NA,-8.7,NA,NA,NA,NA,NA
194352,0.993121,1.39218,-4.21867,NA,NA,NA,NA,-46.178,NA,NA
194460,1.63986,0.908845,-5,NA,-52.599,NA,NA,NA,NA,NA
194690,1.51014,2.08953,-4.82792,NA,NA,-16.992,NA,NA,NA,NA
194855,2.06287,2.34583,-4.91929,NA,NA,NA,NA,-43.72,NA,NA
195114,1.70967,2.02996,-3.94761,NA,NA,-16.362,NA,NA,NA,NA
195399,2.12788,1.65518,-4.55716,NA,NA,-7.979,NA,NA,NA,NA
195534,2.11666,0.975886,-3.78786,-31.39,NA,NA,NA,NA,NA,NA
195797,1.50065,1.32714,-4.90722,NA,NA,NA,-46.78,NA,NA,NA
195911,1.73599,1.88611,-3.97688,NA,NA,NA,-31.698,NA,NA,NA
196150,2.42062,2.13764,-5,-27.673,NA,NA,NA,NA,NA,NA
196318,1.44087,1.37385,-5,NA,-23.067,NA,NA,NA,NA,NA
196518,1.8694,1.40731,-4.78304,NA,-10.629,NA,NA,NA,NA,NA
196642,2.97595,1.89944,-4.35509,NA,NA,NA,NA,NA,-84.997,NA
196815,2.00987,1.86179,-5,NA,-22.611,NA,NA,NA,NA,NA
197138,1.67632,1.13626,-3.89243,NA,NA,NA,-47.999,NA,NA,NA
197246,2.0271,2.10636,-5,NA,NA,NA,-40.882,NA,NA,NA
197573,1.08278,2.11212,-3.72486,NA,-37.77,NA,NA,NA,NA,NA
197683,3.40283,1.75282,-4.31592,NA,-74.185,NA,NA,NA,NA,NA
197937,1.88839,2.01588,-3.7644,NA,NA,-25.347,NA,NA,NA,NA
198023,1.96523,1.36589,-5,NA,NA,-22.059,NA,NA,NA,NA
198347,1.83989,2.60985,-4.37512,NA,-28.381,NA,NA,NA,NA,NA
198508,2.38399,1.89421,-3.44488,NA,-37.679,NA,NA,NA,NA,NA
198783,2.55634,1.35662,-4.59386,NA,-25.662,NA,NA,NA,NA,NA
198819,2.27422,1.75636,-4.56238,NA,-19.125,NA,NA,NA,NA,NA
199148,2.33973,1.07957,-4.75724,-29.041,NA,NA,NA,NA,NA,NA
199312,2.09412,1.71386,-4.99068,-15.925,NA,NA,NA,NA,NA,NA
199579,1.60496,2.51151,-5,NA,NA,-38.088,NA,NA,NA,NA
199631,1.75904,1.49802,-4.65054,-4.664,NA,NA,NA,NA,NA,NA
200000,2.43928,2.12972,-4.6205,-19.959,NA,NA,NA,NA,NA,NA
