id,x0,x1,x2,fitness-2.5,fitness-3,fitness-2,fitness-3.5,fitness-1.5,fitness-4,fitness-1
67165,2.19523,1.96003,-4.7651,NA,NA,-23.539,NA,NA,NA,NA
67360,2.78897,2.49561,-4.87315,-47.368,NA,NA,NA,NA,NA,NA
67454,1.35708,1.71016,-4.89833,-17.41,NA,NA,NA,NA,NA,NA
67741,1.742,2.25248,-5,-21.596,NA,NA,NA,NA,NA,NA
67911,1.38296,1.38714,-5,NA,NA,-28.128,NA,NA,NA,NA
68117,1.28787,1.25955,-4.63547,-17.707,NA,NA,NA,NA,NA,NA
68381,2.24088,1.56352,-4.19792,NA,NA,NA,NA,-27.142,NA,NA
68454,2.04229,2.08568,-5,NA,NA,-28.994,NA,NA,NA,NA
68633,1.92188,2.38588,-5,-25.574,NA,NA,NA,NA,NA,NA
68808,1.82574,2.0173,-5,NA,NA,-25.396,NA,NA,NA,NA
69122,2.39626,2.95831,-5,NA,NA,-60.155,NA,NA,NA,NA
69309,1.6485,1.81559,-4.05846,-4.06,NA,NA,NA,NA,NA,NA
69437,2.46763,1.50619,-3.56778,-32.726,NA,NA,NA,NA,NA,NA
69692,2.79034,1.59454,-4.12495,NA,-31.898,NA,NA,NA,NA,NA
69822,0.9354,1.55828,-4.01273,NA,-29.481,NA,NA,NA,NA,NA
70163,2.07059,1.89262,-3.6738,-18.057,NA,NA,NA,NA,NA,NA
70305,2.22101,2.13289,-3.77987,NA,NA,-27.345,NA,NA,NA,NA
70450,2.44445,2.12252,-3.92333,NA,-24.413,NA,NA,NA,NA,NA
70638,1.268,1.98307,-3.85777,NA,NA,NA,-36.054,NA,NA,NA
70880,2.44694,2.11349,-3.91903,-22.713,NA,NA,NA,NA,NA,NA
71083,1.5063,2.76786,-3.83307,NA,NA,NA,NA,-59.224,NA,NA
71288,1.74762,2.68008,-4.36248,NA,NA,NA,NA,-56.192,NA,NA
71576,1.71371,1.73075,-4.72146,NA,NA,-10.196,NA,NA,NA,NA
71705,1.69321,1.87167,-4.57869,NA,NA,-9.481,NA,NA,NA,NA
71961,2.22108,1.41315,-5,NA,NA,-33.899,NA,NA,NA,NA
72140,1.79866,1.26563,-4.59144,NA,NA,-16.102,NA,NA,NA,NA
72327,2.12796,1.41516,-3.86556,NA,NA,NA,-40.951,NA,NA,NA
72589,1.62452,1.39774,-5,-19.362,NA,NA,NA,NA,NA,NA
72719,2.52022,2.28372,-4.58425,NA,-30.371,NA,NA,NA,NA,NA
72819,2.32326,1.74223,-5,NA,NA,-25,NA,NA,NA,NA
73194,1.65166,1.67578,-5,NA,NA,-25.707,NA,NA,NA,NA
73378,1.53002,2.00347,-4.28207,NA,NA,-9.459,NA,NA,NA,NA
73558,1.93178,2.49896,-3.68612,-30.179,NA,NA,NA,NA,NA,NA
73781,1.79223,1.81059,-4.83563,NA,-11.381,NA,NA,NA,NA,NA
73939,1.50879,1.27188,-5,NA,NA,NA,-46.634,NA,NA,NA
74156,1.12085,1.51418,-4.0559,NA,NA,-28.239,NA,NA,NA,NA
74323,1.0949,1.99121,-4.6019,NA,NA,-26.696,NA,NA,NA,NA
74469,1.9476,1.86321,-4.62536,NA,-9.281,NA,NA,NA,NA,NA
74740,2.18165,1.7672,-3.97037,-9.887,NA,NA,NA,NA,NA,NA
74974,1.5313,1.69705,-4.88244,-12.591,NA,NA,NA,NA,NA,NA
75018,1.54382,2.53932,-5,NA,NA,-35.344,NA,NA,NA,NA
75292,1.17983,1.79442,-5,-26.819,NA,NA,NA,NA,NA,NA
75516,1.73766,1.59245,-5,-14.943,NA,NA,NA,NA,NA,NA
75766,2.39567,1.29047,-4.68841,NA,-20.813,NA,NA,NA,NA,NA
75850,2.45153,2.05109,-5,-26.992,NA,NA,NA,NA,NA,NA
76028,1.66949,1.87369,-5,-15.621,NA,NA,NA,NA,NA,NA
76379,1.53179,1.68166,-5,NA,-17.558,NA,NA,NA,NA,NA
76403,1.75443,2.12934,-4.95377,NA,NA,NA,-30.85,NA,NA,NA
76616,1.51466,2.22368,-3.55793,-27.151,NA,NA,NA,NA,NA,NA
76833,2.32859,2.19425,-4.42824,-17.594,NA,NA,NA,NA,NA,NA
77160,1.93982,2.62168,-5,NA,-34.998,NA,NA,NA,NA,NA
77303,2.12875,1.58634,-5,-18.351,NA,NA,NA,NA,NA,NA
77479,1.44284,1.33906,-5,-22.769,NA,NA,NA,NA,NA,NA
77733,1.21011,1.94084,-5,NA,NA,NA,-40.234,NA,NA,NA
77916,2.13477,1.85705,-4.99664,NA,-24.22,NA,NA,NA,NA,NA
78150,2.24113,1.588,-4.5978,NA,NA,-11.492,NA,NA,NA,NA
78212,1.52576,2.18739,-4.0956,NA,NA,-17.447,NA,NA,NA,NA
78555,1.65413,1.71707,-4.03004,-4.112,NA,NA,NA,NA,NA,NA
78669,2.36369,2.42401,-5,NA,NA,-42.996,NA,NA,NA,NA
78955,1.74366,2.67036,-5,NA,NA,NA,NA,NA,NA,-88.97
79089,1.42234,1.64836,-4.62152,NA,-9.393,NA,NA,NA,NA,NA
79234,2.53925,2.33426,-5,NA,-39.894,NA,NA,NA,NA,NA
79569,1.70878,1.50646,-5,-16.323,NA,NA,NA,NA,NA,NA
79784,2.23726,2.25635,-4.14666,NA,-29.012,NA,NA,NA,NA,NA
79934,1.07323,1.22814,-4.35502,NA,-36.064,NA,NA,NA,NA,NA
80005,2.67857,2.45027,-3.73157,NA,NA,-47.471,NA,NA,NA,NA
80213,1.91202,1.85617,-5,-15.271,NA,NA,NA,NA,NA,NA
80486,1.56837,2.04592,-4.7318,-11.192,NA,NA,NA,NA,NA,NA
80727,1.52898,1.95995,-4.04307,NA,-9.297,NA,NA,NA,NA,NA
80925,1.23799,1.41555,-3.77765,-24.476,NA,NA,NA,NA,NA,NA
81112,1.19161,1.59075,-4.28998,NA,NA,NA,NA,-55.306,NA,NA
81332,1.68536,1.90223,-4.56283,NA,NA,NA,NA,-36.326,NA,NA
81476,1.30313,1.12089,-3.9172,-26.681,NA,NA,NA,NA,NA,NA
81690,1.16026,0.847903,-4.42049,-52.29,NA,NA,NA,NA,NA,NA
81826,1.74755,1.63152,-5,NA,NA,NA,NA,-31.927,NA,NA
82146,1.10915,1.78602,-5,NA,NA,NA,NA,-45.351,NA,NA
82367,1.17659,1.90394,-5,NA,NA,-32.663,NA,NA,NA,NA
82557,1.82045,1.78376,-4.98608,-14.525,NA,NA,NA,NA,NA,NA
82601,2.35453,1.9593,-4.56565,NA,NA,-19.063,NA,NA,NA,NA
82864,2.03244,1.95202,-4.33665,NA,NA,-8.825,NA,NA,NA,NA
83042,1.55031,1.91499,-4.60648,NA,-12.754,NA,NA,NA,NA,NA
83363,2.22461,2.67863,-5,NA,NA,-42.637,NA,NA,NA,NA
83462,2.19829,2.49438,-5,-32.628,NA,NA,NA,NA,NA,NA
83617,2.0574,2.3651,-4.38414,NA,NA,-17.927,NA,NA,NA,NA
83936,1.86934,2.24938,-4.1865,NA,NA,NA,-25.141,NA,NA,NA
84147,1.4411,2.16201,-4.31932,-11.833,NA,NA,NA,NA,NA,NA
84301,1.96959,2.71576,-4.40473,-29.127,NA,NA,NA,NA,NA,NA
84480,2.31481,1.89019,-5,NA,NA,-26.449,NA,NA,NA,NA
84787,2.53496,2.05009,-5,-29.619,NA,NA,NA,NA,NA,NA
84938,1.79605,1.32743,-5,NA,-28.905,NA,NA,NA,NA,NA
85074,1.51193,1.92977,-4.72862,NA,-12.794,NA,NA,NA,NA,NA
85362,1.46968,1.4815,-3.78772,NA,-17.749,NA,NA,NA,NA,NA
85415,2.57515,2.03753,-4.05226,NA,NA,-25.25,NA,NA,NA,NA
85722,2.64591,1.61813,-4.11106,NA,-27.524,NA,NA,NA,NA,NA
85995,1.3266,2.16597,-5,-25.961,NA,NA,NA,NA,NA,NA
86057,1.78649,2.05859,-5,-18.207,NA,NA,NA,NA,NA,NA
86285,2.19732,1.92956,-4.57698,-11.094,NA,NA,NA,NA,NA,NA
86479,1.86585,1.56251,-4.79202,NA,NA,-15.463,NA,NA,NA,NA
86647,0.401906,1.93968,-4.45734,-53.414,NA,NA,NA,NA,NA,NA
86906,0.895963,1.89738,-4.99526,NA,-37.484,NA,NA,NA,NA,NA
87196,1.18621,1.64907,-5,-27.136,NA,NA,NA,NA,NA,NA
87277,1.43173,2.57745,-4.352,-25.408,NA,NA,NA,NA,NA,NA
87534,0.82846,1.63222,-5,-43.737,NA,NA,NA,NA,NA,NA
87622,2.98372,1.55682,-5,-46.14,NA,NA,NA,NA,NA,NA
87967,2.54101,1.61606,-5,NA,-29.014,NA,NA,NA,NA,NA
88170,0.886519,1.69485,-4.08822,NA,NA,NA,NA,-51.862,NA,NA
88387,1.1049,2.32222,-4.75046,NA,-29.981,NA,NA,NA,NA,NA
88461,2.04207,1.61392,-3.71553,NA,NA,NA,-32.31,NA,NA,NA
88655,1.82942,1.5445,-4.90382,NA,NA,NA,-28.959,NA,NA,NA
88855,2.44046,1.67817,-4.69146,-17.937,NA,NA,NA,NA,NA,NA
89168,1.28332,1.31491,-5,NA,NA,NA,NA,-57.068,NA,NA
89262,1.36374,2.55111,-4.31865,NA,NA,-27.659,NA,NA,NA,NA
89555,1.42567,2.2573,-4.10477,NA,NA,NA,NA,-45.749,NA,NA
89796,2.04776,1.64013,-3.55097,NA,NA,-28.156,NA,NA,NA,NA
89856,2.22678,1.29559,-3.83702,-18.582,NA,NA,NA,NA,NA,NA
90185,1.68808,1.72562,-3.95406,NA,NA,NA,-35.538,NA,NA,NA
90397,2.16031,1.80976,-5,-18.53,NA,NA,NA,NA,NA,NA
90542,2.32681,1.60461,-5,-21.474,NA,NA,NA,NA,NA,NA
90745,2.26346,1.73525,-3.91188,NA,-20.047,NA,NA,NA,NA,NA
90904,1.43443,1.2386,-4.67449,-15.188,NA,NA,NA,NA,NA,NA
91075,1.21231,2.45193,-4.66446,NA,-28.168,NA,NA,NA,NA,NA
91370,0.649679,2.39914,-3.99121,-49.398,NA,NA,NA,NA,NA,NA
91414,1.42914,1.57132,-3.67714,NA,-22.253,NA,NA,NA,NA,NA
91655,0.285504,2.17004,-3.37582,NA,NA,-89.424,NA,NA,NA,NA
91843,2.11497,2.2398,-4.27306,NA,-16.087,NA,NA,NA,NA,NA
92181,1.50374,1.68108,-4.37902,NA,NA,NA,-39.717,NA,NA,NA
92356,2.24596,0.657895,-4.97586,NA,NA,NA,-67.134,NA,NA,NA
92518,1.75177,2.09799,-4.27338,NA,-10.117,NA,NA,NA,NA,NA
92642,1.47557,1.75801,-5,NA,-18.736,NA,NA,NA,NA,NA
92938,1.59818,2.08728,-5,NA,-21.739,NA,NA,NA,NA,NA
93153,1.57958,2.04446,-5,NA,-27.133,NA,NA,NA,NA,NA
93296,1.69328,1.89532,-4.60154,NA,-7.648,NA,NA,NA,NA,NA
93436,2.00558,1.05965,-4.72939,NA,-22.915,NA,NA,NA,NA,NA
93701,2.53188,1.21379,-4.64975,NA,NA,-32.323,NA,NA,NA,NA
93811,1.44313,2.08449,-3.61488,NA,NA,NA,-41.979,NA,NA,NA
94068,0.428178,1.10105,-4.82599,NA,-80.979,NA,NA,NA,NA,NA
94295,1.96571,1.26657,-5,NA,-22.158,NA,NA,NA,NA,NA
94472,2.67874,2.46068,-5,-44.207,NA,NA,NA,NA,NA,NA
94741,1.17915,2.4821,-4.99034,NA,NA,-43.726,NA,NA,NA,NA
94847,1.85852,2.04111,-4.25808,NA,-12.476,NA,NA,NA,NA,NA
95127,1.20809,1.94504,-3.583,NA,-38.903,NA,NA,NA,NA,NA
95275,2.28835,1.76783,-4.25119,NA,-17.081,NA,NA,NA,NA,NA
95547,1.95484,1.23265,-4.23364,-8.051,NA,NA,NA,NA,NA,NA
95740,2.56905,1.4324,-4.18477,NA,-26.355,NA,NA,NA,NA,NA
95923,1.83405,0.887727,-4.26899,-25.702,NA,NA,NA,NA,NA,NA
96198,1.94704,1.90265,-4.85094,NA,NA,NA,-26.902,NA,NA,NA
96366,1.92006,1.91924,-4.5793,NA,-17.973,NA,NA,NA,NA,NA
96428,1.92439,1.28111,-4.80223,NA,-17.788,NA,NA,NA,NA,NA
96617,1.78618,2.40711,-4.40473,NA,NA,-19.974,NA,NA,NA,NA
96857,0.874594,2.37676,-4.18191,NA,-38.126,NA,NA,NA,NA,NA
97007,1.80419,1.68083,-3.89698,-6.069,NA,NA,NA,NA,NA,NA
97284,2.01362,1.40408,-3.59193,NA,-26.608,NA,NA,NA,NA,NA
97574,0.906111,2.41871,-3.81251,NA,-46.585,NA,NA,NA,NA,NA
97627,2.05208,1.03824,-4.7587,NA,NA,NA,-51.656,NA,NA,NA
97962,2.29487,1.41985,-4.50754,-11.165,NA,NA,NA,NA,NA,NA
98191,2.43872,1.74639,-3.71572,-24.034,NA,NA,NA,NA,NA,NA
98397,1.07703,2.39231,-3.87141,NA,NA,-41.203,NA,NA,NA,NA
98533,1.68341,1.71835,-3.83139,-8.381,NA,NA,NA,NA,NA,NA
98712,1.45108,2.38369,-4.6088,NA,NA,-23.825,NA,NA,NA,NA
98906,2.52357,1.91764,-4.48381,NA,NA,-28.31,NA,NA,NA,NA
99020,2.41176,1.6152,-4.53462,NA,NA,-21.087,NA,NA,NA,NA
99288,0.827403,2.80914,-5,-60.611,NA,NA,NA,NA,NA,NA
99595,0.0820638,2.07049,-4.0558,NA,NA,NA,NA,NA,-108.768,NA
99698,0.360771,1.63926,-5,NA,-66.714,NA,NA,NA,NA,NA
99826,1.51876,2.42792,-5,NA,-33.072,NA,NA,NA,NA,NA
100170,0.650073,1.63524,-5,NA,-58.774,NA,NA,NA,NA,NA
100400,1.29855,1.38787,-5,-27.59,NA,NA,NA,NA,NA,NA
100507,1.51906,2.80615,-5,NA,-50.408,NA,NA,NA,NA,NA
100608,2.35487,2.07416,-5,-25.646,NA,NA,NA,NA,NA,NA
100835,2.70214,1.9617,-5,-34.478,NA,NA,NA,NA,NA,NA
101057,1.55708,1.47103,-4.99272,NA,-22.195,NA,NA,NA,NA,NA
101257,0.763746,1.6708,-3.86561,-39.397,NA,NA,NA,NA,NA,NA
101579,1.35458,1.98026,-3.77919,NA,NA,NA,-30.946,NA,NA,NA
101730,0.885045,1.41685,-5,-45.43,NA,NA,NA,NA,NA,NA
101926,1.48301,0.923375,-3.91629,NA,NA,-44.658,NA,NA,NA,NA
102184,1.28976,1.52864,-3.87919,NA,NA,NA,NA,-38.817,NA,NA
102292,1.49981,2.12914,-4.80184,-16.167,NA,NA,NA,NA,NA,NA
102408,1.65261,1.39891,-5,NA,-22.747,NA,NA,NA,NA,NA
102714,1.54575,2.46914,-4.64566,NA,NA,NA,NA,-35.733,NA,NA
102920,1.97795,1.15298,-4.64894,-15.782,NA,NA,NA,NA,NA,NA
103194,2.22139,2.48182,-3.94994,NA,-32.198,NA,NA,NA,NA,NA
103396,1.53904,2.02064,-5,-18.891,NA,NA,NA,NA,NA,NA
103493,1.09992,2.44199,-4.69986,NA,NA,-39.522,NA,NA,NA,NA
103661,1.09836,2.02477,-4.84703,NA,NA,-31.629,NA,NA,NA,NA
103972,0.868107,2.0744,-5,NA,-39.598,NA,NA,NA,NA,NA
104094,1.44436,2.66752,-4.53274,NA,NA,-32.385,NA,NA,NA,NA
104385,2.09084,2.49729,-4.43448,NA,NA,NA,NA,-43.681,NA,NA
104403,1.73409,1.47991,-5,-16.856,NA,NA,NA,NA,NA,NA
104629,0.88086,2.68579,-5,-53.81,NA,NA,NA,NA,NA,NA
104835,1.21081,1.8044,-4.43976,-12.637,NA,NA,NA,NA,NA,NA
105090,1.13357,1.47177,-4.95387,-28.614,NA,NA,NA,NA,NA,NA
105363,2.24317,0.963851,-3.8479,-33.555,NA,NA,NA,NA,NA,NA
105572,1.57089,1.57819,-4.06292,NA,NA,-11.663,NA,NA,NA,NA
105765,1.29885,1.50861,-4.10575,-11.731,NA,NA,NA,NA,NA,NA
105839,1.99181,1.58052,-5,-16.068,NA,NA,NA,NA,NA,NA
106009,1.41592,1.58032,-5,NA,-20.769,NA,NA,NA,NA,NA
106317,1.79531,1.76225,-5,-14.682,NA,NA,NA,NA,NA,NA
106578,1.79644,0.896889,-4.23908,NA,NA,NA,NA,-50.027,NA,NA
106666,2.38011,2.0909,-4.45104,NA,NA,-22.775,NA,NA,NA,NA
106957,0.671226,2.32702,-5,NA,NA,NA,NA,-66.047,NA,NA
107031,0.867141,2.15121,-5,-40.707,NA,NA,NA,NA,NA,NA
107236,2.72398,2.31918,-4.74442,-36.416,NA,NA,NA,NA,NA,NA
107545,1.87,1.75701,-4.44029,NA,NA,-3.922,NA,NA,NA,NA
107674,1.81161,1.96293,-5,NA,NA,NA,-41.206,NA,NA,NA
107954,1.39429,2.44982,-5,-31.606,NA,NA,NA,NA,NA,NA
108160,2.42042,1.85156,-3.71665,-24.244,NA,NA,NA,NA,NA,NA
108286,3.234,1.855,-4.85418,NA,NA,-57.256,NA,NA,NA,NA
108479,2.13646,1.08981,-3.79312,-24.867,NA,NA,NA,NA,NA,NA
108747,1.30149,1.77957,-3.95529,-12.525,NA,NA,NA,NA,NA,NA
108852,2.47748,2.60104,-5,NA,-50.429,NA,NA,NA,NA,NA
109062,1.94687,2.32024,-4.79904,NA,NA,-21.337,NA,NA,NA,NA
109231,1.38647,1.54566,-5,NA,NA,NA,NA,-40.056,NA,NA
109543,1.6549,1.89932,-3.5711,NA,NA,-23.535,NA,NA,NA,NA
109608,1.99804,1.86546,-4.18282,NA,-8.114,NA,NA,NA,NA,NA
109978,2.1602,0.707316,-4.20486,NA,-43.961,NA,NA,NA,NA,NA
110148,1.31784,2.04095,-5,-24.123,NA,NA,NA,NA,NA,NA
110269,1.97224,1.75005,-5,NA,NA,-19.5,NA,NA,NA,NA
110407,3.1462,1.36874,-5,NA,NA,-59.106,NA,NA,NA,NA
110741,2.12328,1.68881,-4.72785,NA,NA,-11.027,NA,NA,NA,NA
110928,1.81368,2.1948,-5,NA,NA,-25.973,NA,NA,NA,NA
111025,1.2129,1.27238,-5,NA,-36.269,NA,NA,NA,NA,NA
111305,1.31266,2.88718,-4.69758,NA,NA,NA,-54.681,NA,NA,NA
111550,1.16789,1.96579,-4.88447,NA,NA,NA,-40.87,NA,NA,NA
111708,1.57825,1.41712,-5,-18.926,NA,NA,NA,NA,NA,NA
111827,1.824,2.21684,-4.77654,-15.485,NA,NA,NA,NA,NA,NA
112117,2.19062,1.28378,-4.96881,-21.497,NA,NA,NA,NA,NA,NA
112283,1.56313,1.49116,-4.9764,-16.407,NA,NA,NA,NA,NA,NA
112404,1.72273,1.67718,-5,NA,-22.14,NA,NA,NA,NA,NA
112704,0.962086,1.64519,-4.96627,NA,NA,-36.834,NA,NA,NA,NA
112831,2.7318,1.57958,-5,NA,NA,-38.023,NA,NA,NA,NA
113009,3.47313,2.52655,-5,NA,-89.889,NA,NA,NA,NA,NA
113304,1.48754,2.61944,-4.66084,-28.432,NA,NA,NA,NA,NA,NA
113460,1.66218,2.11763,-5,-19.28,NA,NA,NA,NA,NA,NA
113626,2.07987,1.83866,-5,-17.005,NA,NA,NA,NA,NA,NA
113851,1.76528,1.93175,-4.77273,-10.062,NA,NA,NA,NA,NA,NA
114089,1.5852,1.35879,-5,NA,NA,-29.796,NA,NA,NA,NA
114312,1.76834,2.63414,-5,NA,NA,-44.613,NA,NA,NA,NA
114522,2.04756,2.09461,-3.87468,NA,NA,NA,NA,-29.267,NA,NA
114676,1.91265,1.73734,-3.44927,NA,NA,-31.417,NA,NA,NA,NA
114931,2.32337,1.67767,-3.00596,NA,NA,NA,-87.635,NA,NA,NA
115162,2.35745,1.93048,-4.99866,NA,NA,NA,-36.427,NA,NA,NA
115300,1.53598,1.73691,-4.67804,-6.66,NA,NA,NA,NA,NA,NA
115561,1.90043,0.929829,-3.42542,NA,-54.034,NA,NA,NA,NA,NA
115611,0.545918,1.45646,-3.96673,-54.371,NA,NA,NA,NA,NA,NA
115958,1.38269,1.4141,-4.31555,NA,-10.712,NA,NA,NA,NA,NA
116005,1.05467,1.78189,-4.19932,NA,-25.114,NA,NA,NA,NA,NA
116390,1.64777,1.83323,-5,-15.46,NA,NA,NA,NA,NA,NA
116438,1.50561,1.55877,-4.33944,NA,-17.045,NA,NA,NA,NA,NA
116762,1.98685,1.86054,-3.07019,-47.481,NA,NA,NA,NA,NA,NA
116981,1.32213,1.26202,-4.10184,-14.682,NA,NA,NA,NA,NA,NA
117122,1.63968,1.76849,-4.41279,NA,-5.853,NA,NA,NA,NA,NA
117225,3.00693,2.52498,-4.47493,-53.253,NA,NA,NA,NA,NA,NA
117468,2.43448,2.1605,-4.92693,-26.851,NA,NA,NA,NA,NA,NA
117687,2.1733,1.62511,-5,NA,-22.609,NA,NA,NA,NA,NA
117916,2.7565,2.00943,-4.69042,-30.146,NA,NA,NA,NA,NA,NA
118165,2.44146,2.05299,-4.83521,-23.032,NA,NA,NA,NA,NA,NA
118309,1.33298,2.2659,-4.60647,NA,NA,NA,-31.564,NA,NA,NA
118541,1.77702,2.55998,-3.82756,NA,NA,-33.281,NA,NA,NA,NA
118668,1.63093,2.32039,-3.96624,NA,NA,-24.047,NA,NA,NA,NA
118923,1.34861,1.63502,-4.6947,-10.82,NA,NA,NA,NA,NA,NA
119163,1.88359,3.09597,-4.38158,NA,-51.555,NA,NA,NA,NA,NA
119393,1.71307,1.99111,-5,NA,-22.852,NA,NA,NA,NA,NA
119588,1.48404,1.22014,-5,-28.361,NA,NA,NA,NA,NA,NA
119717,1.22449,1.68365,-4.34455,-11.101,NA,NA,NA,NA,NA,NA
119991,2.16234,2.25422,-5,-24.374,NA,NA,NA,NA,NA,NA
120112,2.48231,2.54821,-4.26573,-32.255,NA,NA,NA,NA,NA,NA
120400,1.78956,1.61227,-5,NA,-21.603,NA,NA,NA,NA,NA
120546,1.47004,2.17264,-4.21385,NA,-23.006,NA,NA,NA,NA,NA
120752,1.13463,1.36392,-4.40447,-19.587,NA,NA,NA,NA,NA,NA
120833,1.09963,1.90446,-4.86398,-23.822,NA,NA,NA,NA,NA,NA
121057,1.94204,2.15471,-4.82008,-15.329,NA,NA,NA,NA,NA,NA
121307,1.27909,0.986352,-5,-45.365,NA,NA,NA,NA,NA,NA
121475,1.91081,2.25136,-5,NA,-25.041,NA,NA,NA,NA,NA
121609,2.01387,2.3813,-4.4375,NA,NA,-26.828,NA,NA,NA,NA
121827,1.49563,2.70247,-4.035,NA,NA,NA,NA,-46.938,NA,NA
122004,2.89181,2.00358,-4.80775,-37.927,NA,NA,NA,NA,NA,NA
122257,1.169,2.69903,-4.91705,NA,-43.904,NA,NA,NA,NA,NA
122428,1.38627,2.50033,-4.46487,NA,-30.459,NA,NA,NA,NA,NA
122641,1.70489,1.97296,-5,NA,NA,-18.657,NA,NA,NA,NA
122941,1.54328,1.71856,-5,-16.987,NA,NA,NA,NA,NA,NA
123120,1.89019,2.48312,-5,NA,-31.707,NA,NA,NA,NA,NA
123245,1.17735,2.21477,-5,-29.228,NA,NA,NA,NA,NA,NA
123539,1.57184,1.79451,-4.14677,-3.526,NA,NA,NA,NA,NA,NA
123615,2.12358,1.31838,-4.17219,NA,-15.424,NA,NA,NA,NA,NA
123804,2.0491,2.23141,-4.96249,-21.945,NA,NA,NA,NA,NA,NA
124040,1.16219,2.72584,-5,-46.521,NA,NA,NA,NA,NA,NA
124350,2.2377,1.83363,-5,-19.871,NA,NA,NA,NA,NA,NA
124570,1.79712,2.23737,-5,-21.462,NA,NA,NA,NA,NA,NA
124656,2.26857,1.46947,-5,-22.186,NA,NA,NA,NA,NA,NA
124817,1.74872,2.02809,-4.00559,NA,NA,NA,-40.702,NA,NA,NA
125151,1.92198,1.85755,-4.72641,NA,NA,-9.793,NA,NA,NA,NA
125229,1.45324,1.56695,-4.32891,NA,NA,NA,-30.613,NA,NA,NA
125576,1.77478,1.66428,-5,NA,-20.45,NA,NA,NA,NA,NA
125743,1.36926,2.84731,-4.55488,-38.742,NA,NA,NA,NA,NA,NA
125833,0.886031,2.04747,-3.63337,NA,-47.37,NA,NA,NA,NA,NA
126010,2.43999,2.21018,-5,NA,NA,-37.168,NA,NA,NA,NA
126347,2.21413,2.49478,-4.89311,NA,NA,-33.458,NA,NA,NA,NA
126542,2.53779,1.67544,-5,-28.349,NA,NA,NA,NA,NA,NA
126731,1.78331,2.62775,-5,NA,-39.577,NA,NA,NA,NA,NA
126963,1.69389,2.40365,-5,NA,NA,-27.605,NA,NA,NA,NA
127090,1.7026,0.976961,-4.4138,NA,NA,NA,-38.201,NA,NA,NA
127320,1.38979,1.41473,-4.15486,-9.79,NA,NA,NA,NA,NA,NA
127415,0.708142,1.11314,-4.64871,-59.935,NA,NA,NA,NA,NA,NA
127704,2.18485,2.07942,-3.97787,NA,NA,-21.384,NA,NA,NA,NA
127917,1.14272,2.437,-4.54436,NA,NA,-37.168,NA,NA,NA,NA
128129,1.99274,0.7394,-4.37249,-38.338,NA,NA,NA,NA,NA,NA
128281,1.37358,2.14205,-4.99281,-23.346,NA,NA,NA,NA,NA,NA
128487,0.87013,2.04759,-4.78283,NA,NA,NA,-52.967,NA,NA,NA
128792,0.974208,2.02789,-4.27094,NA,-27.281,NA,NA,NA,NA,NA
128890,1.94676,1.39465,-5,NA,NA,-26.188,NA,NA,NA,NA
129026,1.95246,1.71544,-5,-15.135,NA,NA,NA,NA,NA,NA
129218,2.49884,2.03882,-5,NA,-34.588,NA,NA,NA,NA,NA
129470,1.66129,1.31927,-4.77048,-12.194,NA,NA,NA,NA,NA,NA
129695,1.76072,1.61038,-5,NA,NA,NA,-44.202,NA,NA,NA
129924,2.57862,1.39438,-4.61631,NA,-34.129,NA,NA,NA,NA,NA
130188,1.79987,2.38983,-5,-25.499,NA,NA,NA,NA,NA,NA
130203,2.0236,2.09479,-5,-19.269,NA,NA,NA,NA,NA,NA
130551,1.87537,1.61888,-4.69129,-5.679,NA,NA,NA,NA,NA,NA
130661,2.19411,2.47689,-4.14615,NA,NA,NA,-42.368,NA,NA,NA
130956,2.61977,1.44863,-4.0106,NA,-28.048,NA,NA,NA,NA,NA
131182,1.63529,1.30301,-4.53591,NA,NA,-24.691,NA,NA,NA,NA
131323,2.76428,0.822703,-4.54824,NA,NA,-67.383,NA,NA,NA,NA
131577,1.29793,1.41861,-5,-26.29,NA,NA,NA,NA,NA,NA
131725,1.22839,2.11206,-5,NA,-30.616,NA,NA,NA,NA,NA
131883,2.2384,2.22963,-4.66466,-18.902,NA,NA,NA,NA,NA,NA
132189,1.08212,1.35346,-5,NA,NA,-38.511,NA,NA,NA,NA
132249,2.17611,2.28103,-5,NA,-28.062,NA,NA,NA,NA,NA
132461,2.96387,2.10638,-4.57706,-40.205,NA,NA,NA,NA,NA,NA
132605,1.71312,1.51019,-5,NA,NA,-23.815,NA,NA,NA,NA
132921,1.27452,1.4076,-4.40399,NA,NA,NA,-40.841,NA,NA,NA
133154,1.15921,1.51774,-5,NA,-30.049,NA,NA,NA,NA,NA
133237,1.82287,1.40822,-5,NA,-21.765,NA,NA,NA,NA,NA
133482,1.30141,2.44189,-4.22456,NA,NA,-25.009,NA,NA,NA,NA
133732,1.69304,2.43817,-4.91832,NA,-26.033,NA,NA,NA,NA,NA
133933,1.39632,1.23906,-3.77009,NA,NA,-36.589,NA,NA,NA,NA
134191,1.05169,2.0464,-4.14239,NA,NA,-28.499,NA,NA,NA,NA
134375,1.75312,1.34213,-4.39971,-3.672,NA,NA,NA,NA,NA,NA
134559,2.08969,1.93257,-4.3928,NA,-9.192,NA,NA,NA,NA,NA
134625,2.13575,1.52904,-5,-18.395,NA,NA,NA,NA,NA,NA
134819,1.88564,1.74123,-5,-15.839,NA,NA,NA,NA,NA,NA
