id,x0,x1,x2,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness-3.5
76170,2.02416,1.80781,-4.75949,-12.265,NA,NA,NA,NA
76225,2.46886,2.31297,-4.65668,NA,NA,-26.252,NA,NA
76555,2.09245,1.97176,-4.36293,NA,NA,-7.074,NA,NA
76720,1.07015,1.55509,-4.66338,NA,NA,-21.388,NA,NA
76956,2.02888,1.89158,-4.36907,-17.994,NA,NA,NA,NA
77170,1.54903,2.11732,-4.9295,NA,NA,-17.635,NA,NA
77207,1.42069,1.90856,-4.73171,NA,NA,-11.319,NA,NA
77553,1.70694,2.30836,-4.5349,NA,NA,NA,NA,-40.597
77760,2.79042,1.6876,-4.15164,NA,NA,NA,-36.087,NA
77806,2.22987,2.37693,-4.4048,-23.181,NA,NA,NA,NA
78051,1.67367,1.92484,-3.55969,-24.372,NA,NA,NA,NA
78314,1.4035,2.06222,-4.6425,-14.429,NA,NA,NA,NA
78475,1.38212,1.90965,-4.33615,NA,NA,NA,-10.61,NA
78668,1.67182,1.89258,-4.38721,-5.089,NA,NA,NA,NA
78863,1.96055,2.25849,-4.82201,NA,NA,NA,-22.255,NA
79198,1.87934,1.98739,-4.68053,NA,NA,-8.287,NA,NA
79333,1.81571,1.05533,-4.28271,NA,NA,NA,-20.409,NA
79417,1.43846,1.65355,-3.53673,NA,NA,-24.071,NA,NA
79631,2.33918,2.142,-4.45281,-22.696,NA,NA,NA,NA
79974,1.77205,1.46043,-3.71555,-22.48,NA,NA,NA,NA
80007,1.43395,1.72998,-3.74731,NA,NA,-15.363,NA,NA
80348,2.19524,1.45345,-3.97494,NA,NA,NA,-16.569,NA
80467,1.97624,1.30497,-4.09679,-13.108,NA,NA,NA,NA
80768,1.45302,1.66558,-4.72301,NA,NA,-9.058,NA,NA
80910,2.11844,2.30163,-3.90329,NA,NA,NA,NA,-39.189
81100,2.80543,1.60988,-4.76475,NA,NA,-32.315,NA,NA
81248,2.12771,2.0132,-4.32224,NA,NA,NA,-9.967,NA
81594,1.6445,2.7061,-4.6758,NA,NA,NA,-34.862,NA
81774,1.99069,1.62972,-4.79635,NA,NA,NA,-11.329,NA
81853,1.96418,1.36109,-4.72916,NA,NA,NA,NA,-25.062
82004,2.5946,1.70497,-4.47531,-24.783,NA,NA,NA,NA
82285,1.8056,2.39267,-4.70799,NA,NA,-18.709,NA,NA
82511,1.16789,2.10744,-4.51144,NA,NA,-18.685,NA,NA
82742,1.63991,2.01146,-4.12822,-20.86,NA,NA,NA,NA
82811,1.85871,1.85588,-4.46596,-5.47,NA,NA,NA,NA
83014,1.16379,1.41051,-3.89305,-25.039,NA,NA,NA,NA
83384,1.83962,1.83436,-3.6451,NA,NA,NA,NA,-29.8
83511,2.0902,2.30919,-3.68156,NA,NA,-25.677,NA,NA
83778,1.35881,1.76211,-4.49835,NA,NA,-7.637,NA,NA
83822,1.86897,2.0704,-4.11424,-10.871,NA,NA,NA,NA
84135,1.62258,2.39855,-4.71119,NA,NA,NA,-29.184,NA
84388,1.70937,2.31032,-3.66452,NA,NA,-24.475,NA,NA
84415,1.7787,1.96033,-4.67284,-9.398,NA,NA,NA,NA
84722,1.86102,1.77229,-4.36382,NA,NA,-2.776,NA,NA
84961,2.1112,1.3861,-4.81752,-21.647,NA,NA,NA,NA
85131,2.34678,1.6067,-4.93903,NA,NA,-20.302,NA,NA
85303,1.36076,2.6972,-4.05866,NA,NA,-33.344,NA,NA
85542,1.6055,2.05601,-3.94308,NA,NA,-11.087,NA,NA
85782,2.00535,2.05766,-3.95643,NA,NA,NA,-15.229,NA
85936,1.79956,1.72189,-4.47951,-9.765,NA,NA,NA,NA
86181,1.68185,1.75059,-4.48875,NA,NA,-2.282,NA,NA
86344,1.52361,1.48878,-4.36663,NA,NA,NA,-6.437,NA
86490,2.09238,1.37779,-4.52945,NA,NA,NA,-13.682,NA
86732,1.9616,1.76833,-3.90061,-11.309,NA,NA,NA,NA
86939,1.57471,2.30219,-3.95838,-19.253,NA,NA,NA,NA
87048,1.74226,1.40663,-4.00681,NA,NA,-5.068,NA,NA
87243,1.52428,2.10721,-4.76102,NA,NA,NA,-16.005,NA
87504,1.37912,1.45038,-4.29171,NA,NA,NA,-17.775,NA
87741,1.85581,1.44174,-4.70524,NA,NA,-7.714,NA,NA
87837,1.98512,2.07002,-4.85849,NA,NA,NA,NA,-27.429
88106,1.50304,1.84309,-4.35019,NA,NA,NA,-9.828,NA
88400,1.74779,2.11736,-4.5148,-17.624,NA,NA,NA,NA
88471,1.73665,1.95621,-4.27209,NA,NA,-5.201,NA,NA
88778,1.41676,1.96569,-4.5361,NA,NA,-9.216,NA,NA
88828,2.01598,1.71823,-4.97274,-17.168,NA,NA,NA,NA
89117,1.6055,1.86247,-4.4264,-11.708,NA,NA,NA,NA
89368,1.80264,1.96614,-4.0966,-9.015,NA,NA,NA,NA
89598,1.55643,1.48113,-4.36899,NA,NA,-2.214,NA,NA
89709,1.83876,1.67287,-4.76206,NA,NA,-7.338,NA,NA
89976,2.56552,2.19158,-4.93213,NA,NA,NA,-40.377,NA
90024,1.74138,1.51914,-4.17232,NA,NA,NA,NA,-18.792
90381,2.07311,1.2107,-4.48427,-18.421,NA,NA,NA,NA
90448,2.34024,1.29991,-4.37418,NA,-40.463,NA,NA,NA
90608,1.76256,1.21066,-4.11388,NA,NA,-8.059,NA,NA
90845,2.12329,1.36211,-3.27245,NA,NA,NA,-44.646,NA
91110,1.71845,1.43366,-4.10697,NA,NA,-2.99,NA,NA
91211,1.96638,1.79109,-4.21602,NA,NA,-3.321,NA,NA
91487,1.55715,2.06069,-4.80701,NA,NA,NA,-23.192,NA
91746,1.54682,2.19448,-4.98893,NA,NA,NA,-22.119,NA
91955,1.98386,1.06767,-4.6968,-26.884,NA,NA,NA,NA
92137,2.59785,1.93888,-4.99627,NA,NA,-30.257,NA,NA
92349,1.37687,2.69365,-4.2467,NA,NA,-31.518,NA,NA
92559,1.93487,2.35061,-4.27758,-21.513,NA,NA,NA,NA
92732,2.25433,1.8856,-3.81149,NA,NA,NA,-22.31,NA
92924,1.52404,1.96178,-4.0875,NA,NA,NA,-11.48,NA
93107,1.67088,1.78889,-4.32305,NA,NA,NA,-4.201,NA
93357,1.32651,2.01344,-4.19093,-17.679,NA,NA,NA,NA
93512,2.23797,2.63708,-3.58415,NA,NA,NA,-46.424,NA
93652,1.42115,1.81278,-4.93002,-18.586,NA,NA,NA,NA
93935,1.20953,1.78602,-4.05174,NA,NA,-13.387,NA,NA
94008,2.11815,1.91336,-3.95479,-17.073,NA,NA,NA,NA
94267,1.80272,2.15446,-4.28678,NA,NA,NA,-15.85,NA
94585,1.50814,1.68133,-4.36215,NA,NA,-3.516,NA,NA
94671,1.47278,1.63367,-4.65607,-13.182,NA,NA,NA,NA
94859,1.91684,1.72248,-3.81964,NA,NA,NA,-10.794,NA
95095,1.44432,1.75601,-4.34373,NA,NA,-5.359,NA,NA
95219,1.91831,2.2833,-4.37692,-25.041,NA,NA,NA,NA
95582,1.8172,2.28169,-4.88021,NA,NA,-19.641,NA,NA
95799,1.77136,1.37355,-4.64257,NA,NA,NA,-9.68,NA
95915,2.15758,1.83424,-3.86699,NA,NA,-13.421,NA,NA
96043,1.16265,2.08277,-3.9355,NA,NA,-20.992,NA,NA
96338,1.88531,1.72343,-4.31761,NA,NA,NA,-3.785,NA
96540,1.86487,2.05542,-4.05963,NA,NA,-7.883,NA,NA
96636,1.85105,1.1825,-4.34233,NA,NA,-7.969,NA,NA
96946,2.13242,2.08565,-4.61847,-14.962,NA,NA,NA,NA
97088,1.01384,1.55379,-4.15794,NA,NA,NA,-22.566,NA
97321,1.78406,1.29332,-3.761,NA,NA,-15.247,NA,NA
97450,1.90961,1.99413,-4.32629,NA,NA,-5.78,NA,NA
97770,1.54382,1.67615,-4.0058,NA,NA,-5.419,NA,NA
97896,2.06628,1.15298,-4.92579,NA,NA,-23.559,NA,NA
98072,1.40957,1.61836,-4.4118,-9.367,NA,NA,NA,NA
98343,2.19129,1.87568,-4.89159,NA,NA,-16.39,NA,NA
98525,1.93752,1.79836,-3.38428,NA,NA,NA,-28.779,NA
98611,1.86156,1.88643,-4.37063,NA,NA,-4.598,NA,NA
98845,2.14842,1.90317,-4.83452,NA,NA,NA,-19.09,NA
99005,1.92571,1.4412,-4.25182,NA,NA,-2.894,NA,NA
99284,2.01743,1.45464,-4.24381,-10.063,NA,NA,NA,NA
99525,2.592,1.23509,-4.23317,-28.34,NA,NA,NA,NA
99683,1.34518,2.23055,-4.13246,-29.884,NA,NA,NA,NA
99999,1.34779,2.5036,-4.29018,-26.852,NA,NA,NA,NA
100109,1.98752,1.8896,-4.74828,-17.321,NA,NA,NA,NA
100267,1.821,1.7403,-4.44111,NA,NA,NA,-11.249,NA
100425,1.94822,2.49943,-3.9867,NA,NA,-23.865,NA,NA
100696,1.99592,2.11135,-4.84413,NA,-32.936,NA,NA,NA
100827,1.81401,1.09753,-4.63979,NA,NA,-15.458,NA,NA
101028,1.35478,2.08019,-4.35589,-13.165,NA,NA,NA,NA
101246,1.47676,1.70986,-4.63166,NA,NA,-6.724,NA,NA
101472,1.88815,2.16712,-4.62331,NA,NA,-11.017,NA,NA
101739,1.9445,2.0606,-4.54396,NA,NA,-8.128,NA,NA
101866,2.21413,1.78462,-3.69891,-30.264,NA,NA,NA,NA
102125,1.70858,1.78567,-3.76305,NA,NA,-12.712,NA,NA
102361,1.16023,1.65982,-4.15455,-20.354,NA,NA,NA,NA
102458,1.86953,1.56453,-3.99294,-18.616,NA,NA,NA,NA
102742,2.50424,0.970568,-4.09746,NA,NA,NA,-39.099,NA
102971,1.84945,1.34393,-3.99386,NA,NA,NA,-8.366,NA
103105,1.34728,1.98104,-4.04088,NA,NA,-12.363,NA,NA
103326,2.77204,1.54779,-3.93864,NA,NA,NA,-38.606,NA
103439,1.24213,1.29857,-3.99926,NA,NA,-18.489,NA,NA
103745,1.08768,2.00835,-4.22787,-24.088,NA,NA,NA,NA
103941,1.59401,2.16554,-3.73869,NA,NA,-19.005,NA,NA
104058,1.66909,1.37343,-4.36827,NA,NA,-2.609,NA,NA
104201,2.14931,1.47845,-4.86789,-17.043,NA,NA,NA,NA
104561,1.56055,0.924303,-4.12763,NA,NA,-28.427,NA,NA
104649,1.90407,1.40036,-3.87845,-25.544,NA,NA,NA,NA
104869,2.31071,1.55515,-4.35862,NA,-25.528,NA,NA,NA
105027,2.01452,1.57856,-4.28427,-15.876,NA,NA,NA,NA
105224,1.25747,1.80168,-4.04093,NA,NA,-13.217,NA,NA
105492,1.53727,1.46427,-4.13541,NA,NA,-6.024,NA,NA
105737,1.70418,1.43284,-4.67918,NA,NA,NA,-8.073,NA
105806,1.33626,1.96884,-3.87252,NA,NA,NA,-16.959,NA
106070,1.32379,1.71404,-3.66183,NA,NA,-22.526,NA,NA
106313,1.54113,1.88465,-4.28523,NA,NA,-5.239,NA,NA
106484,1.70891,2.51398,-4.57902,-25.466,NA,NA,NA,NA
106622,1.92715,2.0517,-3.73816,NA,NA,-16.14,NA,NA
106805,2.03414,1.44047,-4.13017,NA,-24.557,NA,NA,NA
107096,2.43504,2.07751,-4.72063,-21.901,NA,NA,NA,NA
107378,2.17028,2.3464,-4.62895,NA,NA,-19.612,NA,NA
107480,1.71557,1.51099,-4.7946,NA,NA,NA,-14.488,NA
107680,2.61452,1.31073,-4.5626,NA,NA,NA,-29.971,NA
107992,2.39046,1.61931,-3.7529,NA,NA,-22.542,NA,NA
108123,1.91605,1.39832,-3.80258,NA,NA,-12.249,NA,NA
108383,2.06441,1.12908,-4.27147,NA,NA,NA,-21.17,NA
108459,1.34636,1.90298,-4.15284,-12.512,NA,NA,NA,NA
108625,1.68771,2.30886,-4.20333,NA,NA,NA,-19.485,NA
108991,1.81015,2.08948,-4.36927,-8.721,NA,NA,NA,NA
109108,2.9626,1.6171,-4.49468,-40.38,NA,NA,NA,NA
109352,2.05711,1.79694,-3.61594,-20.942,NA,NA,NA,NA
109456,1.04479,1.98894,-4.36138,NA,NA,NA,-21.374,NA
109616,1.41267,2.1049,-4.23352,NA,NA,-10.72,NA,NA
109886,1.02513,1.27202,-4.00382,NA,NA,-30.47,NA,NA
110043,1.15973,2.23989,-4.99306,NA,NA,-29.856,NA,NA
110266,1.68145,2.21967,-4.67552,NA,NA,NA,-20.043,NA
110490,2.28613,1.76826,-4.36931,NA,NA,-10.15,NA,NA
110631,2.22583,1.57786,-4.59551,NA,NA,NA,-10.382,NA
110863,1.98571,2.81897,-4.98247,NA,NA,-42.319,NA,NA
111129,2.01898,2.24976,-4.29044,-22.604,NA,NA,NA,NA
111397,2.16501,1.17209,-3.93685,-25.353,NA,NA,NA,NA
111593,2.42959,1.08294,-3.89624,NA,NA,-30.632,NA,NA
111661,1.94862,1.20646,-4.51459,NA,NA,-9.035,NA,NA
111910,1.48083,0.920772,-3.97083,NA,NA,-33.253,NA,NA
112136,1.12607,1.84101,-4.06497,NA,NA,-18.15,NA,NA
112210,1.6929,1.07692,-4.59187,NA,NA,NA,-31.028,NA
112588,2.24091,2.08176,-4.06587,NA,NA,NA,-19.174,NA
112716,1.72387,2.11278,-4.65592,NA,NA,NA,-13.765,NA
112998,2.59546,1.40263,-4.20043,NA,NA,NA,-28.963,NA
113138,2.38824,1.24849,-4.11754,NA,NA,-18.516,NA,NA
113297,1.61263,2.07189,-4.8834,NA,NA,-15.22,NA,NA
113411,2.94029,1.76954,-4.46898,NA,NA,-35.4,NA,NA
113619,1.51382,2.15496,-4.44969,NA,-27.484,NA,NA,NA
113868,1.16628,1.73116,-4.19503,NA,NA,-13.439,NA,NA
114009,2.05205,2.62466,-4.80378,-36.367,NA,NA,NA,NA
114211,2.0396,1.57266,-4.58657,NA,NA,-5.682,NA,NA
114560,1.64209,1.62126,-4.80053,NA,NA,NA,-19.325,NA
114724,1.81884,1.75705,-4.6794,-12.009,NA,NA,NA,NA
114937,1.87522,1.62391,-4.5374,NA,NA,-2.242,NA,NA
115045,1.77603,1.46849,-4.4515,-5.955,NA,NA,NA,NA
115351,1.72782,1.7674,-4.48928,NA,NA,-2.076,NA,NA
115457,2.43267,2.57029,-4.49452,-37.21,NA,NA,NA,NA
115700,2.05232,2.39011,-4.57358,NA,NA,-18.424,NA,NA
115813,1.96425,2.50473,-4.31418,NA,NA,NA,-27.891,NA
116030,2.79552,1.60451,-4.25941,NA,NA,-28.924,NA,NA
116305,1.96029,1.44955,-3.80613,NA,NA,NA,-14.208,NA
116503,1.30689,1.34126,-4.79766,NA,NA,NA,-26.061,NA
116602,1.15613,1.19901,-4.36816,NA,NA,-23.984,NA,NA
116935,1.60511,1.30389,-4.76957,NA,NA,NA,-14.006,NA
117148,2.30253,1.53978,-4.12067,NA,NA,NA,-17.526,NA
117359,2.06097,1.31935,-4.38265,NA,NA,NA,-20.188,NA
117581,1.22572,2.41642,-4.05472,NA,NA,-25.194,NA,NA
117607,1.5054,2.41984,-4.81147,NA,NA,-23.239,NA,NA
117824,1.70416,1.66749,-4.71265,NA,NA,NA,-12.939,NA
118091,1.26907,1.33887,-4.85818,-30.447,NA,NA,NA,NA
118226,1.76776,2.11091,-4.82354,NA,NA,-14.744,NA,NA
118424,1.98739,1.91356,-4.30592,NA,-33.159,NA,NA,NA
118669,1.8731,1.51552,-4.2648,NA,NA,-0.768,NA,NA
118872,2.13391,1.2615,-4.83243,NA,NA,NA,-18.439,NA
119192,2.69798,1.72825,-4.57828,-26.363,NA,NA,NA,NA
119285,2.36253,2.04147,-4.56167,-25.474,NA,NA,NA,NA
119539,1.61105,2.09562,-4.29008,-11.756,NA,NA,NA,NA
119672,1.53472,2.63437,-4.18169,NA,NA,-26.603,NA,NA
119989,1.58409,2.09359,-4.2877,NA,NA,-8.988,NA,NA
120154,1.34063,1.60861,-4.23568,NA,NA,NA,-14.394,NA
120378,1.45797,1.69357,-3.95286,NA,NA,NA,-9.884,NA
120529,1.21507,2.04285,-4.3027,NA,NA,-15.006,NA,NA
120641,1.91884,2.00438,-3.40345,NA,NA,-28.89,NA,NA
120890,1.17063,1.22546,-4.51213,-33.603,NA,NA,NA,NA
121111,0.831303,1.86246,-3.96072,-35.677,NA,NA,NA,NA
121301,1.73456,2.22015,-3.66019,NA,NA,-22.335,NA,NA
121498,2.07889,2.02513,-4.56288,-14.714,NA,NA,NA,NA
121700,2.55506,1.26728,-4.66537,NA,NA,-26.292,NA,NA
121953,1.74051,1.2205,-4.8443,NA,NA,-17.345,NA,NA
122122,1.42438,1.67839,-3.64274,NA,NA,NA,-27.615,NA
122345,1.73342,2.08705,-4.75219,NA,NA,-12.423,NA,NA
122460,1.99166,2.07474,-4.53417,NA,NA,-9.478,NA,NA
122680,2.12652,1.62199,-4.71625,-20.114,NA,NA,NA,NA
122948,2.26725,1.4515,-4.75215,NA,NA,-13.99,NA,NA
123082,2.00038,1.51355,-3.66845,NA,NA,NA,-17.8,NA
123352,1.65315,1.41382,-3.57793,NA,NA,-23.426,NA,NA
123503,1.87178,2.00527,-4.06785,NA,NA,NA,-10.909,NA
123793,2.41407,1.87641,-4.23829,-16.073,NA,NA,NA,NA
123807,1.58946,1.90642,-4.52542,NA,NA,NA,-13.086,NA
124128,1.75172,2.23715,-4.72085,-19.853,NA,NA,NA,NA
124216,1.98775,1.78705,-4.58532,NA,NA,-6.279,NA,NA
124522,1.66822,2.43938,-4.83924,NA,NA,-23.84,NA,NA
124684,1.94452,1.51721,-4.60481,NA,NA,-4.773,NA,NA
124809,2.05603,1.45035,-3.7356,NA,NA,-15.669,NA,NA
125171,1.77382,1.56877,-4.01015,-13.473,NA,NA,NA,NA
125312,1.7463,2.2502,-3.99159,NA,NA,-15.252,NA,NA
125417,1.69368,1.91032,-4.52919,NA,NA,NA,NA,-25.533
125711,2.19864,1.42929,-4.40398,NA,NA,-7.541,NA,NA
125969,1.56899,1.76537,-4.39046,NA,NA,NA,-4.946,NA
126079,1.20239,1.50335,-3.9253,-21.794,NA,NA,NA,NA
126241,1.68985,1.81681,-4.76932,NA,NA,NA,-13.697,NA
126537,2.05969,1.46671,-4.89055,NA,NA,-14.637,NA,NA
126726,2.61648,2.04836,-4.77831,NA,NA,-27.025,NA,NA
126900,1.89377,1.67047,-4.04431,-7.558,NA,NA,NA,NA
127168,1.5921,1.95278,-4.85137,NA,NA,-12.222,NA,NA
127254,2.26677,2.53774,-4.94621,-42.498,NA,NA,NA,NA
127476,2.13399,2.04943,-4.04725,NA,-25.663,NA,NA,NA
127756,1.84194,1.29167,-4.39594,NA,NA,NA,-14.758,NA
127956,1.40911,1.63903,-3.81847,NA,NA,-13.867,NA,NA
128018,1.67563,1.92951,-4.02001,NA,-23.43,NA,NA,NA
128381,2.00635,1.2621,-4.9748,-30.811,NA,NA,NA,NA
128411,1.78837,1.5184,-4.2927,NA,NA,-0.374,NA,NA
128601,1.62732,2.0479,-4.50763,NA,NA,-7.56,NA,NA
128844,1.88617,1.12962,-4.03002,NA,NA,NA,-17.113,NA
129082,2.37475,2.03636,-3.93075,-20.476,NA,NA,NA,NA
129211,1.83478,1.82613,-4.4421,-13.495,NA,NA,NA,NA
129567,3.04957,1.39568,-4.62638,NA,NA,NA,NA,-58.223
129715,1.95555,1.48186,-4.60951,-10.144,NA,NA,NA,NA
129891,1.98194,1.35456,-4.92548,NA,NA,NA,-16.923,NA
130090,1.97005,1.97354,-4.4981,NA,NA,-6.749,NA,NA
130386,1.47749,2.00917,-4.18583,NA,NA,NA,NA,-24.139
130598,1.51026,1.89301,-4.28412,-17.822,NA,NA,NA,NA
130695,1.3184,1.73023,-4.04945,NA,NA,-9.713,NA,NA
130813,1.75536,2.35801,-4.67618,NA,NA,NA,-25.859,NA
131053,1.76279,2.04896,-4.29499,NA,NA,-5.985,NA,NA
131226,1.43429,1.52719,-4.53063,NA,NA,-5.994,NA,NA
131531,0.847708,2.10683,-4.42139,NA,NA,-31.578,NA,NA
131691,1.63904,1.50136,-4.08173,NA,NA,-2.856,NA,NA
131912,1.7701,2.19416,-3.8138,NA,NA,-16.738,NA,NA
132026,1.93299,2.59442,-3.84154,-38.235,NA,NA,NA,NA
132278,2.05156,2.68749,-4.34671,NA,NA,-28.579,NA,NA
132546,1.98539,1.68857,-4.27362,NA,NA,-2.258,NA,NA
132795,1.99458,0.990928,-4.13361,NA,NA,NA,-33.394,NA
132957,2.19988,1.60066,-4.25231,NA,NA,NA,-12.875,NA
133140,2.03971,1.18624,-4.43353,NA,NA,-11.997,NA,NA
133367,2.35684,2.18685,-4.77133,NA,NA,-21.644,NA,NA
133487,1.78585,2.12623,-4.03705,-14.118,NA,NA,NA,NA
133731,1.24247,2.03184,-4.7489,NA,NA,NA,-21.43,NA
133853,1.50554,1.67871,-4.2695,-8.68,NA,NA,NA,NA
134098,1.99128,1.30219,-3.96004,NA,-27.852,NA,NA,NA
134218,1.98873,1.34205,-4.295,NA,NA,-4.309,NA,NA
134508,1.73448,1.56815,-4.53964,-7.829,NA,NA,NA,NA
134601,1.92378,1.83525,-4.93073,NA,NA,-13.141,NA,NA
134977,1.77177,1.50844,-4.08626,NA,NA,-2.755,NA,NA
135055,1.33553,1.56448,-4.59888,NA,NA,-10.591,NA,NA
135353,1.5476,1.40336,-4.12631,-16.883,NA,NA,NA,NA
135513,1.24553,2.36236,-4.1833,NA,NA,NA,-22.702,NA
135632,1.83099,2.38693,-4.34528,-20.879,NA,NA,NA,NA
135983,1.67405,1.21739,-3.72238,NA,NA,-20.849,NA,NA
136086,2.27162,1.20245,-3.79487,-26.15,NA,NA,NA,NA
136271,1.82756,0.915359,-4.4266,NA,NA,NA,-25.291,NA
136540,1.70875,1.93318,-4.19776,NA,NA,-4.489,NA,NA
136614,1.88033,1.72699,-4.00651,-15.632,NA,NA,NA,NA
136883,1.00692,1.40988,-4.25592,NA,NA,NA,-27.825,NA
137012,1.49335,1.2262,-4.66982,-21.657,NA,NA,NA,NA
137345,2.13855,1.43076,-4.10513,NA,-26.762,NA,NA,NA
137506,1.95181,1.24346,-4.3827,NA,NA,-6.79,NA,NA
137756,1.64025,0.815298,-3.79754,-59.652,NA,NA,NA,NA
137993,1.74517,1.25474,-4.26382,NA,NA,-5.408,NA,NA
138086,2.12195,1.39156,-4.55395,NA,NA,-8.071,NA,NA
138337,0.950486,1.62853,-3.95433,NA,NA,NA,-27.994,NA
138462,1.6811,2.23006,-4.31549,NA,-25.565,NA,NA,NA
138722,1.76149,1.96364,-4.18286,-17.768,NA,NA,NA,NA
138816,1.074,1.86923,-4.38774,NA,NA,NA,-23.149,NA
139161,1.11307,1.98488,-3.85529,NA,NA,NA,-25.96,NA
139355,0.628777,1.46012,-4.83736,NA,NA,NA,-50.068,NA
139592,1.50612,1.21791,-4.45024,NA,NA,-10.053,NA,NA
139765,2.05369,1.65999,-4.41646,-11.493,NA,NA,NA,NA
139886,1.57531,1.68906,-4.75008,-14.612,NA,NA,NA,NA
140063,2.98523,1.36007,-4.79317,-50.74,NA,NA,NA,NA
140224,2.27619,1.26371,-3.93977,NA,NA,NA,-22.237,NA
140432,1.89882,0.776693,-4.13625,NA,NA,NA,-36.847,NA
140659,1.13336,1.16961,-4.54693,NA,NA,-30.469,NA,NA
140919,2.50854,1.41775,-4.85053,-26.578,NA,NA,NA,NA
141040,1.58029,1.37148,-4.147,-11.73,NA,NA,NA,NA
141255,1.78299,1.57766,-4.18419,NA,NA,NA,NA,-19.378
141535,1.64953,1.3321,-4.1572,NA,NA,-4.798,NA,NA
141713,2.20957,1.89857,-4.45503,NA,NA,NA,-12.219,NA
141990,1.09034,1.73211,-3.72155,NA,NA,NA,-30.068,NA
142137,2.00973,1.8137,-4.57475,NA,NA,NA,-9.652,NA
142228,2.1191,1.16116,-4.40019,NA,NA,-13.583,NA,NA
142463,1.73216,1.64083,-3.42826,NA,NA,NA,-26.501,NA
142669,1.82233,1.2509,-4.83922,-25.037,NA,NA,NA,NA
142973,2.11339,1.78074,-3.66148,NA,NA,-18.259,NA,NA
143131,1.64958,2.01348,-3.75436,NA,NA,-14.633,NA,NA
143231,1.39374,2.61146,-4.63717,NA,NA,-29.585,NA,NA
143498,1.58015,1.83848,-4.66899,NA,NA,-7.877,NA,NA
143663,1.90666,1.72888,-4.75291,NA,NA,-7.161,NA,NA
143966,1.45098,1.38834,-4.71787,NA,NA,NA,-13.373,NA
144008,1.71281,1.63911,-4.97481,NA,NA,NA,NA,-27.789
144219,1.21845,1.72515,-4.33103,NA,NA,NA,-13.976,NA
144547,1.283,1.90812,-4.42307,NA,NA,-10.372,NA,NA
144784,1.01329,2.14002,-3.76882,-45.373,NA,NA,NA,NA
144957,1.56039,1.68939,-3.88132,NA,NA,NA,-11.295,NA
145154,2.15861,1.77593,-3.49623,NA,NA,-25.291,NA,NA
145302,1.74504,2.17364,-4.14089,NA,NA,NA,-20.605,NA
145537,2.0553,1.71187,-4.51731,-11.34,NA,NA,NA,NA
145605,1.51017,1.77902,-4.82473,NA,NA,-11.703,NA,NA
145806,1.33228,1.24907,-4.22417,NA,NA,NA,-20.603,NA
146036,2.12755,2.00256,-4.38401,NA,NA,-8.864,NA,NA
146400,1.90838,1.96157,-4.46277,NA,NA,NA,-16.017,NA
146465,2.01698,1.34616,-4.11779,NA,NA,-7.485,NA,NA
146642,2.04387,1.94666,-4.47539,NA,NA,NA,-15.191,NA
146968,1.37311,2.13817,-4.55736,-20,NA,NA,NA,NA
147094,2.19532,1.72417,-4.63692,NA,NA,-9.154,NA,NA
147330,1.93002,1.49196,-4.52289,NA,NA,-4.03,NA,NA
147517,2.35598,1.05129,-4.53771,NA,NA,NA,-26.927,NA
147630,1.54691,1.50709,-4.02528,NA,NA,-5.037,NA,NA
147911,1.80415,1.83951,-4.47033,NA,NA,-2.696,NA,NA
148088,1.48116,1.44317,-4.5628,NA,NA,-6.332,NA,NA
148226,1.64319,2.02753,-4.75127,NA,NA,-10.65,NA,NA
148549,2.23886,1.40102,-4.90064,NA,NA,-18.874,NA,NA
148771,1.76425,1.52358,-4.81052,NA,NA,NA,-13.817,NA
148925,1.29374,2.46846,-4.74366,NA,NA,-26.966,NA,NA
149069,1.49203,2.11712,-4.32606,NA,NA,-9.413,NA,NA
149314,2.13646,1.27086,-4.74692,NA,NA,-15.094,NA,NA
149508,1.83369,1.85384,-3.98825,NA,NA,-5.683,NA,NA
149609,1.59693,1.70498,-4.11836,NA,NA,NA,-9.145,NA
149855,1.92494,1.06735,-4.22986,NA,NA,-15.737,NA,NA
150125,1.7318,0.701467,-4.58867,NA,NA,NA,-51.398,NA
150265,1.08992,1.93381,-4.35824,NA,NA,-17.538,NA,NA
150483,1.87757,2.07942,-4.95964,NA,NA,NA,-19.602,NA
150717,2.02443,1.83715,-3.48841,NA,-39.871,NA,NA,NA
150838,0.935425,2.00601,-4.58822,NA,NA,NA,-28.82,NA
151077,1.60583,1.39124,-4.29657,-5.392,NA,NA,NA,NA
151334,2.84224,1.40608,-4.25673,NA,NA,-32.753,NA,NA
151600,2.03272,2.33807,-4.96063,NA,-36.3,NA,NA,NA
151764,2.39329,1.90869,-4.56602,-19.295,NA,NA,NA,NA
151964,1.82667,1.36726,-4.2997,NA,NA,-2.553,NA,NA
152001,1.5866,1.85045,-4.8458,-17.919,NA,NA,NA,NA
152265,1.95653,1.11016,-4.79766,NA,NA,-21.335,NA,NA
152580,1.72354,1.16405,-4.49109,-18.566,NA,NA,NA,NA
152690,1.99191,1.54186,-4.3936,-7.017,NA,NA,NA,NA
152935,1.70301,1.77516,-4.69439,NA,NA,NA,-9.363,NA
153001,1.71892,2.03953,-3.82068,NA,NA,-13.153,NA,NA
153300,1.96932,1.97915,-4.57612,NA,NA,-7.539,NA,NA
