id,x0,x1,x2,fitness8,fitness7.5,fitness8.5,fitness7,fitness6.5,fitness9,fitness9.5
138206,8.0125,7.37599,8.60196,NA,0.817,NA,NA,NA,NA,NA
138462,7.27271,7.46869,7.84,0.916,NA,NA,NA,NA,NA,NA
138687,7.05975,7.49898,7.44074,NA,NA,0.774,NA,NA,NA,NA
138985,8.04991,8.56259,8.39541,0.763,NA,NA,NA,NA,NA,NA
139084,7.78608,8.09042,7.15195,NA,0.872,NA,NA,NA,NA,NA
139261,7.9231,7.71632,8.29663,0.914,NA,NA,NA,NA,NA,NA
139583,7.28209,8.47055,7.81633,NA,NA,NA,0.802,NA,NA,NA
139714,7.87638,8.07722,7.54983,NA,0.959,NA,NA,NA,NA,NA
139960,7.88795,7.40747,7.18582,NA,NA,NA,0.843,NA,NA,NA
140062,8.25819,7.42485,7.48442,NA,NA,0.822,NA,NA,NA,NA
140373,8.0906,7.47065,7.40961,0.936,NA,NA,NA,NA,NA,NA
140590,8.16738,7.55804,7.71548,NA,NA,0.881,NA,NA,NA,NA
140654,7.7867,6.99663,7.58338,NA,0.883,NA,NA,NA,NA,NA
140866,7.46961,8.09405,7.1443,NA,NA,NA,0.799,NA,NA,NA
141187,6.93298,7.72227,6.49043,NA,NA,0.528,NA,NA,NA,NA
141349,7.30454,7.4378,8.20844,0.889,NA,NA,NA,NA,NA,NA
141521,7.7801,8.40913,8.66072,0.748,NA,NA,NA,NA,NA,NA
141761,7.59276,8.68026,7.55184,0.822,NA,NA,NA,NA,NA,NA
141811,6.87801,8.49282,7.96054,NA,0.713,NA,NA,NA,NA,NA
142170,7.01792,8.08651,7.75695,NA,0.869,NA,NA,NA,NA,NA
142214,8.32263,7.6602,8.22711,NA,0.858,NA,NA,NA,NA,NA
142467,7.59126,8.50432,6.70703,0.657,NA,NA,NA,NA,NA,NA
142676,7.73667,7.11159,7.34682,NA,0.881,NA,NA,NA,NA,NA
142812,8.16164,7.38719,7.67673,NA,NA,0.789,NA,NA,NA,NA
143154,7.11671,7.54108,8.19514,NA,NA,0.784,NA,NA,NA,NA
143314,7.27583,8.70371,8.14669,NA,NA,NA,NA,NA,0.53,NA
143597,7.79475,7.30766,8.80657,0.722,NA,NA,NA,NA,NA,NA
143645,7.46226,7.63217,8.59395,NA,NA,0.756,NA,NA,NA,NA
143836,8.4363,8.18292,7.86161,0.853,NA,NA,NA,NA,NA,NA
144067,7.82317,8.39387,7.86041,NA,NA,NA,0.833,NA,NA,NA
144326,7.76173,7.97626,7.66222,NA,NA,NA,0.909,NA,NA,NA
144413,7.43558,7.81435,8.19581,NA,0.934,NA,NA,NA,NA,NA
144763,7.27248,7.3059,8.01827,0.901,NA,NA,NA,NA,NA,NA
144941,7.05513,8.15763,7.42584,0.849,NA,NA,NA,NA,NA,NA
145188,7.62321,8.53007,7.50591,0.864,NA,NA,NA,NA,NA,NA
145342,7.70196,7.40175,9.3772,NA,0.605,NA,NA,NA,NA,NA
145418,7.00655,7.89726,8.35947,NA,0.794,NA,NA,NA,NA,NA
145643,7.47105,8.07421,8.53918,NA,0.84,NA,NA,NA,NA,NA
145974,8.24235,7.38324,8.24882,NA,NA,0.708,NA,NA,NA,NA
146013,7.63437,8.40419,7.17569,NA,NA,0.792,NA,NA,NA,NA
146275,7.45487,7.67509,7.8213,NA,0.983,NA,NA,NA,NA,NA
146548,7.46692,7.43549,7.38446,0.931,NA,NA,NA,NA,NA,NA
146695,8.36814,7.91241,8.00856,NA,0.893,NA,NA,NA,NA,NA
146823,8.52813,7.67898,8.13412,0.827,NA,NA,NA,NA,NA,NA
147053,7.4632,7.91509,6.56276,NA,0.719,NA,NA,NA,NA,NA
147248,8.18101,7.81673,8.30136,0.873,NA,NA,NA,NA,NA,NA
147446,8.23248,8.09578,8.23828,0.855,NA,NA,NA,NA,NA,NA
147716,8.52661,7.47353,7.97114,NA,0.826,NA,NA,NA,NA,NA
147970,8.05295,7.80499,8.04112,NA,0.919,NA,NA,NA,NA,NA
148001,7.71479,8.48651,8.95266,NA,0.64,NA,NA,NA,NA,NA
148355,7.65091,7.96856,8.02359,0.911,NA,NA,NA,NA,NA,NA
148462,8.03122,7.87628,8.1198,NA,0.903,NA,NA,NA,NA,NA
148721,7.2022,7.44738,7.57273,NA,NA,NA,0.881,NA,NA,NA
148912,7.72337,7.43106,8.16182,NA,NA,NA,0.894,NA,NA,NA
149067,7.68545,7.92968,7.98802,NA,0.934,NA,NA,NA,NA,NA
149359,7.69401,8.7092,8.07003,NA,NA,NA,NA,0.587,NA,NA
149534,7.54342,7.57012,7.67565,NA,NA,NA,0.897,NA,NA,NA
149675,8.10114,6.95959,8.1762,0.789,NA,NA,NA,NA,NA,NA
149967,8.01727,8.24714,8.21431,NA,0.867,NA,NA,NA,NA,NA
150165,8.68356,7.9412,8.23058,NA,0.775,NA,NA,NA,NA,NA
150390,7.8654,8.07216,8.01897,NA,0.931,NA,NA,NA,NA,NA
150514,7.85795,7.18493,7.04853,NA,NA,NA,0.798,NA,NA,NA
150616,7.7965,8.09404,7.18742,0.89,NA,NA,NA,NA,NA,NA
150892,7.22536,8.17193,7.5611,NA,NA,NA,0.827,NA,NA,NA
151167,7.70999,8.19586,7.17501,NA,NA,NA,0.795,NA,NA,NA
151322,8.41157,7.99757,7.47096,NA,0.845,NA,NA,NA,NA,NA
151455,7.77663,8.29721,7.32282,NA,0.858,NA,NA,NA,NA,NA
151762,7.53725,8.35869,8.51956,NA,NA,NA,0.682,NA,NA,NA
151917,7.47536,7.94367,8.082,0.942,NA,NA,NA,NA,NA,NA
152167,7.08035,7.95344,8.23413,NA,0.85,NA,NA,NA,NA,NA
152282,7.24307,8.04422,7.79704,NA,NA,0.792,NA,NA,NA,NA
152533,8.02574,8.01041,7.93887,0.895,NA,NA,NA,NA,NA,NA
152764,7.73499,8.67093,6.98731,NA,0.731,NA,NA,NA,NA,NA
152917,8.45038,8.29606,8.23333,NA,NA,0.668,NA,NA,NA,NA
153149,7.91233,8.3881,7.93607,0.895,NA,NA,NA,NA,NA,NA
153211,8.24392,7.91134,7.43364,0.909,NA,NA,NA,NA,NA,NA
153484,7.20899,8.77395,7.91047,NA,0.748,NA,NA,NA,NA,NA
153777,7.56602,7.85004,7.52407,0.943,NA,NA,NA,NA,NA,NA
153971,7.50651,7.97989,8.45674,NA,0.832,NA,NA,NA,NA,NA
154069,8.1157,8.57351,8.22218,NA,0.787,NA,NA,NA,NA,NA
154358,7.74473,7.74505,8.2332,NA,0.945,NA,NA,NA,NA,NA
154488,7.03974,6.72505,7.58681,0.691,NA,NA,NA,NA,NA,NA
154789,7.04544,7.8506,7.49033,NA,NA,0.814,NA,NA,NA,NA
154911,7.7429,8.63791,7.56831,NA,0.85,NA,NA,NA,NA,NA
155184,7.43555,7.37779,7.62439,NA,0.959,NA,NA,NA,NA,NA
155278,7.56128,7.71769,6.71998,NA,NA,NA,0.725,NA,NA,NA
155416,7.57742,8.74188,7.52027,NA,NA,NA,0.746,NA,NA,NA
155737,7.22521,7.81084,7.23419,NA,NA,NA,0.804,NA,NA,NA
155874,7.39353,7.19132,7.74593,0.876,NA,NA,NA,NA,NA,NA
156011,7.55719,7.65674,7.27581,NA,0.953,NA,NA,NA,NA,NA
156317,6.68151,8.29082,7.82402,NA,NA,NA,0.642,NA,NA,NA
156585,7.9377,7.86904,7.57126,0.97,NA,NA,NA,NA,NA,NA
156726,8.15634,7.61936,8.13284,NA,NA,0.818,NA,NA,NA,NA
156825,7.27745,7.00986,7.60841,0.852,NA,NA,NA,NA,NA,NA
157029,7.22178,7.00061,7.51616,0.82,NA,NA,NA,NA,NA,NA
157301,7.50126,7.66657,8.64953,0.812,NA,NA,NA,NA,NA,NA
157579,7.96635,7.51502,7.00699,NA,NA,0.813,NA,NA,NA,NA
157655,7.15845,7.41954,6.71359,0.712,NA,NA,NA,NA,NA,NA
157897,7.34094,8.11334,7.88531,NA,0.932,NA,NA,NA,NA,NA
158087,7.648,8.06484,7.70279,0.958,NA,NA,NA,NA,NA,NA
158269,6.93135,8.2433,7.41055,0.771,NA,NA,NA,NA,NA,NA
158545,8.10211,7.74167,8.28956,NA,NA,0.75,NA,NA,NA,NA
158705,8.15639,7.27311,6.99317,NA,0.81,NA,NA,NA,NA,NA
158871,7.46094,7.22552,7.13186,NA,NA,0.802,NA,NA,NA,NA
159093,7.79773,7.21889,8.0029,NA,NA,0.816,NA,NA,NA,NA
159224,8.8813,7.29301,8.11185,NA,0.718,NA,NA,NA,NA,NA
159548,8.37675,8.19385,7.82102,NA,NA,0.721,NA,NA,NA,NA
159754,7.29761,7.15707,8.21817,0.822,NA,NA,NA,NA,NA,NA
159858,7.46872,7.2789,8.35453,NA,NA,0.794,NA,NA,NA,NA
160077,7.76482,6.96682,8.06015,NA,NA,NA,0.81,NA,NA,NA
160315,7.77785,7.82074,8.15522,NA,0.939,NA,NA,NA,NA,NA
160593,7.52032,7.47531,8.54588,0.819,NA,NA,NA,NA,NA,NA
160626,7.70923,8.46487,8.64342,0.747,NA,NA,NA,NA,NA,NA
160984,8.61409,7.5298,8.11519,NA,0.821,NA,NA,NA,NA,NA
161066,7.30863,8.35482,7.8195,0.882,NA,NA,NA,NA,NA,NA
161355,7.30705,7.24676,7.49229,NA,0.884,NA,NA,NA,NA,NA
161403,8.18888,7.20855,8.00258,NA,0.883,NA,NA,NA,NA,NA
161667,7.9842,7.80836,7.24039,NA,0.935,NA,NA,NA,NA,NA
161867,6.97692,8.10561,7.37377,0.805,NA,NA,NA,NA,NA,NA
162199,7.63047,7.58678,6.97503,0.86,NA,NA,NA,NA,NA,NA
162262,8.02386,7.36414,8.17384,NA,0.889,NA,NA,NA,NA,NA
162593,7.82888,7.56471,7.33546,NA,0.955,NA,NA,NA,NA,NA
162703,7.29856,6.80896,8.00739,NA,0.777,NA,NA,NA,NA,NA
162980,7.47388,7.91208,8.11751,NA,0.943,NA,NA,NA,NA,NA
163136,7.78086,7.27964,7.79169,NA,0.945,NA,NA,NA,NA,NA
163266,8.01536,7.38883,7.01212,0.844,NA,NA,NA,NA,NA,NA
163416,8.1654,8.51073,7.78404,NA,0.844,NA,NA,NA,NA,NA
163747,7.41075,8.2716,7.88216,0.892,NA,NA,NA,NA,NA,NA
163987,8.08634,7.65143,7.97355,NA,NA,NA,NA,NA,NA,0.637
164012,7.83849,8.6374,7.3603,NA,NA,NA,NA,NA,0.568,NA
164250,7.26311,8.49397,7.44421,NA,0.833,NA,NA,NA,NA,NA
164417,7.45675,7.6706,7.4225,0.963,NA,NA,NA,NA,NA,NA
164733,7.78338,6.40407,7.84688,NA,0.675,NA,NA,NA,NA,NA
164807,7.50469,7.35747,6.94985,0.807,NA,NA,NA,NA,NA,NA
165072,7.12022,8.7678,7.57554,NA,NA,0.658,NA,NA,NA,NA
165355,8.11459,7.69587,7.79369,0.962,NA,NA,NA,NA,NA,NA
165435,7.84197,7.54788,7.9427,NA,0.944,NA,NA,NA,NA,NA
165788,7.00358,8.03768,7.02886,NA,0.734,NA,NA,NA,NA,NA
165884,7.69391,8.47647,7.63183,NA,NA,0.79,NA,NA,NA,NA
166096,7.46913,7.21453,8.24341,0.846,NA,NA,NA,NA,NA,NA
166296,7.19854,7.09655,7.62932,0.825,NA,NA,NA,NA,NA,NA
166478,7.52839,8.02524,7.85644,0.947,NA,NA,NA,NA,NA,NA
166794,8.03628,7.99296,7.92386,NA,NA,0.877,NA,NA,NA,NA
166842,7.9293,7.89796,7.35827,NA,NA,0.869,NA,NA,NA,NA
167056,7.58319,8.02664,7.35528,0.944,NA,NA,NA,NA,NA,NA
167312,8.19842,7.12739,7.52213,NA,NA,0.738,NA,NA,NA,NA
167430,7.78497,7.72632,7.47528,NA,0.976,NA,NA,NA,NA,NA
167696,7.91979,7.97569,8.07763,NA,0.949,NA,NA,NA,NA,NA
167964,7.29442,6.77208,7.83174,NA,0.765,NA,NA,NA,NA,NA
168132,7.9878,7.86655,7.55224,NA,0.97,NA,NA,NA,NA,NA
168213,7.45255,7.77685,7.1062,NA,NA,0.839,NA,NA,NA,NA
168466,7.16469,7.20619,7.44602,NA,0.854,NA,NA,NA,NA,NA
168684,8.13364,7.40326,8.13663,0.864,NA,NA,NA,NA,NA,NA
168955,8.59047,7.50776,7.96595,NA,NA,0.787,NA,NA,NA,NA
169114,7.83237,8.15168,8.31314,0.888,NA,NA,NA,NA,NA,NA
169211,7.75268,7.75394,8.34954,NA,0.918,NA,NA,NA,NA,NA
169543,7.97802,7.74196,7.27149,NA,0.935,NA,NA,NA,NA,NA
169700,7.34021,8.03681,7.93003,0.926,NA,NA,NA,NA,NA,NA
169990,8.41417,7.20697,7.82425,NA,0.838,NA,NA,NA,NA,NA
170015,7.67259,7.55207,7.58803,NA,0.953,NA,NA,NA,NA,NA
170265,8.27796,7.37398,8.28481,0.851,NA,NA,NA,NA,NA,NA
170493,8.26864,7.54923,8.09198,0.905,NA,NA,NA,NA,NA,NA
170734,7.35875,7.99924,7.58147,0.952,NA,NA,NA,NA,NA,NA
170881,7.40002,7.47045,7.62495,0.948,NA,NA,NA,NA,NA,NA
171131,7.10811,8.2964,7.31104,0.796,NA,NA,NA,NA,NA,NA
171236,7.08979,7.99804,7.77517,NA,0.892,NA,NA,NA,NA,NA
171492,7.86367,7.72038,8.40457,0.863,NA,NA,NA,NA,NA,NA
171785,8.34947,7.44238,8.33444,NA,NA,NA,0.778,NA,NA,NA
171927,7.47162,7.22415,8.74952,NA,NA,NA,0.687,NA,NA,NA
172019,8.50096,6.79351,7.59298,NA,NA,NA,0.614,NA,NA,NA
172231,7.89808,7.23628,8.5117,NA,0.813,NA,NA,NA,NA,NA
172523,7.90313,7.08151,7.89821,0.9,NA,NA,NA,NA,NA,NA
172754,8.14018,7.47535,7.52722,NA,NA,NA,0.9,NA,NA,NA
172941,7.90148,8.44835,7.72875,0.881,NA,NA,NA,NA,NA,NA
173191,8.05038,7.87528,7.82092,NA,NA,0.818,NA,NA,NA,NA
173235,8.00816,8.06823,6.84526,NA,0.795,NA,NA,NA,NA,NA
173419,7.63054,8.15996,8.25544,NA,NA,NA,0.809,NA,NA,NA
173761,7.87705,6.87939,7.75763,0.807,NA,NA,NA,NA,NA,NA
173967,8.28829,7.72599,7.59548,0.901,NA,NA,NA,NA,NA,NA
174124,8.02228,8.25488,7.14865,0.845,NA,NA,NA,NA,NA,NA
174301,8.41316,6.94346,8.01889,0.758,NA,NA,NA,NA,NA,NA
174526,7.67393,7.82989,7.64278,NA,NA,0.896,NA,NA,NA,NA
174658,7.13381,8.33088,8.20757,NA,0.808,NA,NA,NA,NA,NA
174814,7.73664,8.46631,7.12463,NA,0.824,NA,NA,NA,NA,NA
175134,7.66049,7.31335,7.2692,NA,0.908,NA,NA,NA,NA,NA
175364,7.54799,8.19612,7.38782,NA,NA,0.856,NA,NA,NA,NA
175436,7.48962,7.46612,7.72216,NA,NA,0.893,NA,NA,NA,NA
175679,7.288,8.16757,7.30476,NA,NA,NA,0.722,NA,NA,NA
175901,7.42854,8.06975,7.85413,0.94,NA,NA,NA,NA,NA,NA
176129,7.62322,7.85392,6.53375,0.724,NA,NA,NA,NA,NA,NA
176397,8.00842,7.81149,6.71512,NA,0.772,NA,NA,NA,NA,NA
176468,8.24431,8.05387,7.31765,NA,0.871,NA,NA,NA,NA,NA
176719,7.9062,7.3625,8.76868,0.784,NA,NA,NA,NA,NA,NA
176840,7.86452,7.78335,7.67602,NA,0.991,NA,NA,NA,NA,NA
177003,8.02937,7.84019,7.88516,NA,0.927,NA,NA,NA,NA,NA
177211,7.98177,8.16894,6.96568,0.787,NA,NA,NA,NA,NA,NA
177597,8.17417,7.05862,7.28465,NA,NA,0.664,NA,NA,NA,NA
177781,8.00139,7.07225,8.41256,0.8,NA,NA,NA,NA,NA,NA
177980,8.34663,7.74102,6.5856,0.672,NA,NA,NA,NA,NA,NA
178074,7.22412,6.96551,7.89702,NA,0.825,NA,NA,NA,NA,NA
178267,7.46975,7.18925,7.72477,NA,0.925,NA,NA,NA,NA,NA
178563,7.0279,8.44697,8.51342,0.655,NA,NA,NA,NA,NA,NA
178800,8.38023,7.99357,7.10702,NA,0.799,NA,NA,NA,NA,NA
178936,8.41872,8.25734,8.52617,NA,0.734,NA,NA,NA,NA,NA
179007,8.02763,7.77805,8.14753,NA,0.937,NA,NA,NA,NA,NA
179290,7.80888,8.21261,8.39975,0.832,NA,NA,NA,NA,NA,NA
179421,8.17479,7.26686,7.82933,NA,0.909,NA,NA,NA,NA,NA
179601,7.8543,7.20215,7.91133,NA,NA,NA,NA,NA,0.751,NA
179824,7.60073,7.7974,7.85727,NA,0.96,NA,NA,NA,NA,NA
180130,7.24522,6.7435,8.27806,NA,0.696,NA,NA,NA,NA,NA
180390,7.7134,8.1595,7.4562,NA,NA,NA,0.883,NA,NA,NA
180429,7.68251,7.46266,7.48669,0.973,NA,NA,NA,NA,NA,NA
180798,7.49612,7.8098,8.13809,NA,NA,NA,0.88,NA,NA,NA
180944,7.92667,7.28045,7.9636,NA,0.915,NA,NA,NA,NA,NA
181152,7.18864,7.92563,7.16169,0.846,NA,NA,NA,NA,NA,NA
181208,7.60442,7.78068,7.1194,NA,NA,NA,0.865,NA,NA,NA
181508,7.65003,7.90248,8.15819,NA,0.926,NA,NA,NA,NA,NA
181737,7.22082,8.39787,8.08722,NA,0.83,NA,NA,NA,NA,NA
181875,6.72002,7.98312,7.82436,0.774,NA,NA,NA,NA,NA,NA
182120,7.82316,7.59565,7.54214,NA,0.965,NA,NA,NA,NA,NA
182370,7.75929,8.5745,8.10011,NA,NA,NA,0.753,NA,NA,NA
182541,7.64875,7.29546,7.45524,NA,0.934,NA,NA,NA,NA,NA
182633,7.53604,6.77716,7.65628,NA,0.806,NA,NA,NA,NA,NA
182809,7.7517,8.27863,8.1608,NA,0.894,NA,NA,NA,NA,NA
183011,7.86498,7.4319,7.6582,NA,NA,0.882,NA,NA,NA,NA
183309,7.54862,7.63421,7.82201,0.989,NA,NA,NA,NA,NA,NA
183588,7.25257,8.23753,7.68302,0.901,NA,NA,NA,NA,NA,NA
183627,8.63994,7.70427,7.87823,NA,0.847,NA,NA,NA,NA,NA
183908,8.30925,8.29438,8.17854,NA,0.825,NA,NA,NA,NA,NA
184190,8.75639,7.82965,7.46973,NA,0.807,NA,NA,NA,NA,NA
184356,8.30067,7.31604,7.44097,NA,NA,NA,0.733,NA,NA,NA
184580,7.27795,7.7866,7.07256,NA,NA,0.787,NA,NA,NA,NA
184702,7.69841,6.54474,7.79426,NA,0.727,NA,NA,NA,NA,NA
184961,8.01613,7.88044,7.57804,NA,NA,NA,0.796,NA,NA,NA
185016,6.97761,7.14838,8.23036,NA,0.766,NA,NA,NA,NA,NA
185218,7.31634,6.62507,7.49369,0.71,NA,NA,NA,NA,NA,NA
185553,6.87852,7.85141,7.51693,NA,NA,0.682,NA,NA,NA,NA
185757,7.10913,7.29061,7.67901,NA,0.86,NA,NA,NA,NA,NA
185957,8.16017,8.15058,8.33045,NA,0.843,NA,NA,NA,NA,NA
186025,7.38168,7.23131,7.37681,NA,NA,0.81,NA,NA,NA,NA
186253,7.9345,6.66388,8.01489,0.73,NA,NA,NA,NA,NA,NA
186516,8.0419,7.91342,6.88355,NA,NA,NA,0.781,NA,NA,NA
186652,7.00092,8.11599,6.80229,NA,0.686,NA,NA,NA,NA,NA
186846,7.68994,7.46938,7.31704,NA,0.955,NA,NA,NA,NA,NA
187048,7.50277,7.25646,7.56746,NA,NA,NA,NA,0.686,NA,NA
187220,8.06243,6.97645,8.17293,NA,0.818,NA,NA,NA,NA,NA
187457,8.05934,7.73339,7.42171,0.953,NA,NA,NA,NA,NA,NA
187697,8.01134,7.41187,7.55006,NA,0.952,NA,NA,NA,NA,NA
187972,7.94785,8.51605,7.96659,NA,0.86,NA,NA,NA,NA,NA
188106,7.69203,7.84525,8.52334,NA,0.857,NA,NA,NA,NA,NA
188358,7.68059,7.63049,7.65787,0.974,NA,NA,NA,NA,NA,NA
188433,7.11224,7.87144,7.66375,NA,NA,NA,0.867,NA,NA,NA
188772,7.02657,7.72413,7.57857,0.876,NA,NA,NA,NA,NA,NA
188908,7.95984,8.23765,7.90953,0.877,NA,NA,NA,NA,NA,NA
189081,7.84612,7.87153,7.80782,0.967,NA,NA,NA,NA,NA,NA
189258,7.32406,7.42356,7.94277,NA,NA,NA,0.829,NA,NA,NA
189464,7.6109,7.44738,7.77815,NA,NA,0.826,NA,NA,NA,NA
189752,8.16537,8.03113,7.41011,0.892,NA,NA,NA,NA,NA,NA
189908,7.90024,7.8328,7.56054,NA,NA,0.884,NA,NA,NA,NA
190155,7.09805,7.35205,8.01999,0.828,NA,NA,NA,NA,NA,NA
190363,7.63595,7.28997,7.89281,NA,0.954,NA,NA,NA,NA,NA
190585,7.77,7.33029,7.68443,NA,0.943,NA,NA,NA,NA,NA
190721,8.15531,7.14583,7.63313,0.891,NA,NA,NA,NA,NA,NA
190804,7.58406,7.4715,7.92405,0.973,NA,NA,NA,NA,NA,NA
191180,8.16141,8.11022,7.36478,NA,NA,0.758,NA,NA,NA,NA
191324,8.46458,7.98605,7.87627,0.838,NA,NA,NA,NA,NA,NA
191547,7.25239,7.20418,7.93844,NA,0.89,NA,NA,NA,NA,NA
191742,7.86232,7.12663,8.16084,0.865,NA,NA,NA,NA,NA,NA
191844,7.38584,7.43932,7.78252,NA,NA,NA,0.911,NA,NA,NA
192006,7.24718,8.35145,8.38938,0.79,NA,NA,NA,NA,NA,NA
192213,7.24535,7.28375,7.63945,NA,NA,NA,0.788,NA,NA,NA
192477,7.71684,6.92822,7.77915,NA,NA,NA,0.788,NA,NA,NA
192705,7.98442,7.17516,7.13166,NA,0.852,NA,NA,NA,NA,NA
192982,7.63711,7.57237,7.10468,NA,NA,NA,0.866,NA,NA,NA
193066,7.76816,8.03226,7.32372,NA,0.912,NA,NA,NA,NA,NA
193289,7.90212,8.24554,7.54436,NA,NA,NA,0.867,NA,NA,NA
193479,8.14456,8.20154,6.82363,NA,0.71,NA,NA,NA,NA,NA
193741,7.42261,7.14738,8.47127,NA,NA,NA,0.717,NA,NA,NA
193997,7.82444,7.40997,7.74887,NA,NA,0.857,NA,NA,NA,NA
194101,6.53252,7.10551,7.61331,NA,NA,0.588,NA,NA,NA,NA
194239,7.08548,7.22882,7.68648,0.827,NA,NA,NA,NA,NA,NA
194503,7.81666,8.00678,8.23744,0.911,NA,NA,NA,NA,NA,NA
194794,7.59294,7.93962,7.86161,NA,NA,NA,0.886,NA,NA,NA
194934,7.29132,8.41286,7.70019,NA,0.866,NA,NA,NA,NA,NA
195085,7.24902,7.84486,7.00304,NA,0.845,NA,NA,NA,NA,NA
195349,7.5877,7.17812,7.83603,0.907,NA,NA,NA,NA,NA,NA
195416,7.29888,8.14488,8.21021,0.83,NA,NA,NA,NA,NA,NA
195695,7.81884,7.21637,7.10528,0.856,NA,NA,NA,NA,NA,NA
195812,7.09987,7.63041,6.99933,NA,0.795,NA,NA,NA,NA,NA
196167,7.09869,7.73227,7.64066,0.915,NA,NA,NA,NA,NA,NA
196227,7.33327,6.82976,7.6294,0.785,NA,NA,NA,NA,NA,NA
196592,8.40446,7.655,8.74081,NA,NA,NA,0.617,NA,NA,NA
196674,8.12851,7.91404,8.14604,NA,0.91,NA,NA,NA,NA,NA
196946,8.61568,7.6845,7.30058,0.82,NA,NA,NA,NA,NA,NA
197003,7.3233,7.36272,7.84954,0.908,NA,NA,NA,NA,NA,NA
197365,8.18194,8.52549,7.97184,0.807,NA,NA,NA,NA,NA,NA
197478,8.05761,7.98473,8.5485,0.802,NA,NA,NA,NA,NA,NA
197661,8.08419,7.49659,7.43911,NA,NA,NA,0.822,NA,NA,NA
197830,8.02221,7.50472,7.68459,NA,0.969,NA,NA,NA,NA,NA
198008,7.92182,8.40416,8.49193,NA,NA,0.679,NA,NA,NA,NA
198360,8.62563,7.8953,8.08807,NA,0.817,NA,NA,NA,NA,NA
198591,7.96363,7.88229,7.2629,0.933,NA,NA,NA,NA,NA,NA
198671,7.86228,8.50244,7.59573,NA,NA,NA,0.777,NA,NA,NA
198983,7.92325,7.51046,7.76479,NA,NA,NA,0.923,NA,NA,NA
199098,7.63411,6.97639,7.8196,NA,0.855,NA,NA,NA,NA,NA
199258,7.98679,8.23324,8.00676,0.903,NA,NA,NA,NA,NA,NA
199487,8.32045,7.51096,7.99376,NA,0.904,NA,NA,NA,NA,NA
199757,7.9634,8.20557,7.51976,NA,NA,NA,0.839,NA,NA,NA
199999,7.74003,6.09507,6.95843,NA,NA,NA,NA,NA,NA,0.075
