id,x0,x1,x2,fitness8,fitness7.5,fitness8.5,fitness7,fitness6.5,fitness9,fitness9.5
68641,7.233,7.34626,8.58491,NA,0.791,NA,NA,NA,NA,NA
68890,8.0334,8.28424,7.45752,NA,0.894,NA,NA,NA,NA,NA
69063,7.72606,8.0798,7.53315,NA,NA,NA,0.834,NA,NA,NA
69233,7.27132,7.99497,7.92036,NA,0.933,NA,NA,NA,NA,NA
69537,7.19649,8.33487,7.16001,0.788,NA,NA,NA,NA,NA,NA
69621,7.4411,8.42861,7.87728,0.837,NA,NA,NA,NA,NA,NA
69831,7.30847,7.34811,7.93416,0.927,NA,NA,NA,NA,NA,NA
70166,7.55297,6.53032,7.82269,0.705,NA,NA,NA,NA,NA,NA
70279,7.10325,7.60089,8.05117,0.88,NA,NA,NA,NA,NA,NA
70465,7.8768,8.13055,7.40712,0.886,NA,NA,NA,NA,NA,NA
70758,8.20657,8.69865,8.00133,NA,0.763,NA,NA,NA,NA,NA
70920,7.3638,8.09153,7.98877,NA,0.894,NA,NA,NA,NA,NA
71136,7.49159,7.10447,8.16633,NA,0.841,NA,NA,NA,NA,NA
71212,7.55049,7.37657,7.66963,0.941,NA,NA,NA,NA,NA,NA
71436,8.27925,6.55216,7.60901,NA,0.673,NA,NA,NA,NA,NA
71739,8.16672,7.33057,7.32381,NA,NA,NA,0.775,NA,NA,NA
71985,8.30662,7.59713,8.02656,NA,0.886,NA,NA,NA,NA,NA
72141,7.60417,8.95682,7.67663,0.761,NA,NA,NA,NA,NA,NA
72230,7.95321,8.45656,7.36087,NA,0.835,NA,NA,NA,NA,NA
72470,7.69039,8.07396,8.4773,NA,0.845,NA,NA,NA,NA,NA
72722,8.37627,7.62108,7.26984,NA,0.855,NA,NA,NA,NA,NA
72964,7.47126,8.17609,7.71865,NA,0.943,NA,NA,NA,NA,NA
73048,7.44476,7.20186,7.18286,0.868,NA,NA,NA,NA,NA,NA
73363,8.01575,7.67089,6.99734,0.847,NA,NA,NA,NA,NA,NA
73433,7.55631,8.22556,8.55452,0.765,NA,NA,NA,NA,NA,NA
73798,7.67725,7.37456,8.40956,0.869,NA,NA,NA,NA,NA,NA
73894,7.91576,7.34668,7.63338,NA,0.951,NA,NA,NA,NA,NA
74007,8.12757,8.43082,7.39177,NA,NA,NA,0.705,NA,NA,NA
74241,7.00248,7.65186,7.07922,NA,0.802,NA,NA,NA,NA,NA
74440,7.41529,7.4908,8.32878,NA,0.882,NA,NA,NA,NA,NA
74640,8.14864,7.57709,8.14769,NA,NA,0.803,NA,NA,NA,NA
74935,8.00456,7.00942,7.4494,0.82,NA,NA,NA,NA,NA,NA
75026,8.06747,7.26055,7.12512,0.857,NA,NA,NA,NA,NA,NA
75202,8.35333,7.90433,8.27248,NA,0.833,NA,NA,NA,NA,NA
75406,7.4339,8.19131,8.77864,0.742,NA,NA,NA,NA,NA,NA
75782,7.7101,8.13807,8.4037,NA,0.858,NA,NA,NA,NA,NA
75869,7.43955,7.93042,7.03073,0.875,NA,NA,NA,NA,NA,NA
76057,7.67309,7.88481,6.5666,0.715,NA,NA,NA,NA,NA,NA
76313,8.73422,7.54394,7.50789,NA,0.814,NA,NA,NA,NA,NA
76511,8.17955,8.37765,7.56622,NA,0.87,NA,NA,NA,NA,NA
76661,7.76868,7.5163,7.58505,NA,NA,NA,0.828,NA,NA,NA
76846,8.30581,7.57945,8.31861,NA,NA,NA,0.787,NA,NA,NA
77073,8.19975,7.16272,7.68652,0.888,NA,NA,NA,NA,NA,NA
77243,8.2012,7.75581,8.68412,NA,0.776,NA,NA,NA,NA,NA
77583,8.52129,7.32239,7.85666,NA,0.827,NA,NA,NA,NA,NA
77703,7.95926,6.84577,7.7156,0.792,NA,NA,NA,NA,NA,NA
77981,8.37821,6.88863,7.56977,0.76,NA,NA,NA,NA,NA,NA
78037,6.95775,6.75935,7.66256,NA,0.694,NA,NA,NA,NA,NA
78353,7.51382,7.02081,8.5327,NA,0.767,NA,NA,NA,NA,NA
78515,7.51109,7.7004,8.12086,NA,NA,NA,0.903,NA,NA,NA
78640,6.42843,7.41575,7.47475,0.658,NA,NA,NA,NA,NA,NA
78821,7.19911,8.47144,7.39982,0.815,NA,NA,NA,NA,NA,NA
79072,7.30798,7.58701,8.0159,NA,NA,NA,0.821,NA,NA,NA
79249,7.66123,8.05438,7.89869,0.952,NA,NA,NA,NA,NA,NA
79503,9.09658,8.42012,7.88692,NA,0.629,NA,NA,NA,NA,NA
79644,8.31143,7.95668,7.33189,0.888,NA,NA,NA,NA,NA,NA
79909,7.62058,8.73286,7.26393,NA,0.764,NA,NA,NA,NA,NA
80111,7.33537,8.12396,7.24836,0.863,NA,NA,NA,NA,NA,NA
80213,8.19635,8.24191,8.01627,NA,0.88,NA,NA,NA,NA,NA
80576,7.35058,8.25479,7.93086,NA,NA,0.828,NA,NA,NA,NA
80795,7.3619,8.03081,7.39031,0.908,NA,NA,NA,NA,NA,NA
80967,8.44502,8.19372,8.15429,NA,NA,0.705,NA,NA,NA,NA
81190,7.04188,7.27717,7.54624,0.811,NA,NA,NA,NA,NA,NA
81250,8.35742,7.19729,7.92453,0.822,NA,NA,NA,NA,NA,NA
81449,7.94384,7.50011,8.17276,0.937,NA,NA,NA,NA,NA,NA
81660,8.08251,7.9881,7.48185,NA,0.913,NA,NA,NA,NA,NA
81911,8.00597,7.87807,8.74144,0.789,NA,NA,NA,NA,NA,NA
82055,8.52727,7.31326,8.48772,NA,0.732,NA,NA,NA,NA,NA
82352,7.44974,7.49977,7.87801,0.963,NA,NA,NA,NA,NA,NA
82524,7.86968,8.06199,8.00677,NA,NA,0.83,NA,NA,NA,NA
82748,7.22698,8.52119,7.50113,NA,0.811,NA,NA,NA,NA,NA
82836,7.1019,8.58344,7.60579,NA,NA,0.672,NA,NA,NA,NA
83149,7.73627,8.15025,8.12742,NA,NA,NA,0.781,NA,NA,NA
83322,7.63663,8.42107,7.56772,0.895,NA,NA,NA,NA,NA,NA
83469,7.21785,7.46736,7.52196,0.9,NA,NA,NA,NA,NA,NA
83762,6.86113,7.53223,7.36258,NA,0.79,NA,NA,NA,NA,NA
83956,7.79612,7.41808,7.5253,NA,NA,NA,0.926,NA,NA,NA
84119,8.0305,7.42913,7.10083,0.877,NA,NA,NA,NA,NA,NA
84218,7.93666,6.7562,7.21055,0.739,NA,NA,NA,NA,NA,NA
84488,8.04515,8.00207,7.65349,0.932,NA,NA,NA,NA,NA,NA
84720,7.68137,7.98288,7.34847,0.924,NA,NA,NA,NA,NA,NA
84825,7.46647,6.65233,7.08749,0.664,NA,NA,NA,NA,NA,NA
85062,7.64908,7.27883,7.34086,NA,NA,NA,0.885,NA,NA,NA
85352,7.86276,7.33111,7.08012,NA,0.873,NA,NA,NA,NA,NA
85525,7.86766,8.1577,7.31268,NA,0.917,NA,NA,NA,NA,NA
85748,7.12419,7.63985,8.11974,0.892,NA,NA,NA,NA,NA,NA
85964,7.87119,7.7298,7.98894,NA,NA,0.9,NA,NA,NA,NA
86061,8.51506,7.93523,8.44058,0.776,NA,NA,NA,NA,NA,NA
86225,8.09245,8.81403,7.61185,NA,NA,NA,0.711,NA,NA,NA
86543,7.67285,8.46874,7.85049,NA,NA,0.802,NA,NA,NA,NA
86731,6.75615,7.80678,7.37628,NA,0.787,NA,NA,NA,NA,NA
86910,7.08338,8.08856,8.76972,NA,0.706,NA,NA,NA,NA,NA
87032,7.82702,8.31182,7.81638,NA,0.923,NA,NA,NA,NA,NA
87216,7.67676,7.50077,8.53845,0.832,NA,NA,NA,NA,NA,NA
87502,7.653,7.08268,7.06121,NA,NA,0.761,NA,NA,NA,NA
87794,7.97726,7.10831,7.07645,0.82,NA,NA,NA,NA,NA,NA
87986,7.69444,6.95026,7.07536,NA,0.791,NA,NA,NA,NA,NA
88167,7.0624,7.59703,7.09438,0.811,NA,NA,NA,NA,NA,NA
88390,7.89569,7.61743,7.62628,0.951,NA,NA,NA,NA,NA,NA
88494,7.61107,7.5709,8.26936,NA,NA,0.875,NA,NA,NA,NA
88750,6.96542,7.7538,8.00218,0.853,NA,NA,NA,NA,NA,NA
88957,8.01178,7.03125,7.58507,NA,0.873,NA,NA,NA,NA,NA
89178,8.10861,8.49565,7.98566,NA,NA,0.713,NA,NA,NA,NA
89207,7.88149,8.01092,7.68855,NA,0.971,NA,NA,NA,NA,NA
89483,7.37134,7.69625,7.32545,NA,NA,NA,0.853,NA,NA,NA
89708,7.6897,7.52307,8.37321,NA,0.876,NA,NA,NA,NA,NA
89990,7.09622,7.35159,8.02479,0.821,NA,NA,NA,NA,NA,NA
90097,8.11587,7.02597,7.61723,NA,0.856,NA,NA,NA,NA,NA
90330,7.51472,8.41588,7.93922,0.887,NA,NA,NA,NA,NA,NA
90504,8.12087,8.68345,7.76725,NA,NA,NA,0.734,NA,NA,NA
90613,7.60743,8.83906,7.3145,NA,0.736,NA,NA,NA,NA,NA
90814,7.59819,7.74074,7.28786,0.938,NA,NA,NA,NA,NA,NA
91131,8.03512,8.19796,7.33348,NA,0.899,NA,NA,NA,NA,NA
91335,8.0958,8.35992,7.94346,NA,0.848,NA,NA,NA,NA,NA
91570,8.27562,8.03785,7.94917,NA,0.897,NA,NA,NA,NA,NA
91678,7.15183,7.64201,6.92077,0.76,NA,NA,NA,NA,NA,NA
91841,7.54734,7.44958,7.91263,NA,0.97,NA,NA,NA,NA,NA
92097,7.47084,7.45776,7.90198,NA,0.945,NA,NA,NA,NA,NA
92278,8.66037,7.09085,7.29604,0.715,NA,NA,NA,NA,NA,NA
92572,8.4015,7.65837,7.77105,NA,0.898,NA,NA,NA,NA,NA
92770,7.57825,7.62925,8.22783,NA,NA,0.871,NA,NA,NA,NA
92948,7.9032,7.85958,7.31489,NA,0.952,NA,NA,NA,NA,NA
93142,7.95918,7.77745,7.04891,NA,0.892,NA,NA,NA,NA,NA
93342,8.26781,8.61133,7.47992,0.784,NA,NA,NA,NA,NA,NA
93523,8.79014,7.52243,7.95464,NA,NA,NA,0.685,NA,NA,NA
93761,8.02582,7.84502,8.02423,NA,0.955,NA,NA,NA,NA,NA
93824,8.30497,7.63434,7.69713,0.887,NA,NA,NA,NA,NA,NA
94156,7.55983,7.54982,7.83007,NA,NA,NA,NA,NA,0.782,NA
94281,8.09134,7.31668,7.0561,NA,0.847,NA,NA,NA,NA,NA
94533,7.55268,8.17953,8.22545,NA,NA,NA,0.828,NA,NA,NA
94747,7.89761,7.14784,7.93451,NA,0.87,NA,NA,NA,NA,NA
94847,8.73614,7.24437,7.46263,NA,NA,NA,0.612,NA,NA,NA
95050,8.6685,8.10741,7.9567,0.765,NA,NA,NA,NA,NA,NA
95380,7.55129,7.22741,7.82244,NA,NA,0.818,NA,NA,NA,NA
95492,8.09905,7.36303,6.98169,0.823,NA,NA,NA,NA,NA,NA
95781,7.19385,8.4365,7.87397,NA,NA,NA,0.794,NA,NA,NA
95856,7.70712,7.62033,8.02884,NA,NA,NA,NA,0.767,NA,NA
96168,7.94614,7.97106,7.96202,NA,0.959,NA,NA,NA,NA,NA
96286,7.7185,7.75357,7.4159,0.954,NA,NA,NA,NA,NA,NA
96446,7.56241,7.33205,7.81103,NA,NA,0.806,NA,NA,NA,NA
96796,7.6145,7.82257,8.46817,0.883,NA,NA,NA,NA,NA,NA
96859,7.49874,8.60563,8.00831,0.834,NA,NA,NA,NA,NA,NA
97177,7.89686,8.81559,7.54216,NA,0.792,NA,NA,NA,NA,NA
97346,6.93626,8.56299,7.88809,NA,0.74,NA,NA,NA,NA,NA
97414,7.46028,7.8999,7.7139,NA,0.979,NA,NA,NA,NA,NA
97720,7.54205,7.57551,7.54614,NA,NA,0.839,NA,NA,NA,NA
97912,7.71935,7.99664,7.7667,NA,NA,0.911,NA,NA,NA,NA
98187,6.82933,7.71692,8.12709,0.754,NA,NA,NA,NA,NA,NA
98323,7.97713,8.0134,8.23082,NA,0.894,NA,NA,NA,NA,NA
98463,8.49148,7.18535,7.81135,NA,0.83,NA,NA,NA,NA,NA
98741,7.61038,8.60618,7.44654,NA,0.836,NA,NA,NA,NA,NA
98884,7.63392,8.19039,7.20058,NA,0.894,NA,NA,NA,NA,NA
99055,7.44573,7.62238,7.97476,0.936,NA,NA,NA,NA,NA,NA
99352,7.83427,7.25924,7.32711,0.92,NA,NA,NA,NA,NA,NA
99596,7.80208,7.17294,7.11469,0.846,NA,NA,NA,NA,NA,NA
99715,7.66103,7.09785,8.65598,NA,0.769,NA,NA,NA,NA,NA
99851,6.94489,7.26762,8.15813,NA,NA,NA,0.746,NA,NA,NA
100173,7.41097,8.29494,8.63831,0.731,NA,NA,NA,NA,NA,NA
100345,7.44907,7.81886,7.22673,NA,NA,0.877,NA,NA,NA,NA
100534,7.50841,6.79623,7.75806,NA,0.783,NA,NA,NA,NA,NA
100793,7.73668,7.43504,7.91247,NA,NA,0.917,NA,NA,NA,NA
100964,7.8188,7.12618,7.99065,0.893,NA,NA,NA,NA,NA,NA
101083,7.42687,7.8543,8.10558,0.92,NA,NA,NA,NA,NA,NA
101380,7.19049,7.08321,7.6748,NA,NA,0.737,NA,NA,NA,NA
101585,7.322,7.76465,8.09236,NA,NA,0.866,NA,NA,NA,NA
101618,7.11094,7.68464,7.3232,NA,0.864,NA,NA,NA,NA,NA
101994,8.01801,8.06894,7.16384,0.868,NA,NA,NA,NA,NA,NA
102096,7.88483,7.5499,7.89323,0.96,NA,NA,NA,NA,NA,NA
102201,8.01305,7.70608,6.86037,NA,NA,0.767,NA,NA,NA,NA
102464,8.16658,7.65437,6.66206,NA,0.737,NA,NA,NA,NA,NA
102798,7.24968,7.98384,7.1369,NA,NA,NA,0.782,NA,NA,NA
102885,7.45086,8.4396,7.0625,0.757,NA,NA,NA,NA,NA,NA
103126,7.54718,8.30981,7.00581,0.808,NA,NA,NA,NA,NA,NA
103389,7.49392,8.06099,7.94095,NA,0.934,NA,NA,NA,NA,NA
103410,7.45696,7.91359,7.62623,0.976,NA,NA,NA,NA,NA,NA
103602,7.68621,8.17935,8.21222,NA,NA,0.815,NA,NA,NA,NA
103864,7.55034,7.8499,8.11964,NA,0.957,NA,NA,NA,NA,NA
104187,7.66636,7.21233,8.20949,NA,NA,NA,0.827,NA,NA,NA
104232,7.97606,7.9492,7.93609,0.953,NA,NA,NA,NA,NA,NA
104594,8.00493,7.74875,7.73353,0.938,NA,NA,NA,NA,NA,NA
104616,7.51463,8.10332,7.43985,0.894,NA,NA,NA,NA,NA,NA
104833,7.47497,7.32331,7.31616,NA,0.922,NA,NA,NA,NA,NA
105009,7.63537,8.3746,7.17503,NA,NA,NA,0.709,NA,NA,NA
105316,7.46746,7.86587,7.98132,0.947,NA,NA,NA,NA,NA,NA
105428,7.74067,7.24769,7.51721,0.945,NA,NA,NA,NA,NA,NA
105767,7.58025,7.6946,7.24298,0.907,NA,NA,NA,NA,NA,NA
105888,6.71333,7.37025,7.54919,NA,NA,NA,0.691,NA,NA,NA
106030,7.46014,8.68561,7.83729,NA,0.811,NA,NA,NA,NA,NA
106239,7.38644,8.16381,7.38172,NA,NA,0.839,NA,NA,NA,NA
106533,7.2243,7.54843,7.91784,NA,0.919,NA,NA,NA,NA,NA
106616,7.08792,7.68576,7.40705,NA,0.882,NA,NA,NA,NA,NA
106911,7.53029,8.31351,7.726,NA,0.889,NA,NA,NA,NA,NA
107168,7.77529,6.81218,8.07498,NA,0.805,NA,NA,NA,NA,NA
107271,7.9851,7.96604,7.17699,0.863,NA,NA,NA,NA,NA,NA
107590,7.33789,7.82997,7.38464,NA,0.915,NA,NA,NA,NA,NA
107634,8.53261,7.74987,7.75379,NA,0.86,NA,NA,NA,NA,NA
107998,7.5312,7.70448,7.36266,NA,NA,NA,0.875,NA,NA,NA
108054,7.23404,7.38699,7.40004,NA,0.907,NA,NA,NA,NA,NA
108354,7.40416,7.40997,7.52684,NA,0.928,NA,NA,NA,NA,NA
108567,8.24102,7.29369,8.14794,NA,NA,0.721,NA,NA,NA,NA
108796,7.74236,7.73204,6.62324,0.743,NA,NA,NA,NA,NA,NA
108811,7.16381,8.53569,7.09254,0.731,NA,NA,NA,NA,NA,NA
109091,6.77299,7.51196,6.78239,NA,0.609,NA,NA,NA,NA,NA
109221,7.5522,8.44369,8.19688,NA,NA,NA,0.723,NA,NA,NA
109490,7.74723,7.37428,7.42943,NA,NA,NA,0.882,NA,NA,NA
109702,8.26072,6.83322,7.52685,0.772,NA,NA,NA,NA,NA,NA
109998,7.94149,6.77887,8.10105,0.732,NA,NA,NA,NA,NA,NA
110050,8.28159,7.33797,7.52742,0.874,NA,NA,NA,NA,NA,NA
110258,7.06837,7.71333,7.96525,NA,NA,NA,NA,0.681,NA,NA
110523,7.23315,7.78684,8.78096,NA,0.729,NA,NA,NA,NA,NA
110653,7.58712,7.77515,8.0263,NA,NA,NA,0.861,NA,NA,NA
110946,7.71358,7.34609,8.05136,NA,NA,NA,0.887,NA,NA,NA
111180,7.91816,7.78399,7.88478,0.963,NA,NA,NA,NA,NA,NA
111272,7.43177,7.8673,7.7114,0.946,NA,NA,NA,NA,NA,NA
111490,8.13424,7.17295,7.72037,NA,NA,0.838,NA,NA,NA,NA
111742,6.80555,7.38529,7.37497,0.783,NA,NA,NA,NA,NA,NA
111921,7.77528,7.47541,7.68998,NA,0.986,NA,NA,NA,NA,NA
112091,6.41707,7.8104,7.44607,NA,0.669,NA,NA,NA,NA,NA
112326,7.06015,7.78768,7.57271,NA,0.879,NA,NA,NA,NA,NA
112430,7.99335,7.44365,7.24461,0.889,NA,NA,NA,NA,NA,NA
112702,8.72243,7.26341,7.82435,NA,0.783,NA,NA,NA,NA,NA
112930,7.69456,6.9895,7.95977,NA,NA,NA,0.826,NA,NA,NA
113160,7.26684,8.11038,7.04476,NA,0.824,NA,NA,NA,NA,NA
113349,8.27416,7.39837,7.33611,NA,0.889,NA,NA,NA,NA,NA
113499,7.56145,7.45982,7.26819,0.938,NA,NA,NA,NA,NA,NA
113746,8.27275,7.5345,7.78515,0.898,NA,NA,NA,NA,NA,NA
113920,7.05561,7.48728,7.49222,0.838,NA,NA,NA,NA,NA,NA
114163,7.46953,7.91232,8.07534,NA,0.919,NA,NA,NA,NA,NA
114288,7.27377,7.60207,7.58754,0.937,NA,NA,NA,NA,NA,NA
114482,7.42914,8.38194,7.67036,0.853,NA,NA,NA,NA,NA,NA
114614,7.2,7.37485,8.07519,NA,NA,0.836,NA,NA,NA,NA
114967,7.42974,7.66243,7.54121,0.927,NA,NA,NA,NA,NA,NA
115149,8.01888,7.97889,7.70703,NA,NA,NA,0.876,NA,NA,NA
115361,8.33925,8.39292,7.99543,NA,0.807,NA,NA,NA,NA,NA
115411,7.59848,8.17856,7.192,0.88,NA,NA,NA,NA,NA,NA
115672,7.98135,8.24784,8.27559,NA,0.868,NA,NA,NA,NA,NA
115934,7.22874,7.47401,7.79693,0.929,NA,NA,NA,NA,NA,NA
116183,7.52568,8.00069,7.99107,NA,0.954,NA,NA,NA,NA,NA
116347,8.27972,7.55585,7.92609,NA,0.924,NA,NA,NA,NA,NA
116566,7.94411,8.52414,7.34291,0.84,NA,NA,NA,NA,NA,NA
116702,7.72323,8.20983,7.44704,0.883,NA,NA,NA,NA,NA,NA
116847,8.85767,8.01413,7.21491,NA,0.684,NA,NA,NA,NA,NA
117171,8.19882,8.12107,7.8679,NA,NA,NA,NA,NA,0.73,NA
117244,8.17851,8.15782,8.04451,NA,NA,NA,0.838,NA,NA,NA
117527,8.13473,7.7345,8.17991,NA,0.916,NA,NA,NA,NA,NA
117735,7.56146,7.32939,7.0645,NA,0.876,NA,NA,NA,NA,NA
117991,7.75962,7.58724,7.25744,0.933,NA,NA,NA,NA,NA,NA
118021,8.13701,7.79506,7.52523,NA,0.953,NA,NA,NA,NA,NA
118316,7.3615,7.27387,7.80061,NA,0.915,NA,NA,NA,NA,NA
118410,7.12907,7.09281,7.35581,NA,0.787,NA,NA,NA,NA,NA
118689,7.40012,8.28904,7.34438,NA,0.876,NA,NA,NA,NA,NA
118875,7.51813,7.22516,7.77366,0.938,NA,NA,NA,NA,NA,NA
119039,7.09612,7.89013,7.29446,0.871,NA,NA,NA,NA,NA,NA
119275,7.68695,7.38612,7.52708,0.941,NA,NA,NA,NA,NA,NA
119454,7.99931,7.91565,8.01376,NA,NA,NA,0.902,NA,NA,NA
119786,7.3718,7.13822,8.40406,NA,0.818,NA,NA,NA,NA,NA
119923,7.56516,7.91575,7.67139,NA,NA,NA,0.885,NA,NA,NA
120035,7.64023,8.29809,7.4857,NA,NA,NA,0.795,NA,NA,NA
120264,8.51271,7.27802,7.71248,NA,0.846,NA,NA,NA,NA,NA
120580,7.57101,7.93929,7.56819,NA,0.965,NA,NA,NA,NA,NA
120666,7.83251,8.24202,8.18836,NA,NA,NA,0.838,NA,NA,NA
120949,8.48169,7.10707,7.51293,NA,0.764,NA,NA,NA,NA,NA
121023,7.62096,7.84101,6.83944,NA,0.824,NA,NA,NA,NA,NA
121292,8.11572,8.1863,8.11727,NA,NA,0.795,NA,NA,NA,NA
121494,8.1189,8.21203,7.80384,0.915,NA,NA,NA,NA,NA,NA
121782,7.71878,8.07935,7.85643,NA,NA,NA,0.922,NA,NA,NA
121833,6.69848,8.02587,7.64072,NA,NA,0.679,NA,NA,NA,NA
122113,7.14608,7.24898,8.57098,NA,0.741,NA,NA,NA,NA,NA
122295,7.54257,7.44734,7.57828,NA,NA,0.894,NA,NA,NA,NA
122581,8.48006,7.93789,7.46603,NA,NA,NA,0.789,NA,NA,NA
122649,7.63219,7.99477,7.97603,NA,0.949,NA,NA,NA,NA,NA
122999,7.98184,7.04184,7.96276,NA,0.875,NA,NA,NA,NA,NA
123121,7.65041,8.09788,8.51229,0.819,NA,NA,NA,NA,NA,NA
123272,7.78611,7.24933,8.22669,NA,0.902,NA,NA,NA,NA,NA
123557,7.36213,7.51097,8.30394,0.894,NA,NA,NA,NA,NA,NA
123687,7.5084,7.62987,8.05592,0.931,NA,NA,NA,NA,NA,NA
123945,7.57125,7.63295,8.27251,0.931,NA,NA,NA,NA,NA,NA
124121,8.54781,7.41419,7.41513,0.819,NA,NA,NA,NA,NA,NA
124280,7.65862,7.32449,7.04399,0.843,NA,NA,NA,NA,NA,NA
124585,7.1889,7.38904,7.63715,NA,0.909,NA,NA,NA,NA,NA
124695,8.19952,7.29802,7.27104,NA,NA,NA,0.798,NA,NA,NA
124922,8.41262,8.27685,7.58385,0.845,NA,NA,NA,NA,NA,NA
125152,7.7047,8.38936,8.13222,NA,0.874,NA,NA,NA,NA,NA
125240,8.3438,8.59969,7.41717,NA,0.749,NA,NA,NA,NA,NA
125597,7.55942,8.12929,7.26852,NA,NA,NA,0.83,NA,NA,NA
125729,8.30399,7.30422,7.13554,NA,NA,NA,0.696,NA,NA,NA
125881,8.55926,7.42082,7.15554,0.764,NA,NA,NA,NA,NA,NA
126089,8.03116,8.13537,7.61097,NA,NA,0.851,NA,NA,NA,NA
126396,8.19067,8.38216,8.24158,NA,0.816,NA,NA,NA,NA,NA
126426,7.77367,8.22579,6.98119,NA,0.835,NA,NA,NA,NA,NA
126634,8.63501,7.96338,7.76797,NA,0.828,NA,NA,NA,NA,NA
126906,8.6419,7.70814,7.45115,0.805,NA,NA,NA,NA,NA,NA
127091,8.79093,8.17457,7.64095,NA,0.758,NA,NA,NA,NA,NA
127338,8.668,7.50651,7.19386,NA,NA,NA,0.714,NA,NA,NA
127462,7.96299,7.82818,7.75504,NA,0.947,NA,NA,NA,NA,NA
127708,6.8026,7.85188,7.91019,NA,0.816,NA,NA,NA,NA,NA
127985,7.36778,8.13841,7.10293,NA,NA,NA,NA,NA,0.68,NA
128068,6.73207,7.349,8.2314,0.716,NA,NA,NA,NA,NA,NA
128275,8.54686,7.6124,7.54685,0.866,NA,NA,NA,NA,NA,NA
128536,8.42802,8.32885,7.72448,NA,0.833,NA,NA,NA,NA,NA
128792,7.58018,7.9455,7.78655,NA,NA,0.914,NA,NA,NA,NA
128972,7.76151,7.4172,7.48605,0.965,NA,NA,NA,NA,NA,NA
129153,7.77281,7.56609,7.44224,NA,NA,NA,0.916,NA,NA,NA
129337,7.11148,7.42055,7.42755,NA,0.889,NA,NA,NA,NA,NA
129524,7.99834,8.15961,8.43609,0.847,NA,NA,NA,NA,NA,NA
129794,7.58822,8.4292,7.896,0.882,NA,NA,NA,NA,NA,NA
129886,7.73521,7.42845,8.31389,0.909,NA,NA,NA,NA,NA,NA
130176,8.86917,7.78025,7.37313,NA,0.748,NA,NA,NA,NA,NA
130378,7.86724,7.65847,7.41133,NA,NA,NA,0.925,NA,NA,NA
130515,8.07431,8.08705,7.85065,NA,NA,NA,0.882,NA,NA,NA
130706,7.72567,7.46691,7.42586,NA,0.961,NA,NA,NA,NA,NA
130886,8.24558,8.07021,7.69347,NA,NA,0.782,NA,NA,NA,NA
131007,8.58438,7.72813,7.28519,NA,0.796,NA,NA,NA,NA,NA
131353,7.89981,7.9269,6.96926,NA,0.857,NA,NA,NA,NA,NA
131510,8.05389,7.30579,7.67556,0.917,NA,NA,NA,NA,NA,NA
131741,6.38591,7.24109,7.07278,NA,0.54,NA,NA,NA,NA,NA
131885,7.85096,7.29546,7.22363,NA,NA,NA,0.85,NA,NA,NA
132167,7.31036,7.1083,7.25183,NA,0.831,NA,NA,NA,NA,NA
132205,7.54287,7.09729,8.19924,NA,0.835,NA,NA,NA,NA,NA
132491,7.79849,7.29821,7.86013,NA,NA,0.885,NA,NA,NA,NA
132623,7.64389,7.94757,7.62192,NA,NA,NA,0.873,NA,NA,NA
132977,7.63595,8.12661,7.83485,NA,NA,NA,0.887,NA,NA,NA
133086,8.23577,8.30909,7.23367,NA,0.814,NA,NA,NA,NA,NA
133278,8.48355,7.78168,7.78681,0.885,NA,NA,NA,NA,NA,NA
133554,7.63032,7.63884,7.59902,0.962,NA,NA,NA,NA,NA,NA
133732,7.71465,7.62423,7.88153,NA,NA,0.901,NA,NA,NA,NA
133905,7.16075,8.03894,8.07496,0.841,NA,NA,NA,NA,NA,NA
134110,7.5927,7.92786,7.84428,NA,NA,0.888,NA,NA,NA,NA
134263,7.26958,7.77981,8.35676,NA,0.836,NA,NA,NA,NA,NA
134538,8.00341,8.24932,7.62961,NA,NA,NA,0.851,NA,NA,NA
134610,8.07527,7.86314,8.22663,NA,NA,NA,0.843,NA,NA,NA
134833,7.18174,7.58867,7.84863,NA,0.931,NA,NA,NA,NA,NA
135156,7.38598,8.16583,7.4012,NA,NA,NA,0.857,NA,NA,NA
135395,7.69098,7.98509,7.90079,NA,NA,NA,0.855,NA,NA,NA
135430,7.60442,8.13643,8.06129,NA,NA,NA,0.824,NA,NA,NA
135637,7.68939,8.53184,8.65119,0.729,NA,NA,NA,NA,NA,NA
135899,6.99772,7.36192,8.51941,0.748,NA,NA,NA,NA,NA,NA
136068,7.46474,7.73824,8.17266,NA,NA,NA,0.841,NA,NA,NA
136372,8.01512,7.72785,7.99754,0.924,NA,NA,NA,NA,NA,NA
136571,7.59478,7.88841,8.13234,NA,NA,0.801,NA,NA,NA,NA
136616,7.74289,8.14244,8.20942,0.913,NA,NA,NA,NA,NA,NA
136916,8.01727,7.66548,9.13308,0.696,NA,NA,NA,NA,NA,NA
137174,7.40925,7.84271,7.81209,NA,0.966,NA,NA,NA,NA,NA
137270,7.98005,7.58182,8.18465,NA,NA,NA,0.757,NA,NA,NA
137509,7.99207,7.52728,7.96584,NA,NA,0.897,NA,NA,NA,NA
137704,7.6348,6.82884,8.1761,NA,NA,0.715,NA,NA,NA,NA
137964,7.28349,8.10375,7.68097,NA,0.93,NA,NA,NA,NA,NA
138029,7.74906,8.21954,7.70176,NA,NA,NA,0.805,NA,NA,NA
