id,x0,x1,x2,fitness8.5,fitness8,fitness7.5,fitness7,fitness9,fitness6.5,fitness9.5
68488,7.8039,8.11847,7.99989,NA,NA,0.906,NA,NA,NA,NA
68703,7.14185,7.65296,7.93017,NA,NA,0.918,NA,NA,NA,NA
68984,7.46484,8.19503,7.6484,NA,0.914,NA,NA,NA,NA,NA
69099,7.22954,7.15793,7.72938,NA,NA,0.846,NA,NA,NA,NA
69280,7.8542,7.61248,7.06322,NA,0.855,NA,NA,NA,NA,NA
69421,7.0662,7.99813,8.03528,NA,NA,0.873,NA,NA,NA,NA
69641,7.28355,7.84287,7.69041,NA,NA,NA,0.912,NA,NA,NA
69966,7.21034,7.80691,7.08753,NA,NA,0.841,NA,NA,NA,NA
70149,7.99212,7.58427,7.15082,NA,0.866,NA,NA,NA,NA,NA
70366,8.3503,7.75081,7.55193,0.804,NA,NA,NA,NA,NA,NA
70471,7.58222,7.95535,7.85348,0.848,NA,NA,NA,NA,NA,NA
70729,7.86153,8.24117,7.81158,NA,0.934,NA,NA,NA,NA,NA
70886,8.01089,8.27728,7.6306,NA,0.901,NA,NA,NA,NA,NA
71064,7.92026,8.37175,7.48945,NA,0.899,NA,NA,NA,NA,NA
71231,7.08045,7.69699,8.3594,NA,0.81,NA,NA,NA,NA,NA
71526,7.28304,8.08957,8.09331,NA,0.893,NA,NA,NA,NA,NA
71674,7.88567,7.65836,7.6514,NA,0.937,NA,NA,NA,NA,NA
71856,8.17224,7.53302,7.73614,NA,NA,NA,0.893,NA,NA,NA
72098,8.25253,8.2184,8.05647,NA,NA,0.837,NA,NA,NA,NA
72252,7.55419,9.28004,7.50555,NA,NA,0.647,NA,NA,NA,NA
72454,8.28137,7.97932,7.32841,NA,NA,0.883,NA,NA,NA,NA
72762,8.84539,7.62911,8.01667,NA,NA,0.768,NA,NA,NA,NA
72826,8.89747,8.08101,7.87777,NA,0.741,NA,NA,NA,NA,NA
73185,7.85838,7.96041,7.17022,NA,NA,0.885,NA,NA,NA,NA
73280,7.25357,7.73391,7.4632,NA,0.92,NA,NA,NA,NA,NA
73419,7.95195,7.52848,7.25447,NA,NA,NA,0.855,NA,NA,NA
73610,7.52495,7.35199,8.12508,NA,NA,0.901,NA,NA,NA,NA
73939,8.4217,8.46223,7.27826,0.595,NA,NA,NA,NA,NA,NA
74148,8.44626,7.19584,8.19235,NA,0.795,NA,NA,NA,NA,NA
74347,7.70766,7.99837,8.55776,NA,0.807,NA,NA,NA,NA,NA
74450,8.03857,7.54079,8.02572,NA,NA,0.917,NA,NA,NA,NA
74655,8.83606,7.81355,7.25186,NA,NA,0.714,NA,NA,NA,NA
74900,8.17884,7.41834,7.6364,NA,NA,NA,NA,NA,0.704,NA
75122,8.34951,7.13932,7.24206,NA,NA,0.799,NA,NA,NA,NA
75240,7.79508,7.22074,7.25487,NA,NA,0.898,NA,NA,NA,NA
75448,8.29847,7.72502,7.36377,0.794,NA,NA,NA,NA,NA,NA
75722,7.7097,7.42115,7.90906,NA,NA,0.951,NA,NA,NA,NA
75844,7.29406,7.49932,8.14413,NA,0.916,NA,NA,NA,NA,NA
76106,7.42162,7.46983,7.37539,NA,0.905,NA,NA,NA,NA,NA
76279,8.50611,7.22999,7.61734,NA,NA,0.834,NA,NA,NA,NA
76517,7.77549,7.00379,8.03231,NA,0.839,NA,NA,NA,NA,NA
76693,7.26986,7.41918,7.2873,NA,0.899,NA,NA,NA,NA,NA
76812,7.91357,7.09972,7.1466,NA,0.826,NA,NA,NA,NA,NA
77188,7.5833,8.36123,7.01889,NA,0.816,NA,NA,NA,NA,NA
77219,7.84585,8.37787,7.17068,NA,0.83,NA,NA,NA,NA,NA
77515,7.14815,7.89166,7.63098,0.853,NA,NA,NA,NA,NA,NA
77736,7.54482,7.23845,7.50453,NA,NA,0.938,NA,NA,NA,NA
77881,7.20506,7.22611,7.05889,NA,0.792,NA,NA,NA,NA,NA
78046,7.56809,7.15225,7.52406,NA,0.901,NA,NA,NA,NA,NA
78314,7.36697,7.92612,7.48036,NA,NA,0.954,NA,NA,NA,NA
78485,7.66226,7.726,7.66038,NA,0.992,NA,NA,NA,NA,NA
78665,7.29515,8.8836,8.40176,NA,0.638,NA,NA,NA,NA,NA
78901,8.21149,7.81071,7.57403,0.872,NA,NA,NA,NA,NA,NA
79013,8.96523,7.6596,7.8755,NA,0.749,NA,NA,NA,NA,NA
79381,8.06606,8.14714,8.0341,NA,NA,NA,NA,0.674,NA,NA
79512,7.98887,6.95999,8.05553,NA,0.836,NA,NA,NA,NA,NA
79800,7.43368,7.18691,8.53105,NA,0.771,NA,NA,NA,NA,NA
79968,7.55509,7.89472,8.66781,NA,NA,NA,NA,0.642,NA,NA
80122,8.00896,7.96529,7.83081,0.823,NA,NA,NA,NA,NA,NA
80273,7.87944,7.70704,7.83465,NA,0.945,NA,NA,NA,NA,NA
80509,7.58167,8.48894,7.63724,NA,0.859,NA,NA,NA,NA,NA
80781,7.9424,8.22676,7.05143,NA,0.831,NA,NA,NA,NA,NA
80924,8.76973,7.09069,7.19805,NA,NA,NA,0.597,NA,NA,NA
81193,7.90785,7.59582,7.05805,NA,0.897,NA,NA,NA,NA,NA
81362,7.8914,8.226,7.66042,NA,0.924,NA,NA,NA,NA,NA
81465,7.9286,7.79963,7.10369,NA,NA,NA,0.808,NA,NA,NA
81667,7.67713,7.89941,7.3379,NA,NA,0.962,NA,NA,NA,NA
81968,7.68105,7.9288,7.18481,NA,0.922,NA,NA,NA,NA,NA
82036,6.69619,7.28098,7.84872,NA,NA,0.722,NA,NA,NA,NA
82241,7.87274,7.26041,8.24637,NA,NA,0.885,NA,NA,NA,NA
82579,6.84431,7.38631,8.19208,NA,0.764,NA,NA,NA,NA,NA
82784,8.40606,7.22953,8.44459,NA,0.741,NA,NA,NA,NA,NA
82854,7.37628,7.82328,8.00587,NA,NA,NA,NA,0.775,NA,NA
83109,7.86781,8.08475,7.98432,NA,NA,NA,NA,NA,NA,0.63
83244,7.09728,7.92395,7.52633,NA,NA,0.903,NA,NA,NA,NA
83428,7.12325,8.3589,7.34419,NA,NA,0.819,NA,NA,NA,NA
83769,8.10559,7.27962,7.98202,NA,NA,0.903,NA,NA,NA,NA
83894,8.02864,8.00044,7.35465,NA,NA,0.908,NA,NA,NA,NA
84105,7.94508,7.36662,7.28542,NA,NA,0.903,NA,NA,NA,NA
84301,8.29873,8.21667,7.90209,NA,NA,NA,0.832,NA,NA,NA
84414,7.29945,7.90697,7.47387,NA,0.906,NA,NA,NA,NA,NA
84735,7.04264,8.34346,7.22725,NA,0.728,NA,NA,NA,NA,NA
84967,7.71041,8.6317,7.81176,NA,NA,NA,0.806,NA,NA,NA
85171,7.36343,8.54008,7.51312,NA,NA,0.844,NA,NA,NA,NA
85360,7.21902,8.17369,8.21022,NA,0.847,NA,NA,NA,NA,NA
85456,7.2417,6.99636,7.33349,NA,NA,0.797,NA,NA,NA,NA
85669,8.17091,7.33934,8.17975,NA,0.844,NA,NA,NA,NA,NA
85808,7.78922,7.5607,8.41968,NA,NA,NA,0.825,NA,NA,NA
86158,7.31706,7.43321,7.33413,NA,0.909,NA,NA,NA,NA,NA
86397,7.9436,7.70093,8.89528,NA,NA,NA,NA,NA,0.574,NA
86514,7.71517,7.67524,8.37161,NA,NA,0.908,NA,NA,NA,NA
86692,7.55353,8.02395,7.39167,NA,NA,NA,0.882,NA,NA,NA
86885,7.97491,6.98405,8.28516,NA,0.81,NA,NA,NA,NA,NA
87133,7.36602,6.99596,8.07811,NA,NA,NA,0.774,NA,NA,NA
87279,8.19154,8.67392,7.08826,NA,NA,0.715,NA,NA,NA,NA
87456,7.94784,8.05222,7.67904,NA,0.962,NA,NA,NA,NA,NA
87793,8.25435,8.13627,7.76332,NA,NA,0.876,NA,NA,NA,NA
87955,7.77498,8.77635,7.41724,NA,NA,NA,0.747,NA,NA,NA
88155,8.06544,7.51702,8.16911,NA,0.924,NA,NA,NA,NA,NA
88201,7.08571,8.0881,7.35401,NA,NA,0.852,NA,NA,NA,NA
88580,7.2146,7.43258,7.25171,NA,0.856,NA,NA,NA,NA,NA
88604,7.4394,7.57023,7.44658,NA,NA,NA,0.793,NA,NA,NA
88943,7.32503,7.26034,7.56646,NA,NA,0.917,NA,NA,NA,NA
89040,8.34555,7.80213,7.75704,NA,NA,NA,0.848,NA,NA,NA
89366,7.79923,8.232,7.58809,NA,NA,0.912,NA,NA,NA,NA
89462,6.82701,7.71963,8.38261,NA,0.747,NA,NA,NA,NA,NA
89711,8.68851,8.17595,8.08356,NA,0.736,NA,NA,NA,NA,NA
89840,8.18176,7.88664,7.73892,NA,NA,0.938,NA,NA,NA,NA
90151,7.98235,8.12113,7.99547,NA,NA,NA,0.879,NA,NA,NA
90378,7.94734,7.72904,7.71265,NA,0.981,NA,NA,NA,NA,NA
90476,7.45542,6.88678,7.74831,NA,NA,NA,0.782,NA,NA,NA
90710,7.43887,8.20759,8.23604,NA,0.883,NA,NA,NA,NA,NA
90968,7.44504,8.10943,7.07776,NA,NA,NA,0.769,NA,NA,NA
91009,7.92871,6.8171,6.9612,NA,NA,0.705,NA,NA,NA,NA
91330,7.95963,7.72899,7.90887,NA,0.94,NA,NA,NA,NA,NA
91582,8.21515,7.77394,7.53229,0.834,NA,NA,NA,NA,NA,NA
91780,7.28911,7.44766,8.20776,NA,0.891,NA,NA,NA,NA,NA
91979,7.85342,8.04737,7.57357,NA,0.955,NA,NA,NA,NA,NA
92096,7.64791,8.84269,8.03671,0.714,NA,NA,NA,NA,NA,NA
92217,8.36796,8.06806,7.10178,NA,NA,0.786,NA,NA,NA,NA
92569,8.30756,7.27679,8.25276,NA,NA,NA,0.765,NA,NA,NA
92701,7.34663,7.93133,7.65014,NA,0.94,NA,NA,NA,NA,NA
92826,7.72301,8.5178,8.09554,NA,NA,0.85,NA,NA,NA,NA
93029,7.13697,7.59461,8.00302,NA,0.897,NA,NA,NA,NA,NA
93371,8.15411,7.99452,7.64187,0.875,NA,NA,NA,NA,NA,NA
93580,7.88605,8.26167,7.67964,NA,0.919,NA,NA,NA,NA,NA
93617,7.66338,8.408,7.2264,0.773,NA,NA,NA,NA,NA,NA
93903,7.78671,6.79492,7.79913,0.744,NA,NA,NA,NA,NA,NA
94117,7.37233,7.80816,7.47112,NA,0.915,NA,NA,NA,NA,NA
94395,8.17018,8.21282,7.79812,NA,0.903,NA,NA,NA,NA,NA
94491,7.56736,7.571,8.77644,NA,NA,NA,0.738,NA,NA,NA
94706,7.33789,8.43349,8.40967,NA,NA,0.76,NA,NA,NA,NA
94904,7.91627,7.52159,7.68495,NA,NA,NA,0.899,NA,NA,NA
95022,8.0373,7.60676,7.8418,NA,NA,NA,0.919,NA,NA,NA
95261,8.29818,8.71666,7.8349,NA,NA,NA,0.7,NA,NA,NA
95457,7.41525,8.355,7.83565,NA,NA,NA,0.783,NA,NA,NA
95763,7.16414,7.87964,7.11984,NA,NA,0.854,NA,NA,NA,NA
95906,8.43543,7.4357,7.75415,NA,0.854,NA,NA,NA,NA,NA
96193,8.38469,7.83345,7.17614,NA,NA,NA,0.767,NA,NA,NA
96365,7.38919,7.27406,7.83779,NA,0.932,NA,NA,NA,NA,NA
96587,8.04199,7.90673,8.92991,NA,0.718,NA,NA,NA,NA,NA
96718,6.95409,8.18656,7.24044,NA,NA,0.788,NA,NA,NA,NA
96861,7.88894,8.19939,7.1131,NA,0.861,NA,NA,NA,NA,NA
97006,7.45872,7.8147,9.07121,NA,NA,0.691,NA,NA,NA,NA
97359,7.99235,8.10059,7.52841,0.856,NA,NA,NA,NA,NA,NA
97590,8.0695,7.95779,7.3156,NA,NA,0.892,NA,NA,NA,NA
97656,7.76483,8.2473,7.41901,NA,NA,0.917,NA,NA,NA,NA
97949,7.47044,8.13905,7.6277,NA,0.938,NA,NA,NA,NA,NA
98142,7.23386,8.07049,7.70866,NA,0.913,NA,NA,NA,NA,NA
98296,6.97745,7.84349,7.32827,0.747,NA,NA,NA,NA,NA,NA
98417,7.27456,8.02641,7.44374,NA,NA,NA,0.859,NA,NA,NA
98615,7.54889,7.79868,7.32696,NA,NA,0.928,NA,NA,NA,NA
98949,7.71875,8.1962,6.97373,NA,0.836,NA,NA,NA,NA,NA
99033,8.06114,8.27361,7.69509,NA,NA,0.909,NA,NA,NA,NA
99257,7.45178,7.75395,7.76562,NA,NA,NA,NA,0.749,NA,NA
99458,7.75305,7.34264,8.44141,NA,NA,0.864,NA,NA,NA,NA
99615,7.81455,7.41186,7.48522,NA,NA,NA,0.907,NA,NA,NA
99896,7.62456,7.49059,7.89997,NA,0.977,NA,NA,NA,NA,NA
100172,7.44678,7.59847,7.70639,NA,NA,NA,0.919,NA,NA,NA
100375,8.5106,8.02626,8.0563,NA,NA,0.842,NA,NA,NA,NA
100453,8.65749,7.91691,7.59074,NA,NA,NA,0.763,NA,NA,NA
100693,8.51173,7.23675,7.10622,NA,NA,0.741,NA,NA,NA,NA
100994,8.54889,7.69231,8.62375,NA,NA,0.717,NA,NA,NA,NA
101073,7.81327,8.45875,7.85373,NA,0.89,NA,NA,NA,NA,NA
101347,7.45348,8.92856,7.73784,NA,NA,0.76,NA,NA,NA,NA
101544,6.96123,8.634,7.80001,NA,NA,0.735,NA,NA,NA,NA
101678,7.13452,8.03728,7.29083,NA,NA,NA,0.813,NA,NA,NA
101871,7.00236,8.55126,7.55608,NA,0.754,NA,NA,NA,NA,NA
102103,8.07139,7.859,7.74092,NA,NA,NA,NA,NA,0.769,NA
102387,7.7794,8.04131,8.44619,0.775,NA,NA,NA,NA,NA,NA
102473,7.77948,8.38057,7.62498,NA,NA,0.906,NA,NA,NA,NA
102652,7.9047,7.46009,7.78263,NA,0.944,NA,NA,NA,NA,NA
102956,7.08531,7.95953,7.70437,NA,0.852,NA,NA,NA,NA,NA
103005,7.57692,7.50099,8.32816,NA,NA,0.912,NA,NA,NA,NA
103226,7.7855,7.61038,8.21307,NA,NA,NA,0.827,NA,NA,NA
103565,7.83809,7.31716,8.00581,NA,NA,NA,0.863,NA,NA,NA
103728,7.23549,6.93443,7.70092,NA,NA,0.801,NA,NA,NA,NA
103869,7.43131,7.35715,7.78235,NA,NA,0.946,NA,NA,NA,NA
104044,7.98087,8.41766,7.77507,NA,0.89,NA,NA,NA,NA,NA
104327,7.17325,7.39166,7.46288,NA,NA,NA,0.769,NA,NA,NA
104405,7.74787,7.8507,7.55316,NA,NA,NA,NA,NA,0.683,NA
104667,7.26718,7.59784,8.51185,NA,NA,0.8,NA,NA,NA,NA
104848,7.31728,7.27056,8.73187,NA,0.738,NA,NA,NA,NA,NA
105183,7.84383,7.93857,8.0806,NA,0.949,NA,NA,NA,NA,NA
105260,8.34816,7.89692,7.87779,NA,0.867,NA,NA,NA,NA,NA
105498,8.01151,7.24246,8.5339,NA,0.792,NA,NA,NA,NA,NA
105708,8.08145,6.45207,8.249,NA,NA,0.614,NA,NA,NA,NA
105948,8.07061,8.41671,8.09698,NA,NA,0.852,NA,NA,NA,NA
106022,7.4711,8.47007,8.48574,NA,NA,0.777,NA,NA,NA,NA
106387,7.60947,8.49943,7.90366,NA,0.846,NA,NA,NA,NA,NA
106450,7.70194,8.38553,7.63067,NA,NA,0.901,NA,NA,NA,NA
106617,7.67683,8.13013,8.07283,NA,NA,0.896,NA,NA,NA,NA
106900,8.17939,7.52091,7.99939,NA,NA,0.927,NA,NA,NA,NA
107088,7.58713,8.53064,7.72928,0.819,NA,NA,NA,NA,NA,NA
107351,7.3388,7.57229,8.04763,NA,NA,NA,0.873,NA,NA,NA
107460,8.60779,7.98445,8.00054,NA,0.786,NA,NA,NA,NA,NA
107620,8.00448,7.50137,6.86089,NA,0.767,NA,NA,NA,NA,NA
107885,7.56865,8.75746,7.39725,NA,0.759,NA,NA,NA,NA,NA
108199,7.54732,7.67169,8.15973,NA,NA,NA,NA,0.741,NA,NA
108392,8.13243,8.22287,7.67061,0.759,NA,NA,NA,NA,NA,NA
108411,7.48666,8.1971,8.46444,NA,0.826,NA,NA,NA,NA,NA
108692,7.87546,7.66563,8.2068,NA,0.941,NA,NA,NA,NA,NA
108801,8.00294,7.93656,7.42575,0.881,NA,NA,NA,NA,NA,NA
109178,7.69778,7.80569,7.62571,NA,0.945,NA,NA,NA,NA,NA
109341,8.0549,7.24783,8.2257,NA,0.877,NA,NA,NA,NA,NA
109569,8.1089,7.53793,7.82326,NA,0.954,NA,NA,NA,NA,NA
109700,8.10957,8.51715,7.04785,NA,NA,NA,0.708,NA,NA,NA
109927,7.70676,7.1413,7.30013,NA,NA,0.893,NA,NA,NA,NA
110170,8.02929,7.03659,7.36788,NA,0.843,NA,NA,NA,NA,NA
110289,7.64393,6.86123,7.18243,NA,0.781,NA,NA,NA,NA,NA
110430,7.39747,6.72618,8.21654,0.659,NA,NA,NA,NA,NA,NA
110622,7.23991,7.32612,7.46384,NA,0.879,NA,NA,NA,NA,NA
110899,7.81646,7.64388,7.38765,NA,NA,0.968,NA,NA,NA,NA
111140,7.31273,7.42071,7.87993,0.856,NA,NA,NA,NA,NA,NA
111334,6.75913,7.74351,8.04856,NA,NA,0.769,NA,NA,NA,NA
111599,7.54687,8.13678,7.45057,NA,NA,0.944,NA,NA,NA,NA
111705,7.26418,7.89798,7.69852,NA,0.911,NA,NA,NA,NA,NA
111916,8.28329,8.54508,7.95039,NA,0.791,NA,NA,NA,NA,NA
112182,6.90125,7.63371,7.47786,NA,NA,0.839,NA,NA,NA,NA
112292,7.44497,7.51497,8.08088,NA,0.907,NA,NA,NA,NA,NA
112538,7.72376,7.817,8.58148,0.729,NA,NA,NA,NA,NA,NA
112657,7.64592,7.79155,7.89761,NA,NA,0.95,NA,NA,NA,NA
112982,7.12683,7.33083,7.13594,NA,NA,NA,0.774,NA,NA,NA
113042,8.2932,7.35577,8.58534,NA,NA,0.777,NA,NA,NA,NA
113253,8.27295,6.98476,7.90578,NA,0.785,NA,NA,NA,NA,NA
113514,7.72924,6.46801,7.99415,NA,0.682,NA,NA,NA,NA,NA
113626,7.76236,7.55555,8.23691,NA,NA,0.934,NA,NA,NA,NA
113978,8.41951,7.92695,7.83683,NA,NA,NA,0.827,NA,NA,NA
114120,8.05303,8.77119,7.56372,NA,0.789,NA,NA,NA,NA,NA
114395,7.80657,8.50875,8.29719,NA,NA,0.817,NA,NA,NA,NA
114445,7.25101,8.54405,8.43108,NA,NA,0.733,NA,NA,NA,NA
114721,7.62238,8.34885,7.98146,NA,NA,0.894,NA,NA,NA,NA
114916,7.81247,7.85423,7.24276,NA,NA,0.944,NA,NA,NA,NA
115009,6.93693,7.51395,6.9043,NA,0.681,NA,NA,NA,NA,NA
115353,9.14393,7.88359,7.17182,NA,0.646,NA,NA,NA,NA,NA
115475,8.24762,7.94891,7.85688,NA,NA,NA,0.837,NA,NA,NA
115695,8.55183,8.21893,7.6161,NA,0.809,NA,NA,NA,NA,NA
115833,7.86521,7.82116,7.73428,NA,0.959,NA,NA,NA,NA,NA
116020,7.83528,7.9767,7.88706,NA,0.959,NA,NA,NA,NA,NA
116240,8.01148,7.79385,7.57262,0.882,NA,NA,NA,NA,NA,NA
116560,7.69508,6.71829,7.89394,NA,0.772,NA,NA,NA,NA,NA
116790,8.51868,7.72072,8.02194,NA,NA,0.86,NA,NA,NA,NA
116994,7.71799,8.04013,8.07919,NA,0.949,NA,NA,NA,NA,NA
117010,7.75764,7.27844,8.01888,NA,NA,0.938,NA,NA,NA,NA
117231,7.72302,7.40623,8.03052,NA,NA,0.945,NA,NA,NA,NA
117557,8.38399,8.22227,7.77031,NA,NA,NA,0.8,NA,NA,NA
117670,8.43358,7.76241,7.33595,NA,0.873,NA,NA,NA,NA,NA
117829,7.04031,7.4601,8.02168,0.808,NA,NA,NA,NA,NA,NA
118163,7.52912,7.42981,7.32466,NA,NA,0.915,NA,NA,NA,NA
118365,8.09923,8.04582,7.88245,NA,NA,0.935,NA,NA,NA,NA
118438,7.40389,7.92419,7.91667,NA,0.951,NA,NA,NA,NA,NA
118714,7.52125,7.98957,6.6434,NA,NA,0.747,NA,NA,NA,NA
118993,7.94052,7.3216,8.72497,NA,NA,0.749,NA,NA,NA,NA
119106,8.60648,8.43366,8.62996,NA,NA,0.621,NA,NA,NA,NA
119353,7.04378,8.53424,7.72854,NA,NA,NA,0.736,NA,NA,NA
119547,6.98443,7.61933,7.49975,NA,0.859,NA,NA,NA,NA,NA
119726,7.41876,8.61272,8.09408,NA,0.811,NA,NA,NA,NA,NA
119961,6.83187,8.36926,7.812,NA,NA,NA,0.688,NA,NA,NA
120091,8.17294,7.24986,8.52882,NA,NA,0.793,NA,NA,NA,NA
120323,7.78533,7.7478,8.01769,NA,NA,NA,0.932,NA,NA,NA
120461,8.17738,8.0438,7.2458,NA,0.859,NA,NA,NA,NA,NA
120764,8.32641,7.76883,7.58427,NA,0.924,NA,NA,NA,NA,NA
120997,7.15526,8.15418,7.94341,NA,0.844,NA,NA,NA,NA,NA
121069,7.80707,7.79675,8.09158,NA,NA,NA,0.888,NA,NA,NA
121292,7.36082,7.42136,8.03363,NA,NA,0.92,NA,NA,NA,NA
121555,7.14272,7.39258,8.58015,NA,0.74,NA,NA,NA,NA,NA
121628,6.85102,8.20621,8.03802,NA,NA,0.773,NA,NA,NA,NA
121945,7.26846,7.41093,7.38952,NA,NA,NA,NA,0.718,NA,NA
122145,8.09793,7.43594,7.65765,0.845,NA,NA,NA,NA,NA,NA
122376,7.85179,7.40513,6.96127,NA,0.848,NA,NA,NA,NA,NA
122486,7.87672,7.60529,7.71052,NA,0.959,NA,NA,NA,NA,NA
122783,7.52148,7.74544,7.58699,NA,0.967,NA,NA,NA,NA,NA
122925,8.53618,7.80259,7.36078,NA,NA,0.819,NA,NA,NA,NA
123112,8.33165,7.58322,7.55567,NA,0.919,NA,NA,NA,NA,NA
123329,7.53482,7.20573,8.14816,NA,0.9,NA,NA,NA,NA,NA
123409,7.57594,8.00758,8.19082,NA,NA,0.888,NA,NA,NA,NA
123688,6.86522,7.36822,8.00635,NA,NA,0.806,NA,NA,NA,NA
123840,7.65902,7.00824,7.31096,NA,NA,0.857,NA,NA,NA,NA
124120,7.65498,7.58338,7.52825,NA,NA,NA,0.926,NA,NA,NA
124225,7.57955,6.99899,7.37203,NA,NA,0.855,NA,NA,NA,NA
124588,7.81941,6.77538,7.94656,NA,NA,0.805,NA,NA,NA,NA
124769,7.64713,6.89528,7.41045,NA,NA,0.841,NA,NA,NA,NA
124884,8.20812,7.99244,7.58201,NA,NA,0.932,NA,NA,NA,NA
125163,8.19393,8.24711,8.16381,NA,NA,0.848,NA,NA,NA,NA
125285,7.52553,7.79156,8.01001,0.817,NA,NA,NA,NA,NA,NA
125582,6.91475,7.40329,7.17859,0.724,NA,NA,NA,NA,NA,NA
125668,8.01452,7.53541,8.35398,NA,NA,NA,NA,0.657,NA,NA
125910,7.89023,8.01759,7.59794,NA,NA,0.971,NA,NA,NA,NA
126130,8.18041,7.35777,7.46991,NA,NA,0.886,NA,NA,NA,NA
126392,8.02422,7.88463,7.51887,NA,NA,NA,0.915,NA,NA,NA
126436,7.15452,7.24911,7.37697,NA,NA,NA,0.762,NA,NA,NA
126666,7.72126,7.86833,7.76573,NA,NA,0.985,NA,NA,NA,NA
126968,7.57584,7.4936,6.88411,NA,0.834,NA,NA,NA,NA,NA
127036,7.17557,7.47819,7.63789,0.772,NA,NA,NA,NA,NA,NA
127389,6.74227,7.66172,7.20858,0.679,NA,NA,NA,NA,NA,NA
127548,7.97612,8.12372,8.10071,NA,0.894,NA,NA,NA,NA,NA
127603,8.07258,8.61499,7.36717,0.725,NA,NA,NA,NA,NA,NA
127809,8.58207,7.45387,7.5897,NA,NA,0.84,NA,NA,NA,NA
128192,8.56227,7.60284,8.23552,NA,NA,0.816,NA,NA,NA,NA
128339,8.54267,7.26949,8.2086,NA,NA,0.768,NA,NA,NA,NA
128578,7.64377,6.98025,7.39675,NA,NA,NA,0.751,NA,NA,NA
128615,8.07451,8.15267,7.21408,NA,0.879,NA,NA,NA,NA,NA
128945,7.23725,7.7938,6.96406,NA,0.829,NA,NA,NA,NA,NA
129028,7.35381,7.95756,8.36823,NA,NA,0.88,NA,NA,NA,NA
129291,7.5825,7.68488,8.00637,NA,NA,0.978,NA,NA,NA,NA
129401,7.98112,7.7965,7.85315,0.812,NA,NA,NA,NA,NA,NA
129697,7.54005,7.75521,7.29711,NA,0.943,NA,NA,NA,NA,NA
129835,7.63324,8.02054,7.84447,NA,0.939,NA,NA,NA,NA,NA
130154,8.26948,8.30296,8.1319,NA,NA,0.805,NA,NA,NA,NA
130272,8.65991,8.14922,7.24905,NA,NA,0.763,NA,NA,NA,NA
130569,8.52408,8.24958,8.02751,NA,NA,0.803,NA,NA,NA,NA
130768,6.98879,7.75282,8.09485,NA,NA,0.832,NA,NA,NA,NA
130891,7.10936,7.78854,7.93474,NA,NA,NA,0.814,NA,NA,NA
131050,7.73933,7.97639,7.56693,NA,NA,NA,0.835,NA,NA,NA
131209,7.78044,8.33523,8.1958,NA,0.826,NA,NA,NA,NA,NA
131569,7.80882,8.07888,8.11829,0.841,NA,NA,NA,NA,NA,NA
131798,7.53294,7.00228,8.35024,NA,NA,0.806,NA,NA,NA,NA
131840,6.99393,7.77687,7.82114,0.809,NA,NA,NA,NA,NA,NA
132012,7.46832,7.35716,7.76291,NA,NA,0.96,NA,NA,NA,NA
132378,8.00579,7.69659,7.40966,NA,0.939,NA,NA,NA,NA,NA
132523,7.58215,7.97188,6.98135,NA,NA,0.87,NA,NA,NA,NA
132674,8.2444,8.00081,7.49146,NA,NA,0.913,NA,NA,NA,NA
132926,7.58075,7.91105,8.11213,NA,0.942,NA,NA,NA,NA,NA
133019,7.18606,8.20665,7.54176,NA,0.876,NA,NA,NA,NA,NA
133283,8.0217,7.88376,6.97272,NA,NA,0.857,NA,NA,NA,NA
133431,7.95228,7.37379,7.91286,NA,NA,0.955,NA,NA,NA,NA
133639,7.35804,8.14707,7.8958,NA,NA,0.929,NA,NA,NA,NA
133994,7.04645,8.02016,7.76249,NA,NA,NA,NA,NA,0.636,NA
134138,7.81376,7.09996,7.60993,NA,NA,NA,0.852,NA,NA,NA
134293,8.63253,7.56882,7.50813,0.78,NA,NA,NA,NA,NA,NA
134450,8.33909,7.68131,7.67841,0.842,NA,NA,NA,NA,NA,NA
134633,7.52784,7.20754,7.83152,NA,NA,0.934,NA,NA,NA,NA
134948,7.77318,7.60227,7.32484,0.82,NA,NA,NA,NA,NA,NA
135191,7.52901,7.13548,7.4818,NA,0.904,NA,NA,NA,NA,NA
135383,8.16699,7.72758,7.43198,NA,NA,0.906,NA,NA,NA,NA
135513,8.39715,7.31044,6.73326,NA,0.648,NA,NA,NA,NA,NA
135741,8.79328,7.91861,7.14851,NA,0.728,NA,NA,NA,NA,NA
135974,8.38099,7.7903,6.48696,NA,NA,0.604,NA,NA,NA,NA
136200,8.27496,7.55335,7.87611,0.85,NA,NA,NA,NA,NA,NA
136245,7.17544,7.48956,8.0581,NA,0.859,NA,NA,NA,NA,NA
136517,7.59181,7.25759,7.11766,NA,NA,0.879,NA,NA,NA,NA
136617,7.60662,8.10289,6.9985,NA,0.842,NA,NA,NA,NA,NA
136891,7.91512,8.1714,7.68987,0.863,NA,NA,NA,NA,NA,NA
137186,7.67064,8.55942,8.03978,NA,0.851,NA,NA,NA,NA,NA
137239,8.13962,7.40664,8.49346,NA,0.833,NA,NA,NA,NA,NA
137574,8.4578,7.86763,8.58829,NA,NA,NA,0.704,NA,NA,NA
137770,8.61733,7.47674,7.77754,NA,NA,0.846,NA,NA,NA,NA
137887,8.22517,8.27249,8.22981,NA,NA,0.836,NA,NA,NA,NA
